tick_id,day,settlement_id,resident_id,object_id,owner_id,object_use,action,permission_state,location_before,location_after,carried_after,relationship_before,relationship_after,queue_before,queue_after,consequence_label,consequence_visible,bounded_consequence,rollback_available
2544,142,roofward,Fay,sun lens,Fay,craft,drop_object,returning,glass stair,glass stair,False,0.98,0.98,0.056,0.062,object attention registered,True,True,True
2545,142,archive,Toma,ink ribbon,Toma,craft,request_permission,granted,spool room,spool room,False,0.98,0.98,0.056,0.052,permission negotiated,True,True,True
2547,142,orchard,Mara,apple wrap,shared,care,listen_memory,observed,mud row,mud row,False,0.98,0.98,0.064,0.054,respectful pressure reduction,True,True,True
2550,142,roofward,Fay,brass hinge,Fay,repair,listen_memory,observed,sun sill,sun sill,False,0.98,0.98,0.062,0.052,respectful pressure reduction,True,True,True
2553,142,orchard,Mara,market token,Mara,trade,approach_resident,observed,satchel shed,satchel shed,False,0.98,0.98,0.054,0.06,attention cost,True,True,True
2554,142,repair_ring,Juno,bell gauge,Juno,diagnostic,drop_object,returning,wire bench,wire bench,False,0.98,0.98,0.054,0.06,object attention registered,True,True,True
2556,143,archive,Toma,clean cloth,shared,care,turn_right,observed,ink niche,ink niche,False,0.98,0.98,0.052,0.051,ambient ownership awareness,True,True,True
2558,143,orchard,Mara,market token,Mara,trade,drop_object,returning,satchel shed,satchel shed,False,0.98,0.98,0.06,0.066,object attention registered,True,True,True
2559,143,repair_ring,Juno,bell gauge,Juno,diagnostic,request_permission,granted,wire bench,wire bench,False,0.98,0.98,0.06,0.056,permission negotiated,True,True,True
2561,143,roofward,Fay,sun lens,Fay,craft,drop_object,returning,glass stair,glass stair,False,0.98,0.98,0.052,0.058,object attention registered,True,True,True
2562,143,archive,Toma,ink ribbon,Toma,craft,request_permission,granted,spool room,spool room,False,0.98,0.98,0.051,0.05,permission negotiated,True,True,True
2565,143,repair_ring,Juno,insulated tongs,Juno,repair,move_forward,observed,wire bench,wire bench,False,0.98,0.98,0.056,0.055,ambient ownership awareness,True,True,True
2568,143,archive,Toma,clean cloth,shared,care,move_forward,observed,ink niche,ink niche,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
2571,143,repair_ring,Juno,bell gauge,Juno,diagnostic,drop_object,returning,wire bench,wire bench,False,0.98,0.98,0.055,0.061,object attention registered,True,True,True
2574,144,signal,Milo,mast rope,Milo,repair,approach_resident,observed,arrival court,arrival court,False,0.98,0.98,0.05,0.056,attention cost,True,True,True
2575,144,orchard,Mara,market token,Mara,trade,drop_object,returning,satchel shed,satchel shed,False,0.98,0.98,0.062,0.068,object attention registered,True,True,True
2576,144,repair_ring,Juno,bell gauge,Juno,diagnostic,request_permission,granted,wire bench,wire bench,False,0.98,0.98,0.061,0.057,permission negotiated,True,True,True
2577,144,riverbend,Lio,dry shawl,shared,care,approach_resident,observed,dry ridge,dry ridge,False,0.98,0.98,0.05,0.056,attention cost,True,True,True
2578,144,roofward,Fay,sun lens,Fay,craft,drop_object,returning,glass stair,glass stair,False,0.98,0.98,0.056,0.062,object attention registered,True,True,True
2579,144,archive,Toma,ink ribbon,Toma,craft,request_permission,granted,spool room,spool room,False,0.98,0.98,0.056,0.052,permission negotiated,True,True,True
2580,144,signal,Milo,signal lens,Milo,craft,wait_respectfully,observed,lantern walk,lantern walk,False,0.98,0.98,0.056,0.05,respectful pressure reduction,True,True,True
2583,144,riverbend,Lio,ridge lantern,Lio,signal,wait_respectfully,observed,wet crossing,wet crossing,False,0.98,0.98,0.056,0.05,respectful pressure reduction,True,True,True
2586,144,signal,Milo,mast rope,Milo,repair,turn_right,observed,arrival court,arrival court,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
2588,144,repair_ring,Juno,bell gauge,Juno,diagnostic,drop_object,returning,wire bench,wire bench,False,0.98,0.98,0.057,0.063,object attention registered,True,True,True
2589,144,riverbend,Lio,dry shawl,shared,care,turn_right,observed,dry ridge,dry ridge,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
2591,144,archive,Toma,ink ribbon,Toma,craft,drop_object,returning,spool room,spool room,False,0.98,0.98,0.052,0.058,object attention registered,True,True,True
2592,145,orchard,Mara,market token,Mara,trade,drop_object,returning,satchel shed,satchel shed,False,0.98,0.98,0.064,0.07,object attention registered,True,True,True
2593,145,repair_ring,Juno,bell gauge,Juno,diagnostic,request_permission,granted,wire bench,wire bench,False,0.98,0.98,0.063,0.059,permission negotiated,True,True,True
2595,145,roofward,Fay,sun lens,Fay,craft,drop_object,returning,glass stair,glass stair,False,0.98,0.98,0.058,0.064,object attention registered,True,True,True
2596,145,archive,Toma,ink ribbon,Toma,craft,request_permission,granted,spool room,spool room,False,0.98,0.98,0.058,0.054,permission negotiated,True,True,True
2598,145,orchard,Mara,apple wrap,shared,care,listen_memory,observed,mud row,mud row,False,0.98,0.98,0.07,0.06,respectful pressure reduction,True,True,True
2601,145,roofward,Fay,brass hinge,Fay,repair,listen_memory,observed,sun sill,sun sill,False,0.98,0.98,0.064,0.054,respectful pressure reduction,True,True,True
2604,145,orchard,Mara,market token,Mara,trade,approach_resident,observed,satchel shed,satchel shed,False,0.98,0.98,0.06,0.066,attention cost,True,True,True
2605,145,repair_ring,Juno,bell gauge,Juno,diagnostic,drop_object,returning,wire bench,wire bench,False,0.98,0.98,0.059,0.065,object attention registered,True,True,True
2607,145,roofward,Fay,sun lens,Fay,craft,approach_resident,observed,glass stair,glass stair,False,0.98,0.98,0.054,0.06,attention cost,True,True,True
2608,145,archive,Toma,ink ribbon,Toma,craft,drop_object,returning,spool room,spool room,False,0.98,0.98,0.054,0.06,object attention registered,True,True,True
2609,145,signal,Milo,signal lens,Milo,craft,request_permission,granted,lantern walk,lantern walk,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
2610,146,repair_ring,Juno,bell gauge,Juno,diagnostic,request_permission,granted,wire bench,wire bench,False,0.98,0.98,0.065,0.061,permission negotiated,True,True,True
2612,146,roofward,Fay,sun lens,Fay,craft,drop_object,returning,glass stair,glass stair,False,0.98,0.98,0.06,0.066,object attention registered,True,True,True
2613,146,archive,Toma,ink ribbon,Toma,craft,request_permission,granted,spool room,spool room,False,0.98,0.98,0.06,0.056,permission negotiated,True,True,True
2616,146,repair_ring,Juno,insulated tongs,Juno,repair,move_forward,observed,wire bench,wire bench,False,0.98,0.98,0.061,0.06,ambient ownership awareness,True,True,True
2619,146,archive,Toma,clean cloth,shared,care,move_forward,observed,ink niche,ink niche,False,0.98,0.98,0.056,0.055,ambient ownership awareness,True,True,True
2622,146,repair_ring,Juno,bell gauge,Juno,diagnostic,drop_object,returning,wire bench,wire bench,False,0.98,0.98,0.06,0.066,object attention registered,True,True,True
2625,146,archive,Toma,ink ribbon,Toma,craft,drop_object,returning,spool room,spool room,False,0.98,0.98,0.055,0.061,object attention registered,True,True,True
2626,146,signal,Milo,signal lens,Milo,craft,request_permission,granted,lantern walk,lantern walk,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
2628,147,riverbend,Lio,dry shawl,shared,care,approach_resident,observed,dry ridge,dry ridge,False,0.98,0.98,0.05,0.056,attention cost,True,True,True
2629,147,roofward,Fay,sun lens,Fay,craft,drop_object,returning,glass stair,glass stair,False,0.98,0.98,0.062,0.068,object attention registered,True,True,True
2630,147,archive,Toma,ink ribbon,Toma,craft,request_permission,granted,spool room,spool room,False,0.98,0.98,0.061,0.057,permission negotiated,True,True,True
2631,147,signal,Milo,signal lens,Milo,craft,wait_respectfully,observed,lantern walk,lantern walk,False,0.98,0.98,0.056,0.05,respectful pressure reduction,True,True,True
2634,147,riverbend,Lio,ridge lantern,Lio,signal,wait_respectfully,observed,wet crossing,wet crossing,False,0.98,0.98,0.056,0.05,respectful pressure reduction,True,True,True
2637,147,signal,Milo,mast rope,Milo,repair,turn_right,observed,arrival court,arrival court,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
2639,147,repair_ring,Juno,bell gauge,Juno,diagnostic,drop_object,returning,wire bench,wire bench,False,0.98,0.98,0.066,0.072,object attention registered,True,True,True
2640,147,riverbend,Lio,dry shawl,shared,care,turn_right,observed,dry ridge,dry ridge,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
2642,147,archive,Toma,ink ribbon,Toma,craft,drop_object,returning,spool room,spool room,False,0.98,0.98,0.057,0.063,object attention registered,True,True,True
2643,147,signal,Milo,signal lens,Milo,craft,request_permission,granted,lantern walk,lantern walk,False,0.98,0.98,0.056,0.052,permission negotiated,True,True,True
2646,148,roofward,Fay,sun lens,Fay,craft,drop_object,returning,glass stair,glass stair,False,0.98,0.98,0.064,0.07,object attention registered,True,True,True
2647,148,archive,Toma,ink ribbon,Toma,craft,request_permission,granted,spool room,spool room,False,0.98,0.98,0.063,0.059,permission negotiated,True,True,True
2649,148,orchard,Mara,apple wrap,shared,care,listen_memory,observed,mud row,mud row,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
2652,148,roofward,Fay,brass hinge,Fay,repair,listen_memory,observed,sun sill,sun sill,False,0.98,0.98,0.07,0.06,respectful pressure reduction,True,True,True
2655,148,orchard,Mara,market token,Mara,trade,approach_resident,observed,satchel shed,satchel shed,False,0.98,0.98,0.056,0.062,attention cost,True,True,True
2656,148,repair_ring,Juno,bell gauge,Juno,diagnostic,drop_object,returning,wire bench,wire bench,False,0.98,0.98,0.062,0.068,object attention registered,True,True,True
2658,148,roofward,Fay,sun lens,Fay,craft,approach_resident,observed,glass stair,glass stair,False,0.98,0.98,0.06,0.066,attention cost,True,True,True
2659,148,archive,Toma,ink ribbon,Toma,craft,drop_object,returning,spool room,spool room,False,0.98,0.98,0.059,0.065,object attention registered,True,True,True
2660,148,signal,Milo,signal lens,Milo,craft,request_permission,granted,lantern walk,lantern walk,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
2661,148,orchard,Mara,apple wrap,shared,care,wait_respectfully,observed,mud row,mud row,False,0.98,0.98,0.062,0.052,respectful pressure reduction,True,True,True
2663,148,riverbend,Lio,ridge lantern,Lio,signal,request_permission,granted,wet crossing,wet crossing,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
2664,149,archive,Toma,ink ribbon,Toma,craft,request_permission,granted,spool room,spool room,False,0.98,0.98,0.065,0.061,permission negotiated,True,True,True
2667,149,repair_ring,Juno,insulated tongs,Juno,repair,move_forward,observed,wire bench,wire bench,False,0.98,0.98,0.058,0.057,ambient ownership awareness,True,True,True
2670,149,archive,Toma,clean cloth,shared,care,move_forward,observed,ink niche,ink niche,False,0.98,0.98,0.061,0.06,ambient ownership awareness,True,True,True
2673,149,repair_ring,Juno,bell gauge,Juno,diagnostic,drop_object,returning,wire bench,wire bench,False,0.98,0.98,0.057,0.063,object attention registered,True,True,True
2676,149,archive,Toma,ink ribbon,Toma,craft,drop_object,returning,spool room,spool room,False,0.98,0.98,0.06,0.066,object attention registered,True,True,True
2677,149,signal,Milo,signal lens,Milo,craft,request_permission,granted,lantern walk,lantern walk,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
2679,149,repair_ring,Juno,insulated tongs,Juno,repair,listen_memory,observed,wire bench,wire bench,False,0.98,0.98,0.063,0.053,respectful pressure reduction,True,True,True
2680,149,riverbend,Lio,ridge lantern,Lio,signal,request_permission,granted,wet crossing,wet crossing,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
2682,150,signal,Milo,signal lens,Milo,craft,wait_respectfully,observed,lantern walk,lantern walk,False,0.98,0.98,0.056,0.05,respectful pressure reduction,True,True,True
2685,150,riverbend,Lio,ridge lantern,Lio,signal,wait_respectfully,observed,wet crossing,wet crossing,False,0.98,0.98,0.056,0.05,respectful pressure reduction,True,True,True
2688,150,signal,Milo,mast rope,Milo,repair,turn_right,observed,arrival court,arrival court,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
2690,150,repair_ring,Juno,bell gauge,Juno,diagnostic,drop_object,returning,wire bench,wire bench,False,0.98,0.98,0.053,0.059,object attention registered,True,True,True
2691,150,riverbend,Lio,dry shawl,shared,care,turn_right,observed,dry ridge,dry ridge,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
2693,150,archive,Toma,ink ribbon,Toma,craft,drop_object,returning,spool room,spool room,False,0.98,0.98,0.066,0.072,object attention registered,True,True,True
2694,150,signal,Milo,signal lens,Milo,craft,request_permission,granted,lantern walk,lantern walk,False,0.98,0.98,0.056,0.052,permission negotiated,True,True,True
2697,150,riverbend,Lio,ridge lantern,Lio,signal,request_permission,granted,wet crossing,wet crossing,False,0.98,0.98,0.056,0.052,permission negotiated,True,True,True
2700,151,orchard,Mara,apple wrap,shared,care,listen_memory,observed,mud row,mud row,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
2703,151,roofward,Fay,brass hinge,Fay,repair,listen_memory,observed,sun sill,sun sill,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
2706,151,orchard,Mara,market token,Mara,trade,approach_resident,observed,satchel shed,satchel shed,False,0.98,0.98,0.056,0.062,attention cost,True,True,True
2707,151,repair_ring,Juno,bell gauge,Juno,diagnostic,drop_object,returning,wire bench,wire bench,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
2709,151,roofward,Fay,sun lens,Fay,craft,approach_resident,observed,glass stair,glass stair,False,0.98,0.98,0.056,0.062,attention cost,True,True,True
2710,151,archive,Toma,ink ribbon,Toma,craft,drop_object,returning,spool room,spool room,False,0.98,0.98,0.062,0.068,object attention registered,True,True,True
2711,151,signal,Milo,signal lens,Milo,craft,request_permission,granted,lantern walk,lantern walk,False,0.98,0.98,0.052,0.05,permission negotiated,True,True,True
2712,151,orchard,Mara,apple wrap,shared,care,wait_respectfully,observed,mud row,mud row,False,0.98,0.98,0.062,0.052,respectful pressure reduction,True,True,True
2714,151,riverbend,Lio,ridge lantern,Lio,signal,request_permission,granted,wet crossing,wet crossing,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
2715,151,roofward,Fay,brass hinge,Fay,repair,wait_respectfully,observed,sun sill,sun sill,False,0.98,0.98,0.062,0.052,respectful pressure reduction,True,True,True
2718,152,repair_ring,Juno,insulated tongs,Juno,repair,move_forward,observed,wire bench,wire bench,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
2721,152,archive,Toma,clean cloth,shared,care,move_forward,observed,ink niche,ink niche,False,0.98,0.98,0.058,0.057,ambient ownership awareness,True,True,True
