tick_id,day,settlement_id,resident_id,protocol_step,avatar_choice,protocol_state,trust_before,trust_after,respect_delta,visible_body_response,greeting_card_visible,protocol_not_bypassed
2405,134,glass_harbor,Sera,accept tea-before-crossing,ask_translation,partially_matched,0.908,0.914,0.01,"resident listens, then corrects sequence",True,True
2406,134,cinder_garden,Juno,bow to shade cloth,repeat_local_phrase,partially_matched,0.934,0.94,0.01,"resident listens, then corrects sequence",True,True
2407,134,lichen_bridge,Luma,listen for signal hush,offer_trade_good,neutral,0.938,0.94,0.003,resident waits for clearer intent,True,True
2408,134,orchid_engine,Dax,wait for orchid-cup,touch_restricted_object,warning,0.938,0.926,-0.018,resident steps between avatar and custom boundary,True,True
2409,134,moss_ward,Tala,stand by rain gate,step_back,respected,0.904,0.914,0.016,"resident turns toward avatar, shoulders lower",True,True
2410,134,glass_harbor,Nia,tap lantern rail,ask_custom_reason,neutral,0.938,0.94,0.003,resident waits for clearer intent,True,True
2411,134,cinder_garden,Pax,repeat cool-hand sign,interrupt_protocol,warning,0.938,0.926,-0.018,resident steps between avatar and custom boundary,True,True
2412,135,orchid_engine,Bea,stand outside engine ring,ask_translation,partially_matched,0.886,0.892,0.01,"resident listens, then corrects sequence",True,True
2413,135,moss_ward,Fay,show empty hands,repeat_local_phrase,partially_matched,0.934,0.94,0.01,"resident listens, then corrects sequence",True,True
2414,135,glass_harbor,Puck,accept tea-before-crossing,offer_trade_good,neutral,0.89,0.892,0.003,resident waits for clearer intent,True,True
2415,135,cinder_garden,Wren,bow to shade cloth,touch_restricted_object,warning,0.8,0.788,-0.018,resident steps between avatar and custom boundary,True,True
2416,135,lichen_bridge,Kio,listen for signal hush,step_back,respected,0.914,0.924,0.016,"resident turns toward avatar, shoulders lower",True,True
2417,135,orchid_engine,Cai,wait for orchid-cup,ask_custom_reason,neutral,0.938,0.94,0.003,resident waits for clearer intent,True,True
2418,135,moss_ward,Milo,stand by rain gate,interrupt_protocol,warning,0.862,0.85,-0.018,resident steps between avatar and custom boundary,True,True
2419,135,glass_harbor,Sera,tap lantern rail,wait_for_resident_lead,respected,0.924,0.934,0.016,"resident turns toward avatar, shoulders lower",True,True
2420,135,cinder_garden,Juno,repeat cool-hand sign,observe_before_speaking,respected,0.938,0.94,0.016,"resident turns toward avatar, shoulders lower",True,True
2421,135,lichen_bridge,Luma,touch rope post,offer_greeting,partially_matched,0.938,0.94,0.01,"resident listens, then corrects sequence",True,True
2422,135,orchid_engine,Dax,show palms to valve listener,ask_translation,partially_matched,0.908,0.914,0.01,"resident listens, then corrects sequence",True,True
2423,135,moss_ward,Tala,wait for warm-cup phrase,repeat_local_phrase,partially_matched,0.924,0.93,0.01,"resident listens, then corrects sequence",True,True
2424,135,glass_harbor,Nia,pause at lamp pier,offer_trade_good,neutral,0.938,0.94,0.003,resident waits for clearer intent,True,True
2425,135,cinder_garden,Pax,wait at ash path,touch_restricted_object,warning,0.916,0.904,-0.018,resident steps between avatar and custom boundary,True,True
2426,135,lichen_bridge,Rin,wait for shared-bowl offer,step_back,respected,0.904,0.914,0.016,"resident turns toward avatar, shoulders lower",True,True
2427,135,orchid_engine,Eli,stand outside engine ring,ask_custom_reason,neutral,0.938,0.94,0.003,resident waits for clearer intent,True,True
2428,135,moss_ward,Ari,show empty hands,interrupt_protocol,warning,0.938,0.926,-0.018,resident steps between avatar and custom boundary,True,True
2429,135,glass_harbor,Oren,accept tea-before-crossing,wait_for_resident_lead,respected,0.902,0.912,0.016,"resident turns toward avatar, shoulders lower",True,True
2430,136,lichen_bridge,Kio,touch rope post,repeat_local_phrase,partially_matched,0.934,0.94,0.01,"resident listens, then corrects sequence",True,True
2431,136,orchid_engine,Cai,show palms to valve listener,offer_trade_good,neutral,0.938,0.94,0.003,resident waits for clearer intent,True,True
2432,136,moss_ward,Milo,wait for warm-cup phrase,touch_restricted_object,warning,0.84,0.828,-0.018,resident steps between avatar and custom boundary,True,True
2433,136,glass_harbor,Sera,pause at lamp pier,step_back,respected,0.936,0.94,0.016,"resident turns toward avatar, shoulders lower",True,True
2434,136,cinder_garden,Juno,wait at ash path,ask_custom_reason,neutral,0.938,0.94,0.003,resident waits for clearer intent,True,True
2435,136,lichen_bridge,Luma,wait for shared-bowl offer,interrupt_protocol,warning,0.938,0.926,-0.018,resident steps between avatar and custom boundary,True,True
2436,136,orchid_engine,Dax,stand outside engine ring,wait_for_resident_lead,respected,0.924,0.934,0.016,"resident turns toward avatar, shoulders lower",True,True
2437,136,moss_ward,Tala,show empty hands,observe_before_speaking,respected,0.932,0.94,0.016,"resident turns toward avatar, shoulders lower",True,True
2438,136,glass_harbor,Nia,accept tea-before-crossing,offer_greeting,partially_matched,0.938,0.94,0.01,"resident listens, then corrects sequence",True,True
2439,136,cinder_garden,Pax,bow to shade cloth,ask_translation,partially_matched,0.886,0.892,0.01,"resident listens, then corrects sequence",True,True
2440,136,lichen_bridge,Rin,listen for signal hush,repeat_local_phrase,partially_matched,0.924,0.93,0.01,"resident listens, then corrects sequence",True,True
2441,136,orchid_engine,Eli,wait for orchid-cup,offer_trade_good,neutral,0.938,0.94,0.003,resident waits for clearer intent,True,True
2442,136,moss_ward,Ari,stand by rain gate,touch_restricted_object,warning,0.916,0.904,-0.018,resident steps between avatar and custom boundary,True,True
2443,136,glass_harbor,Oren,tap lantern rail,step_back,respected,0.914,0.924,0.016,"resident turns toward avatar, shoulders lower",True,True
2444,136,cinder_garden,Vale,repeat cool-hand sign,ask_custom_reason,neutral,0.938,0.94,0.003,resident waits for clearer intent,True,True
2445,136,lichen_bridge,Sol,touch rope post,interrupt_protocol,warning,0.884,0.872,-0.018,resident steps between avatar and custom boundary,True,True
2446,136,orchid_engine,Bea,show palms to valve listener,wait_for_resident_lead,respected,0.902,0.912,0.016,"resident turns toward avatar, shoulders lower",True,True
2447,136,moss_ward,Fay,wait for warm-cup phrase,observe_before_speaking,respected,0.938,0.94,0.016,"resident turns toward avatar, shoulders lower",True,True
2448,137,cinder_garden,Juno,bow to shade cloth,offer_trade_good,neutral,0.938,0.94,0.003,resident waits for clearer intent,True,True
2449,137,lichen_bridge,Luma,listen for signal hush,touch_restricted_object,warning,0.916,0.904,-0.018,resident steps between avatar and custom boundary,True,True
2450,137,orchid_engine,Dax,wait for orchid-cup,step_back,respected,0.936,0.94,0.016,"resident turns toward avatar, shoulders lower",True,True
2451,137,moss_ward,Tala,stand by rain gate,ask_custom_reason,neutral,0.94,0.94,0.003,resident waits for clearer intent,True,True
2452,137,glass_harbor,Nia,tap lantern rail,interrupt_protocol,warning,0.938,0.926,-0.018,resident steps between avatar and custom boundary,True,True
2453,137,cinder_garden,Pax,repeat cool-hand sign,wait_for_resident_lead,respected,0.902,0.912,0.016,"resident turns toward avatar, shoulders lower",True,True
2454,137,lichen_bridge,Rin,touch rope post,observe_before_speaking,respected,0.932,0.94,0.016,"resident turns toward avatar, shoulders lower",True,True
2455,137,orchid_engine,Eli,show palms to valve listener,offer_greeting,partially_matched,0.938,0.94,0.01,"resident listens, then corrects sequence",True,True
2456,137,moss_ward,Ari,wait for warm-cup phrase,ask_translation,partially_matched,0.886,0.892,0.01,"resident listens, then corrects sequence",True,True
2457,137,glass_harbor,Oren,pause at lamp pier,repeat_local_phrase,partially_matched,0.934,0.94,0.01,"resident listens, then corrects sequence",True,True
2458,137,cinder_garden,Vale,wait at ash path,offer_trade_good,neutral,0.938,0.94,0.003,resident waits for clearer intent,True,True
2459,137,lichen_bridge,Sol,wait for shared-bowl offer,touch_restricted_object,warning,0.862,0.85,-0.018,resident steps between avatar and custom boundary,True,True
2460,137,orchid_engine,Bea,stand outside engine ring,step_back,respected,0.914,0.924,0.016,"resident turns toward avatar, shoulders lower",True,True
2461,137,moss_ward,Fay,show empty hands,ask_custom_reason,neutral,0.938,0.94,0.003,resident waits for clearer intent,True,True
2462,137,glass_harbor,Puck,accept tea-before-crossing,interrupt_protocol,warning,0.894,0.882,-0.018,resident steps between avatar and custom boundary,True,True
2463,137,cinder_garden,Wren,bow to shade cloth,wait_for_resident_lead,respected,0.77,0.78,0.016,"resident turns toward avatar, shoulders lower",True,True
2464,137,lichen_bridge,Kio,listen for signal hush,observe_before_speaking,respected,0.938,0.94,0.016,"resident turns toward avatar, shoulders lower",True,True
2465,137,orchid_engine,Cai,wait for orchid-cup,offer_greeting,partially_matched,0.938,0.94,0.01,"resident listens, then corrects sequence",True,True
2466,138,glass_harbor,Nia,pause at lamp pier,touch_restricted_object,warning,0.916,0.904,-0.018,resident steps between avatar and custom boundary,True,True
2467,138,cinder_garden,Pax,wait at ash path,step_back,respected,0.914,0.924,0.016,"resident turns toward avatar, shoulders lower",True,True
2468,138,lichen_bridge,Rin,wait for shared-bowl offer,ask_custom_reason,neutral,0.94,0.94,0.003,resident waits for clearer intent,True,True
2469,138,orchid_engine,Eli,stand outside engine ring,interrupt_protocol,warning,0.938,0.926,-0.018,resident steps between avatar and custom boundary,True,True
2470,138,moss_ward,Ari,show empty hands,wait_for_resident_lead,respected,0.902,0.912,0.016,"resident turns toward avatar, shoulders lower",True,True
2471,138,glass_harbor,Oren,accept tea-before-crossing,observe_before_speaking,respected,0.938,0.94,0.016,"resident turns toward avatar, shoulders lower",True,True
2472,138,cinder_garden,Vale,bow to shade cloth,offer_greeting,partially_matched,0.938,0.94,0.01,"resident listens, then corrects sequence",True,True
2473,138,lichen_bridge,Sol,listen for signal hush,ask_translation,partially_matched,0.832,0.838,0.01,"resident listens, then corrects sequence",True,True
2474,138,orchid_engine,Bea,wait for orchid-cup,repeat_local_phrase,partially_matched,0.934,0.94,0.01,"resident listens, then corrects sequence",True,True
2475,138,moss_ward,Fay,stand by rain gate,offer_trade_good,neutral,0.938,0.94,0.003,resident waits for clearer intent,True,True
2476,138,glass_harbor,Puck,tap lantern rail,touch_restricted_object,warning,0.872,0.86,-0.018,resident steps between avatar and custom boundary,True,True
2477,138,cinder_garden,Wren,repeat cool-hand sign,step_back,respected,0.782,0.792,0.016,"resident turns toward avatar, shoulders lower",True,True
2478,138,lichen_bridge,Kio,touch rope post,ask_custom_reason,neutral,0.938,0.94,0.003,resident waits for clearer intent,True,True
2479,138,orchid_engine,Cai,show palms to valve listener,interrupt_protocol,warning,0.938,0.926,-0.018,resident steps between avatar and custom boundary,True,True
2480,138,moss_ward,Milo,wait for warm-cup phrase,wait_for_resident_lead,respected,0.81,0.82,0.016,"resident turns toward avatar, shoulders lower",True,True
2481,138,glass_harbor,Sera,pause at lamp pier,observe_before_speaking,respected,0.938,0.94,0.016,"resident turns toward avatar, shoulders lower",True,True
2482,138,cinder_garden,Juno,wait at ash path,offer_greeting,partially_matched,0.938,0.94,0.01,"resident listens, then corrects sequence",True,True
2483,138,lichen_bridge,Luma,wait for shared-bowl offer,ask_translation,partially_matched,0.886,0.892,0.01,"resident listens, then corrects sequence",True,True
2484,139,moss_ward,Ari,stand by rain gate,step_back,respected,0.914,0.924,0.016,"resident turns toward avatar, shoulders lower",True,True
2485,139,glass_harbor,Oren,tap lantern rail,ask_custom_reason,neutral,0.938,0.94,0.003,resident waits for clearer intent,True,True
2486,139,cinder_garden,Vale,repeat cool-hand sign,interrupt_protocol,warning,0.938,0.926,-0.018,resident steps between avatar and custom boundary,True,True
2487,139,lichen_bridge,Sol,touch rope post,wait_for_resident_lead,respected,0.848,0.858,0.016,"resident turns toward avatar, shoulders lower",True,True
2488,139,orchid_engine,Bea,show palms to valve listener,observe_before_speaking,respected,0.938,0.94,0.016,"resident turns toward avatar, shoulders lower",True,True
2489,139,moss_ward,Fay,wait for warm-cup phrase,offer_greeting,partially_matched,0.938,0.94,0.01,"resident listens, then corrects sequence",True,True
2490,139,glass_harbor,Puck,pause at lamp pier,ask_translation,partially_matched,0.842,0.848,0.01,"resident listens, then corrects sequence",True,True
2491,139,cinder_garden,Wren,wait at ash path,repeat_local_phrase,partially_matched,0.802,0.808,0.01,"resident listens, then corrects sequence",True,True
2492,139,lichen_bridge,Kio,wait for shared-bowl offer,offer_trade_good,neutral,0.938,0.94,0.003,resident waits for clearer intent,True,True
2493,139,orchid_engine,Cai,stand outside engine ring,touch_restricted_object,warning,0.916,0.904,-0.018,resident steps between avatar and custom boundary,True,True
2494,139,moss_ward,Milo,show empty hands,step_back,respected,0.822,0.832,0.016,"resident turns toward avatar, shoulders lower",True,True
2495,139,glass_harbor,Sera,accept tea-before-crossing,ask_custom_reason,neutral,0.938,0.94,0.003,resident waits for clearer intent,True,True
2496,139,cinder_garden,Juno,bow to shade cloth,interrupt_protocol,warning,0.938,0.926,-0.018,resident steps between avatar and custom boundary,True,True
2497,139,lichen_bridge,Luma,listen for signal hush,wait_for_resident_lead,respected,0.902,0.912,0.016,"resident turns toward avatar, shoulders lower",True,True
2498,139,orchid_engine,Dax,wait for orchid-cup,observe_before_speaking,respected,0.938,0.94,0.016,"resident turns toward avatar, shoulders lower",True,True
2499,139,moss_ward,Tala,stand by rain gate,offer_greeting,partially_matched,0.94,0.94,0.01,"resident listens, then corrects sequence",True,True
2500,139,glass_harbor,Nia,tap lantern rail,ask_translation,partially_matched,0.886,0.892,0.01,"resident listens, then corrects sequence",True,True
2501,139,cinder_garden,Pax,repeat cool-hand sign,repeat_local_phrase,partially_matched,0.934,0.94,0.01,"resident listens, then corrects sequence",True,True
