tick,day,speaker,listener,bystander,action,consequence,speaker_trust_delta,listener_trust_delta,bystander_trust_delta,group_mood_before,group_mood_after,replayable,not_overdriven
3859,215,Tovan,Sera,Nia,ask for distance,guardedness rises,-0.011,-0.012,-0.008,0.630869,0.620119,True,True
3860,215,Nia,Tovan,Ari,repair together,group mood steadies,0.006,0.014,0.006,0.634685,0.643485,True,True
3861,215,Ari,Nia,Fay,share tool,debt is marked paid,0.018,0.014,0.006,0.638397,0.652597,True,True
3862,215,Fay,Ari,Milo,interrupt warning,guardedness rises,0.006,-0.012,-0.008,0.642003,0.638903,True,True
3863,215,Milo,Fay,Sera,comfort after failure,group mood steadies,0.018,0.014,0.006,0.645499,0.659699,True,True
3864,215,Sera,Milo,Tovan,return resource,debt is marked paid,0.006,0.014,0.006,0.648882,0.657682,True,True
3865,215,Tovan,Sera,Nia,ask for distance,guardedness rises,-0.011,-0.012,-0.008,0.65215,0.6414,True,True
3866,215,Nia,Tovan,Ari,repair together,group mood steadies,0.006,0.014,0.006,0.655298,0.664098,True,True
3867,215,Ari,Nia,Fay,share tool,debt is marked paid,0.018,0.014,0.006,0.658325,0.672525,True,True
3868,215,Fay,Ari,Milo,interrupt warning,guardedness rises,0.006,-0.012,-0.008,0.661227,0.658127,True,True
3869,215,Milo,Fay,Sera,comfort after failure,group mood steadies,0.018,0.014,0.006,0.664002,0.678202,True,True
3870,216,Sera,Milo,Tovan,return resource,trust warms,0.006,0.014,0.006,0.614644,0.623444,True,True
3871,216,Tovan,Sera,Nia,ask for distance,bystander learns caution,-0.011,-0.012,0.006,0.618837,0.610887,True,True
3872,216,Nia,Tovan,Ari,repair together,work slows but recovers,0.006,-0.012,0.006,0.622942,0.622642,True,True
3873,216,Ari,Nia,Fay,share tool,trust warms,0.018,0.014,0.006,0.626954,0.641154,True,True
3874,216,Fay,Ari,Milo,interrupt warning,bystander learns caution,0.006,-0.012,0.006,0.630869,0.630569,True,True
3875,216,Milo,Fay,Sera,comfort after failure,work slows but recovers,0.018,-0.012,0.006,0.634685,0.639785,True,True
3876,216,Sera,Milo,Tovan,return resource,trust warms,0.006,0.014,0.006,0.638397,0.647197,True,True
3877,216,Tovan,Sera,Nia,ask for distance,bystander learns caution,-0.011,-0.012,0.006,0.642003,0.634053,True,True
3878,216,Nia,Tovan,Ari,repair together,work slows but recovers,0.006,-0.012,0.006,0.645499,0.645199,True,True
3879,216,Ari,Nia,Fay,share tool,trust warms,0.018,0.014,0.006,0.648882,0.663082,True,True
3880,216,Fay,Ari,Milo,interrupt warning,bystander learns caution,0.006,-0.012,0.006,0.65215,0.65185,True,True
3881,216,Milo,Fay,Sera,comfort after failure,work slows but recovers,0.018,-0.012,0.006,0.655298,0.660398,True,True
3882,216,Sera,Milo,Tovan,return resource,trust warms,0.006,0.014,0.006,0.658325,0.667125,True,True
3883,216,Tovan,Sera,Nia,ask for distance,bystander learns caution,-0.011,-0.012,0.006,0.661227,0.653277,True,True
3884,216,Nia,Tovan,Ari,repair together,work slows but recovers,0.006,-0.012,0.006,0.664002,0.663702,True,True
3885,216,Ari,Nia,Fay,share tool,trust warms,0.018,0.014,0.006,0.666647,0.680847,True,True
3886,216,Fay,Ari,Milo,interrupt warning,bystander learns caution,0.006,-0.012,0.006,0.66916,0.66886,True,True
3887,216,Milo,Fay,Sera,comfort after failure,work slows but recovers,0.018,-0.012,0.006,0.671539,0.676639,True,True
3888,217,Sera,Milo,Tovan,return resource,guardedness rises,0.006,-0.012,-0.008,0.626954,0.623854,True,True
3889,217,Tovan,Sera,Nia,ask for distance,group mood steadies,-0.011,0.014,0.006,0.630869,0.632019,True,True
3890,217,Nia,Tovan,Ari,repair together,debt is marked paid,0.006,0.014,0.006,0.634685,0.643485,True,True
3891,217,Ari,Nia,Fay,share tool,guardedness rises,0.018,-0.012,-0.008,0.638397,0.640697,True,True
3892,217,Fay,Ari,Milo,interrupt warning,group mood steadies,0.006,0.014,0.006,0.642003,0.650803,True,True
3893,217,Milo,Fay,Sera,comfort after failure,debt is marked paid,0.018,0.014,0.006,0.645499,0.659699,True,True
3894,217,Sera,Milo,Tovan,return resource,guardedness rises,0.006,-0.012,-0.008,0.648882,0.645782,True,True
3895,217,Tovan,Sera,Nia,ask for distance,group mood steadies,-0.011,0.014,0.006,0.65215,0.6533,True,True
3896,217,Nia,Tovan,Ari,repair together,debt is marked paid,0.006,0.014,0.006,0.655298,0.664098,True,True
3897,217,Ari,Nia,Fay,share tool,guardedness rises,0.018,-0.012,-0.008,0.658325,0.660625,True,True
3898,217,Fay,Ari,Milo,interrupt warning,group mood steadies,0.006,0.014,0.006,0.661227,0.670027,True,True
3899,217,Milo,Fay,Sera,comfort after failure,debt is marked paid,0.018,0.014,0.006,0.664002,0.678202,True,True
3900,217,Sera,Milo,Tovan,return resource,guardedness rises,0.006,-0.012,-0.008,0.666647,0.663547,True,True
3901,217,Tovan,Sera,Nia,ask for distance,group mood steadies,-0.011,0.014,0.006,0.66916,0.67031,True,True
3902,217,Nia,Tovan,Ari,repair together,debt is marked paid,0.006,0.014,0.006,0.671539,0.680339,True,True
3903,217,Ari,Nia,Fay,share tool,guardedness rises,0.018,-0.012,-0.008,0.673782,0.676082,True,True
3904,217,Fay,Ari,Milo,interrupt warning,group mood steadies,0.006,0.014,0.006,0.675887,0.684687,True,True
3905,217,Milo,Fay,Sera,comfort after failure,debt is marked paid,0.018,0.014,0.006,0.677851,0.692051,True,True
3906,218,Sera,Milo,Tovan,return resource,bystander learns caution,0.006,-0.012,0.006,0.638397,0.638097,True,True
3907,218,Tovan,Sera,Nia,ask for distance,work slows but recovers,-0.011,-0.012,0.006,0.642003,0.634053,True,True
3908,218,Nia,Tovan,Ari,repair together,trust warms,0.006,0.014,0.006,0.645499,0.654299,True,True
3909,218,Ari,Nia,Fay,share tool,bystander learns caution,0.018,-0.012,0.006,0.648882,0.653982,True,True
3910,218,Fay,Ari,Milo,interrupt warning,work slows but recovers,0.006,-0.012,0.006,0.65215,0.65185,True,True
3911,218,Milo,Fay,Sera,comfort after failure,trust warms,0.018,0.014,0.006,0.655298,0.669498,True,True
3912,218,Sera,Milo,Tovan,return resource,bystander learns caution,0.006,-0.012,0.006,0.658325,0.658025,True,True
3913,218,Tovan,Sera,Nia,ask for distance,work slows but recovers,-0.011,-0.012,0.006,0.661227,0.653277,True,True
3914,218,Nia,Tovan,Ari,repair together,trust warms,0.006,0.014,0.006,0.664002,0.672802,True,True
3915,218,Ari,Nia,Fay,share tool,bystander learns caution,0.018,-0.012,0.006,0.666647,0.671747,True,True
3916,218,Fay,Ari,Milo,interrupt warning,work slows but recovers,0.006,-0.012,0.006,0.66916,0.66886,True,True
3917,218,Milo,Fay,Sera,comfort after failure,trust warms,0.018,0.014,0.006,0.671539,0.685739,True,True
3918,218,Sera,Milo,Tovan,return resource,bystander learns caution,0.006,-0.012,0.006,0.673782,0.673482,True,True
3919,218,Tovan,Sera,Nia,ask for distance,work slows but recovers,-0.011,-0.012,0.006,0.675887,0.667937,True,True
3920,218,Nia,Tovan,Ari,repair together,trust warms,0.006,0.014,0.006,0.677851,0.686651,True,True
3921,218,Ari,Nia,Fay,share tool,bystander learns caution,0.018,-0.012,0.006,0.679673,0.684773,True,True
3922,218,Fay,Ari,Milo,interrupt warning,work slows but recovers,0.006,-0.012,0.006,0.681351,0.681051,True,True
3923,218,Milo,Fay,Sera,comfort after failure,trust warms,0.018,0.014,0.006,0.682884,0.697084,True,True
3924,219,Sera,Milo,Tovan,return resource,group mood steadies,0.006,0.014,0.006,0.648882,0.657682,True,True
3925,219,Tovan,Sera,Nia,ask for distance,debt is marked paid,-0.011,0.014,0.006,0.65215,0.6533,True,True
3926,219,Nia,Tovan,Ari,repair together,guardedness rises,0.006,-0.012,-0.008,0.655298,0.652198,True,True
3927,219,Ari,Nia,Fay,share tool,group mood steadies,0.018,0.014,0.006,0.658325,0.672525,True,True
3928,219,Fay,Ari,Milo,interrupt warning,debt is marked paid,0.006,0.014,0.006,0.661227,0.670027,True,True
3929,219,Milo,Fay,Sera,comfort after failure,guardedness rises,0.018,-0.012,-0.008,0.664002,0.666302,True,True
3930,219,Sera,Milo,Tovan,return resource,group mood steadies,0.006,0.014,0.006,0.666647,0.675447,True,True
3931,219,Tovan,Sera,Nia,ask for distance,debt is marked paid,-0.011,0.014,0.006,0.66916,0.67031,True,True
3932,219,Nia,Tovan,Ari,repair together,guardedness rises,0.006,-0.012,-0.008,0.671539,0.668439,True,True
3933,219,Ari,Nia,Fay,share tool,group mood steadies,0.018,0.014,0.006,0.673782,0.687982,True,True
3934,219,Fay,Ari,Milo,interrupt warning,debt is marked paid,0.006,0.014,0.006,0.675887,0.684687,True,True
3935,219,Milo,Fay,Sera,comfort after failure,guardedness rises,0.018,-0.012,-0.008,0.677851,0.680151,True,True
3936,219,Sera,Milo,Tovan,return resource,group mood steadies,0.006,0.014,0.006,0.679673,0.688473,True,True
3937,219,Tovan,Sera,Nia,ask for distance,debt is marked paid,-0.011,0.014,0.006,0.681351,0.682501,True,True
3938,219,Nia,Tovan,Ari,repair together,guardedness rises,0.006,-0.012,-0.008,0.682884,0.679784,True,True
3939,219,Ari,Nia,Fay,share tool,group mood steadies,0.018,0.014,0.006,0.684271,0.698471,True,True
3940,219,Fay,Ari,Milo,interrupt warning,debt is marked paid,0.006,0.014,0.006,0.68551,0.69431,True,True
3941,219,Milo,Fay,Sera,comfort after failure,guardedness rises,0.018,-0.012,-0.008,0.686599,0.688899,True,True
3942,220,Sera,Milo,Tovan,return resource,work slows but recovers,0.006,-0.012,0.006,0.658325,0.658025,True,True
3943,220,Tovan,Sera,Nia,ask for distance,trust warms,-0.011,0.014,0.006,0.661227,0.662377,True,True
3944,220,Nia,Tovan,Ari,repair together,bystander learns caution,0.006,-0.012,0.006,0.664002,0.663702,True,True
3945,220,Ari,Nia,Fay,share tool,work slows but recovers,0.018,-0.012,0.006,0.666647,0.671747,True,True
3946,220,Fay,Ari,Milo,interrupt warning,trust warms,0.006,0.014,0.006,0.66916,0.67796,True,True
3947,220,Milo,Fay,Sera,comfort after failure,bystander learns caution,0.018,-0.012,0.006,0.671539,0.676639,True,True
3948,220,Sera,Milo,Tovan,return resource,work slows but recovers,0.006,-0.012,0.006,0.673782,0.673482,True,True
3949,220,Tovan,Sera,Nia,ask for distance,trust warms,-0.011,0.014,0.006,0.675887,0.677037,True,True
3950,220,Nia,Tovan,Ari,repair together,bystander learns caution,0.006,-0.012,0.006,0.677851,0.677551,True,True
3951,220,Ari,Nia,Fay,share tool,work slows but recovers,0.018,-0.012,0.006,0.679673,0.684773,True,True
3952,220,Fay,Ari,Milo,interrupt warning,trust warms,0.006,0.014,0.006,0.681351,0.690151,True,True
3953,220,Milo,Fay,Sera,comfort after failure,bystander learns caution,0.018,-0.012,0.006,0.682884,0.687984,True,True
3954,220,Sera,Milo,Tovan,return resource,work slows but recovers,0.006,-0.012,0.006,0.684271,0.683971,True,True
3955,220,Tovan,Sera,Nia,ask for distance,trust warms,-0.011,0.014,0.006,0.68551,0.68666,True,True
3956,220,Nia,Tovan,Ari,repair together,bystander learns caution,0.006,-0.012,0.006,0.686599,0.686299,True,True
3957,220,Ari,Nia,Fay,share tool,work slows but recovers,0.018,-0.012,0.006,0.687539,0.692639,True,True
3958,220,Fay,Ari,Milo,interrupt warning,trust warms,0.006,0.014,0.006,0.688328,0.697128,True,True
3959,220,Milo,Fay,Sera,comfort after failure,bystander learns caution,0.018,-0.012,0.006,0.688966,0.694066,True,True
3960,221,Sera,Milo,Tovan,return resource,debt is marked paid,0.006,0.014,0.006,0.666647,0.675447,True,True
3961,221,Tovan,Sera,Nia,ask for distance,guardedness rises,-0.011,-0.012,-0.008,0.66916,0.65841,True,True
3962,221,Nia,Tovan,Ari,repair together,group mood steadies,0.006,0.014,0.006,0.671539,0.680339,True,True
3963,221,Ari,Nia,Fay,share tool,debt is marked paid,0.018,0.014,0.006,0.673782,0.687982,True,True
3964,221,Fay,Ari,Milo,interrupt warning,guardedness rises,0.006,-0.012,-0.008,0.675887,0.672787,True,True
3965,221,Milo,Fay,Sera,comfort after failure,group mood steadies,0.018,0.014,0.006,0.677851,0.692051,True,True
3966,221,Sera,Milo,Tovan,return resource,debt is marked paid,0.006,0.014,0.006,0.679673,0.688473,True,True
3967,221,Tovan,Sera,Nia,ask for distance,guardedness rises,-0.011,-0.012,-0.008,0.681351,0.670601,True,True
3968,221,Nia,Tovan,Ari,repair together,group mood steadies,0.006,0.014,0.006,0.682884,0.691684,True,True
3969,221,Ari,Nia,Fay,share tool,debt is marked paid,0.018,0.014,0.006,0.684271,0.698471,True,True
3970,221,Fay,Ari,Milo,interrupt warning,guardedness rises,0.006,-0.012,-0.008,0.68551,0.68241,True,True
3971,221,Milo,Fay,Sera,comfort after failure,group mood steadies,0.018,0.014,0.006,0.686599,0.700799,True,True
3972,221,Sera,Milo,Tovan,return resource,debt is marked paid,0.006,0.014,0.006,0.687539,0.696339,True,True
3973,221,Tovan,Sera,Nia,ask for distance,guardedness rises,-0.011,-0.012,-0.008,0.688328,0.677578,True,True
3974,221,Nia,Tovan,Ari,repair together,group mood steadies,0.006,0.014,0.006,0.688966,0.697766,True,True
3975,221,Ari,Nia,Fay,share tool,debt is marked paid,0.018,0.014,0.006,0.689451,0.703651,True,True
3976,221,Fay,Ari,Milo,interrupt warning,guardedness rises,0.006,-0.012,-0.008,0.689785,0.686685,True,True
3977,221,Milo,Fay,Sera,comfort after failure,group mood steadies,0.018,0.014,0.006,0.689965,0.704165,True,True
3978,222,Sera,Milo,Tovan,return resource,trust warms,0.006,0.014,0.006,0.673782,0.682582,True,True
3979,222,Tovan,Sera,Nia,ask for distance,bystander learns caution,-0.011,-0.012,0.006,0.675887,0.667937,True,True
3980,222,Nia,Tovan,Ari,repair together,work slows but recovers,0.006,-0.012,0.006,0.677851,0.677551,True,True
3981,222,Ari,Nia,Fay,share tool,trust warms,0.018,0.014,0.006,0.679673,0.693873,True,True
3982,222,Fay,Ari,Milo,interrupt warning,bystander learns caution,0.006,-0.012,0.006,0.681351,0.681051,True,True
3983,222,Milo,Fay,Sera,comfort after failure,work slows but recovers,0.018,-0.012,0.006,0.682884,0.687984,True,True
3984,222,Sera,Milo,Tovan,return resource,trust warms,0.006,0.014,0.006,0.684271,0.693071,True,True
3985,222,Tovan,Sera,Nia,ask for distance,bystander learns caution,-0.011,-0.012,0.006,0.68551,0.67756,True,True
3986,222,Nia,Tovan,Ari,repair together,work slows but recovers,0.006,-0.012,0.006,0.686599,0.686299,True,True
3987,222,Ari,Nia,Fay,share tool,trust warms,0.018,0.014,0.006,0.687539,0.701739,True,True
3988,222,Fay,Ari,Milo,interrupt warning,bystander learns caution,0.006,-0.012,0.006,0.688328,0.688028,True,True
3989,222,Milo,Fay,Sera,comfort after failure,work slows but recovers,0.018,-0.012,0.006,0.688966,0.694066,True,True
3990,222,Sera,Milo,Tovan,return resource,trust warms,0.006,0.014,0.006,0.689451,0.698251,True,True
3991,222,Tovan,Sera,Nia,ask for distance,bystander learns caution,-0.011,-0.012,0.006,0.689785,0.681835,True,True
3992,222,Nia,Tovan,Ari,repair together,work slows but recovers,0.006,-0.012,0.006,0.689965,0.689665,True,True
3993,222,Ari,Nia,Fay,share tool,trust warms,0.018,0.014,0.006,0.689992,0.704192,True,True
3994,222,Fay,Ari,Milo,interrupt warning,bystander learns caution,0.006,-0.012,0.006,0.689866,0.689566,True,True
3995,222,Milo,Fay,Sera,comfort after failure,work slows but recovers,0.018,-0.012,0.006,0.689588,0.694688,True,True
3996,223,Sera,Milo,Tovan,return resource,guardedness rises,0.006,-0.012,-0.008,0.679673,0.676573,True,True
3997,223,Tovan,Sera,Nia,ask for distance,group mood steadies,-0.011,0.014,0.006,0.681351,0.682501,True,True
3998,223,Nia,Tovan,Ari,repair together,debt is marked paid,0.006,0.014,0.006,0.682884,0.691684,True,True
3999,223,Ari,Nia,Fay,share tool,guardedness rises,0.018,-0.012,-0.008,0.684271,0.686571,True,True
4000,223,Fay,Ari,Milo,interrupt warning,group mood steadies,0.006,0.014,0.006,0.68551,0.69431,True,True
4001,223,Milo,Fay,Sera,comfort after failure,debt is marked paid,0.018,0.014,0.006,0.686599,0.700799,True,True
4002,223,Sera,Milo,Tovan,return resource,guardedness rises,0.006,-0.012,-0.008,0.687539,0.684439,True,True
4003,223,Tovan,Sera,Nia,ask for distance,group mood steadies,-0.011,0.014,0.006,0.688328,0.689478,True,True
4004,223,Nia,Tovan,Ari,repair together,debt is marked paid,0.006,0.014,0.006,0.688966,0.697766,True,True
4005,223,Ari,Nia,Fay,share tool,guardedness rises,0.018,-0.012,-0.008,0.689451,0.691751,True,True
4006,223,Fay,Ari,Milo,interrupt warning,group mood steadies,0.006,0.014,0.006,0.689785,0.698585,True,True
4007,223,Milo,Fay,Sera,comfort after failure,debt is marked paid,0.018,0.014,0.006,0.689965,0.704165,True,True
4008,223,Sera,Milo,Tovan,return resource,guardedness rises,0.006,-0.012,-0.008,0.689992,0.686892,True,True
4009,223,Tovan,Sera,Nia,ask for distance,group mood steadies,-0.011,0.014,0.006,0.689866,0.691016,True,True
4010,223,Nia,Tovan,Ari,repair together,debt is marked paid,0.006,0.014,0.006,0.689588,0.698388,True,True
4011,223,Ari,Nia,Fay,share tool,guardedness rises,0.018,-0.012,-0.008,0.689157,0.691457,True,True
4012,223,Fay,Ari,Milo,interrupt warning,group mood steadies,0.006,0.014,0.006,0.688573,0.697373,True,True
4013,223,Milo,Fay,Sera,comfort after failure,debt is marked paid,0.018,0.014,0.006,0.687838,0.702038,True,True
4014,224,Sera,Milo,Tovan,return resource,bystander learns caution,0.006,-0.012,0.006,0.684271,0.683971,True,True
4015,224,Tovan,Sera,Nia,ask for distance,work slows but recovers,-0.011,-0.012,0.006,0.68551,0.67756,True,True
4016,224,Nia,Tovan,Ari,repair together,trust warms,0.006,0.014,0.006,0.686599,0.695399,True,True
4017,224,Ari,Nia,Fay,share tool,bystander learns caution,0.018,-0.012,0.006,0.687539,0.692639,True,True
4018,224,Fay,Ari,Milo,interrupt warning,work slows but recovers,0.006,-0.012,0.006,0.688328,0.688028,True,True
4019,224,Milo,Fay,Sera,comfort after failure,trust warms,0.018,0.014,0.006,0.688966,0.703166,True,True
4020,224,Sera,Milo,Tovan,return resource,bystander learns caution,0.006,-0.012,0.006,0.689451,0.689151,True,True
4021,224,Tovan,Sera,Nia,ask for distance,work slows but recovers,-0.011,-0.012,0.006,0.689785,0.681835,True,True
4022,224,Nia,Tovan,Ari,repair together,trust warms,0.006,0.014,0.006,0.689965,0.698765,True,True
4023,224,Ari,Nia,Fay,share tool,bystander learns caution,0.018,-0.012,0.006,0.689992,0.695092,True,True
4024,224,Fay,Ari,Milo,interrupt warning,work slows but recovers,0.006,-0.012,0.006,0.689866,0.689566,True,True
4025,224,Milo,Fay,Sera,comfort after failure,trust warms,0.018,0.014,0.006,0.689588,0.703788,True,True
4026,224,Sera,Milo,Tovan,return resource,bystander learns caution,0.006,-0.012,0.006,0.689157,0.688857,True,True
4027,224,Tovan,Sera,Nia,ask for distance,work slows but recovers,-0.011,-0.012,0.006,0.688573,0.680623,True,True
4028,224,Nia,Tovan,Ari,repair together,trust warms,0.006,0.014,0.006,0.687838,0.696638,True,True
4029,224,Ari,Nia,Fay,share tool,bystander learns caution,0.018,-0.012,0.006,0.686952,0.692052,True,True
4030,224,Fay,Ari,Milo,interrupt warning,work slows but recovers,0.006,-0.012,0.006,0.685916,0.685616,True,True
4031,224,Milo,Fay,Sera,comfort after failure,trust warms,0.018,0.014,0.006,0.68473,0.69893,True,True
4032,225,Sera,Milo,Tovan,return resource,group mood steadies,0.006,0.014,0.006,0.687539,0.696339,True,True
4033,225,Tovan,Sera,Nia,ask for distance,debt is marked paid,-0.011,0.014,0.006,0.688328,0.689478,True,True
4034,225,Nia,Tovan,Ari,repair together,guardedness rises,0.006,-0.012,-0.008,0.688966,0.685866,True,True
