tick_id,day,settlement_id,resident_id,help_offer,resident_boundary,response,refusal_present,refusal_respected,autonomy_before,autonomy_after,trust_before,trust_after,useful_without_coercion
2694,150,lichen_bridge,Kio,step back,do not step on tension rope,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2697,150,glass_harbor,Sera,repair together,do not dim lamp,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2699,150,lichen_bridge,Luma,translate phrase,meal room welcomes,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2700,151,moss_ward,Ari,wait for resident lead,ask before loom repair,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2701,151,glass_harbor,Oren,carry object,tea before crossing,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2702,151,cinder_garden,Vale,repair together,do not cross seed rows,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
2703,151,lichen_bridge,Sol,watch route,signal keeper answers,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2706,151,glass_harbor,Puck,wait for resident lead,net keeper decides,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2708,151,lichen_bridge,Kio,repair together,do not step on tension rope,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
2709,151,orchid_engine,Cai,watch route,keep gear lane open,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2710,151,moss_ward,Milo,translate phrase,rain path first,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2711,151,glass_harbor,Sera,step back,do not dim lamp,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2712,151,cinder_garden,Juno,wait for resident lead,shade caller leads,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2715,151,moss_ward,Tala,watch route,ask before loom repair,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2716,151,glass_harbor,Nia,translate phrase,tea before crossing,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2717,151,cinder_garden,Pax,step back,do not cross seed rows,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2718,152,orchid_engine,Bea,carry object,orchid keeper decides,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2719,152,moss_ward,Fay,repair together,do not move root ledger,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2721,152,cinder_garden,Wren,translate phrase,cool bowl shared,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2722,152,lichen_bridge,Kio,step back,do not step on tension rope,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2723,152,orchid_engine,Cai,wait for resident lead,keep gear lane open,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2724,152,moss_ward,Milo,carry object,rain path first,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
2727,152,lichen_bridge,Luma,translate phrase,meal room welcomes,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2729,152,moss_ward,Tala,wait for resident lead,ask before loom repair,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2730,152,glass_harbor,Nia,carry object,tea before crossing,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2733,152,orchid_engine,Eli,translate phrase,orchid keeper decides,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2736,153,lichen_bridge,Kio,repair together,do not step on tension rope,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
2737,153,orchid_engine,Cai,watch route,keep gear lane open,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2739,153,glass_harbor,Sera,step back,do not dim lamp,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2742,153,orchid_engine,Dax,repair together,do not turn valve key,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2744,153,glass_harbor,Nia,translate phrase,tea before crossing,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2745,153,cinder_garden,Pax,step back,do not cross seed rows,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2747,153,orchid_engine,Eli,carry object,orchid keeper decides,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2748,153,moss_ward,Ari,repair together,do not move root ledger,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
2750,153,cinder_garden,Vale,translate phrase,cool bowl shared,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2751,153,lichen_bridge,Sol,step back,do not step on tension rope,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2752,153,orchid_engine,Bea,wait for resident lead,keep gear lane open,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2753,153,moss_ward,Fay,carry object,rain path first,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2754,154,cinder_garden,Juno,watch route,shade caller leads,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2757,154,moss_ward,Tala,wait for resident lead,ask before loom repair,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2758,154,glass_harbor,Nia,carry object,tea before crossing,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
2759,154,cinder_garden,Pax,repair together,do not cross seed rows,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2760,154,lichen_bridge,Rin,watch route,signal keeper answers,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2761,154,orchid_engine,Eli,translate phrase,orchid keeper decides,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2763,154,glass_harbor,Oren,wait for resident lead,net keeper decides,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2764,154,cinder_garden,Vale,carry object,cool bowl shared,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
2765,154,lichen_bridge,Sol,repair together,do not step on tension rope,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2766,154,orchid_engine,Bea,watch route,keep gear lane open,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2768,154,glass_harbor,Puck,step back,do not dim lamp,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2769,154,cinder_garden,Wren,wait for resident lead,shade caller leads,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2772,155,glass_harbor,Nia,translate phrase,tea before crossing,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2775,155,orchid_engine,Eli,carry object,orchid keeper decides,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2776,155,moss_ward,Ari,repair together,do not move root ledger,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
2777,155,glass_harbor,Oren,watch route,net keeper decides,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2778,155,cinder_garden,Vale,translate phrase,cool bowl shared,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2779,155,lichen_bridge,Sol,step back,do not step on tension rope,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2781,155,moss_ward,Fay,carry object,rain path first,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2783,155,cinder_garden,Wren,watch route,shade caller leads,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2784,155,lichen_bridge,Kio,translate phrase,meal room welcomes,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2786,155,moss_ward,Milo,wait for resident lead,ask before loom repair,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2787,155,glass_harbor,Sera,carry object,tea before crossing,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2790,156,moss_ward,Ari,step back,do not move root ledger,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2793,156,lichen_bridge,Sol,repair together,do not step on tension rope,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
2796,156,glass_harbor,Puck,step back,do not dim lamp,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2797,156,cinder_garden,Wren,wait for resident lead,shade caller leads,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2799,156,orchid_engine,Cai,repair together,do not turn valve key,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2802,156,cinder_garden,Juno,step back,do not cross seed rows,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2805,156,moss_ward,Tala,repair together,do not move root ledger,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2807,156,cinder_garden,Pax,translate phrase,cool bowl shared,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2808,157,orchid_engine,Bea,wait for resident lead,keep gear lane open,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2809,157,moss_ward,Fay,carry object,rain path first,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2810,157,glass_harbor,Puck,repair together,do not dim lamp,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2811,157,cinder_garden,Wren,watch route,shade caller leads,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2813,157,orchid_engine,Cai,step back,do not turn valve key,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2814,157,moss_ward,Milo,wait for resident lead,ask before loom repair,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2816,157,cinder_garden,Juno,repair together,do not cross seed rows,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
2817,157,lichen_bridge,Luma,watch route,signal keeper answers,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2820,157,glass_harbor,Nia,wait for resident lead,net keeper decides,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2821,157,cinder_garden,Pax,carry object,cool bowl shared,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
2823,157,orchid_engine,Eli,watch route,keep gear lane open,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2825,157,glass_harbor,Oren,step back,do not dim lamp,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2826,158,lichen_bridge,Kio,carry object,meal room welcomes,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2827,158,orchid_engine,Cai,repair together,do not turn valve key,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2828,158,moss_ward,Milo,watch route,ask before loom repair,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2829,158,glass_harbor,Sera,translate phrase,tea before crossing,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2832,158,orchid_engine,Dax,carry object,orchid keeper decides,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
2835,158,cinder_garden,Pax,translate phrase,cool bowl shared,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2838,158,moss_ward,Ari,carry object,rain path first,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2840,158,cinder_garden,Vale,watch route,shade caller leads,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2841,158,lichen_bridge,Sol,translate phrase,meal room welcomes,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2842,158,orchid_engine,Bea,step back,do not turn valve key,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2844,159,cinder_garden,Juno,repair together,do not cross seed rows,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
2846,159,orchid_engine,Dax,translate phrase,orchid keeper decides,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2847,159,moss_ward,Tala,step back,do not move root ledger,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2849,159,cinder_garden,Pax,carry object,cool bowl shared,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
2850,159,lichen_bridge,Rin,repair together,do not step on tension rope,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2851,159,orchid_engine,Eli,watch route,keep gear lane open,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2852,159,moss_ward,Ari,translate phrase,rain path first,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2853,159,glass_harbor,Oren,step back,do not dim lamp,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2854,159,cinder_garden,Vale,wait for resident lead,shade caller leads,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2856,159,orchid_engine,Bea,repair together,do not turn valve key,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
2859,159,cinder_garden,Wren,step back,do not cross seed rows,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2861,159,orchid_engine,Cai,carry object,orchid keeper decides,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2862,160,glass_harbor,Nia,watch route,net keeper decides,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2863,160,cinder_garden,Pax,translate phrase,cool bowl shared,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2865,160,orchid_engine,Eli,wait for resident lead,keep gear lane open,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2868,160,cinder_garden,Vale,watch route,shade caller leads,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2869,160,lichen_bridge,Sol,translate phrase,meal room welcomes,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2871,160,moss_ward,Fay,wait for resident lead,ask before loom repair,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2873,160,cinder_garden,Wren,repair together,do not cross seed rows,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2874,160,lichen_bridge,Kio,watch route,signal keeper answers,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2877,160,glass_harbor,Sera,wait for resident lead,net keeper decides,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2878,160,cinder_garden,Juno,carry object,cool bowl shared,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2880,161,moss_ward,Ari,translate phrase,rain path first,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2883,161,lichen_bridge,Sol,carry object,meal room welcomes,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2884,161,orchid_engine,Bea,repair together,do not turn valve key,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
