tick_id,day,settlement_id,resident_a,resident_b,mediator_id,role_a,role_b,contested_duty,conflict_reason,mediation_state,fairness_before,fairness_after,resentment_before,resentment_after,visible_mediation_card,bounded_conflict
3328,185,signal,Milo,Ren,Oda,rope keeper,lantern steward,check rope,role overlap,mediated by household role,1.0,1.0,0.002,0.0,True,True
3330,186,riverbend,Ari,Lio,Nox,repair lead,signal keeper,repair crossing,loan priority conflict,mediated by household role,1.0,1.0,0.702,0.694,True,True
3332,186,archive,Vell,Rin,Toma,tag archivist,quiet watcher,seal desk,role overlap,deferred with visible queue,1.0,0.994,0.76,0.76,True,True
3334,186,orchard,Ivo,Mara,Suf,seed keeper,trade steward,count seeds,role overlap,mediated by household role,1.0,1.0,0.716,0.708,True,True
3336,186,riverbend,Cee,Nox,Lio,cord steward,water watcher,dry cords,role overlap,mediated by household role,1.0,1.0,0.76,0.752,True,True
3338,186,archive,Nia,Toma,Rin,memory keeper,ink maker,sort tags,role overlap,mediated by household role,0.994,1.0,0.758,0.75,True,True
3340,186,orchard,Pim,Suf,Mara,cord repairer,row watcher,dry rows,loan priority conflict,mediated by household role,1.0,1.0,0.746,0.738,True,True
3342,186,riverbend,Ari,Lio,Nox,repair lead,signal keeper,repair crossing,role overlap,mediated by household role,1.0,1.0,0.692,0.684,True,True
3344,186,archive,Vell,Rin,Toma,tag archivist,quiet watcher,seal desk,role overlap,mediated by household role,1.0,1.0,0.76,0.752,True,True
3346,186,orchard,Ivo,Mara,Suf,seed keeper,trade steward,count seeds,role overlap,deferred with visible queue,1.0,0.994,0.718,0.724,True,True
3348,187,roofward,Fay,Sera,Bex,lens keeper,ledger steward,clean lens,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
3350,187,signal,Kesh,Oda,Ren,lens crafter,wind watcher,watch lens,loan priority conflict,mediated by household role,1.0,1.0,0.0,0.0,True,True
3352,187,repair_ring,Juno,Pax,Wren,tool keeper,wire maker,cool bench,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
3354,187,roofward,Orr,Bex,Sera,hinge repairer,shade watcher,set hinge,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
3356,187,signal,Milo,Ren,Oda,rope keeper,lantern steward,check rope,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
3358,187,repair_ring,Vale,Wren,Pax,gauge reader,cool watcher,test bell,role overlap,mediated by household role,1.0,1.0,0.012,0.004,True,True
3360,187,roofward,Fay,Sera,Bex,lens keeper,ledger steward,clean lens,loan priority conflict,deferred with visible queue,1.0,0.994,0.0,0.006,True,True
3362,187,signal,Kesh,Oda,Ren,lens crafter,wind watcher,watch lens,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
3364,187,repair_ring,Juno,Pax,Wren,tool keeper,wire maker,cool bench,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
3366,188,archive,Nia,Toma,Rin,memory keeper,ink maker,sort tags,role overlap,mediated by household role,1.0,1.0,0.726,0.718,True,True
3368,188,orchard,Pim,Suf,Mara,cord repairer,row watcher,dry rows,role overlap,mediated by household role,0.994,1.0,0.76,0.752,True,True
3370,188,riverbend,Ari,Lio,Nox,repair lead,signal keeper,repair crossing,loan priority conflict,mediated by household role,1.0,1.0,0.692,0.684,True,True
3372,188,archive,Vell,Rin,Toma,tag archivist,quiet watcher,seal desk,role overlap,mediated by household role,1.0,1.0,0.752,0.744,True,True
3374,188,orchard,Ivo,Mara,Suf,seed keeper,trade steward,count seeds,role overlap,deferred with visible queue,1.0,0.994,0.734,0.74,True,True
3376,188,riverbend,Cee,Nox,Lio,cord steward,water watcher,dry cords,role overlap,mediated by household role,1.0,1.0,0.76,0.752,True,True
3378,188,archive,Nia,Toma,Rin,memory keeper,ink maker,sort tags,role overlap,mediated by household role,1.0,1.0,0.718,0.71,True,True
3380,188,orchard,Pim,Suf,Mara,cord repairer,row watcher,dry rows,loan priority conflict,mediated by household role,0.994,1.0,0.76,0.752,True,True
3382,188,riverbend,Ari,Lio,Nox,repair lead,signal keeper,repair crossing,role overlap,mediated by household role,1.0,1.0,0.682,0.674,True,True
3384,189,signal,Milo,Ren,Oda,rope keeper,lantern steward,check rope,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
3386,189,repair_ring,Vale,Wren,Pax,gauge reader,cool watcher,test bell,role overlap,mediated by household role,1.0,1.0,0.004,0.0,True,True
3388,189,roofward,Fay,Sera,Bex,lens keeper,ledger steward,clean lens,role overlap,deferred with visible queue,0.994,0.988,0.006,0.012,True,True
3390,189,signal,Kesh,Oda,Ren,lens crafter,wind watcher,watch lens,loan priority conflict,mediated by household role,1.0,1.0,0.0,0.0,True,True
3392,189,repair_ring,Juno,Pax,Wren,tool keeper,wire maker,cool bench,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
3394,189,roofward,Orr,Bex,Sera,hinge repairer,shade watcher,set hinge,role overlap,mediated by household role,0.988,0.998,0.0,0.0,True,True
3396,189,signal,Milo,Ren,Oda,rope keeper,lantern steward,check rope,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
3398,189,repair_ring,Vale,Wren,Pax,gauge reader,cool watcher,test bell,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
3400,189,roofward,Fay,Sera,Bex,lens keeper,ledger steward,clean lens,loan priority conflict,mediated by household role,0.998,1.0,0.012,0.004,True,True
3402,190,orchard,Ivo,Mara,Suf,seed keeper,trade steward,count seeds,role overlap,deferred with visible queue,1.0,0.994,0.76,0.76,True,True
3404,190,riverbend,Cee,Nox,Lio,cord steward,water watcher,dry cords,role overlap,mediated by household role,1.0,1.0,0.76,0.752,True,True
3406,190,archive,Nia,Toma,Rin,memory keeper,ink maker,sort tags,role overlap,mediated by household role,1.0,1.0,0.696,0.688,True,True
3408,190,orchard,Pim,Suf,Mara,cord repairer,row watcher,dry rows,role overlap,mediated by household role,0.994,1.0,0.76,0.752,True,True
3410,190,riverbend,Ari,Lio,Nox,repair lead,signal keeper,repair crossing,loan priority conflict,mediated by household role,1.0,1.0,0.69,0.682,True,True
3412,190,archive,Vell,Rin,Toma,tag archivist,quiet watcher,seal desk,role overlap,mediated by household role,1.0,1.0,0.76,0.752,True,True
3414,190,orchard,Ivo,Mara,Suf,seed keeper,trade steward,count seeds,role overlap,mediated by household role,1.0,1.0,0.76,0.752,True,True
3416,190,riverbend,Cee,Nox,Lio,cord steward,water watcher,dry cords,role overlap,deferred with visible queue,1.0,0.994,0.752,0.758,True,True
3418,190,archive,Nia,Toma,Rin,memory keeper,ink maker,sort tags,role overlap,mediated by household role,1.0,1.0,0.686,0.678,True,True
3420,191,repair_ring,Juno,Pax,Wren,tool keeper,wire maker,cool bench,loan priority conflict,mediated by household role,1.0,1.0,0.0,0.0,True,True
3422,191,roofward,Orr,Bex,Sera,hinge repairer,shade watcher,set hinge,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
3424,191,signal,Milo,Ren,Oda,rope keeper,lantern steward,check rope,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
3426,191,repair_ring,Vale,Wren,Pax,gauge reader,cool watcher,test bell,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
3428,191,roofward,Fay,Sera,Bex,lens keeper,ledger steward,clean lens,role overlap,mediated by household role,1.0,1.0,0.004,0.0,True,True
3430,191,signal,Kesh,Oda,Ren,lens crafter,wind watcher,watch lens,loan priority conflict,deferred with visible queue,1.0,0.994,0.0,0.006,True,True
3432,191,repair_ring,Juno,Pax,Wren,tool keeper,wire maker,cool bench,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
3434,191,roofward,Orr,Bex,Sera,hinge repairer,shade watcher,set hinge,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
3436,191,signal,Milo,Ren,Oda,rope keeper,lantern steward,check rope,role overlap,mediated by household role,0.994,1.0,0.0,0.0,True,True
3438,192,riverbend,Ari,Lio,Nox,repair lead,signal keeper,repair crossing,role overlap,mediated by household role,0.994,1.0,0.7,0.692,True,True
3440,192,archive,Vell,Rin,Toma,tag archivist,quiet watcher,seal desk,loan priority conflict,mediated by household role,1.0,1.0,0.76,0.752,True,True
3442,192,orchard,Ivo,Mara,Suf,seed keeper,trade steward,count seeds,role overlap,mediated by household role,1.0,1.0,0.748,0.74,True,True
3444,192,riverbend,Cee,Nox,Lio,cord steward,water watcher,dry cords,role overlap,deferred with visible queue,1.0,0.994,0.758,0.76,True,True
3446,192,archive,Nia,Toma,Rin,memory keeper,ink maker,sort tags,role overlap,mediated by household role,1.0,1.0,0.676,0.668,True,True
3448,192,orchard,Pim,Suf,Mara,cord repairer,row watcher,dry rows,role overlap,mediated by household role,1.0,1.0,0.76,0.752,True,True
3450,192,riverbend,Ari,Lio,Nox,repair lead,signal keeper,repair crossing,loan priority conflict,mediated by household role,0.994,1.0,0.69,0.682,True,True
3452,192,archive,Vell,Rin,Toma,tag archivist,quiet watcher,seal desk,role overlap,mediated by household role,1.0,1.0,0.76,0.752,True,True
3454,192,orchard,Ivo,Mara,Suf,seed keeper,trade steward,count seeds,role overlap,mediated by household role,1.0,1.0,0.75,0.742,True,True
3456,193,roofward,Fay,Sera,Bex,lens keeper,ledger steward,clean lens,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
3458,193,signal,Kesh,Oda,Ren,lens crafter,wind watcher,watch lens,role overlap,deferred with visible queue,1.0,0.994,0.006,0.012,True,True
3460,193,repair_ring,Juno,Pax,Wren,tool keeper,wire maker,cool bench,loan priority conflict,mediated by household role,1.0,1.0,0.0,0.0,True,True
3462,193,roofward,Orr,Bex,Sera,hinge repairer,shade watcher,set hinge,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
3464,193,signal,Milo,Ren,Oda,rope keeper,lantern steward,check rope,role overlap,mediated by household role,0.994,1.0,0.0,0.0,True,True
3466,193,repair_ring,Vale,Wren,Pax,gauge reader,cool watcher,test bell,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
3468,193,roofward,Fay,Sera,Bex,lens keeper,ledger steward,clean lens,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
3470,193,signal,Kesh,Oda,Ren,lens crafter,wind watcher,watch lens,loan priority conflict,mediated by household role,1.0,1.0,0.012,0.004,True,True
3472,193,repair_ring,Juno,Pax,Wren,tool keeper,wire maker,cool bench,role overlap,deferred with visible queue,1.0,0.994,0.0,0.006,True,True
3474,194,archive,Nia,Toma,Rin,memory keeper,ink maker,sort tags,role overlap,mediated by household role,1.0,1.0,0.664,0.656,True,True
3476,194,orchard,Pim,Suf,Mara,cord repairer,row watcher,dry rows,role overlap,mediated by household role,1.0,1.0,0.76,0.752,True,True
3478,194,riverbend,Ari,Lio,Nox,repair lead,signal keeper,repair crossing,role overlap,mediated by household role,1.0,1.0,0.702,0.694,True,True
3480,194,archive,Vell,Rin,Toma,tag archivist,quiet watcher,seal desk,loan priority conflict,mediated by household role,1.0,1.0,0.76,0.752,True,True
3482,194,orchard,Ivo,Mara,Suf,seed keeper,trade steward,count seeds,role overlap,mediated by household role,1.0,1.0,0.728,0.72,True,True
3484,194,riverbend,Cee,Nox,Lio,cord steward,water watcher,dry cords,role overlap,mediated by household role,1.0,1.0,0.76,0.752,True,True
3486,194,archive,Nia,Toma,Rin,memory keeper,ink maker,sort tags,role overlap,deferred with visible queue,1.0,0.994,0.654,0.66,True,True
3488,194,orchard,Pim,Suf,Mara,cord repairer,row watcher,dry rows,role overlap,mediated by household role,1.0,1.0,0.76,0.752,True,True
3490,194,riverbend,Ari,Lio,Nox,repair lead,signal keeper,repair crossing,loan priority conflict,mediated by household role,1.0,1.0,0.704,0.696,True,True
3492,195,signal,Milo,Ren,Oda,rope keeper,lantern steward,check rope,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
3494,195,repair_ring,Vale,Wren,Pax,gauge reader,cool watcher,test bell,role overlap,mediated by household role,0.994,1.0,0.0,0.0,True,True
3496,195,roofward,Fay,Sera,Bex,lens keeper,ledger steward,clean lens,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
3498,195,signal,Kesh,Oda,Ren,lens crafter,wind watcher,watch lens,role overlap,mediated by household role,1.0,1.0,0.004,0.0,True,True
3500,195,repair_ring,Juno,Pax,Wren,tool keeper,wire maker,cool bench,loan priority conflict,deferred with visible queue,1.0,0.994,0.006,0.012,True,True
3502,195,roofward,Orr,Bex,Sera,hinge repairer,shade watcher,set hinge,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
3504,195,signal,Milo,Ren,Oda,rope keeper,lantern steward,check rope,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
3506,195,repair_ring,Vale,Wren,Pax,gauge reader,cool watcher,test bell,role overlap,mediated by household role,0.994,1.0,0.0,0.0,True,True
3508,195,roofward,Fay,Sera,Bex,lens keeper,ledger steward,clean lens,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
3510,196,orchard,Ivo,Mara,Suf,seed keeper,trade steward,count seeds,loan priority conflict,mediated by household role,1.0,1.0,0.726,0.718,True,True
3512,196,riverbend,Cee,Nox,Lio,cord steward,water watcher,dry cords,role overlap,mediated by household role,1.0,1.0,0.76,0.752,True,True
3514,196,archive,Nia,Toma,Rin,memory keeper,ink maker,sort tags,role overlap,deferred with visible queue,0.994,0.988,0.668,0.674,True,True
3516,196,orchard,Pim,Suf,Mara,cord repairer,row watcher,dry rows,role overlap,mediated by household role,1.0,1.0,0.76,0.752,True,True
3518,196,riverbend,Ari,Lio,Nox,repair lead,signal keeper,repair crossing,role overlap,mediated by household role,1.0,1.0,0.706,0.698,True,True
3520,196,archive,Vell,Rin,Toma,tag archivist,quiet watcher,seal desk,loan priority conflict,mediated by household role,0.988,0.998,0.76,0.752,True,True
3522,196,orchard,Ivo,Mara,Suf,seed keeper,trade steward,count seeds,role overlap,mediated by household role,1.0,1.0,0.728,0.72,True,True
3524,196,riverbend,Cee,Nox,Lio,cord steward,water watcher,dry cords,role overlap,mediated by household role,1.0,1.0,0.76,0.752,True,True
3526,196,archive,Nia,Toma,Rin,memory keeper,ink maker,sort tags,role overlap,mediated by household role,0.998,1.0,0.672,0.664,True,True
3528,197,repair_ring,Juno,Pax,Wren,tool keeper,wire maker,cool bench,role overlap,deferred with visible queue,1.0,0.994,0.012,0.018,True,True
3530,197,roofward,Orr,Bex,Sera,hinge repairer,shade watcher,set hinge,loan priority conflict,mediated by household role,1.0,1.0,0.0,0.0,True,True
3532,197,signal,Milo,Ren,Oda,rope keeper,lantern steward,check rope,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
3534,197,repair_ring,Vale,Wren,Pax,gauge reader,cool watcher,test bell,role overlap,mediated by household role,0.994,1.0,0.0,0.0,True,True
3536,197,roofward,Fay,Sera,Bex,lens keeper,ledger steward,clean lens,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
3538,197,signal,Kesh,Oda,Ren,lens crafter,wind watcher,watch lens,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
3540,197,repair_ring,Juno,Pax,Wren,tool keeper,wire maker,cool bench,loan priority conflict,mediated by household role,1.0,1.0,0.018,0.01,True,True
3542,197,roofward,Orr,Bex,Sera,hinge repairer,shade watcher,set hinge,role overlap,deferred with visible queue,1.0,0.994,0.0,0.006,True,True
3544,197,signal,Milo,Ren,Oda,rope keeper,lantern steward,check rope,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
3546,198,riverbend,Ari,Lio,Nox,repair lead,signal keeper,repair crossing,role overlap,mediated by household role,1.0,1.0,0.718,0.71,True,True
3548,198,archive,Vell,Rin,Toma,tag archivist,quiet watcher,seal desk,role overlap,mediated by household role,1.0,1.0,0.752,0.744,True,True
3550,198,orchard,Ivo,Mara,Suf,seed keeper,trade steward,count seeds,loan priority conflict,mediated by household role,1.0,1.0,0.716,0.708,True,True
3552,198,riverbend,Cee,Nox,Lio,cord steward,water watcher,dry cords,role overlap,mediated by household role,1.0,1.0,0.76,0.752,True,True
3554,198,archive,Nia,Toma,Rin,memory keeper,ink maker,sort tags,role overlap,mediated by household role,1.0,1.0,0.68,0.672,True,True
3556,198,orchard,Pim,Suf,Mara,cord repairer,row watcher,dry rows,role overlap,deferred with visible queue,1.0,0.994,0.76,0.76,True,True
3558,198,riverbend,Ari,Lio,Nox,repair lead,signal keeper,repair crossing,role overlap,mediated by household role,1.0,1.0,0.72,0.712,True,True
3560,198,archive,Vell,Rin,Toma,tag archivist,quiet watcher,seal desk,loan priority conflict,mediated by household role,1.0,1.0,0.754,0.746,True,True
3562,198,orchard,Ivo,Mara,Suf,seed keeper,trade steward,count seeds,role overlap,mediated by household role,0.994,1.0,0.706,0.698,True,True
3564,199,roofward,Fay,Sera,Bex,lens keeper,ledger steward,clean lens,role overlap,mediated by household role,0.994,1.0,0.0,0.0,True,True
3566,199,signal,Kesh,Oda,Ren,lens crafter,wind watcher,watch lens,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
3568,199,repair_ring,Juno,Pax,Wren,tool keeper,wire maker,cool bench,role overlap,mediated by household role,1.0,1.0,0.01,0.002,True,True
3570,199,roofward,Orr,Bex,Sera,hinge repairer,shade watcher,set hinge,loan priority conflict,deferred with visible queue,1.0,0.994,0.006,0.012,True,True
3572,199,signal,Milo,Ren,Oda,rope keeper,lantern steward,check rope,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
3574,199,repair_ring,Vale,Wren,Pax,gauge reader,cool watcher,test bell,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
3576,199,roofward,Fay,Sera,Bex,lens keeper,ledger steward,clean lens,role overlap,mediated by household role,0.994,1.0,0.0,0.0,True,True
