tick_id,day,settlement_id,resident_id,local_phrase,candidate_meaning_a,candidate_meaning_b,confidence_before,confidence_after,misunderstanding_risk_before,misunderstanding_risk_after,repair_action,autonomous_language_claim_blocked,translation_ui_visible
2292,128,cinder_garden,Vale,cinder pulse Vale day-9 repeat cool-hand sign,greeting: bow to shade cloth,custom warning: ask before shade pole,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2293,128,lichen_bridge,Sol,bridge hum Sol day-9 wait for shared-bowl offer,greeting: listen for signal hush,custom warning: meal room first for strangers,0.86,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
2294,128,orchid_engine,Bea,engine ring Bea day-9 wait for orchid-cup,greeting: wait for orchid-cup,custom warning: do not turn valve key,0.88,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
2295,128,moss_ward,Fay,moss breath Fay day-9 wait for warm-cup phrase,greeting: stand by rain gate,custom warning: step around blanket circle,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2296,128,glass_harbor,Puck,harbor chime Puck day-9 accept tea-before-crossing,greeting: tap lantern rail,custom warning: leave fog catcher capped,0.87,0.86,0.02,0.02,misread phrase requires warning,True,True
2297,128,cinder_garden,Wren,cinder pulse Wren day-9 repeat cool-hand sign,greeting: repeat cool-hand sign,custom warning: do not cross seed rows,0.868,0.876,0.02,0.02,context observed without claiming fluency,True,True
2298,128,lichen_bridge,Kio,bridge hum Kio day-9 wait for shared-bowl offer,greeting: touch rope post,custom warning: ask before signal bell,0.88,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
2299,128,orchid_engine,Cai,engine ring Cai day-9 wait for orchid-cup,greeting: show palms to valve listener,custom warning: keep gear wash lane open,0.88,0.87,0.02,0.02,misread phrase requires warning,True,True
2300,128,moss_ward,Milo,moss breath Milo day-9 wait for warm-cup phrase,greeting: wait for warm-cup phrase,custom warning: ask before touching rain clay,0.86,0.868,0.02,0.02,context observed without claiming fluency,True,True
2301,128,glass_harbor,Sera,harbor chime Sera day-9 accept tea-before-crossing,greeting: pause at lamp pier,custom warning: ask before lifting nets,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2302,128,cinder_garden,Juno,cinder pulse Juno day-9 repeat cool-hand sign,greeting: wait at ash path,custom warning: cool stone is shared,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2303,128,lichen_bridge,Luma,bridge hum Luma day-9 wait for shared-bowl offer,greeting: wait for shared-bowl offer,custom warning: do not step on tension rope,0.86,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
2304,129,moss_ward,Ari,moss breath Ari day-10 stand by rain gate,greeting: stand by rain gate,custom warning: step around blanket circle,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2305,129,glass_harbor,Oren,harbor chime Oren day-10 pause at lamp pier,greeting: tap lantern rail,custom warning: leave fog catcher capped,0.88,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
2306,129,cinder_garden,Vale,cinder pulse Vale day-10 bow to shade cloth,greeting: repeat cool-hand sign,custom warning: do not cross seed rows,0.88,0.87,0.02,0.02,misread phrase requires warning,True,True
2307,129,lichen_bridge,Sol,bridge hum Sol day-10 touch rope post,greeting: touch rope post,custom warning: ask before signal bell,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2308,129,orchid_engine,Bea,engine ring Bea day-10 stand outside engine ring,greeting: show palms to valve listener,custom warning: keep gear wash lane open,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2309,129,moss_ward,Fay,moss breath Fay day-10 stand by rain gate,greeting: wait for warm-cup phrase,custom warning: ask before touching rain clay,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2310,129,glass_harbor,Puck,harbor chime Puck day-10 pause at lamp pier,greeting: pause at lamp pier,custom warning: ask before lifting nets,0.86,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
2311,129,cinder_garden,Wren,cinder pulse Wren day-10 bow to shade cloth,greeting: wait at ash path,custom warning: cool stone is shared,0.876,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
2312,129,lichen_bridge,Kio,bridge hum Kio day-10 touch rope post,greeting: wait for shared-bowl offer,custom warning: do not step on tension rope,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2313,129,orchid_engine,Cai,engine ring Cai day-10 stand outside engine ring,greeting: stand outside engine ring,custom warning: ask before orchid lamp,0.87,0.86,0.02,0.02,misread phrase requires warning,True,True
2314,129,moss_ward,Milo,moss breath Milo day-10 stand by rain gate,greeting: show empty hands,custom warning: leave door-watch path clear,0.868,0.876,0.02,0.02,context observed without claiming fluency,True,True
2315,129,glass_harbor,Sera,harbor chime Sera day-10 pause at lamp pier,greeting: accept tea-before-crossing,custom warning: do not dim public lamp,0.88,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
2316,129,cinder_garden,Juno,cinder pulse Juno day-10 bow to shade cloth,greeting: bow to shade cloth,custom warning: ask before shade pole,0.88,0.87,0.02,0.02,misread phrase requires warning,True,True
2317,129,lichen_bridge,Luma,bridge hum Luma day-10 touch rope post,greeting: listen for signal hush,custom warning: meal room first for strangers,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2318,129,orchid_engine,Dax,engine ring Dax day-10 stand outside engine ring,greeting: wait for orchid-cup,custom warning: do not turn valve key,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2319,129,moss_ward,Tala,moss breath Tala day-10 stand by rain gate,greeting: stand by rain gate,custom warning: step around blanket circle,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2320,129,glass_harbor,Nia,harbor chime Nia day-10 pause at lamp pier,greeting: tap lantern rail,custom warning: leave fog catcher capped,0.86,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
2321,129,cinder_garden,Pax,cinder pulse Pax day-10 bow to shade cloth,greeting: repeat cool-hand sign,custom warning: do not cross seed rows,0.88,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
2322,130,orchid_engine,Bea,engine ring Bea day-11 show palms to valve listener,greeting: stand outside engine ring,custom warning: ask before orchid lamp,0.88,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
2323,130,moss_ward,Fay,moss breath Fay day-11 show empty hands,greeting: show empty hands,custom warning: leave door-watch path clear,0.88,0.87,0.02,0.02,misread phrase requires warning,True,True
2324,130,glass_harbor,Puck,harbor chime Puck day-11 tap lantern rail,greeting: accept tea-before-crossing,custom warning: do not dim public lamp,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2325,130,cinder_garden,Wren,cinder pulse Wren day-11 wait at ash path,greeting: bow to shade cloth,custom warning: ask before shade pole,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2326,130,lichen_bridge,Kio,bridge hum Kio day-11 listen for signal hush,greeting: listen for signal hush,custom warning: meal room first for strangers,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2327,130,orchid_engine,Cai,engine ring Cai day-11 show palms to valve listener,greeting: wait for orchid-cup,custom warning: do not turn valve key,0.86,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
2328,130,moss_ward,Milo,moss breath Milo day-11 show empty hands,greeting: stand by rain gate,custom warning: step around blanket circle,0.876,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
2329,130,glass_harbor,Sera,harbor chime Sera day-11 tap lantern rail,greeting: tap lantern rail,custom warning: leave fog catcher capped,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2330,130,cinder_garden,Juno,cinder pulse Juno day-11 wait at ash path,greeting: repeat cool-hand sign,custom warning: do not cross seed rows,0.87,0.86,0.02,0.02,misread phrase requires warning,True,True
2331,130,lichen_bridge,Luma,bridge hum Luma day-11 listen for signal hush,greeting: touch rope post,custom warning: ask before signal bell,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2332,130,orchid_engine,Dax,engine ring Dax day-11 show palms to valve listener,greeting: show palms to valve listener,custom warning: keep gear wash lane open,0.88,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
2333,130,moss_ward,Tala,moss breath Tala day-11 show empty hands,greeting: wait for warm-cup phrase,custom warning: ask before touching rain clay,0.88,0.87,0.02,0.02,misread phrase requires warning,True,True
2334,130,glass_harbor,Nia,harbor chime Nia day-11 tap lantern rail,greeting: pause at lamp pier,custom warning: ask before lifting nets,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2335,130,cinder_garden,Pax,cinder pulse Pax day-11 wait at ash path,greeting: wait at ash path,custom warning: cool stone is shared,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2336,130,lichen_bridge,Rin,bridge hum Rin day-11 listen for signal hush,greeting: wait for shared-bowl offer,custom warning: do not step on tension rope,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2337,130,orchid_engine,Eli,engine ring Eli day-11 show palms to valve listener,greeting: stand outside engine ring,custom warning: ask before orchid lamp,0.87,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
2338,130,moss_ward,Ari,moss breath Ari day-11 show empty hands,greeting: show empty hands,custom warning: leave door-watch path clear,0.88,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
2339,130,glass_harbor,Oren,harbor chime Oren day-11 tap lantern rail,greeting: accept tea-before-crossing,custom warning: do not dim public lamp,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2340,131,lichen_bridge,Kio,bridge hum Kio day-12 wait for shared-bowl offer,greeting: touch rope post,custom warning: ask before signal bell,0.88,0.87,0.02,0.02,misread phrase requires warning,True,True
2341,131,orchid_engine,Cai,engine ring Cai day-12 wait for orchid-cup,greeting: show palms to valve listener,custom warning: keep gear wash lane open,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2342,131,moss_ward,Milo,moss breath Milo day-12 wait for warm-cup phrase,greeting: wait for warm-cup phrase,custom warning: ask before touching rain clay,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2343,131,glass_harbor,Sera,harbor chime Sera day-12 accept tea-before-crossing,greeting: pause at lamp pier,custom warning: ask before lifting nets,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2344,131,cinder_garden,Juno,cinder pulse Juno day-12 repeat cool-hand sign,greeting: wait at ash path,custom warning: cool stone is shared,0.86,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
2345,131,lichen_bridge,Luma,bridge hum Luma day-12 wait for shared-bowl offer,greeting: wait for shared-bowl offer,custom warning: do not step on tension rope,0.88,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
2346,131,orchid_engine,Dax,engine ring Dax day-12 wait for orchid-cup,greeting: stand outside engine ring,custom warning: ask before orchid lamp,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2347,131,moss_ward,Tala,moss breath Tala day-12 wait for warm-cup phrase,greeting: show empty hands,custom warning: leave door-watch path clear,0.87,0.86,0.02,0.02,misread phrase requires warning,True,True
2348,131,glass_harbor,Nia,harbor chime Nia day-12 accept tea-before-crossing,greeting: accept tea-before-crossing,custom warning: do not dim public lamp,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2349,131,cinder_garden,Pax,cinder pulse Pax day-12 repeat cool-hand sign,greeting: bow to shade cloth,custom warning: ask before shade pole,0.88,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
2350,131,lichen_bridge,Rin,bridge hum Rin day-12 wait for shared-bowl offer,greeting: listen for signal hush,custom warning: meal room first for strangers,0.88,0.87,0.02,0.02,misread phrase requires warning,True,True
2351,131,orchid_engine,Eli,engine ring Eli day-12 wait for orchid-cup,greeting: wait for orchid-cup,custom warning: do not turn valve key,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2352,131,moss_ward,Ari,moss breath Ari day-12 wait for warm-cup phrase,greeting: stand by rain gate,custom warning: step around blanket circle,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2353,131,glass_harbor,Oren,harbor chime Oren day-12 accept tea-before-crossing,greeting: tap lantern rail,custom warning: leave fog catcher capped,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2354,131,cinder_garden,Vale,cinder pulse Vale day-12 repeat cool-hand sign,greeting: repeat cool-hand sign,custom warning: do not cross seed rows,0.87,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
2355,131,lichen_bridge,Sol,bridge hum Sol day-12 wait for shared-bowl offer,greeting: touch rope post,custom warning: ask before signal bell,0.88,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
2356,131,orchid_engine,Bea,engine ring Bea day-12 wait for orchid-cup,greeting: show palms to valve listener,custom warning: keep gear wash lane open,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2357,131,moss_ward,Fay,moss breath Fay day-12 wait for warm-cup phrase,greeting: wait for warm-cup phrase,custom warning: ask before touching rain clay,0.87,0.86,0.02,0.02,misread phrase requires warning,True,True
