tick,day,resident,schedule_before,schedule_after,debt_before,debt_after,trust_before,trust_after,memory_note,history_not_erased,non_magical_trust_repair
0,1,Tovan,sort herbs,carry water,0.56,0.558,0.357947,0.360947,enter linked to v60:tovan:water_carry:d001:s00; prehistory remains locked,True,True
4901,273,Sera,sort herbs,carry water,0.421409,0.399409,0.335297,0.353297,return_tool linked to v60:sera:repair_promise:d273:s05; prehistory remains locked,True,True
4902,273,Tovan,carry water,dry cloaks,0.414618,0.412618,0.392876,0.395876,inspect_memory linked to v60:tovan:missed_greeting:d273:s06; prehistory remains locked,True,True
4903,273,Nia,dry cloaks,map safe route,0.407736,0.405736,0.575216,0.578216,enter linked to v60:nia:care_favor:d273:s07; prehistory remains locked,True,True
4904,273,Ari,map safe route,rest after rain,0.40077,0.39877,0.684958,0.702958,talk linked to v60:ari:route_warning:d273:s08; prehistory remains locked,True,True
4905,273,Fay,rest after rain,recover focus,0.393727,0.371727,0.596396,0.614396,offer_help linked to v60:fay:tool_loan:d273:s09; prehistory remains locked,True,True
4906,273,Milo,recover focus,repair awning,0.386612,0.364612,0.417861,0.435861,return_tool linked to v60:milo:water_carry:d273:s10; prehistory remains locked,True,True
4907,273,Sera,repair awning,sort herbs,0.379434,0.377434,0.342379,0.345379,inspect_memory linked to v60:sera:repair_promise:d273:s11; prehistory remains locked,True,True
4908,273,Tovan,sort herbs,carry water,0.372198,0.370198,0.393534,0.396534,enter linked to v60:tovan:missed_greeting:d273:s12; prehistory remains locked,True,True
4909,273,Nia,carry water,dry cloaks,0.364912,0.362912,0.580849,0.598849,talk linked to v60:nia:care_favor:d273:s13; prehistory remains locked,True,True
4910,273,Ari,dry cloaks,map safe route,0.357583,0.335583,0.698352,0.716352,offer_help linked to v60:ari:route_warning:d273:s14; prehistory remains locked,True,True
4911,273,Fay,map safe route,rest after rain,0.350218,0.328218,0.593719,0.611719,return_tool linked to v60:fay:tool_loan:d273:s15; prehistory remains locked,True,True
4912,273,Milo,rest after rain,recover focus,0.342824,0.340824,0.424063,0.427063,inspect_memory linked to v60:milo:water_carry:d273:s16; prehistory remains locked,True,True
4913,273,Sera,recover focus,repair awning,0.335408,0.333408,0.323738,0.326738,enter linked to v60:sera:repair_promise:d273:s17; prehistory remains locked,True,True
4914,274,Tovan,sort herbs,carry water,0.327977,0.305977,0.412143,0.430143,offer_help linked to v60:tovan:care_favor:d274:s00; prehistory remains locked,True,True
4915,274,Nia,carry water,dry cloaks,0.320538,0.298538,0.590366,0.608366,return_tool linked to v60:nia:route_warning:d274:s01; prehistory remains locked,True,True
4916,274,Ari,dry cloaks,map safe route,0.313099,0.311099,0.698675,0.701675,inspect_memory linked to v60:ari:tool_loan:d274:s02; prehistory remains locked,True,True
4917,274,Fay,map safe route,rest after rain,0.305667,0.303667,0.598568,0.601568,enter linked to v60:fay:water_carry:d274:s03; prehistory remains locked,True,True
4918,274,Milo,rest after rain,recover focus,0.298248,0.296248,0.416926,0.434926,talk linked to v60:milo:repair_promise:d274:s04; prehistory remains locked,True,True
4919,274,Sera,recover focus,repair awning,0.290851,0.268851,0.328244,0.346244,offer_help linked to v60:sera:missed_greeting:d274:s05; prehistory remains locked,True,True
4920,274,Tovan,repair awning,sort herbs,0.283481,0.261481,0.419649,0.437649,return_tool linked to v60:tovan:care_favor:d274:s06; prehistory remains locked,True,True
4921,274,Nia,sort herbs,carry water,0.276146,0.274146,0.574656,0.577656,inspect_memory linked to v60:nia:route_warning:d274:s07; prehistory remains locked,True,True
4922,274,Ari,carry water,dry cloaks,0.268854,0.266854,0.693107,0.696107,enter linked to v60:ari:tool_loan:d274:s08; prehistory remains locked,True,True
4923,274,Fay,dry cloaks,map safe route,0.26161,0.25961,0.596663,0.614663,talk linked to v60:fay:water_carry:d274:s09; prehistory remains locked,True,True
4924,274,Milo,map safe route,rest after rain,0.254423,0.232423,0.408531,0.426531,offer_help linked to v60:milo:repair_promise:d274:s10; prehistory remains locked,True,True
4925,274,Sera,rest after rain,recover focus,0.247299,0.225299,0.329149,0.347149,return_tool linked to v60:sera:missed_greeting:d274:s11; prehistory remains locked,True,True
4926,274,Tovan,recover focus,repair awning,0.240245,0.238245,0.402257,0.405257,inspect_memory linked to v60:tovan:care_favor:d274:s12; prehistory remains locked,True,True
4927,274,Nia,repair awning,sort herbs,0.233267,0.231267,0.590773,0.593773,enter linked to v60:nia:route_warning:d274:s13; prehistory remains locked,True,True
4928,274,Ari,sort herbs,carry water,0.226372,0.224372,0.690264,0.708264,talk linked to v60:ari:tool_loan:d274:s14; prehistory remains locked,True,True
4929,274,Fay,carry water,dry cloaks,0.219568,0.197568,0.585092,0.603092,offer_help linked to v60:fay:water_carry:d274:s15; prehistory remains locked,True,True
4930,274,Milo,dry cloaks,map safe route,0.21286,0.19086,0.40947,0.42747,return_tool linked to v60:milo:repair_promise:d274:s16; prehistory remains locked,True,True
4931,274,Sera,map safe route,rest after rain,0.206255,0.204255,0.340495,0.343495,inspect_memory linked to v60:sera:missed_greeting:d274:s17; prehistory remains locked,True,True
4932,275,Tovan,recover focus,repair awning,0.199759,0.197759,0.422382,0.440382,talk linked to v60:tovan:route_warning:d275:s00; prehistory remains locked,True,True
4933,275,Nia,repair awning,sort herbs,0.193379,0.171379,0.589469,0.607469,offer_help linked to v60:nia:tool_loan:d275:s01; prehistory remains locked,True,True
4934,275,Ari,sort herbs,carry water,0.187121,0.165121,0.679764,0.697764,return_tool linked to v60:ari:water_carry:d275:s02; prehistory remains locked,True,True
4935,275,Fay,carry water,dry cloaks,0.18099,0.17899,0.578909,0.581909,inspect_memory linked to v60:fay:repair_promise:d275:s03; prehistory remains locked,True,True
4936,275,Milo,dry cloaks,map safe route,0.174993,0.172993,0.40544,0.40844,enter linked to v60:milo:missed_greeting:d275:s04; prehistory remains locked,True,True
4937,275,Sera,map safe route,rest after rain,0.169135,0.167135,0.340172,0.358172,talk linked to v60:sera:care_favor:d275:s05; prehistory remains locked,True,True
4938,275,Tovan,rest after rain,recover focus,0.163422,0.141422,0.407317,0.425317,offer_help linked to v60:tovan:route_warning:d275:s06; prehistory remains locked,True,True
4939,275,Nia,recover focus,repair awning,0.15786,0.13586,0.588181,0.606181,return_tool linked to v60:nia:tool_loan:d275:s07; prehistory remains locked,True,True
4940,275,Ari,repair awning,sort herbs,0.152453,0.150453,0.688571,0.691571,inspect_memory linked to v60:ari:water_carry:d275:s08; prehistory remains locked,True,True
4941,275,Fay,sort herbs,carry water,0.147208,0.145208,0.587746,0.590746,enter linked to v60:fay:repair_promise:d275:s09; prehistory remains locked,True,True
4942,275,Milo,carry water,dry cloaks,0.142128,0.140128,0.415102,0.433102,talk linked to v60:milo:missed_greeting:d275:s10; prehistory remains locked,True,True
4943,275,Sera,dry cloaks,map safe route,0.137219,0.115219,0.324103,0.342103,offer_help linked to v60:sera:care_favor:d275:s11; prehistory remains locked,True,True
4944,275,Tovan,map safe route,rest after rain,0.132486,0.110486,0.408326,0.426326,return_tool linked to v60:tovan:route_warning:d275:s12; prehistory remains locked,True,True
4945,275,Nia,rest after rain,recover focus,0.127934,0.125934,0.594909,0.597909,inspect_memory linked to v60:nia:tool_loan:d275:s13; prehistory remains locked,True,True
4946,275,Ari,recover focus,repair awning,0.123565,0.121565,0.677897,0.680897,enter linked to v60:ari:water_carry:d275:s14; prehistory remains locked,True,True
4947,275,Fay,repair awning,sort herbs,0.119386,0.117386,0.581864,0.599864,talk linked to v60:fay:repair_promise:d275:s15; prehistory remains locked,True,True
4948,275,Milo,sort herbs,carry water,0.115399,0.093399,0.410669,0.428669,offer_help linked to v60:milo:missed_greeting:d275:s16; prehistory remains locked,True,True
4949,275,Sera,carry water,dry cloaks,0.111609,0.089609,0.327791,0.345791,return_tool linked to v60:sera:care_favor:d275:s17; prehistory remains locked,True,True
4950,276,Tovan,map safe route,rest after rain,0.108019,0.106019,0.433521,0.436521,enter linked to v60:tovan:tool_loan:d276:s00; prehistory remains locked,True,True
4951,276,Nia,rest after rain,recover focus,0.104633,0.102633,0.587451,0.605451,talk linked to v60:nia:water_carry:d276:s01; prehistory remains locked,True,True
4952,276,Ari,recover focus,repair awning,0.101454,0.079454,0.683856,0.701856,offer_help linked to v60:ari:repair_promise:d276:s02; prehistory remains locked,True,True
4953,276,Fay,repair awning,sort herbs,0.098485,0.076485,0.581605,0.599605,return_tool linked to v60:fay:missed_greeting:d276:s03; prehistory remains locked,True,True
4954,276,Milo,sort herbs,carry water,0.095728,0.093728,0.406886,0.409886,inspect_memory linked to v60:milo:care_favor:d276:s04; prehistory remains locked,True,True
4955,276,Sera,carry water,dry cloaks,0.093187,0.091187,0.340499,0.343499,enter linked to v60:sera:route_warning:d276:s05; prehistory remains locked,True,True
4956,276,Tovan,dry cloaks,map safe route,0.090864,0.088864,0.423086,0.441086,talk linked to v60:tovan:tool_loan:d276:s06; prehistory remains locked,True,True
4957,276,Nia,map safe route,rest after rain,0.088762,0.066762,0.602725,0.620725,offer_help linked to v60:nia:water_carry:d276:s07; prehistory remains locked,True,True
4958,276,Ari,rest after rain,recover focus,0.086881,0.064881,0.697467,0.715467,return_tool linked to v60:ari:repair_promise:d276:s08; prehistory remains locked,True,True
4959,276,Fay,recover focus,repair awning,0.085225,0.083225,0.566329,0.569329,inspect_memory linked to v60:fay:missed_greeting:d276:s09; prehistory remains locked,True,True
4960,276,Milo,repair awning,sort herbs,0.083794,0.081794,0.402888,0.405888,enter linked to v60:milo:care_favor:d276:s10; prehistory remains locked,True,True
4961,276,Sera,sort herbs,carry water,0.08259,0.08059,0.339425,0.357425,talk linked to v60:sera:route_warning:d276:s11; prehistory remains locked,True,True
4962,276,Tovan,carry water,dry cloaks,0.081614,0.059614,0.425075,0.443075,offer_help linked to v60:tovan:tool_loan:d276:s12; prehistory remains locked,True,True
4963,276,Nia,dry cloaks,map safe route,0.080867,0.058867,0.592107,0.610107,return_tool linked to v60:nia:water_carry:d276:s13; prehistory remains locked,True,True
4964,276,Ari,map safe route,rest after rain,0.08035,0.07835,0.694026,0.697026,inspect_memory linked to v60:ari:repair_promise:d276:s14; prehistory remains locked,True,True
4965,276,Fay,rest after rain,recover focus,0.080064,0.078064,0.576473,0.579473,enter linked to v60:fay:missed_greeting:d276:s15; prehistory remains locked,True,True
4966,276,Milo,recover focus,repair awning,0.080008,0.078008,0.393482,0.411482,talk linked to v60:milo:care_favor:d276:s16; prehistory remains locked,True,True
4967,276,Sera,repair awning,sort herbs,0.080182,0.058182,0.337467,0.355467,offer_help linked to v60:sera:route_warning:d276:s17; prehistory remains locked,True,True
4968,277,Tovan,carry water,dry cloaks,0.080587,0.078587,0.432729,0.435729,inspect_memory linked to v60:tovan:water_carry:d277:s00; prehistory remains locked,True,True
4969,277,Nia,dry cloaks,map safe route,0.081222,0.079222,0.61568,0.61868,enter linked to v60:nia:repair_promise:d277:s01; prehistory remains locked,True,True
4970,277,Ari,map safe route,rest after rain,0.082087,0.080087,0.673705,0.691705,talk linked to v60:ari:missed_greeting:d277:s02; prehistory remains locked,True,True
4971,277,Fay,rest after rain,recover focus,0.08318,0.06118,0.56728,0.58528,offer_help linked to v60:fay:care_favor:d277:s03; prehistory remains locked,True,True
4972,277,Milo,recover focus,repair awning,0.0845,0.0625,0.385296,0.403296,return_tool linked to v60:milo:route_warning:d277:s04; prehistory remains locked,True,True
4973,277,Sera,repair awning,sort herbs,0.086047,0.084047,0.326721,0.329721,inspect_memory linked to v60:sera:tool_loan:d277:s05; prehistory remains locked,True,True
4974,277,Tovan,sort herbs,carry water,0.087819,0.085819,0.430798,0.433798,enter linked to v60:tovan:water_carry:d277:s06; prehistory remains locked,True,True
4975,277,Nia,carry water,dry cloaks,0.089814,0.087814,0.609241,0.627241,talk linked to v60:nia:repair_promise:d277:s07; prehistory remains locked,True,True
4976,277,Ari,dry cloaks,map safe route,0.09203,0.07003,0.686397,0.704397,offer_help linked to v60:ari:missed_greeting:d277:s08; prehistory remains locked,True,True
4977,277,Fay,map safe route,rest after rain,0.094465,0.072465,0.568134,0.586134,return_tool linked to v60:fay:care_favor:d277:s09; prehistory remains locked,True,True
4978,277,Milo,rest after rain,recover focus,0.097117,0.095117,0.387178,0.390178,inspect_memory linked to v60:milo:route_warning:d277:s10; prehistory remains locked,True,True
4979,277,Sera,recover focus,repair awning,0.099983,0.097983,0.340215,0.343215,enter linked to v60:sera:tool_loan:d277:s11; prehistory remains locked,True,True
4980,277,Tovan,repair awning,sort herbs,0.10306,0.10106,0.425988,0.443988,talk linked to v60:tovan:water_carry:d277:s12; prehistory remains locked,True,True
4981,277,Nia,sort herbs,carry water,0.106346,0.084346,0.603423,0.621423,offer_help linked to v60:nia:repair_promise:d277:s13; prehistory remains locked,True,True
4982,277,Ari,carry water,dry cloaks,0.109837,0.087837,0.684953,0.702953,return_tool linked to v60:ari:missed_greeting:d277:s14; prehistory remains locked,True,True
4983,277,Fay,dry cloaks,map safe route,0.113531,0.111531,0.57335,0.57635,inspect_memory linked to v60:fay:care_favor:d277:s15; prehistory remains locked,True,True
4984,277,Milo,map safe route,rest after rain,0.117422,0.115422,0.388725,0.391725,enter linked to v60:milo:route_warning:d277:s16; prehistory remains locked,True,True
4985,277,Sera,rest after rain,recover focus,0.121508,0.119508,0.340839,0.358839,talk linked to v60:sera:tool_loan:d277:s17; prehistory remains locked,True,True
4986,278,Tovan,repair awning,sort herbs,0.125785,0.103785,0.43808,0.45608,return_tool linked to v60:tovan:repair_promise:d278:s00; prehistory remains locked,True,True
4987,278,Nia,sort herbs,carry water,0.130249,0.128249,0.613441,0.616441,inspect_memory linked to v60:nia:missed_greeting:d278:s01; prehistory remains locked,True,True
4988,278,Ari,carry water,dry cloaks,0.134895,0.132895,0.680931,0.683931,enter linked to v60:ari:care_favor:d278:s02; prehistory remains locked,True,True
4989,278,Fay,dry cloaks,map safe route,0.139719,0.137719,0.555881,0.573881,talk linked to v60:fay:route_warning:d278:s03; prehistory remains locked,True,True
4990,278,Milo,map safe route,rest after rain,0.144716,0.122716,0.38297,0.40097,offer_help linked to v60:milo:tool_loan:d278:s04; prehistory remains locked,True,True
4991,278,Sera,rest after rain,recover focus,0.149881,0.127881,0.323288,0.341288,return_tool linked to v60:sera:water_carry:d278:s05; prehistory remains locked,True,True
4992,278,Tovan,recover focus,repair awning,0.15521,0.15321,0.442314,0.445314,inspect_memory linked to v60:tovan:repair_promise:d278:s06; prehistory remains locked,True,True
4993,278,Nia,repair awning,sort herbs,0.160697,0.158697,0.622314,0.625314,enter linked to v60:nia:missed_greeting:d278:s07; prehistory remains locked,True,True
4994,278,Ari,sort herbs,carry water,0.166338,0.164338,0.673808,0.691808,talk linked to v60:ari:care_favor:d278:s08; prehistory remains locked,True,True
4995,278,Fay,carry water,dry cloaks,0.172126,0.150126,0.566628,0.584628,offer_help linked to v60:fay:route_warning:d278:s09; prehistory remains locked,True,True
4996,278,Milo,dry cloaks,map safe route,0.178056,0.156056,0.385318,0.403318,return_tool linked to v60:milo:tool_loan:d278:s10; prehistory remains locked,True,True
