epoch_id,simulated_year,settlement_id,craft_domain,technology_stage,tool_name,apprentice_lineage_depth,material_source,failure_memory,practical_use,energy_budget,bounded_technology
1125,1125,moss_ward,cloak weaving,13,cloak weaving stage-13 moss fiber tool,47,moss fiber,year 1110 cloak weaving failure changed training,supports root cakes,0.390776,True
1126,1125,glass_harbor,net knots,13,net knots stage-13 lamp oil tool,47,lamp oil,year 1110 net knots failure changed training,supports kelp cord,0.391318,True
1127,1125,cinder_garden,ash ceramics,13,ash ceramics stage-13 cool stone tool,47,cool stone,year 1110 ash ceramics failure changed training,supports shade poles,0.391859,True
1128,1125,lichen_bridge,rope trusses,13,rope trusses stage-13 lichen paste tool,47,lichen paste,year 1110 rope trusses failure changed training,supports signal bells,0.3832,True
1129,1125,orchid_engine,orchid lamps,13,orchid lamps stage-13 valve ore tool,47,valve ore,year 1110 orchid lamps failure changed training,supports orchid lamps,0.383741,True
1130,1130,moss_ward,cloak weaving,13,cloak weaving stage-13 moss fiber tool,47,moss fiber,year 1115 cloak weaving failure changed training,supports root cakes,0.391318,True
1131,1130,glass_harbor,net knots,13,net knots stage-13 lamp oil tool,47,lamp oil,year 1115 net knots failure changed training,supports kelp cord,0.391859,True
1132,1130,cinder_garden,ash ceramics,13,ash ceramics stage-13 cool stone tool,47,cool stone,year 1115 ash ceramics failure changed training,supports shade poles,0.3832,True
1133,1130,lichen_bridge,rope trusses,13,rope trusses stage-13 lichen paste tool,47,lichen paste,year 1115 rope trusses failure changed training,supports signal bells,0.383741,True
1134,1130,orchid_engine,orchid lamps,13,orchid lamps stage-13 valve ore tool,47,valve ore,year 1115 orchid lamps failure changed training,supports orchid lamps,0.384282,True
1135,1135,moss_ward,cloak weaving,13,cloak weaving stage-13 moss fiber tool,47,moss fiber,year 1120 cloak weaving failure changed training,supports root cakes,0.391859,True
1136,1135,glass_harbor,net knots,13,net knots stage-13 lamp oil tool,47,lamp oil,year 1120 net knots failure changed training,supports kelp cord,0.3832,True
1137,1135,cinder_garden,ash ceramics,13,ash ceramics stage-13 cool stone tool,47,cool stone,year 1120 ash ceramics failure changed training,supports shade poles,0.383741,True
1138,1135,lichen_bridge,rope trusses,13,rope trusses stage-13 lichen paste tool,47,lichen paste,year 1120 rope trusses failure changed training,supports signal bells,0.384282,True
1139,1135,orchid_engine,orchid lamps,13,orchid lamps stage-13 valve ore tool,47,valve ore,year 1120 orchid lamps failure changed training,supports orchid lamps,0.384824,True
1140,1140,moss_ward,cloak weaving,13,cloak weaving stage-13 moss fiber tool,47,moss fiber,year 1125 cloak weaving failure changed training,supports root cakes,0.3832,True
1141,1140,glass_harbor,net knots,13,net knots stage-13 lamp oil tool,47,lamp oil,year 1125 net knots failure changed training,supports kelp cord,0.383741,True
1142,1140,cinder_garden,ash ceramics,13,ash ceramics stage-13 cool stone tool,47,cool stone,year 1125 ash ceramics failure changed training,supports shade poles,0.384282,True
1143,1140,lichen_bridge,rope trusses,13,rope trusses stage-13 lichen paste tool,47,lichen paste,year 1125 rope trusses failure changed training,supports signal bells,0.384824,True
1144,1140,orchid_engine,orchid lamps,13,orchid lamps stage-13 valve ore tool,47,valve ore,year 1125 orchid lamps failure changed training,supports orchid lamps,0.385365,True
1145,1145,moss_ward,cloak weaving,13,cloak weaving stage-13 moss fiber tool,47,moss fiber,year 1130 cloak weaving failure changed training,supports root cakes,0.383741,True
1146,1145,glass_harbor,net knots,13,net knots stage-13 lamp oil tool,47,lamp oil,year 1130 net knots failure changed training,supports kelp cord,0.384282,True
1147,1145,cinder_garden,ash ceramics,13,ash ceramics stage-13 cool stone tool,47,cool stone,year 1130 ash ceramics failure changed training,supports shade poles,0.384824,True
1148,1145,lichen_bridge,rope trusses,13,rope trusses stage-13 lichen paste tool,47,lichen paste,year 1130 rope trusses failure changed training,supports signal bells,0.385365,True
1149,1145,orchid_engine,orchid lamps,13,orchid lamps stage-13 valve ore tool,47,valve ore,year 1130 orchid lamps failure changed training,supports orchid lamps,0.385906,True
1150,1150,moss_ward,rain jar firing,13,rain jar firing stage-13 rain clay tool,48,rain clay,year 1135 rain jar firing failure changed training,supports jar seals,0.384282,True
1151,1150,glass_harbor,salt cisterns,13,salt cisterns stage-13 kelp fiber tool,48,kelp fiber,year 1135 salt cisterns failure changed training,supports salt tea,0.384824,True
1152,1150,cinder_garden,seed calendars,13,seed calendars stage-13 ember fruit tool,48,ember fruit,year 1135 seed calendars failure changed training,supports cool bowls,0.385365,True
1153,1150,lichen_bridge,signal bells,13,signal bells stage-13 rope reed tool,48,rope reed,year 1135 signal bells failure changed training,supports lichen soup,0.385906,True
1154,1150,orchid_engine,gear washing,13,gear washing stage-13 steam water tool,48,steam water,year 1135 gear washing failure changed training,supports steam tea,0.386447,True
1155,1155,moss_ward,rain jar firing,13,rain jar firing stage-13 rain clay tool,48,rain clay,year 1140 rain jar firing failure changed training,supports jar seals,0.384824,True
1156,1155,glass_harbor,salt cisterns,13,salt cisterns stage-13 kelp fiber tool,48,kelp fiber,year 1140 salt cisterns failure changed training,supports salt tea,0.385365,True
1157,1155,cinder_garden,seed calendars,13,seed calendars stage-13 ember fruit tool,48,ember fruit,year 1140 seed calendars failure changed training,supports cool bowls,0.385906,True
1158,1155,lichen_bridge,signal bells,13,signal bells stage-13 rope reed tool,48,rope reed,year 1140 signal bells failure changed training,supports lichen soup,0.386447,True
1159,1155,orchid_engine,gear washing,13,gear washing stage-13 steam water tool,48,steam water,year 1140 gear washing failure changed training,supports steam tea,0.386988,True
1160,1160,moss_ward,rain jar firing,13,rain jar firing stage-13 rain clay tool,48,rain clay,year 1145 rain jar firing failure changed training,supports jar seals,0.385365,True
1161,1160,glass_harbor,salt cisterns,13,salt cisterns stage-13 kelp fiber tool,48,kelp fiber,year 1145 salt cisterns failure changed training,supports salt tea,0.385906,True
1162,1160,cinder_garden,seed calendars,13,seed calendars stage-13 ember fruit tool,48,ember fruit,year 1145 seed calendars failure changed training,supports cool bowls,0.386447,True
1163,1160,lichen_bridge,signal bells,13,signal bells stage-13 rope reed tool,48,rope reed,year 1145 signal bells failure changed training,supports lichen soup,0.386988,True
1164,1160,orchid_engine,gear washing,13,gear washing stage-13 steam water tool,48,steam water,year 1145 gear washing failure changed training,supports steam tea,0.387529,True
1165,1165,moss_ward,rain jar firing,13,rain jar firing stage-13 rain clay tool,48,rain clay,year 1150 rain jar firing failure changed training,supports jar seals,0.385906,True
1166,1165,glass_harbor,salt cisterns,13,salt cisterns stage-13 kelp fiber tool,48,kelp fiber,year 1150 salt cisterns failure changed training,supports salt tea,0.386447,True
1167,1165,cinder_garden,seed calendars,13,seed calendars stage-13 ember fruit tool,48,ember fruit,year 1150 seed calendars failure changed training,supports cool bowls,0.386988,True
1168,1165,lichen_bridge,signal bells,13,signal bells stage-13 rope reed tool,48,rope reed,year 1150 signal bells failure changed training,supports lichen soup,0.387529,True
1169,1165,orchid_engine,gear washing,13,gear washing stage-13 steam water tool,48,steam water,year 1150 gear washing failure changed training,supports steam tea,0.388071,True
1170,1170,moss_ward,rain jar firing,13,rain jar firing stage-13 rain clay tool,48,rain clay,year 1155 rain jar firing failure changed training,supports jar seals,0.386447,True
1171,1170,glass_harbor,salt cisterns,13,salt cisterns stage-13 kelp fiber tool,48,kelp fiber,year 1155 salt cisterns failure changed training,supports salt tea,0.386988,True
1172,1170,cinder_garden,seed calendars,13,seed calendars stage-13 ember fruit tool,48,ember fruit,year 1155 seed calendars failure changed training,supports cool bowls,0.387529,True
1173,1170,lichen_bridge,signal bells,13,signal bells stage-13 rope reed tool,48,rope reed,year 1155 signal bells failure changed training,supports lichen soup,0.388071,True
1174,1170,orchid_engine,gear washing,13,gear washing stage-13 steam water tool,48,steam water,year 1155 gear washing failure changed training,supports steam tea,0.388612,True
1175,1175,moss_ward,path lanterns,13,path lanterns stage-13 root starch tool,49,root starch,year 1160 path lanterns failure changed training,supports dry cloaks,0.386988,True
1176,1175,glass_harbor,lamp optics,13,lamp optics stage-13 salt reed tool,49,salt reed,year 1160 lamp optics failure changed training,supports lantern lenses,0.387529,True
1177,1175,cinder_garden,shade rigs,13,shade rigs stage-13 shade wood tool,49,shade wood,year 1160 shade rigs failure changed training,supports seed meal,0.388071,True
1178,1175,lichen_bridge,bridge ledgers,13,bridge ledgers stage-13 signal stone tool,49,signal stone,year 1160 bridge ledgers failure changed training,supports rope kits,0.388612,True
1179,1175,orchid_engine,valve tools,13,valve tools stage-13 orchid oil tool,49,orchid oil,year 1160 valve tools failure changed training,supports valve keys,0.389153,True
1180,1180,moss_ward,path lanterns,13,path lanterns stage-13 root starch tool,49,root starch,year 1165 path lanterns failure changed training,supports dry cloaks,0.387529,True
1181,1180,glass_harbor,lamp optics,13,lamp optics stage-13 salt reed tool,49,salt reed,year 1165 lamp optics failure changed training,supports lantern lenses,0.388071,True
1182,1180,cinder_garden,shade rigs,13,shade rigs stage-13 shade wood tool,49,shade wood,year 1165 shade rigs failure changed training,supports seed meal,0.388612,True
1183,1180,lichen_bridge,bridge ledgers,13,bridge ledgers stage-13 signal stone tool,49,signal stone,year 1165 bridge ledgers failure changed training,supports rope kits,0.389153,True
1184,1180,orchid_engine,valve tools,13,valve tools stage-13 orchid oil tool,49,orchid oil,year 1165 valve tools failure changed training,supports valve keys,0.389694,True
1185,1185,moss_ward,path lanterns,13,path lanterns stage-13 root starch tool,49,root starch,year 1170 path lanterns failure changed training,supports dry cloaks,0.388071,True
1186,1185,glass_harbor,lamp optics,13,lamp optics stage-13 salt reed tool,49,salt reed,year 1170 lamp optics failure changed training,supports lantern lenses,0.388612,True
1187,1185,cinder_garden,shade rigs,13,shade rigs stage-13 shade wood tool,49,shade wood,year 1170 shade rigs failure changed training,supports seed meal,0.389153,True
1188,1185,lichen_bridge,bridge ledgers,13,bridge ledgers stage-13 signal stone tool,49,signal stone,year 1170 bridge ledgers failure changed training,supports rope kits,0.389694,True
1189,1185,orchid_engine,valve tools,13,valve tools stage-13 orchid oil tool,49,orchid oil,year 1170 valve tools failure changed training,supports valve keys,0.390235,True
1190,1190,moss_ward,path lanterns,13,path lanterns stage-13 root starch tool,49,root starch,year 1175 path lanterns failure changed training,supports dry cloaks,0.388612,True
1191,1190,glass_harbor,lamp optics,13,lamp optics stage-13 salt reed tool,49,salt reed,year 1175 lamp optics failure changed training,supports lantern lenses,0.389153,True
1192,1190,cinder_garden,shade rigs,13,shade rigs stage-13 shade wood tool,49,shade wood,year 1175 shade rigs failure changed training,supports seed meal,0.389694,True
1193,1190,lichen_bridge,bridge ledgers,13,bridge ledgers stage-13 signal stone tool,49,signal stone,year 1175 bridge ledgers failure changed training,supports rope kits,0.390235,True
1194,1190,orchid_engine,valve tools,13,valve tools stage-13 orchid oil tool,49,orchid oil,year 1175 valve tools failure changed training,supports valve keys,0.390776,True
1195,1195,moss_ward,path lanterns,13,path lanterns stage-13 root starch tool,49,root starch,year 1180 path lanterns failure changed training,supports dry cloaks,0.389153,True
1196,1195,glass_harbor,lamp optics,13,lamp optics stage-13 salt reed tool,49,salt reed,year 1180 lamp optics failure changed training,supports lantern lenses,0.389694,True
1197,1195,cinder_garden,shade rigs,13,shade rigs stage-13 shade wood tool,49,shade wood,year 1180 shade rigs failure changed training,supports seed meal,0.390235,True
1198,1195,lichen_bridge,bridge ledgers,13,bridge ledgers stage-13 signal stone tool,49,signal stone,year 1180 bridge ledgers failure changed training,supports rope kits,0.390776,True
1199,1195,orchid_engine,valve tools,13,valve tools stage-13 orchid oil tool,49,orchid oil,year 1180 valve tools failure changed training,supports valve keys,0.391318,True
