tick,day,slot,selected_tick,selected_resident,event_key,event_kind,previous_event_key,next_event_key,scrubber_position,replay_row_visible,same_loop_reference
4531,252,13,4531,Ari,v58-loop-event-04531,repair_trust,v58-loop-event-04530:wait_offscreen,v58-loop-event-04532:move,0.899186,True,v58_consolidated_playable_consequence_loop
4532,252,14,4532,Fay,v58-loop-event-04532,move,v58-loop-event-04531:repair_trust,v58-loop-event-04533:talk,0.899385,True,v58_consolidated_playable_consequence_loop
4533,252,15,4533,Milo,v58-loop-event-04533,talk,v58-loop-event-04532:move,v58-loop-event-04534:offer_help,0.899583,True,v58_consolidated_playable_consequence_loop
4534,252,16,4534,Sera,v58-loop-event-04534,offer_help,v58-loop-event-04533:talk,v58-loop-event-04535:borrow_tool,0.899782,True,v58_consolidated_playable_consequence_loop
4535,252,17,4535,Tovan,v58-loop-event-04535,borrow_tool,v58-loop-event-04534:offer_help,v58-loop-event-04536:return_tool,0.89998,True,v58_consolidated_playable_consequence_loop
4536,253,0,4536,Nia,v58-loop-event-04536,interrupt_work,v58-loop-event-04535:return_tool,v58-loop-event-04537:wait_offscreen,0.900179,True,v58_consolidated_playable_consequence_loop
4537,253,1,4537,Ari,v58-loop-event-04537,wait_offscreen,v58-loop-event-04536:interrupt_work,v58-loop-event-04538:repair_trust,0.900377,True,v58_consolidated_playable_consequence_loop
4538,253,2,4538,Fay,v58-loop-event-04538,repair_trust,v58-loop-event-04537:wait_offscreen,v58-loop-event-04539:move,0.900576,True,v58_consolidated_playable_consequence_loop
4539,253,3,4539,Milo,v58-loop-event-04539,move,v58-loop-event-04538:repair_trust,v58-loop-event-04540:talk,0.900774,True,v58_consolidated_playable_consequence_loop
4540,253,4,4540,Sera,v58-loop-event-04540,talk,v58-loop-event-04539:move,v58-loop-event-04541:offer_help,0.900972,True,v58_consolidated_playable_consequence_loop
4541,253,5,4541,Tovan,v58-loop-event-04541,offer_help,v58-loop-event-04540:talk,v58-loop-event-04542:borrow_tool,0.901171,True,v58_consolidated_playable_consequence_loop
4542,253,6,4542,Nia,v58-loop-event-04542,borrow_tool,v58-loop-event-04541:offer_help,v58-loop-event-04543:return_tool,0.901369,True,v58_consolidated_playable_consequence_loop
4543,253,7,4543,Ari,v58-loop-event-04543,return_tool,v58-loop-event-04542:borrow_tool,v58-loop-event-04544:interrupt_work,0.901568,True,v58_consolidated_playable_consequence_loop
4544,253,8,4544,Fay,v58-loop-event-04544,interrupt_work,v58-loop-event-04543:return_tool,v58-loop-event-04545:wait_offscreen,0.901766,True,v58_consolidated_playable_consequence_loop
4545,253,9,4545,Milo,v58-loop-event-04545,wait_offscreen,v58-loop-event-04544:interrupt_work,v58-loop-event-04546:repair_trust,0.901965,True,v58_consolidated_playable_consequence_loop
4546,253,10,4546,Sera,v58-loop-event-04546,repair_trust,v58-loop-event-04545:wait_offscreen,v58-loop-event-04547:move,0.902163,True,v58_consolidated_playable_consequence_loop
4547,253,11,4547,Tovan,v58-loop-event-04547,move,v58-loop-event-04546:repair_trust,v58-loop-event-04548:talk,0.902362,True,v58_consolidated_playable_consequence_loop
4548,253,12,4548,Nia,v58-loop-event-04548,talk,v58-loop-event-04547:move,v58-loop-event-04549:offer_help,0.90256,True,v58_consolidated_playable_consequence_loop
4549,253,13,4549,Ari,v58-loop-event-04549,offer_help,v58-loop-event-04548:talk,v58-loop-event-04550:borrow_tool,0.902758,True,v58_consolidated_playable_consequence_loop
4550,253,14,4550,Fay,v58-loop-event-04550,borrow_tool,v58-loop-event-04549:offer_help,v58-loop-event-04551:return_tool,0.902957,True,v58_consolidated_playable_consequence_loop
4551,253,15,4551,Milo,v58-loop-event-04551,return_tool,v58-loop-event-04550:borrow_tool,v58-loop-event-04552:interrupt_work,0.903155,True,v58_consolidated_playable_consequence_loop
4552,253,16,4552,Sera,v58-loop-event-04552,interrupt_work,v58-loop-event-04551:return_tool,v58-loop-event-04553:wait_offscreen,0.903354,True,v58_consolidated_playable_consequence_loop
4553,253,17,4553,Tovan,v58-loop-event-04553,wait_offscreen,v58-loop-event-04552:interrupt_work,v58-loop-event-04554:repair_trust,0.903552,True,v58_consolidated_playable_consequence_loop
4554,254,0,4554,Nia,v58-loop-event-04554,move,v58-loop-event-04553:repair_trust,v58-loop-event-04555:talk,0.903751,True,v58_consolidated_playable_consequence_loop
4555,254,1,4555,Ari,v58-loop-event-04555,talk,v58-loop-event-04554:move,v58-loop-event-04556:offer_help,0.903949,True,v58_consolidated_playable_consequence_loop
4556,254,2,4556,Fay,v58-loop-event-04556,offer_help,v58-loop-event-04555:talk,v58-loop-event-04557:borrow_tool,0.904148,True,v58_consolidated_playable_consequence_loop
4557,254,3,4557,Milo,v58-loop-event-04557,borrow_tool,v58-loop-event-04556:offer_help,v58-loop-event-04558:return_tool,0.904346,True,v58_consolidated_playable_consequence_loop
4558,254,4,4558,Sera,v58-loop-event-04558,return_tool,v58-loop-event-04557:borrow_tool,v58-loop-event-04559:interrupt_work,0.904545,True,v58_consolidated_playable_consequence_loop
4559,254,5,4559,Tovan,v58-loop-event-04559,interrupt_work,v58-loop-event-04558:return_tool,v58-loop-event-04560:wait_offscreen,0.904743,True,v58_consolidated_playable_consequence_loop
4560,254,6,4560,Nia,v58-loop-event-04560,wait_offscreen,v58-loop-event-04559:interrupt_work,v58-loop-event-04561:repair_trust,0.904941,True,v58_consolidated_playable_consequence_loop
4561,254,7,4561,Ari,v58-loop-event-04561,repair_trust,v58-loop-event-04560:wait_offscreen,v58-loop-event-04562:move,0.90514,True,v58_consolidated_playable_consequence_loop
4562,254,8,4562,Fay,v58-loop-event-04562,move,v58-loop-event-04561:repair_trust,v58-loop-event-04563:talk,0.905338,True,v58_consolidated_playable_consequence_loop
4563,254,9,4563,Milo,v58-loop-event-04563,talk,v58-loop-event-04562:move,v58-loop-event-04564:offer_help,0.905537,True,v58_consolidated_playable_consequence_loop
4564,254,10,4564,Sera,v58-loop-event-04564,offer_help,v58-loop-event-04563:talk,v58-loop-event-04565:borrow_tool,0.905735,True,v58_consolidated_playable_consequence_loop
4565,254,11,4565,Tovan,v58-loop-event-04565,borrow_tool,v58-loop-event-04564:offer_help,v58-loop-event-04566:return_tool,0.905934,True,v58_consolidated_playable_consequence_loop
4566,254,12,4566,Nia,v58-loop-event-04566,return_tool,v58-loop-event-04565:borrow_tool,v58-loop-event-04567:interrupt_work,0.906132,True,v58_consolidated_playable_consequence_loop
4567,254,13,4567,Ari,v58-loop-event-04567,interrupt_work,v58-loop-event-04566:return_tool,v58-loop-event-04568:wait_offscreen,0.906331,True,v58_consolidated_playable_consequence_loop
4568,254,14,4568,Fay,v58-loop-event-04568,wait_offscreen,v58-loop-event-04567:interrupt_work,v58-loop-event-04569:repair_trust,0.906529,True,v58_consolidated_playable_consequence_loop
4569,254,15,4569,Milo,v58-loop-event-04569,repair_trust,v58-loop-event-04568:wait_offscreen,v58-loop-event-04570:move,0.906728,True,v58_consolidated_playable_consequence_loop
4570,254,16,4570,Sera,v58-loop-event-04570,move,v58-loop-event-04569:repair_trust,v58-loop-event-04571:talk,0.906926,True,v58_consolidated_playable_consequence_loop
4571,254,17,4571,Tovan,v58-loop-event-04571,talk,v58-loop-event-04570:move,v58-loop-event-04572:offer_help,0.907124,True,v58_consolidated_playable_consequence_loop
4572,255,0,4572,Nia,v58-loop-event-04572,borrow_tool,v58-loop-event-04571:offer_help,v58-loop-event-04573:return_tool,0.907323,True,v58_consolidated_playable_consequence_loop
4573,255,1,4573,Ari,v58-loop-event-04573,return_tool,v58-loop-event-04572:borrow_tool,v58-loop-event-04574:interrupt_work,0.907521,True,v58_consolidated_playable_consequence_loop
4574,255,2,4574,Fay,v58-loop-event-04574,interrupt_work,v58-loop-event-04573:return_tool,v58-loop-event-04575:wait_offscreen,0.90772,True,v58_consolidated_playable_consequence_loop
4575,255,3,4575,Milo,v58-loop-event-04575,wait_offscreen,v58-loop-event-04574:interrupt_work,v58-loop-event-04576:repair_trust,0.907918,True,v58_consolidated_playable_consequence_loop
4576,255,4,4576,Sera,v58-loop-event-04576,repair_trust,v58-loop-event-04575:wait_offscreen,v58-loop-event-04577:move,0.908117,True,v58_consolidated_playable_consequence_loop
4577,255,5,4577,Tovan,v58-loop-event-04577,move,v58-loop-event-04576:repair_trust,v58-loop-event-04578:talk,0.908315,True,v58_consolidated_playable_consequence_loop
4578,255,6,4578,Nia,v58-loop-event-04578,talk,v58-loop-event-04577:move,v58-loop-event-04579:offer_help,0.908514,True,v58_consolidated_playable_consequence_loop
4579,255,7,4579,Ari,v58-loop-event-04579,offer_help,v58-loop-event-04578:talk,v58-loop-event-04580:borrow_tool,0.908712,True,v58_consolidated_playable_consequence_loop
4580,255,8,4580,Fay,v58-loop-event-04580,borrow_tool,v58-loop-event-04579:offer_help,v58-loop-event-04581:return_tool,0.90891,True,v58_consolidated_playable_consequence_loop
4581,255,9,4581,Milo,v58-loop-event-04581,return_tool,v58-loop-event-04580:borrow_tool,v58-loop-event-04582:interrupt_work,0.909109,True,v58_consolidated_playable_consequence_loop
4582,255,10,4582,Sera,v58-loop-event-04582,interrupt_work,v58-loop-event-04581:return_tool,v58-loop-event-04583:wait_offscreen,0.909307,True,v58_consolidated_playable_consequence_loop
4583,255,11,4583,Tovan,v58-loop-event-04583,wait_offscreen,v58-loop-event-04582:interrupt_work,v58-loop-event-04584:repair_trust,0.909506,True,v58_consolidated_playable_consequence_loop
4584,255,12,4584,Nia,v58-loop-event-04584,repair_trust,v58-loop-event-04583:wait_offscreen,v58-loop-event-04585:move,0.909704,True,v58_consolidated_playable_consequence_loop
4585,255,13,4585,Ari,v58-loop-event-04585,move,v58-loop-event-04584:repair_trust,v58-loop-event-04586:talk,0.909903,True,v58_consolidated_playable_consequence_loop
4586,255,14,4586,Fay,v58-loop-event-04586,talk,v58-loop-event-04585:move,v58-loop-event-04587:offer_help,0.910101,True,v58_consolidated_playable_consequence_loop
4587,255,15,4587,Milo,v58-loop-event-04587,offer_help,v58-loop-event-04586:talk,v58-loop-event-04588:borrow_tool,0.9103,True,v58_consolidated_playable_consequence_loop
4588,255,16,4588,Sera,v58-loop-event-04588,borrow_tool,v58-loop-event-04587:offer_help,v58-loop-event-04589:return_tool,0.910498,True,v58_consolidated_playable_consequence_loop
4589,255,17,4589,Tovan,v58-loop-event-04589,return_tool,v58-loop-event-04588:borrow_tool,v58-loop-event-04590:interrupt_work,0.910697,True,v58_consolidated_playable_consequence_loop
4590,256,0,4590,Nia,v58-loop-event-04590,wait_offscreen,v58-loop-event-04589:interrupt_work,v58-loop-event-04591:repair_trust,0.910895,True,v58_consolidated_playable_consequence_loop
4591,256,1,4591,Ari,v58-loop-event-04591,repair_trust,v58-loop-event-04590:wait_offscreen,v58-loop-event-04592:move,0.911093,True,v58_consolidated_playable_consequence_loop
4592,256,2,4592,Fay,v58-loop-event-04592,move,v58-loop-event-04591:repair_trust,v58-loop-event-04593:talk,0.911292,True,v58_consolidated_playable_consequence_loop
4593,256,3,4593,Milo,v58-loop-event-04593,talk,v58-loop-event-04592:move,v58-loop-event-04594:offer_help,0.91149,True,v58_consolidated_playable_consequence_loop
4594,256,4,4594,Sera,v58-loop-event-04594,offer_help,v58-loop-event-04593:talk,v58-loop-event-04595:borrow_tool,0.911689,True,v58_consolidated_playable_consequence_loop
4595,256,5,4595,Tovan,v58-loop-event-04595,borrow_tool,v58-loop-event-04594:offer_help,v58-loop-event-04596:return_tool,0.911887,True,v58_consolidated_playable_consequence_loop
4596,256,6,4596,Nia,v58-loop-event-04596,return_tool,v58-loop-event-04595:borrow_tool,v58-loop-event-04597:interrupt_work,0.912086,True,v58_consolidated_playable_consequence_loop
4597,256,7,4597,Ari,v58-loop-event-04597,interrupt_work,v58-loop-event-04596:return_tool,v58-loop-event-04598:wait_offscreen,0.912284,True,v58_consolidated_playable_consequence_loop
4598,256,8,4598,Fay,v58-loop-event-04598,wait_offscreen,v58-loop-event-04597:interrupt_work,v58-loop-event-04599:repair_trust,0.912483,True,v58_consolidated_playable_consequence_loop
4599,256,9,4599,Milo,v58-loop-event-04599,repair_trust,v58-loop-event-04598:wait_offscreen,v58-loop-event-04600:move,0.912681,True,v58_consolidated_playable_consequence_loop
4600,256,10,4600,Sera,v58-loop-event-04600,move,v58-loop-event-04599:repair_trust,v58-loop-event-04601:talk,0.91288,True,v58_consolidated_playable_consequence_loop
4601,256,11,4601,Tovan,v58-loop-event-04601,talk,v58-loop-event-04600:move,v58-loop-event-04602:offer_help,0.913078,True,v58_consolidated_playable_consequence_loop
4602,256,12,4602,Nia,v58-loop-event-04602,offer_help,v58-loop-event-04601:talk,v58-loop-event-04603:borrow_tool,0.913276,True,v58_consolidated_playable_consequence_loop
4603,256,13,4603,Ari,v58-loop-event-04603,borrow_tool,v58-loop-event-04602:offer_help,v58-loop-event-04604:return_tool,0.913475,True,v58_consolidated_playable_consequence_loop
4604,256,14,4604,Fay,v58-loop-event-04604,return_tool,v58-loop-event-04603:borrow_tool,v58-loop-event-04605:interrupt_work,0.913673,True,v58_consolidated_playable_consequence_loop
4605,256,15,4605,Milo,v58-loop-event-04605,interrupt_work,v58-loop-event-04604:return_tool,v58-loop-event-04606:wait_offscreen,0.913872,True,v58_consolidated_playable_consequence_loop
4606,256,16,4606,Sera,v58-loop-event-04606,wait_offscreen,v58-loop-event-04605:interrupt_work,v58-loop-event-04607:repair_trust,0.91407,True,v58_consolidated_playable_consequence_loop
4607,256,17,4607,Tovan,v58-loop-event-04607,repair_trust,v58-loop-event-04606:wait_offscreen,v58-loop-event-04608:move,0.914269,True,v58_consolidated_playable_consequence_loop
4608,257,0,4608,Nia,v58-loop-event-04608,talk,v58-loop-event-04607:move,v58-loop-event-04609:offer_help,0.914467,True,v58_consolidated_playable_consequence_loop
4609,257,1,4609,Ari,v58-loop-event-04609,offer_help,v58-loop-event-04608:talk,v58-loop-event-04610:borrow_tool,0.914666,True,v58_consolidated_playable_consequence_loop
4610,257,2,4610,Fay,v58-loop-event-04610,borrow_tool,v58-loop-event-04609:offer_help,v58-loop-event-04611:return_tool,0.914864,True,v58_consolidated_playable_consequence_loop
4611,257,3,4611,Milo,v58-loop-event-04611,return_tool,v58-loop-event-04610:borrow_tool,v58-loop-event-04612:interrupt_work,0.915063,True,v58_consolidated_playable_consequence_loop
4612,257,4,4612,Sera,v58-loop-event-04612,interrupt_work,v58-loop-event-04611:return_tool,v58-loop-event-04613:wait_offscreen,0.915261,True,v58_consolidated_playable_consequence_loop
4613,257,5,4613,Tovan,v58-loop-event-04613,wait_offscreen,v58-loop-event-04612:interrupt_work,v58-loop-event-04614:repair_trust,0.915459,True,v58_consolidated_playable_consequence_loop
4614,257,6,4614,Nia,v58-loop-event-04614,repair_trust,v58-loop-event-04613:wait_offscreen,v58-loop-event-04615:move,0.915658,True,v58_consolidated_playable_consequence_loop
4615,257,7,4615,Ari,v58-loop-event-04615,move,v58-loop-event-04614:repair_trust,v58-loop-event-04616:talk,0.915856,True,v58_consolidated_playable_consequence_loop
4616,257,8,4616,Fay,v58-loop-event-04616,talk,v58-loop-event-04615:move,v58-loop-event-04617:offer_help,0.916055,True,v58_consolidated_playable_consequence_loop
4617,257,9,4617,Milo,v58-loop-event-04617,offer_help,v58-loop-event-04616:talk,v58-loop-event-04618:borrow_tool,0.916253,True,v58_consolidated_playable_consequence_loop
4618,257,10,4618,Sera,v58-loop-event-04618,borrow_tool,v58-loop-event-04617:offer_help,v58-loop-event-04619:return_tool,0.916452,True,v58_consolidated_playable_consequence_loop
4619,257,11,4619,Tovan,v58-loop-event-04619,return_tool,v58-loop-event-04618:borrow_tool,v58-loop-event-04620:interrupt_work,0.91665,True,v58_consolidated_playable_consequence_loop
4620,257,12,4620,Nia,v58-loop-event-04620,interrupt_work,v58-loop-event-04619:return_tool,v58-loop-event-04621:wait_offscreen,0.916849,True,v58_consolidated_playable_consequence_loop
4621,257,13,4621,Ari,v58-loop-event-04621,wait_offscreen,v58-loop-event-04620:interrupt_work,v58-loop-event-04622:repair_trust,0.917047,True,v58_consolidated_playable_consequence_loop
4622,257,14,4622,Fay,v58-loop-event-04622,repair_trust,v58-loop-event-04621:wait_offscreen,v58-loop-event-04623:move,0.917245,True,v58_consolidated_playable_consequence_loop
4623,257,15,4623,Milo,v58-loop-event-04623,move,v58-loop-event-04622:repair_trust,v58-loop-event-04624:talk,0.917444,True,v58_consolidated_playable_consequence_loop
4624,257,16,4624,Sera,v58-loop-event-04624,talk,v58-loop-event-04623:move,v58-loop-event-04625:offer_help,0.917642,True,v58_consolidated_playable_consequence_loop
4625,257,17,4625,Tovan,v58-loop-event-04625,offer_help,v58-loop-event-04624:talk,v58-loop-event-04626:borrow_tool,0.917841,True,v58_consolidated_playable_consequence_loop
4626,258,0,4626,Nia,v58-loop-event-04626,return_tool,v58-loop-event-04625:borrow_tool,v58-loop-event-04627:interrupt_work,0.918039,True,v58_consolidated_playable_consequence_loop
4627,258,1,4627,Ari,v58-loop-event-04627,interrupt_work,v58-loop-event-04626:return_tool,v58-loop-event-04628:wait_offscreen,0.918238,True,v58_consolidated_playable_consequence_loop
4628,258,2,4628,Fay,v58-loop-event-04628,wait_offscreen,v58-loop-event-04627:interrupt_work,v58-loop-event-04629:repair_trust,0.918436,True,v58_consolidated_playable_consequence_loop
4629,258,3,4629,Milo,v58-loop-event-04629,repair_trust,v58-loop-event-04628:wait_offscreen,v58-loop-event-04630:move,0.918635,True,v58_consolidated_playable_consequence_loop
4630,258,4,4630,Sera,v58-loop-event-04630,move,v58-loop-event-04629:repair_trust,v58-loop-event-04631:talk,0.918833,True,v58_consolidated_playable_consequence_loop
4631,258,5,4631,Tovan,v58-loop-event-04631,talk,v58-loop-event-04630:move,v58-loop-event-04632:offer_help,0.919032,True,v58_consolidated_playable_consequence_loop
