tick,day,snapshot_key,avatar_room,selected_resident,resident_state_digest,resource_state_digest,replay_event_count,snapshot_size_bytes,restored_ok,storage_keys_present
4851,270,ssrm:v59:audit:snapshot:d270:t04851,fiber loft,Milo,"{""debt"": 0.1148, ""memory"": ""milo:tool_loan:audit:d270:s09"", ""resident"": ""Milo"", ""schedule"": ""private task"", ""trust"": 0.4418}","{""care"": 17, ""fiber"": 27, ""herb"": 14, ""tool time"": 20, ""water"": 24, ""wood"": 11}",160,245,True,True
4852,270,ssrm:v59:audit:snapshot:d270:t04852,west hearth,Sera,"{""debt"": 0.1042, ""memory"": ""sera:repair_promise:audit:d270:s10"", ""resident"": ""Sera"", ""schedule"": ""recover focus"", ""trust"": 0.6142}","{""care"": 18, ""fiber"": 28, ""herb"": 15, ""tool time"": 21, ""water"": 25, ""wood"": 12}",160,251,True,True
4853,270,ssrm:v59:audit:snapshot:d270:t04853,river gate,Tovan,"{""debt"": 0.1499, ""memory"": ""tovan:care_favor:audit:d270:s11"", ""resident"": ""Tovan"", ""schedule"": ""rest"", ""trust"": 0.6855}","{""care"": 19, ""fiber"": 10, ""herb"": 16, ""tool time"": 22, ""water"": 26, ""wood"": 13}",160,240,True,True
4854,270,ssrm:v59:audit:snapshot:d270:t04854,arrival court,Nia,"{""debt"": 0.1119, ""memory"": ""nia:tool_loan:audit:d270:s12"", ""resident"": ""Nia"", ""schedule"": ""rest"", ""trust"": 0.6091}","{""care"": 20, ""fiber"": 11, ""herb"": 17, ""tool time"": 23, ""water"": 27, ""wood"": 14}",160,235,True,True
4855,270,ssrm:v59:audit:snapshot:d270:t04855,tool alcove,Ari,"{""debt"": 0.1581, ""memory"": ""ari:repair_promise:audit:d270:s13"", ""resident"": ""Ari"", ""schedule"": ""seek tool"", ""trust"": 0.325}","{""care"": 21, ""fiber"": 12, ""herb"": 18, ""tool time"": 24, ""water"": 28, ""wood"": 15}",160,244,True,True
4856,270,ssrm:v59:audit:snapshot:d270:t04856,rain court,Fay,"{""debt"": 0.1346, ""memory"": ""fay:care_favor:audit:d270:s14"", ""resident"": ""Fay"", ""schedule"": ""seek tool"", ""trust"": 0.2984}","{""care"": 22, ""fiber"": 13, ""herb"": 19, ""tool time"": 25, ""water"": 10, ""wood"": 16}",160,241,True,True
4857,270,ssrm:v59:audit:snapshot:d270:t04857,fiber loft,Milo,"{""debt"": 0.1253, ""memory"": ""milo:tool_loan:audit:d270:s15"", ""resident"": ""Milo"", ""schedule"": ""care duty"", ""trust"": 0.4383}","{""care"": 23, ""fiber"": 14, ""herb"": 20, ""tool time"": 26, ""water"": 11, ""wood"": 17}",160,242,True,True
4858,270,ssrm:v59:audit:snapshot:d270:t04858,west hearth,Sera,"{""debt"": 0.1443, ""memory"": ""sera:repair_promise:audit:d270:s16"", ""resident"": ""Sera"", ""schedule"": ""private task"", ""trust"": 0.6046}","{""care"": 24, ""fiber"": 15, ""herb"": 21, ""tool time"": 27, ""water"": 12, ""wood"": 18}",160,250,True,True
4859,270,ssrm:v59:audit:snapshot:d270:t04859,river gate,Tovan,"{""debt"": 0.1495, ""memory"": ""tovan:care_favor:audit:d270:s17"", ""resident"": ""Tovan"", ""schedule"": ""recover focus"", ""trust"": 0.7052}","{""care"": 25, ""fiber"": 16, ""herb"": 22, ""tool time"": 28, ""water"": 13, ""wood"": 19}",160,249,True,True
4860,271,ssrm:v59:audit:snapshot:d271:t04860,tool alcove,Nia,"{""debt"": 0.1829, ""memory"": ""nia:tool_loan:audit:d271:s00"", ""resident"": ""Nia"", ""schedule"": ""negotiate debt"", ""trust"": 0.566}","{""care"": 26, ""fiber"": 17, ""herb"": 23, ""tool time"": 10, ""water"": 14, ""wood"": 20}",160,244,True,True
4861,271,ssrm:v59:audit:snapshot:d271:t04861,rain court,Ari,"{""debt"": 0.1466, ""memory"": ""ari:repair_promise:audit:d271:s01"", ""resident"": ""Ari"", ""schedule"": ""negotiate debt"", ""trust"": 0.3695}","{""care"": 27, ""fiber"": 18, ""herb"": 24, ""tool time"": 11, ""water"": 15, ""wood"": 21}",160,250,True,True
4862,271,ssrm:v59:audit:snapshot:d271:t04862,fiber loft,Fay,"{""debt"": 0.1944, ""memory"": ""fay:care_favor:audit:d271:s02"", ""resident"": ""Fay"", ""schedule"": ""care duty"", ""trust"": 0.27}","{""care"": 28, ""fiber"": 19, ""herb"": 25, ""tool time"": 12, ""water"": 16, ""wood"": 22}",160,239,True,True
4863,271,ssrm:v59:audit:snapshot:d271:t04863,west hearth,Milo,"{""debt"": 0.1725, ""memory"": ""milo:tool_loan:audit:d271:s03"", ""resident"": ""Milo"", ""schedule"": ""care duty"", ""trust"": 0.4305}","{""care"": 10, ""fiber"": 20, ""herb"": 26, ""tool time"": 13, ""water"": 17, ""wood"": 23}",160,242,True,True
4864,271,ssrm:v59:audit:snapshot:d271:t04864,river gate,Sera,"{""debt"": 0.1648, ""memory"": ""sera:repair_promise:audit:d271:s04"", ""resident"": ""Sera"", ""schedule"": ""private task"", ""trust"": 0.6302}","{""care"": 11, ""fiber"": 21, ""herb"": 27, ""tool time"": 14, ""water"": 18, ""wood"": 24}",160,250,True,True
4865,271,ssrm:v59:audit:snapshot:d271:t04865,arrival court,Tovan,"{""debt"": 0.1852, ""memory"": ""tovan:care_favor:audit:d271:s05"", ""resident"": ""Tovan"", ""schedule"": ""recover focus"", ""trust"": 0.6872}","{""care"": 12, ""fiber"": 22, ""herb"": 28, ""tool time"": 15, ""water"": 19, ""wood"": 25}",160,249,True,True
4866,271,ssrm:v59:audit:snapshot:d271:t04866,tool alcove,Nia,"{""debt"": 0.1919, ""memory"": ""nia:tool_loan:audit:d271:s06"", ""resident"": ""Nia"", ""schedule"": ""work"", ""trust"": 0.6045}","{""care"": 13, ""fiber"": 23, ""herb"": 10, ""tool time"": 16, ""water"": 20, ""wood"": 26}",160,235,True,True
4867,271,ssrm:v59:audit:snapshot:d271:t04867,rain court,Ari,"{""debt"": 0.1847, ""memory"": ""ari:repair_promise:audit:d271:s07"", ""resident"": ""Ari"", ""schedule"": ""rest"", ""trust"": 0.3661}","{""care"": 14, ""fiber"": 24, ""herb"": 11, ""tool time"": 17, ""water"": 21, ""wood"": 27}",160,240,True,True
4868,271,ssrm:v59:audit:snapshot:d271:t04868,fiber loft,Fay,"{""debt"": 0.2336, ""memory"": ""fay:care_favor:audit:d271:s08"", ""resident"": ""Fay"", ""schedule"": ""seek tool"", ""trust"": 0.2853}","{""care"": 15, ""fiber"": 25, ""herb"": 12, ""tool time"": 18, ""water"": 22, ""wood"": 28}",160,241,True,True
4869,271,ssrm:v59:audit:snapshot:d271:t04869,west hearth,Milo,"{""debt"": 0.1987, ""memory"": ""milo:tool_loan:audit:d271:s09"", ""resident"": ""Milo"", ""schedule"": ""seek tool"", ""trust"": 0.4517}","{""care"": 16, ""fiber"": 26, ""herb"": 13, ""tool time"": 19, ""water"": 23, ""wood"": 10}",160,242,True,True
4870,271,ssrm:v59:audit:snapshot:d271:t04870,river gate,Sera,"{""debt"": 0.248, ""memory"": ""sera:repair_promise:audit:d271:s10"", ""resident"": ""Sera"", ""schedule"": ""private task"", ""trust"": 0.6022}","{""care"": 17, ""fiber"": 27, ""herb"": 14, ""tool time"": 20, ""water"": 24, ""wood"": 11}",160,249,True,True
4871,271,ssrm:v59:audit:snapshot:d271:t04871,arrival court,Tovan,"{""debt"": 0.2274, ""memory"": ""tovan:care_favor:audit:d271:s11"", ""resident"": ""Tovan"", ""schedule"": ""private task"", ""trust"": 0.696}","{""care"": 18, ""fiber"": 28, ""herb"": 15, ""tool time"": 21, ""water"": 25, ""wood"": 12}",160,247,True,True
4872,271,ssrm:v59:audit:snapshot:d271:t04872,tool alcove,Nia,"{""debt"": 0.2209, ""memory"": ""nia:tool_loan:audit:d271:s12"", ""resident"": ""Nia"", ""schedule"": ""recover focus"", ""trust"": 0.5904}","{""care"": 19, ""fiber"": 10, ""herb"": 16, ""tool time"": 22, ""water"": 26, ""wood"": 13}",160,244,True,True
4873,271,ssrm:v59:audit:snapshot:d271:t04873,rain court,Ari,"{""debt"": 0.2425, ""memory"": ""ari:repair_promise:audit:d271:s13"", ""resident"": ""Ari"", ""schedule"": ""work"", ""trust"": 0.3549}","{""care"": 20, ""fiber"": 11, ""herb"": 17, ""tool time"": 23, ""water"": 27, ""wood"": 14}",160,240,True,True
4874,271,ssrm:v59:audit:snapshot:d271:t04874,fiber loft,Fay,"{""debt"": 0.2502, ""memory"": ""fay:care_favor:audit:d271:s14"", ""resident"": ""Fay"", ""schedule"": ""rest"", ""trust"": 0.3239}","{""care"": 21, ""fiber"": 12, ""herb"": 18, ""tool time"": 24, ""water"": 28, ""wood"": 15}",160,236,True,True
4875,271,ssrm:v59:audit:snapshot:d271:t04875,west hearth,Milo,"{""debt"": 0.244, ""memory"": ""milo:tool_loan:audit:d271:s15"", ""resident"": ""Milo"", ""schedule"": ""negotiate debt"", ""trust"": 0.4588}","{""care"": 22, ""fiber"": 13, ""herb"": 19, ""tool time"": 25, ""water"": 10, ""wood"": 16}",160,246,True,True
4876,271,ssrm:v59:audit:snapshot:d271:t04876,river gate,Sera,"{""debt"": 0.2939, ""memory"": ""sera:repair_promise:audit:d271:s16"", ""resident"": ""Sera"", ""schedule"": ""care duty"", ""trust"": 0.597}","{""care"": 23, ""fiber"": 14, ""herb"": 20, ""tool time"": 26, ""water"": 11, ""wood"": 17}",160,246,True,True
4877,271,ssrm:v59:audit:snapshot:d271:t04877,arrival court,Tovan,"{""debt"": 0.2599, ""memory"": ""tovan:care_favor:audit:d271:s17"", ""resident"": ""Tovan"", ""schedule"": ""care duty"", ""trust"": 0.7173}","{""care"": 24, ""fiber"": 15, ""herb"": 21, ""tool time"": 27, ""water"": 12, ""wood"": 18}",160,245,True,True
4878,272,ssrm:v59:audit:snapshot:d272:t04878,rain court,Nia,"{""debt"": 0.2819, ""memory"": ""nia:tool_loan:audit:d272:s00"", ""resident"": ""Nia"", ""schedule"": ""recover focus"", ""trust"": 0.584}","{""care"": 25, ""fiber"": 16, ""herb"": 22, ""tool time"": 28, ""water"": 13, ""wood"": 19}",160,243,True,True
4879,272,ssrm:v59:audit:snapshot:d272:t04879,fiber loft,Ari,"{""debt"": 0.276, ""memory"": ""ari:repair_promise:audit:d272:s01"", ""resident"": ""Ari"", ""schedule"": ""work"", ""trust"": 0.3497}","{""care"": 26, ""fiber"": 17, ""herb"": 23, ""tool time"": 10, ""water"": 14, ""wood"": 20}",160,239,True,True
4880,272,ssrm:v59:audit:snapshot:d272:t04880,west hearth,Fay,"{""debt"": 0.2981, ""memory"": ""fay:care_favor:audit:d272:s02"", ""resident"": ""Fay"", ""schedule"": ""rest"", ""trust"": 0.2932}","{""care"": 27, ""fiber"": 18, ""herb"": 24, ""tool time"": 11, ""water"": 15, ""wood"": 21}",160,236,True,True
4881,272,ssrm:v59:audit:snapshot:d272:t04881,river gate,Milo,"{""debt"": 0.3062, ""memory"": ""milo:tool_loan:audit:d272:s03"", ""resident"": ""Milo"", ""schedule"": ""negotiate debt"", ""trust"": 0.4464}","{""care"": 28, ""fiber"": 19, ""herb"": 25, ""tool time"": 12, ""water"": 16, ""wood"": 22}",160,247,True,True
4882,272,ssrm:v59:audit:snapshot:d272:t04882,arrival court,Sera,"{""debt"": 0.3003, ""memory"": ""sera:repair_promise:audit:d272:s04"", ""resident"": ""Sera"", ""schedule"": ""seek tool"", ""trust"": 0.6501}","{""care"": 10, ""fiber"": 20, ""herb"": 26, ""tool time"": 13, ""water"": 17, ""wood"": 23}",160,247,True,True
4883,272,ssrm:v59:audit:snapshot:d272:t04883,tool alcove,Tovan,"{""debt"": 0.3505, ""memory"": ""tovan:care_favor:audit:d272:s05"", ""resident"": ""Tovan"", ""schedule"": ""private task"", ""trust"": 0.6715}","{""care"": 11, ""fiber"": 21, ""herb"": 27, ""tool time"": 14, ""water"": 18, ""wood"": 24}",160,248,True,True
4884,272,ssrm:v59:audit:snapshot:d272:t04884,rain court,Nia,"{""debt"": 0.3166, ""memory"": ""nia:tool_loan:audit:d272:s06"", ""resident"": ""Nia"", ""schedule"": ""private task"", ""trust"": 0.5911}","{""care"": 12, ""fiber"": 22, ""herb"": 28, ""tool time"": 15, ""water"": 19, ""wood"": 25}",160,243,True,True
4885,272,ssrm:v59:audit:snapshot:d272:t04885,fiber loft,Ari,"{""debt"": 0.3667, ""memory"": ""ari:repair_promise:audit:d272:s07"", ""resident"": ""Ari"", ""schedule"": ""work"", ""trust"": 0.3253}","{""care"": 13, ""fiber"": 23, ""herb"": 10, ""tool time"": 16, ""water"": 20, ""wood"": 26}",160,240,True,True
4886,272,ssrm:v59:audit:snapshot:d272:t04886,west hearth,Fay,"{""debt"": 0.3468, ""memory"": ""fay:care_favor:audit:d272:s08"", ""resident"": ""Fay"", ""schedule"": ""work"", ""trust"": 0.3011}","{""care"": 14, ""fiber"": 24, ""herb"": 11, ""tool time"": 17, ""water"": 21, ""wood"": 27}",160,236,True,True
4887,272,ssrm:v59:audit:snapshot:d272:t04887,river gate,Milo,"{""debt"": 0.3408, ""memory"": ""milo:tool_loan:audit:d272:s09"", ""resident"": ""Milo"", ""schedule"": ""rest"", ""trust"": 0.4537}","{""care"": 15, ""fiber"": 25, ""herb"": 12, ""tool time"": 18, ""water"": 22, ""wood"": 28}",160,237,True,True
4888,272,ssrm:v59:audit:snapshot:d272:t04888,arrival court,Sera,"{""debt"": 0.3628, ""memory"": ""sera:repair_promise:audit:d272:s10"", ""resident"": ""Sera"", ""schedule"": ""negotiate debt"", ""trust"": 0.638}","{""care"": 16, ""fiber"": 26, ""herb"": 13, ""tool time"": 19, ""water"": 23, ""wood"": 10}",160,251,True,True
4889,272,ssrm:v59:audit:snapshot:d272:t04889,tool alcove,Tovan,"{""debt"": 0.3707, ""memory"": ""tovan:care_favor:audit:d272:s11"", ""resident"": ""Tovan"", ""schedule"": ""seek tool"", ""trust"": 0.6953}","{""care"": 17, ""fiber"": 27, ""herb"": 14, ""tool time"": 20, ""water"": 24, ""wood"": 11}",160,245,True,True
4890,272,ssrm:v59:audit:snapshot:d272:t04890,rain court,Nia,"{""debt"": 0.3646, ""memory"": ""nia:tool_loan:audit:d272:s12"", ""resident"": ""Nia"", ""schedule"": ""care duty"", ""trust"": 0.5788}","{""care"": 18, ""fiber"": 28, ""herb"": 15, ""tool time"": 21, ""water"": 25, ""wood"": 12}",160,240,True,True
4891,272,ssrm:v59:audit:snapshot:d272:t04891,fiber loft,Ari,"{""debt"": 0.4143, ""memory"": ""ari:repair_promise:audit:d272:s13"", ""resident"": ""Ari"", ""schedule"": ""recover focus"", ""trust"": 0.3077}","{""care"": 19, ""fiber"": 10, ""herb"": 16, ""tool time"": 22, ""water"": 26, ""wood"": 13}",160,249,True,True
4892,272,ssrm:v59:audit:snapshot:d272:t04892,west hearth,Fay,"{""debt"": 0.38, ""memory"": ""fay:care_favor:audit:d272:s14"", ""resident"": ""Fay"", ""schedule"": ""recover focus"", ""trust"": 0.3083}","{""care"": 20, ""fiber"": 11, ""herb"": 17, ""tool time"": 23, ""water"": 27, ""wood"": 14}",160,243,True,True
4893,272,ssrm:v59:audit:snapshot:d272:t04893,river gate,Milo,"{""debt"": 0.4296, ""memory"": ""milo:tool_loan:audit:d272:s15"", ""resident"": ""Milo"", ""schedule"": ""rest"", ""trust"": 0.4148}","{""care"": 21, ""fiber"": 12, ""herb"": 18, ""tool time"": 24, ""water"": 28, ""wood"": 15}",160,237,True,True
4894,272,ssrm:v59:audit:snapshot:d272:t04894,arrival court,Sera,"{""debt"": 0.409, ""memory"": ""sera:repair_promise:audit:d272:s16"", ""resident"": ""Sera"", ""schedule"": ""rest"", ""trust"": 0.6217}","{""care"": 22, ""fiber"": 13, ""herb"": 19, ""tool time"": 25, ""water"": 10, ""wood"": 16}",160,241,True,True
4895,272,ssrm:v59:audit:snapshot:d272:t04895,tool alcove,Tovan,"{""debt"": 0.4023, ""memory"": ""tovan:care_favor:audit:d272:s17"", ""resident"": ""Tovan"", ""schedule"": ""negotiate debt"", ""trust"": 0.6957}","{""care"": 23, ""fiber"": 14, ""herb"": 20, ""tool time"": 26, ""water"": 11, ""wood"": 17}",160,250,True,True
4896,273,ssrm:v59:audit:snapshot:d273:t04896,fiber loft,Nia,"{""debt"": 0.4235, ""memory"": ""nia:tool_loan:audit:d273:s00"", ""resident"": ""Nia"", ""schedule"": ""care duty"", ""trust"": 0.5787}","{""care"": 24, ""fiber"": 15, ""herb"": 21, ""tool time"": 27, ""water"": 12, ""wood"": 18}",160,240,True,True
4897,273,ssrm:v59:audit:snapshot:d273:t04897,west hearth,Ari,"{""debt"": 0.4165, ""memory"": ""ari:repair_promise:audit:d273:s01"", ""resident"": ""Ari"", ""schedule"": ""private task"", ""trust"": 0.3407}","{""care"": 25, ""fiber"": 16, ""herb"": 22, ""tool time"": 28, ""water"": 13, ""wood"": 19}",160,248,True,True
4898,273,ssrm:v59:audit:snapshot:d273:t04898,river gate,Fay,"{""debt"": 0.4654, ""memory"": ""fay:care_favor:audit:d273:s02"", ""resident"": ""Fay"", ""schedule"": ""work"", ""trust"": 0.2985}","{""care"": 26, ""fiber"": 17, ""herb"": 23, ""tool time"": 10, ""water"": 14, ""wood"": 20}",160,236,True,True
4899,273,ssrm:v59:audit:snapshot:d273:t04899,arrival court,Milo,"{""debt"": 0.4301, ""memory"": ""milo:tool_loan:audit:d273:s03"", ""resident"": ""Milo"", ""schedule"": ""work"", ""trust"": 0.4638}","{""care"": 27, ""fiber"": 18, ""herb"": 24, ""tool time"": 11, ""water"": 15, ""wood"": 21}",160,237,True,True
4900,273,ssrm:v59:audit:snapshot:d273:t04900,tool alcove,Sera,"{""debt"": 0.4786, ""memory"": ""sera:repair_promise:audit:d273:s04"", ""resident"": ""Sera"", ""schedule"": ""negotiate debt"", ""trust"": 0.6089}","{""care"": 28, ""fiber"": 19, ""herb"": 25, ""tool time"": 12, ""water"": 16, ""wood"": 22}",160,252,True,True
4901,273,ssrm:v59:audit:snapshot:d273:t04901,rain court,Tovan,"{""debt"": 0.457, ""memory"": ""tovan:care_favor:audit:d273:s05"", ""resident"": ""Tovan"", ""schedule"": ""negotiate debt"", ""trust"": 0.6988}","{""care"": 10, ""fiber"": 20, ""herb"": 26, ""tool time"": 13, ""water"": 17, ""wood"": 23}",160,249,True,True
4902,273,ssrm:v59:audit:snapshot:d273:t04902,fiber loft,Nia,"{""debt"": 0.4491, ""memory"": ""nia:tool_loan:audit:d273:s06"", ""resident"": ""Nia"", ""schedule"": ""seek tool"", ""trust"": 0.5832}","{""care"": 11, ""fiber"": 21, ""herb"": 27, ""tool time"": 14, ""water"": 18, ""wood"": 24}",160,240,True,True
4903,273,ssrm:v59:audit:snapshot:d273:t04903,west hearth,Ari,"{""debt"": 0.4691, ""memory"": ""ari:repair_promise:audit:d273:s07"", ""resident"": ""Ari"", ""schedule"": ""care duty"", ""trust"": 0.3337}","{""care"": 12, ""fiber"": 22, ""herb"": 28, ""tool time"": 15, ""water"": 19, ""wood"": 25}",160,245,True,True
4904,273,ssrm:v59:audit:snapshot:d273:t04904,river gate,Fay,"{""debt"": 0.4748, ""memory"": ""fay:care_favor:audit:d273:s08"", ""resident"": ""Fay"", ""schedule"": ""private task"", ""trust"": 0.3261}","{""care"": 13, ""fiber"": 23, ""herb"": 10, ""tool time"": 16, ""water"": 20, ""wood"": 26}",160,244,True,True
4905,273,ssrm:v59:audit:snapshot:d273:t04905,arrival court,Milo,"{""debt"": 0.4663, ""memory"": ""milo:tool_loan:audit:d273:s09"", ""resident"": ""Milo"", ""schedule"": ""recover focus"", ""trust"": 0.4684}","{""care"": 14, ""fiber"": 24, ""herb"": 11, ""tool time"": 17, ""water"": 21, ""wood"": 27}",160,246,True,True
4906,273,ssrm:v59:audit:snapshot:d273:t04906,tool alcove,Sera,"{""debt"": 0.5136, ""memory"": ""sera:repair_promise:audit:d273:s10"", ""resident"": ""Sera"", ""schedule"": ""rest"", ""trust"": 0.6247}","{""care"": 15, ""fiber"": 25, ""herb"": 12, ""tool time"": 18, ""water"": 22, ""wood"": 28}",160,242,True,True
4907,273,ssrm:v59:audit:snapshot:d273:t04907,rain court,Tovan,"{""debt"": 0.4767, ""memory"": ""tovan:care_favor:audit:d273:s11"", ""resident"": ""Tovan"", ""schedule"": ""rest"", ""trust"": 0.7025}","{""care"": 16, ""fiber"": 26, ""herb"": 13, ""tool time"": 19, ""water"": 23, ""wood"": 10}",160,240,True,True
4908,273,ssrm:v59:audit:snapshot:d273:t04908,fiber loft,Nia,"{""debt"": 0.5235, ""memory"": ""nia:tool_loan:audit:d273:s12"", ""resident"": ""Nia"", ""schedule"": ""seek tool"", ""trust"": 0.5337}","{""care"": 17, ""fiber"": 27, ""herb"": 14, ""tool time"": 20, ""water"": 24, ""wood"": 11}",160,240,True,True
4909,273,ssrm:v59:audit:snapshot:d273:t04909,west hearth,Ari,"{""debt"": 0.5001, ""memory"": ""ari:repair_promise:audit:d273:s13"", ""resident"": ""Ari"", ""schedule"": ""seek tool"", ""trust"": 0.336}","{""care"": 18, ""fiber"": 28, ""herb"": 15, ""tool time"": 21, ""water"": 25, ""wood"": 12}",160,244,True,True
4910,273,ssrm:v59:audit:snapshot:d273:t04910,river gate,Fay,"{""debt"": 0.4904, ""memory"": ""fay:care_favor:audit:d273:s14"", ""resident"": ""Fay"", ""schedule"": ""care duty"", ""trust"": 0.3117}","{""care"": 19, ""fiber"": 10, ""herb"": 16, ""tool time"": 22, ""water"": 26, ""wood"": 13}",160,241,True,True
4911,273,ssrm:v59:audit:snapshot:d273:t04911,arrival court,Milo,"{""debt"": 0.5085, ""memory"": ""milo:tool_loan:audit:d273:s15"", ""resident"": ""Milo"", ""schedule"": ""private task"", ""trust"": 0.4672}","{""care"": 20, ""fiber"": 11, ""herb"": 17, ""tool time"": 23, ""water"": 27, ""wood"": 14}",160,245,True,True
4912,273,ssrm:v59:audit:snapshot:d273:t04912,tool alcove,Sera,"{""debt"": 0.5123, ""memory"": ""sera:repair_promise:audit:d273:s16"", ""resident"": ""Sera"", ""schedule"": ""recover focus"", ""trust"": 0.6502}","{""care"": 21, ""fiber"": 12, ""herb"": 18, ""tool time"": 24, ""water"": 28, ""wood"": 15}",160,251,True,True
4913,273,ssrm:v59:audit:snapshot:d273:t04913,rain court,Tovan,"{""debt"": 0.5018, ""memory"": ""tovan:care_favor:audit:d273:s17"", ""resident"": ""Tovan"", ""schedule"": ""work"", ""trust"": 0.7051}","{""care"": 22, ""fiber"": 13, ""herb"": 19, ""tool time"": 25, ""water"": 10, ""wood"": 16}",160,240,True,True
4914,274,ssrm:v59:audit:snapshot:d274:t04914,west hearth,Nia,"{""debt"": 0.5051, ""memory"": ""nia:tool_loan:audit:d274:s00"", ""resident"": ""Nia"", ""schedule"": ""negotiate debt"", ""trust"": 0.5753}","{""care"": 23, ""fiber"": 14, ""herb"": 20, ""tool time"": 26, ""water"": 11, ""wood"": 17}",160,245,True,True
4915,274,ssrm:v59:audit:snapshot:d274:t04915,river gate,Ari,"{""debt"": 0.5501, ""memory"": ""ari:repair_promise:audit:d274:s01"", ""resident"": ""Ari"", ""schedule"": ""care duty"", ""trust"": 0.3013}","{""care"": 24, ""fiber"": 15, ""herb"": 21, ""tool time"": 27, ""water"": 12, ""wood"": 18}",160,245,True,True
4916,274,ssrm:v59:audit:snapshot:d274:t04916,arrival court,Fay,"{""debt"": 0.5248, ""memory"": ""fay:care_favor:audit:d274:s02"", ""resident"": ""Fay"", ""schedule"": ""care duty"", ""trust"": 0.3052}","{""care"": 25, ""fiber"": 16, ""herb"": 22, ""tool time"": 28, ""water"": 13, ""wood"": 19}",160,241,True,True
