tick,day,slot,resident,room,schedule_state,need_state,debt_focus,project_progress,offscreen,schedule_changed_by_avatar,agency_preserved
3936,219,12,Sera,arrival court,recover focus,steady,missed greeting,0.542895,False,True,False
3937,219,13,Tovan,tool alcove,recover focus,wet,care favor,0.590732,False,True,True
3938,219,14,Nia,rain court,rest,focused,route warning,0.589255,False,True,True
3939,219,15,Ari,fiber loft,rest,relieved,tool loan,0.602239,True,False,True
3940,219,16,Fay,west hearth,negotiate debt,tired,water carry,0.555329,False,True,True
3941,219,17,Milo,river gate,seek tool,hungry,repair promise,0.521654,True,False,True
3942,220,0,Sera,tool alcove,private task,tired,care favor,0.604207,False,True,True
3943,220,1,Tovan,rain court,work,hungry,route warning,0.64628,False,True,True
3944,220,2,Nia,fiber loft,work,guarded,tool loan,0.649672,False,True,True
3945,220,3,Ari,west hearth,negotiate debt,steady,water carry,0.581263,False,True,True
3946,220,4,Fay,river gate,negotiate debt,wet,repair promise,0.566367,True,False,True
3947,220,5,Milo,arrival court,seek tool,focused,missed greeting,0.556261,False,True,True
3948,220,6,Sera,tool alcove,care duty,relieved,care favor,0.590236,False,False,True
3949,220,7,Tovan,rain court,private task,tired,route warning,0.637056,False,False,True
3950,220,8,Nia,fiber loft,recover focus,hungry,tool loan,0.653675,False,True,True
3951,220,9,Ari,west hearth,rest,guarded,water carry,0.624813,False,True,True
3952,220,10,Fay,river gate,rest,steady,repair promise,0.577006,False,True,True
3953,220,11,Milo,arrival court,seek tool,wet,missed greeting,0.524207,False,True,True
3954,220,12,Sera,tool alcove,seek tool,focused,care favor,0.577378,True,False,True
3955,220,13,Tovan,rain court,care duty,relieved,route warning,0.625215,False,True,True
3956,220,14,Nia,fiber loft,private task,tired,tool loan,0.653737,False,False,True
3957,220,15,Ari,west hearth,recover focus,hungry,water carry,0.636721,False,False,True
3958,220,16,Fay,river gate,work,guarded,repair promise,0.589812,False,True,True
3959,220,17,Milo,arrival court,negotiate debt,steady,missed greeting,0.556137,False,True,True
3960,221,0,Sera,rain court,care duty,guarded,route warning,0.60869,False,True,False
3961,221,1,Tovan,fiber loft,care duty,steady,tool loan,0.680763,True,False,True
3962,221,2,Nia,west hearth,private task,wet,water carry,0.684155,False,True,True
3963,221,3,Ari,river gate,recover focus,focused,repair promise,0.645746,False,False,True
3964,221,4,Fay,arrival court,work,relieved,missed greeting,0.60085,False,False,True
3965,221,5,Milo,tool alcove,rest,tired,care favor,0.590743,False,True,True
3966,221,6,Sera,rain court,seek tool,hungry,route warning,0.624719,False,True,True
3967,221,7,Tovan,fiber loft,seek tool,guarded,tool loan,0.671539,False,True,True
3968,221,8,Nia,west hearth,private task,steady,water carry,0.658158,False,True,False
3969,221,9,Ari,river gate,private task,wet,repair promise,0.659296,True,False,True
3970,221,10,Fay,arrival court,recover focus,focused,missed greeting,0.611489,False,True,True
3971,221,11,Milo,tool alcove,work,relieved,care favor,0.58869,False,False,True
3972,221,12,Sera,rain court,rest,tired,route warning,0.611861,False,False,True
3973,221,13,Tovan,fiber loft,negotiate debt,hungry,tool loan,0.659698,False,True,True
3974,221,14,Nia,west hearth,care duty,guarded,water carry,0.68822,False,True,True
3975,221,15,Ari,river gate,care duty,steady,repair promise,0.671204,False,True,True
3976,221,16,Fay,arrival court,recover focus,wet,missed greeting,0.594294,False,True,False
3977,221,17,Milo,tool alcove,recover focus,focused,care favor,0.59062,True,False,True
3978,222,0,Sera,fiber loft,rest,wet,tool loan,0.673172,True,False,True
3979,222,1,Tovan,west hearth,negotiate debt,focused,water carry,0.715246,False,False,True
3980,222,2,Nia,river gate,seek tool,relieved,repair promise,0.718637,False,True,True
3981,222,3,Ari,arrival court,private task,tired,missed greeting,0.680228,False,True,True
3982,222,4,Fay,tool alcove,private task,hungry,care favor,0.635332,False,True,True
3983,222,5,Milo,rain court,work,guarded,route warning,0.595226,False,True,True
3984,222,6,Sera,fiber loft,work,steady,tool loan,0.659202,True,False,True
3985,222,7,Tovan,west hearth,rest,wet,water carry,0.706022,False,True,True
3986,222,8,Nia,river gate,negotiate debt,focused,repair promise,0.72264,False,False,True
3987,222,9,Ari,arrival court,seek tool,relieved,missed greeting,0.693778,False,False,True
3988,222,10,Fay,tool alcove,care duty,tired,care favor,0.645971,False,True,True
3989,222,11,Milo,rain court,recover focus,hungry,route warning,0.623173,False,True,True
3990,222,12,Sera,fiber loft,recover focus,guarded,tool loan,0.646344,False,True,True
3991,222,13,Tovan,west hearth,rest,steady,water carry,0.664181,False,True,True
3992,222,14,Nia,river gate,rest,wet,repair promise,0.722703,True,False,True
3993,222,15,Ari,arrival court,negotiate debt,focused,missed greeting,0.705687,False,True,True
3994,222,16,Fay,tool alcove,seek tool,relieved,care favor,0.658777,False,False,True
3995,222,17,Milo,rain court,care duty,tired,route warning,0.625103,True,False,True
3996,223,0,Sera,west hearth,work,relieved,water carry,0.707655,False,True,False
3997,223,1,Tovan,river gate,work,tired,repair promise,0.749729,False,True,True
3998,223,2,Nia,arrival court,negotiate debt,hungry,missed greeting,0.72312,False,True,True
3999,223,3,Ari,tool alcove,negotiate debt,guarded,care favor,0.714711,True,False,True
4000,223,4,Fay,rain court,seek tool,steady,route warning,0.669815,False,True,True
4001,223,5,Milo,fiber loft,care duty,wet,tool loan,0.659709,False,False,True
4002,223,6,Sera,west hearth,private task,focused,water carry,0.693684,False,False,True
4003,223,7,Tovan,river gate,recover focus,relieved,repair promise,0.740505,False,True,True
4004,223,8,Nia,arrival court,rest,tired,missed greeting,0.757123,False,True,False
4005,223,9,Ari,tool alcove,rest,hungry,care favor,0.728261,False,True,True
4006,223,10,Fay,rain court,seek tool,guarded,route warning,0.650454,False,True,True
4007,223,11,Milo,fiber loft,seek tool,steady,tool loan,0.657656,True,False,True
4008,223,12,Sera,west hearth,care duty,wet,water carry,0.680827,False,True,True
4009,223,13,Tovan,river gate,private task,focused,repair promise,0.728664,False,False,True
4010,223,14,Nia,arrival court,recover focus,relieved,missed greeting,0.757186,False,False,True
4011,223,15,Ari,tool alcove,work,tired,care favor,0.74017,False,True,True
4012,223,16,Fay,rain court,negotiate debt,hungry,route warning,0.69326,False,True,False
4013,223,17,Milo,fiber loft,negotiate debt,guarded,tool loan,0.659585,False,True,True
4014,224,0,Sera,river gate,care duty,hungry,repair promise,0.742138,True,False,True
4015,224,1,Tovan,arrival court,private task,guarded,missed greeting,0.784211,False,True,True
4016,224,2,Nia,tool alcove,recover focus,steady,care favor,0.787603,False,False,True
4017,224,3,Ari,rain court,work,wet,route warning,0.749194,False,False,True
4018,224,4,Fay,fiber loft,rest,focused,tool loan,0.704298,False,True,True
4019,224,5,Milo,west hearth,seek tool,relieved,water carry,0.694192,False,True,True
4020,224,6,Sera,river gate,seek tool,tired,repair promise,0.728167,False,True,True
4021,224,7,Tovan,arrival court,private task,hungry,missed greeting,0.744987,False,True,True
4022,224,8,Nia,tool alcove,private task,guarded,care favor,0.791606,True,False,True
4023,224,9,Ari,rain court,recover focus,steady,route warning,0.762744,False,True,True
4024,224,10,Fay,fiber loft,work,wet,tool loan,0.714937,False,False,True
4025,224,11,Milo,west hearth,rest,focused,water carry,0.692138,False,False,True
4026,224,12,Sera,river gate,negotiate debt,relieved,repair promise,0.715309,False,True,True
4027,224,13,Tovan,arrival court,care duty,tired,missed greeting,0.763146,False,True,True
4028,224,14,Nia,tool alcove,care duty,hungry,care favor,0.791668,False,True,True
4029,224,15,Ari,rain court,recover focus,guarded,route warning,0.744652,False,True,True
4030,224,16,Fay,fiber loft,recover focus,steady,tool loan,0.727743,True,False,True
4031,224,17,Milo,west hearth,work,wet,water carry,0.694068,False,True,True
4032,225,0,Sera,arrival court,negotiate debt,steady,missed greeting,0.776621,True,False,True
4033,225,1,Tovan,tool alcove,seek tool,wet,care favor,0.818694,False,True,True
4034,225,2,Nia,rain court,private task,focused,route warning,0.822086,False,True,True
4035,225,3,Ari,fiber loft,private task,relieved,tool loan,0.783677,False,True,True
4036,225,4,Fay,west hearth,work,tired,water carry,0.708781,False,True,False
4037,225,5,Milo,river gate,work,hungry,repair promise,0.728674,True,False,True
4038,225,6,Sera,arrival court,rest,guarded,missed greeting,0.76265,False,True,True
4039,225,7,Tovan,tool alcove,negotiate debt,steady,care favor,0.80947,False,False,True
4040,225,8,Nia,rain court,seek tool,wet,route warning,0.826089,False,False,True
4041,225,9,Ari,fiber loft,care duty,focused,tool loan,0.797227,False,True,True
4042,225,10,Fay,west hearth,recover focus,relieved,water carry,0.74942,False,True,True
4043,225,11,Milo,river gate,recover focus,tired,repair promise,0.726621,False,True,True
4044,225,12,Sera,arrival court,rest,hungry,missed greeting,0.719792,False,True,False
4045,225,13,Tovan,tool alcove,rest,guarded,care favor,0.797629,True,False,True
4046,225,14,Nia,rain court,negotiate debt,steady,route warning,0.826151,False,True,True
4047,225,15,Ari,fiber loft,seek tool,wet,tool loan,0.809135,False,False,True
4048,225,16,Fay,west hearth,care duty,focused,water carry,0.762226,False,False,True
4049,225,17,Milo,river gate,private task,relieved,repair promise,0.728551,True,True,True
4050,226,0,Sera,tool alcove,work,focused,care favor,0.811103,False,True,True
4051,226,1,Tovan,rain court,negotiate debt,relieved,route warning,0.823177,False,True,True
4052,226,2,Nia,fiber loft,negotiate debt,tired,tool loan,0.856568,True,False,True
4053,226,3,Ari,west hearth,seek tool,hungry,water carry,0.818159,False,True,True
4054,226,4,Fay,river gate,care duty,guarded,repair promise,0.773263,False,False,True
4055,226,5,Milo,arrival court,private task,steady,missed greeting,0.763157,False,False,True
4056,226,6,Sera,tool alcove,recover focus,wet,care favor,0.797133,False,True,True
4057,226,7,Tovan,rain court,rest,focused,route warning,0.843953,False,True,True
4058,226,8,Nia,fiber loft,rest,relieved,tool loan,0.860571,False,True,True
4059,226,9,Ari,west hearth,seek tool,tired,water carry,0.801709,False,True,True
4060,226,10,Fay,river gate,seek tool,hungry,repair promise,0.783902,True,False,True
4061,226,11,Milo,arrival court,care duty,guarded,missed greeting,0.761104,False,True,True
4062,226,12,Sera,tool alcove,private task,steady,care favor,0.784275,False,False,True
4063,226,13,Tovan,rain court,recover focus,wet,route warning,0.832112,False,False,True
4064,226,14,Nia,fiber loft,work,focused,tool loan,0.860634,False,True,True
4065,226,15,Ari,west hearth,negotiate debt,relieved,water carry,0.843618,False,True,True
4066,226,16,Fay,river gate,negotiate debt,tired,repair promise,0.796708,False,True,True
4067,226,17,Milo,arrival court,care duty,hungry,missed greeting,0.733034,False,True,True
4068,227,0,Sera,rain court,private task,tired,route warning,0.845586,False,True,True
4069,227,1,Tovan,fiber loft,recover focus,hungry,tool loan,0.88766,False,False,True
4070,227,2,Nia,west hearth,work,guarded,water carry,0.891051,False,False,True
4071,227,3,Ari,river gate,rest,steady,repair promise,0.852642,False,True,True
4072,227,4,Fay,arrival court,seek tool,wet,missed greeting,0.807746,False,True,False
4073,227,5,Milo,tool alcove,seek tool,focused,care favor,0.79764,False,True,True
4074,227,6,Sera,rain court,private task,relieved,route warning,0.801615,False,True,True
4075,227,7,Tovan,fiber loft,private task,tired,tool loan,0.878436,True,False,True
4076,227,8,Nia,west hearth,recover focus,hungry,water carry,0.895054,False,True,True
4077,227,9,Ari,river gate,work,guarded,repair promise,0.866192,False,False,True
4078,227,10,Fay,arrival court,rest,steady,missed greeting,0.818385,False,False,True
4079,227,11,Milo,tool alcove,negotiate debt,wet,care favor,0.795587,False,True,True
4080,227,12,Sera,rain court,care duty,focused,route warning,0.818758,False,True,False
4081,227,13,Tovan,fiber loft,care duty,relieved,tool loan,0.866595,False,True,True
4082,227,14,Nia,west hearth,recover focus,tired,water carry,0.865117,False,True,True
4083,227,15,Ari,river gate,recover focus,hungry,repair promise,0.878101,True,False,True
4084,227,16,Fay,arrival court,work,guarded,missed greeting,0.831191,False,True,True
4085,227,17,Milo,tool alcove,rest,steady,care favor,0.797516,False,False,True
4086,228,0,Sera,fiber loft,seek tool,guarded,tool loan,0.880069,True,True,True
4087,228,1,Tovan,west hearth,private task,steady,water carry,0.922143,False,True,True
4088,228,2,Nia,river gate,private task,wet,repair promise,0.925534,False,True,True
4089,228,3,Ari,arrival court,work,focused,missed greeting,0.857125,False,True,True
4090,228,4,Fay,tool alcove,work,relieved,care favor,0.842229,True,False,True
4091,228,5,Milo,rain court,rest,tired,route warning,0.832123,False,True,True
4092,228,6,Sera,fiber loft,negotiate debt,hungry,tool loan,0.866098,False,False,True
4093,228,7,Tovan,west hearth,seek tool,guarded,water carry,0.912918,False,False,True
4094,228,8,Nia,river gate,care duty,steady,repair promise,0.929537,False,True,True
4095,228,9,Ari,arrival court,recover focus,wet,missed greeting,0.900675,False,True,True
4096,228,10,Fay,tool alcove,recover focus,focused,care favor,0.852868,False,True,True
4097,228,11,Milo,rain court,rest,relieved,route warning,0.800069,False,True,True
4098,228,12,Sera,fiber loft,rest,tired,tool loan,0.85324,True,False,True
4099,228,13,Tovan,west hearth,negotiate debt,hungry,water carry,0.901077,False,True,True
4100,228,14,Nia,river gate,seek tool,guarded,repair promise,0.929599,False,False,True
4101,228,15,Ari,arrival court,care duty,steady,missed greeting,0.912583,False,False,True
4102,228,16,Fay,tool alcove,private task,wet,care favor,0.865674,False,True,True
4103,228,17,Milo,rain court,work,focused,route warning,0.831999,True,True,True
4104,229,0,Sera,west hearth,negotiate debt,wet,water carry,0.884552,False,True,False
4105,229,1,Tovan,river gate,negotiate debt,focused,repair promise,0.956625,True,False,True
4106,229,2,Nia,arrival court,seek tool,relieved,missed greeting,0.960017,False,True,True
4107,229,3,Ari,tool alcove,care duty,tired,care favor,0.921608,False,False,True
4108,229,4,Fay,rain court,private task,hungry,route warning,0.876712,False,False,True
4109,229,5,Milo,fiber loft,recover focus,guarded,tool loan,0.866606,False,True,True
4110,229,6,Sera,west hearth,rest,steady,water carry,0.900581,False,True,True
4111,229,7,Tovan,river gate,rest,wet,repair promise,0.947401,False,True,True
4112,229,8,Nia,arrival court,seek tool,focused,missed greeting,0.93402,False,True,False
4113,229,9,Ari,tool alcove,seek tool,relieved,care favor,0.935158,True,False,True
4114,229,10,Fay,rain court,care duty,tired,route warning,0.887351,False,True,True
4115,229,11,Milo,fiber loft,private task,hungry,tool loan,0.864552,False,False,True
4116,229,12,Sera,west hearth,recover focus,guarded,water carry,0.887723,False,False,True
