tick,day,resident,absent_ticks,offscreen_activity,progress_before,progress_after,resource_delta,interaction_without_avatar,visible_after_return
4350,242,Sera,7,ambient household tick,0.298094,0.312094,0,True,True
4351,242,Tovan,8,ambient household tick,0.345931,0.359931,0,True,True
4352,242,Nia,9,ambient household tick,0.374453,0.388453,0,True,True
4353,242,Ari,10,ambient household tick,0.357437,0.371437,1,True,True
4354,242,Fay,11,ambient household tick,0.310527,0.324527,0,True,True
4355,242,Milo,12,ambient household tick,0.276852,0.290852,-1,True,True
4356,243,Sera,13,resident schedule advanced,0.370191,0.396191,1,True,True
4357,243,Tovan,14,ambient household tick,0.412265,0.426265,0,True,True
4358,243,Nia,15,ambient household tick,0.415656,0.429656,0,True,True
4359,243,Ari,16,ambient household tick,0.377247,0.391247,0,True,True
4360,243,Fay,17,ambient household tick,0.332351,0.346351,0,True,True
4361,243,Milo,18,ambient household tick,0.322245,0.336245,1,True,True
4362,243,Sera,19,ambient household tick,0.356221,0.370221,-1,True,True
4363,243,Tovan,20,resident schedule advanced,0.403041,0.429041,0,True,True
4364,243,Nia,21,ambient household tick,0.419659,0.433659,0,True,True
4365,243,Ari,22,ambient household tick,0.390797,0.404797,0,True,True
4366,243,Fay,23,ambient household tick,0.34299,0.35699,1,True,True
4367,243,Milo,24,ambient household tick,0.320192,0.334192,0,True,True
4368,243,Sera,25,ambient household tick,0.343363,0.357363,0,True,True
4369,243,Tovan,26,ambient household tick,0.3912,0.4052,0,True,True
4370,243,Nia,4,ambient household tick,0.419722,0.433722,-1,True,True
4371,243,Ari,5,resident schedule advanced,0.402706,0.428706,1,True,True
4372,243,Fay,6,ambient household tick,0.355796,0.369796,0,True,True
4373,243,Milo,7,resident schedule advanced,0.322122,0.348122,0,True,True
4374,244,Sera,8,ambient household tick,0.423845,0.437845,1,True,True
4375,244,Tovan,9,ambient household tick,0.465918,0.479918,0,True,True
4376,244,Nia,10,ambient household tick,0.469309,0.483309,0,True,True
4377,244,Ari,11,ambient household tick,0.430901,0.444901,-1,True,True
4378,244,Fay,12,resident schedule advanced,0.386004,0.412004,0,True,True
4379,244,Milo,13,ambient household tick,0.375898,0.389898,1,True,True
4380,244,Sera,14,ambient household tick,0.409874,0.423874,0,True,True
4381,244,Tovan,15,ambient household tick,0.456694,0.470694,0,True,True
4382,244,Nia,16,ambient household tick,0.473312,0.487312,0,True,True
4383,244,Ari,17,ambient household tick,0.44445,0.45845,0,True,True
4384,244,Fay,18,ambient household tick,0.396643,0.410643,1,True,True
4385,244,Milo,19,ambient household tick,0.373845,0.387845,-1,True,True
4386,244,Sera,20,resident schedule advanced,0.397016,0.423016,0,True,True
4387,244,Tovan,21,ambient household tick,0.444853,0.458853,0,True,True
4388,244,Nia,22,ambient household tick,0.473375,0.487375,0,True,True
4389,244,Ari,23,ambient household tick,0.456359,0.470359,1,True,True
4390,244,Fay,24,ambient household tick,0.409449,0.423449,0,True,True
4391,244,Milo,25,ambient household tick,0.375775,0.389775,0,True,True
4392,245,Sera,26,ambient household tick,0.468256,0.482256,1,True,True
4393,245,Tovan,4,resident schedule advanced,0.51033,0.53633,0,True,True
4394,245,Nia,5,ambient household tick,0.513721,0.527721,0,True,True
4395,245,Ari,6,ambient household tick,0.475312,0.489312,0,True,True
4396,245,Fay,7,ambient household tick,0.430416,0.444416,0,True,True
4397,245,Milo,8,ambient household tick,0.42031,0.43431,1,True,True
4398,245,Sera,9,ambient household tick,0.454286,0.468286,0,True,True
4399,245,Tovan,10,ambient household tick,0.501106,0.515106,0,True,True
4400,245,Nia,11,ambient household tick,0.517724,0.531724,-1,True,True
4401,245,Ari,12,resident schedule advanced,0.488862,0.514862,0,True,True
4402,245,Fay,13,ambient household tick,0.441055,0.455055,1,True,True
4403,245,Milo,14,ambient household tick,0.418257,0.432257,0,True,True
4404,245,Sera,15,ambient household tick,0.441428,0.455428,0,True,True
4405,245,Tovan,16,ambient household tick,0.489265,0.503265,0,True,True
4406,245,Nia,17,ambient household tick,0.517787,0.531787,0,True,True
4407,245,Ari,18,ambient household tick,0.500771,0.514771,1,True,True
4408,245,Fay,19,ambient household tick,0.453861,0.467861,-1,True,True
4409,245,Milo,20,resident schedule advanced,0.420186,0.446186,0,True,True
4410,246,Sera,21,resident schedule advanced,0.494298,0.520298,1,True,True
4411,246,Tovan,22,ambient household tick,0.536372,0.550372,0,True,True
4412,246,Nia,23,ambient household tick,0.539763,0.553763,0,True,True
4413,246,Ari,24,ambient household tick,0.501354,0.515354,0,True,True
4414,246,Fay,25,ambient household tick,0.456458,0.470458,0,True,True
4415,246,Milo,26,ambient household tick,0.446352,0.460352,1,True,True
4416,246,Sera,4,resident schedule advanced,0.480327,0.506327,0,True,True
4417,246,Tovan,5,ambient household tick,0.527148,0.541148,0,True,True
4418,246,Nia,6,ambient household tick,0.543766,0.557766,0,True,True
4419,246,Ari,7,ambient household tick,0.514904,0.528904,0,True,True
4420,246,Fay,8,ambient household tick,0.467097,0.481097,1,True,True
4421,246,Milo,9,ambient household tick,0.444299,0.458299,0,True,True
4422,246,Sera,10,ambient household tick,0.46747,0.48147,0,True,True
4423,246,Tovan,11,ambient household tick,0.515307,0.529307,-1,True,True
4424,246,Nia,12,resident schedule advanced,0.543829,0.569829,0,True,True
4425,246,Ari,13,ambient household tick,0.526813,0.540813,1,True,True
4426,246,Fay,14,ambient household tick,0.479903,0.493903,0,True,True
4427,246,Milo,15,resident schedule advanced,0.446228,0.472228,0,True,True
4428,247,Sera,16,ambient household tick,0.509731,0.523731,1,True,True
4429,247,Tovan,17,ambient household tick,0.551804,0.565804,0,True,True
4430,247,Nia,18,ambient household tick,0.555195,0.569195,-1,True,True
4431,247,Ari,19,resident schedule advanced,0.516787,0.542787,0,True,True
4432,247,Fay,20,ambient household tick,0.471891,0.485891,0,True,True
4433,247,Milo,21,ambient household tick,0.461784,0.475784,1,True,True
4434,247,Sera,22,ambient household tick,0.49576,0.50976,0,True,True
4435,247,Tovan,23,ambient household tick,0.54258,0.55658,0,True,True
4436,247,Nia,24,ambient household tick,0.559199,0.573199,0,True,True
4437,247,Ari,25,ambient household tick,0.530337,0.544337,0,True,True
4438,247,Fay,26,ambient household tick,0.48253,0.49653,1,True,True
4439,247,Milo,4,resident schedule advanced,0.459731,0.485731,0,True,True
4440,247,Sera,5,ambient household tick,0.482902,0.496902,0,True,True
4441,247,Tovan,6,ambient household tick,0.530739,0.544739,0,True,True
4442,247,Nia,7,ambient household tick,0.559261,0.573261,0,True,True
4443,247,Ari,8,ambient household tick,0.542245,0.556245,1,True,True
4444,247,Fay,9,ambient household tick,0.495335,0.509335,0,True,True
4445,247,Milo,10,ambient household tick,0.461661,0.475661,0,True,True
4446,248,Sera,11,resident schedule advanced,0.532068,0.558068,1,True,True
4447,248,Tovan,12,ambient household tick,0.574142,0.588142,0,True,True
4448,248,Nia,13,ambient household tick,0.577533,0.591533,0,True,True
4449,248,Ari,14,ambient household tick,0.539124,0.553124,0,True,True
4450,248,Fay,15,ambient household tick,0.494228,0.508228,0,True,True
4451,248,Milo,16,ambient household tick,0.484122,0.498122,1,True,True
4452,248,Sera,17,ambient household tick,0.518098,0.532098,0,True,True
4453,248,Tovan,18,ambient household tick,0.564918,0.578918,-1,True,True
4454,248,Nia,19,resident schedule advanced,0.581536,0.607536,0,True,True
4455,248,Ari,20,ambient household tick,0.552674,0.566674,0,True,True
4456,248,Fay,21,ambient household tick,0.504867,0.518867,1,True,True
4457,248,Milo,22,ambient household tick,0.482069,0.496069,0,True,True
4458,248,Sera,23,ambient household tick,0.50524,0.51924,0,True,True
4459,248,Tovan,24,ambient household tick,0.553077,0.567077,0,True,True
4460,248,Nia,25,ambient household tick,0.581599,0.595599,0,True,True
4461,248,Ari,26,ambient household tick,0.564583,0.578583,1,True,True
4462,248,Fay,4,resident schedule advanced,0.517673,0.543673,0,True,True
4463,248,Milo,5,ambient household tick,0.483999,0.497999,0,True,True
4464,249,Sera,6,resident schedule advanced,0.572478,0.598478,1,True,True
4465,249,Tovan,7,ambient household tick,0.614551,0.628551,0,True,True
4466,249,Nia,8,ambient household tick,0.617942,0.631942,0,True,True
4467,249,Ari,9,ambient household tick,0.579534,0.593534,0,True,True
4468,249,Fay,10,ambient household tick,0.534637,0.548637,-1,True,True
4469,249,Milo,11,resident schedule advanced,0.524531,0.550531,1,True,True
4470,249,Sera,12,ambient household tick,0.558507,0.572507,0,True,True
4471,249,Tovan,13,ambient household tick,0.605327,0.619327,0,True,True
4472,249,Nia,14,ambient household tick,0.621946,0.635946,0,True,True
4473,249,Ari,15,ambient household tick,0.593084,0.607084,0,True,True
4474,249,Fay,16,ambient household tick,0.545277,0.559277,1,True,True
4475,249,Milo,17,ambient household tick,0.522478,0.536478,0,True,True
4476,249,Sera,18,ambient household tick,0.545649,0.559649,-1,True,True
4477,249,Tovan,19,resident schedule advanced,0.593486,0.619486,0,True,True
4478,249,Nia,20,ambient household tick,0.622008,0.636008,0,True,True
4479,249,Ari,21,ambient household tick,0.604992,0.618992,1,True,True
4480,249,Fay,22,ambient household tick,0.558082,0.572082,0,True,True
4481,249,Milo,23,resident schedule advanced,0.524408,0.550408,0,True,True
4482,250,Sera,24,ambient household tick,0.625509,0.639509,1,True,True
4483,250,Tovan,25,ambient household tick,0.667583,0.681583,-1,True,True
4484,250,Nia,26,resident schedule advanced,0.670974,0.696974,0,True,True
4485,250,Ari,4,ambient household tick,0.632565,0.646565,0,True,True
4486,250,Fay,5,ambient household tick,0.587669,0.601669,0,True,True
4487,250,Milo,6,ambient household tick,0.577563,0.591563,1,True,True
4488,250,Sera,7,ambient household tick,0.611539,0.625539,0,True,True
4489,250,Tovan,8,ambient household tick,0.658359,0.672359,0,True,True
4490,250,Nia,9,ambient household tick,0.674977,0.688977,0,True,True
4491,250,Ari,10,ambient household tick,0.646115,0.660115,-1,True,True
4492,250,Fay,11,resident schedule advanced,0.598308,0.624308,1,True,True
4493,250,Milo,12,ambient household tick,0.57551,0.58951,0,True,True
4494,250,Sera,13,ambient household tick,0.598681,0.612681,0,True,True
4495,250,Tovan,14,ambient household tick,0.646518,0.660518,0,True,True
4496,250,Nia,15,ambient household tick,0.67504,0.68904,0,True,True
4497,250,Ari,16,ambient household tick,0.658024,0.672024,1,True,True
4498,250,Fay,17,ambient household tick,0.611114,0.625114,0,True,True
4499,250,Milo,18,ambient household tick,0.57744,0.59144,-1,True,True
4500,251,Sera,19,ambient household tick,0.67411,0.68811,1,True,True
4501,251,Tovan,20,ambient household tick,0.716184,0.730184,0,True,True
4502,251,Nia,21,ambient household tick,0.719575,0.733575,0,True,True
4503,251,Ari,22,ambient household tick,0.681166,0.695166,0,True,True
4504,251,Fay,23,ambient household tick,0.63627,0.65027,0,True,True
4505,251,Milo,24,ambient household tick,0.626164,0.640164,1,True,True
4506,251,Sera,25,ambient household tick,0.660139,0.674139,-1,True,True
4507,251,Tovan,26,resident schedule advanced,0.706959,0.732959,0,True,True
4508,251,Nia,4,ambient household tick,0.723578,0.737578,0,True,True
4509,251,Ari,5,ambient household tick,0.694716,0.708716,0,True,True
4510,251,Fay,6,ambient household tick,0.646909,0.660909,1,True,True
4511,251,Milo,7,ambient household tick,0.62411,0.63811,0,True,True
4512,251,Sera,8,ambient household tick,0.647281,0.661281,0,True,True
4513,251,Tovan,9,ambient household tick,0.695118,0.709118,0,True,True
4514,251,Nia,10,ambient household tick,0.72364,0.73764,-1,True,True
4515,251,Ari,11,resident schedule advanced,0.706624,0.732624,1,True,True
4516,251,Fay,12,ambient household tick,0.659715,0.673715,0,True,True
4517,251,Milo,13,ambient household tick,0.62604,0.64004,0,True,True
4518,252,Sera,14,resident schedule advanced,0.705299,0.731299,1,True,True
4519,252,Tovan,15,ambient household tick,0.747373,0.761373,0,True,True
4520,252,Nia,16,ambient household tick,0.750764,0.764764,0,True,True
4521,252,Ari,17,ambient household tick,0.712355,0.726355,-1,True,True
4522,252,Fay,18,resident schedule advanced,0.667459,0.693459,0,True,True
4523,252,Milo,19,ambient household tick,0.657353,0.671353,1,True,True
4524,252,Sera,20,ambient household tick,0.691329,0.705329,0,True,True
4525,252,Tovan,21,ambient household tick,0.738149,0.752149,0,True,True
4526,252,Nia,22,ambient household tick,0.754767,0.768767,0,True,True
4527,252,Ari,23,ambient household tick,0.725905,0.739905,0,True,True
4528,252,Fay,24,ambient household tick,0.678098,0.692098,1,True,True
4529,252,Milo,25,ambient household tick,0.6553,0.6693,-1,True,True
4530,252,Sera,26,resident schedule advanced,0.678471,0.704471,0,True,True
4531,252,Tovan,4,ambient household tick,0.726308,0.740308,0,True,True
4532,252,Nia,5,ambient household tick,0.75483,0.76883,0,True,True
4533,252,Ari,6,ambient household tick,0.737814,0.751814,1,True,True
4534,252,Fay,7,ambient household tick,0.690904,0.704904,0,True,True
4535,252,Milo,8,resident schedule advanced,0.65723,0.68323,0,True,True
4536,253,Sera,9,ambient household tick,0.722106,0.736106,1,True,True
4537,253,Tovan,10,resident schedule advanced,0.764179,0.790179,0,True,True
4538,253,Nia,11,ambient household tick,0.76757,0.78157,0,True,True
4539,253,Ari,12,ambient household tick,0.729162,0.743162,0,True,True
4540,253,Fay,13,ambient household tick,0.684265,0.698265,0,True,True
4541,253,Milo,14,ambient household tick,0.674159,0.688159,1,True,True
4542,253,Sera,15,ambient household tick,0.708135,0.722135,0,True,True
4543,253,Tovan,16,ambient household tick,0.754955,0.768955,0,True,True
4544,253,Nia,17,ambient household tick,0.771574,0.785574,-1,True,True
4545,253,Ari,18,resident schedule advanced,0.742712,0.768712,0,True,True
4546,253,Fay,19,ambient household tick,0.694905,0.708905,1,True,True
4547,253,Milo,20,ambient household tick,0.672106,0.686106,0,True,True
4548,253,Sera,21,ambient household tick,0.695277,0.709277,0,True,True
4549,253,Tovan,22,ambient household tick,0.743114,0.757114,0,True,True
4550,253,Nia,23,ambient household tick,0.771636,0.785636,0,True,True
4551,253,Ari,24,ambient household tick,0.75462,0.76862,1,True,True
4552,253,Fay,25,ambient household tick,0.70771,0.72171,-1,True,True
4553,253,Milo,26,resident schedule advanced,0.674036,0.700036,0,True,True
4554,254,Sera,4,ambient household tick,0.74078,0.75478,1,True,True
4555,254,Tovan,5,ambient household tick,0.782854,0.796854,0,True,True
4556,254,Nia,6,ambient household tick,0.786245,0.800245,0,True,True
4557,254,Ari,7,ambient household tick,0.747836,0.761836,0,True,True
4558,254,Fay,8,ambient household tick,0.70294,0.71694,0,True,True
4559,254,Milo,9,ambient household tick,0.692834,0.706834,1,True,True
4560,254,Sera,10,resident schedule advanced,0.72681,0.75281,0,True,True
4561,254,Tovan,11,ambient household tick,0.77363,0.78763,0,True,True
4562,254,Nia,12,ambient household tick,0.790248,0.804248,0,True,True
4563,254,Ari,13,ambient household tick,0.761386,0.775386,0,True,True
4564,254,Fay,14,ambient household tick,0.713579,0.727579,1,True,True
4565,254,Milo,15,ambient household tick,0.690781,0.704781,0,True,True
4566,254,Sera,16,ambient household tick,0.713952,0.727952,0,True,True
4567,254,Tovan,17,ambient household tick,0.761789,0.775789,-1,True,True
4568,254,Nia,18,resident schedule advanced,0.790311,0.816311,0,True,True
4569,254,Ari,19,ambient household tick,0.773295,0.787295,1,True,True
4570,254,Fay,20,ambient household tick,0.726385,0.740385,0,True,True
4571,254,Milo,21,ambient household tick,0.69271,0.70671,0,True,True
4572,255,Sera,22,resident schedule advanced,0.775857,0.801857,1,True,True
4573,255,Tovan,23,ambient household tick,0.817931,0.831931,0,True,True
4574,255,Nia,24,ambient household tick,0.821322,0.835322,-1,True,True
4575,255,Ari,25,resident schedule advanced,0.782913,0.808913,0,True,True
4576,255,Fay,26,ambient household tick,0.738017,0.752017,0,True,True
4577,255,Milo,4,ambient household tick,0.727911,0.741911,1,True,True
4578,255,Sera,5,ambient household tick,0.761887,0.775887,0,True,True
4579,255,Tovan,6,ambient household tick,0.808707,0.822707,0,True,True
4580,255,Nia,7,ambient household tick,0.825325,0.839325,0,True,True
4581,255,Ari,8,ambient household tick,0.796463,0.810463,0,True,True
