tick,day,resident,schedule_key,memory_key,debt_key,consequence_key,snapshot_key,index_lookup,resident_filterable,crosslinks_complete
4581,255,Milo,schedule:milo:d255:s09,milo:tool_loan:audit:d255:s09,debt:tool_loan:milo,cause:return_tool:resident:Milo:tick:04581,ssrm:v59:audit:snapshot:d255:t04581,resident=Milo|tick=4581|memory=milo:tool_loan:audit:d255:s09|debt=debt:tool_loan:milo,True,True
4582,255,Sera,schedule:sera:d255:s10,sera:repair_promise:audit:d255:s10,debt:repair_promise:sera,cause:interrupt_work:resident:Sera:tick:04582,ssrm:v59:audit:snapshot:d255:t04582,resident=Sera|tick=4582|memory=sera:repair_promise:audit:d255:s10|debt=debt:repair_promise:sera,True,True
4583,255,Tovan,schedule:tovan:d255:s11,tovan:care_favor:audit:d255:s11,debt:care_favor:tovan,cause:wait_offscreen:resident:Tovan:tick:04583,ssrm:v59:audit:snapshot:d255:t04583,resident=Tovan|tick=4583|memory=tovan:care_favor:audit:d255:s11|debt=debt:care_favor:tovan,True,True
4584,255,Nia,schedule:nia:d255:s12,nia:tool_loan:audit:d255:s12,debt:tool_loan:nia,cause:repair_trust:resident:Nia:tick:04584,ssrm:v59:audit:snapshot:d255:t04584,resident=Nia|tick=4584|memory=nia:tool_loan:audit:d255:s12|debt=debt:tool_loan:nia,True,True
4585,255,Ari,schedule:ari:d255:s13,ari:repair_promise:audit:d255:s13,debt:repair_promise:ari,cause:move:resident:Ari:tick:04585,ssrm:v59:audit:snapshot:d255:t04585,resident=Ari|tick=4585|memory=ari:repair_promise:audit:d255:s13|debt=debt:repair_promise:ari,True,True
4586,255,Fay,schedule:fay:d255:s14,fay:care_favor:audit:d255:s14,debt:care_favor:fay,cause:talk:resident:Fay:tick:04586,ssrm:v59:audit:snapshot:d255:t04586,resident=Fay|tick=4586|memory=fay:care_favor:audit:d255:s14|debt=debt:care_favor:fay,True,True
4587,255,Milo,schedule:milo:d255:s15,milo:tool_loan:audit:d255:s15,debt:tool_loan:milo,cause:offer_help:resident:Milo:tick:04587,ssrm:v59:audit:snapshot:d255:t04587,resident=Milo|tick=4587|memory=milo:tool_loan:audit:d255:s15|debt=debt:tool_loan:milo,True,True
4588,255,Sera,schedule:sera:d255:s16,sera:repair_promise:audit:d255:s16,debt:repair_promise:sera,cause:borrow_tool:resident:Sera:tick:04588,ssrm:v59:audit:snapshot:d255:t04588,resident=Sera|tick=4588|memory=sera:repair_promise:audit:d255:s16|debt=debt:repair_promise:sera,True,True
4589,255,Tovan,schedule:tovan:d255:s17,tovan:care_favor:audit:d255:s17,debt:care_favor:tovan,cause:return_tool:resident:Tovan:tick:04589,ssrm:v59:audit:snapshot:d255:t04589,resident=Tovan|tick=4589|memory=tovan:care_favor:audit:d255:s17|debt=debt:care_favor:tovan,True,True
4590,256,Nia,schedule:nia:d256:s00,nia:tool_loan:audit:d256:s00,debt:tool_loan:nia,cause:wait_offscreen:resident:Nia:tick:04590,ssrm:v59:audit:snapshot:d256:t04590,resident=Nia|tick=4590|memory=nia:tool_loan:audit:d256:s00|debt=debt:tool_loan:nia,True,True
4591,256,Ari,schedule:ari:d256:s01,ari:repair_promise:audit:d256:s01,debt:repair_promise:ari,cause:repair_trust:resident:Ari:tick:04591,ssrm:v59:audit:snapshot:d256:t04591,resident=Ari|tick=4591|memory=ari:repair_promise:audit:d256:s01|debt=debt:repair_promise:ari,True,True
4592,256,Fay,schedule:fay:d256:s02,fay:care_favor:audit:d256:s02,debt:care_favor:fay,cause:move:resident:Fay:tick:04592,ssrm:v59:audit:snapshot:d256:t04592,resident=Fay|tick=4592|memory=fay:care_favor:audit:d256:s02|debt=debt:care_favor:fay,True,True
4593,256,Milo,schedule:milo:d256:s03,milo:tool_loan:audit:d256:s03,debt:tool_loan:milo,cause:talk:resident:Milo:tick:04593,ssrm:v59:audit:snapshot:d256:t04593,resident=Milo|tick=4593|memory=milo:tool_loan:audit:d256:s03|debt=debt:tool_loan:milo,True,True
4594,256,Sera,schedule:sera:d256:s04,sera:repair_promise:audit:d256:s04,debt:repair_promise:sera,cause:offer_help:resident:Sera:tick:04594,ssrm:v59:audit:snapshot:d256:t04594,resident=Sera|tick=4594|memory=sera:repair_promise:audit:d256:s04|debt=debt:repair_promise:sera,True,True
4595,256,Tovan,schedule:tovan:d256:s05,tovan:care_favor:audit:d256:s05,debt:care_favor:tovan,cause:borrow_tool:resident:Tovan:tick:04595,ssrm:v59:audit:snapshot:d256:t04595,resident=Tovan|tick=4595|memory=tovan:care_favor:audit:d256:s05|debt=debt:care_favor:tovan,True,True
4596,256,Nia,schedule:nia:d256:s06,nia:tool_loan:audit:d256:s06,debt:tool_loan:nia,cause:return_tool:resident:Nia:tick:04596,ssrm:v59:audit:snapshot:d256:t04596,resident=Nia|tick=4596|memory=nia:tool_loan:audit:d256:s06|debt=debt:tool_loan:nia,True,True
4597,256,Ari,schedule:ari:d256:s07,ari:repair_promise:audit:d256:s07,debt:repair_promise:ari,cause:interrupt_work:resident:Ari:tick:04597,ssrm:v59:audit:snapshot:d256:t04597,resident=Ari|tick=4597|memory=ari:repair_promise:audit:d256:s07|debt=debt:repair_promise:ari,True,True
4598,256,Fay,schedule:fay:d256:s08,fay:care_favor:audit:d256:s08,debt:care_favor:fay,cause:wait_offscreen:resident:Fay:tick:04598,ssrm:v59:audit:snapshot:d256:t04598,resident=Fay|tick=4598|memory=fay:care_favor:audit:d256:s08|debt=debt:care_favor:fay,True,True
4599,256,Milo,schedule:milo:d256:s09,milo:tool_loan:audit:d256:s09,debt:tool_loan:milo,cause:repair_trust:resident:Milo:tick:04599,ssrm:v59:audit:snapshot:d256:t04599,resident=Milo|tick=4599|memory=milo:tool_loan:audit:d256:s09|debt=debt:tool_loan:milo,True,True
4600,256,Sera,schedule:sera:d256:s10,sera:repair_promise:audit:d256:s10,debt:repair_promise:sera,cause:move:resident:Sera:tick:04600,ssrm:v59:audit:snapshot:d256:t04600,resident=Sera|tick=4600|memory=sera:repair_promise:audit:d256:s10|debt=debt:repair_promise:sera,True,True
4601,256,Tovan,schedule:tovan:d256:s11,tovan:care_favor:audit:d256:s11,debt:care_favor:tovan,cause:talk:resident:Tovan:tick:04601,ssrm:v59:audit:snapshot:d256:t04601,resident=Tovan|tick=4601|memory=tovan:care_favor:audit:d256:s11|debt=debt:care_favor:tovan,True,True
4602,256,Nia,schedule:nia:d256:s12,nia:tool_loan:audit:d256:s12,debt:tool_loan:nia,cause:offer_help:resident:Nia:tick:04602,ssrm:v59:audit:snapshot:d256:t04602,resident=Nia|tick=4602|memory=nia:tool_loan:audit:d256:s12|debt=debt:tool_loan:nia,True,True
4603,256,Ari,schedule:ari:d256:s13,ari:repair_promise:audit:d256:s13,debt:repair_promise:ari,cause:borrow_tool:resident:Ari:tick:04603,ssrm:v59:audit:snapshot:d256:t04603,resident=Ari|tick=4603|memory=ari:repair_promise:audit:d256:s13|debt=debt:repair_promise:ari,True,True
4604,256,Fay,schedule:fay:d256:s14,fay:care_favor:audit:d256:s14,debt:care_favor:fay,cause:return_tool:resident:Fay:tick:04604,ssrm:v59:audit:snapshot:d256:t04604,resident=Fay|tick=4604|memory=fay:care_favor:audit:d256:s14|debt=debt:care_favor:fay,True,True
4605,256,Milo,schedule:milo:d256:s15,milo:tool_loan:audit:d256:s15,debt:tool_loan:milo,cause:interrupt_work:resident:Milo:tick:04605,ssrm:v59:audit:snapshot:d256:t04605,resident=Milo|tick=4605|memory=milo:tool_loan:audit:d256:s15|debt=debt:tool_loan:milo,True,True
4606,256,Sera,schedule:sera:d256:s16,sera:repair_promise:audit:d256:s16,debt:repair_promise:sera,cause:wait_offscreen:resident:Sera:tick:04606,ssrm:v59:audit:snapshot:d256:t04606,resident=Sera|tick=4606|memory=sera:repair_promise:audit:d256:s16|debt=debt:repair_promise:sera,True,True
4607,256,Tovan,schedule:tovan:d256:s17,tovan:care_favor:audit:d256:s17,debt:care_favor:tovan,cause:repair_trust:resident:Tovan:tick:04607,ssrm:v59:audit:snapshot:d256:t04607,resident=Tovan|tick=4607|memory=tovan:care_favor:audit:d256:s17|debt=debt:care_favor:tovan,True,True
4608,257,Nia,schedule:nia:d257:s00,nia:tool_loan:audit:d257:s00,debt:tool_loan:nia,cause:talk:resident:Nia:tick:04608,ssrm:v59:audit:snapshot:d257:t04608,resident=Nia|tick=4608|memory=nia:tool_loan:audit:d257:s00|debt=debt:tool_loan:nia,True,True
4609,257,Ari,schedule:ari:d257:s01,ari:repair_promise:audit:d257:s01,debt:repair_promise:ari,cause:offer_help:resident:Ari:tick:04609,ssrm:v59:audit:snapshot:d257:t04609,resident=Ari|tick=4609|memory=ari:repair_promise:audit:d257:s01|debt=debt:repair_promise:ari,True,True
4610,257,Fay,schedule:fay:d257:s02,fay:care_favor:audit:d257:s02,debt:care_favor:fay,cause:borrow_tool:resident:Fay:tick:04610,ssrm:v59:audit:snapshot:d257:t04610,resident=Fay|tick=4610|memory=fay:care_favor:audit:d257:s02|debt=debt:care_favor:fay,True,True
4611,257,Milo,schedule:milo:d257:s03,milo:tool_loan:audit:d257:s03,debt:tool_loan:milo,cause:return_tool:resident:Milo:tick:04611,ssrm:v59:audit:snapshot:d257:t04611,resident=Milo|tick=4611|memory=milo:tool_loan:audit:d257:s03|debt=debt:tool_loan:milo,True,True
4612,257,Sera,schedule:sera:d257:s04,sera:repair_promise:audit:d257:s04,debt:repair_promise:sera,cause:interrupt_work:resident:Sera:tick:04612,ssrm:v59:audit:snapshot:d257:t04612,resident=Sera|tick=4612|memory=sera:repair_promise:audit:d257:s04|debt=debt:repair_promise:sera,True,True
4613,257,Tovan,schedule:tovan:d257:s05,tovan:care_favor:audit:d257:s05,debt:care_favor:tovan,cause:wait_offscreen:resident:Tovan:tick:04613,ssrm:v59:audit:snapshot:d257:t04613,resident=Tovan|tick=4613|memory=tovan:care_favor:audit:d257:s05|debt=debt:care_favor:tovan,True,True
4614,257,Nia,schedule:nia:d257:s06,nia:tool_loan:audit:d257:s06,debt:tool_loan:nia,cause:repair_trust:resident:Nia:tick:04614,ssrm:v59:audit:snapshot:d257:t04614,resident=Nia|tick=4614|memory=nia:tool_loan:audit:d257:s06|debt=debt:tool_loan:nia,True,True
4615,257,Ari,schedule:ari:d257:s07,ari:repair_promise:audit:d257:s07,debt:repair_promise:ari,cause:move:resident:Ari:tick:04615,ssrm:v59:audit:snapshot:d257:t04615,resident=Ari|tick=4615|memory=ari:repair_promise:audit:d257:s07|debt=debt:repair_promise:ari,True,True
4616,257,Fay,schedule:fay:d257:s08,fay:care_favor:audit:d257:s08,debt:care_favor:fay,cause:talk:resident:Fay:tick:04616,ssrm:v59:audit:snapshot:d257:t04616,resident=Fay|tick=4616|memory=fay:care_favor:audit:d257:s08|debt=debt:care_favor:fay,True,True
4617,257,Milo,schedule:milo:d257:s09,milo:tool_loan:audit:d257:s09,debt:tool_loan:milo,cause:offer_help:resident:Milo:tick:04617,ssrm:v59:audit:snapshot:d257:t04617,resident=Milo|tick=4617|memory=milo:tool_loan:audit:d257:s09|debt=debt:tool_loan:milo,True,True
4618,257,Sera,schedule:sera:d257:s10,sera:repair_promise:audit:d257:s10,debt:repair_promise:sera,cause:borrow_tool:resident:Sera:tick:04618,ssrm:v59:audit:snapshot:d257:t04618,resident=Sera|tick=4618|memory=sera:repair_promise:audit:d257:s10|debt=debt:repair_promise:sera,True,True
4619,257,Tovan,schedule:tovan:d257:s11,tovan:care_favor:audit:d257:s11,debt:care_favor:tovan,cause:return_tool:resident:Tovan:tick:04619,ssrm:v59:audit:snapshot:d257:t04619,resident=Tovan|tick=4619|memory=tovan:care_favor:audit:d257:s11|debt=debt:care_favor:tovan,True,True
4620,257,Nia,schedule:nia:d257:s12,nia:tool_loan:audit:d257:s12,debt:tool_loan:nia,cause:interrupt_work:resident:Nia:tick:04620,ssrm:v59:audit:snapshot:d257:t04620,resident=Nia|tick=4620|memory=nia:tool_loan:audit:d257:s12|debt=debt:tool_loan:nia,True,True
4621,257,Ari,schedule:ari:d257:s13,ari:repair_promise:audit:d257:s13,debt:repair_promise:ari,cause:wait_offscreen:resident:Ari:tick:04621,ssrm:v59:audit:snapshot:d257:t04621,resident=Ari|tick=4621|memory=ari:repair_promise:audit:d257:s13|debt=debt:repair_promise:ari,True,True
4622,257,Fay,schedule:fay:d257:s14,fay:care_favor:audit:d257:s14,debt:care_favor:fay,cause:repair_trust:resident:Fay:tick:04622,ssrm:v59:audit:snapshot:d257:t04622,resident=Fay|tick=4622|memory=fay:care_favor:audit:d257:s14|debt=debt:care_favor:fay,True,True
4623,257,Milo,schedule:milo:d257:s15,milo:tool_loan:audit:d257:s15,debt:tool_loan:milo,cause:move:resident:Milo:tick:04623,ssrm:v59:audit:snapshot:d257:t04623,resident=Milo|tick=4623|memory=milo:tool_loan:audit:d257:s15|debt=debt:tool_loan:milo,True,True
4624,257,Sera,schedule:sera:d257:s16,sera:repair_promise:audit:d257:s16,debt:repair_promise:sera,cause:talk:resident:Sera:tick:04624,ssrm:v59:audit:snapshot:d257:t04624,resident=Sera|tick=4624|memory=sera:repair_promise:audit:d257:s16|debt=debt:repair_promise:sera,True,True
4625,257,Tovan,schedule:tovan:d257:s17,tovan:care_favor:audit:d257:s17,debt:care_favor:tovan,cause:offer_help:resident:Tovan:tick:04625,ssrm:v59:audit:snapshot:d257:t04625,resident=Tovan|tick=4625|memory=tovan:care_favor:audit:d257:s17|debt=debt:care_favor:tovan,True,True
4626,258,Nia,schedule:nia:d258:s00,nia:tool_loan:audit:d258:s00,debt:tool_loan:nia,cause:return_tool:resident:Nia:tick:04626,ssrm:v59:audit:snapshot:d258:t04626,resident=Nia|tick=4626|memory=nia:tool_loan:audit:d258:s00|debt=debt:tool_loan:nia,True,True
4627,258,Ari,schedule:ari:d258:s01,ari:repair_promise:audit:d258:s01,debt:repair_promise:ari,cause:interrupt_work:resident:Ari:tick:04627,ssrm:v59:audit:snapshot:d258:t04627,resident=Ari|tick=4627|memory=ari:repair_promise:audit:d258:s01|debt=debt:repair_promise:ari,True,True
4628,258,Fay,schedule:fay:d258:s02,fay:care_favor:audit:d258:s02,debt:care_favor:fay,cause:wait_offscreen:resident:Fay:tick:04628,ssrm:v59:audit:snapshot:d258:t04628,resident=Fay|tick=4628|memory=fay:care_favor:audit:d258:s02|debt=debt:care_favor:fay,True,True
4629,258,Milo,schedule:milo:d258:s03,milo:tool_loan:audit:d258:s03,debt:tool_loan:milo,cause:repair_trust:resident:Milo:tick:04629,ssrm:v59:audit:snapshot:d258:t04629,resident=Milo|tick=4629|memory=milo:tool_loan:audit:d258:s03|debt=debt:tool_loan:milo,True,True
4630,258,Sera,schedule:sera:d258:s04,sera:repair_promise:audit:d258:s04,debt:repair_promise:sera,cause:move:resident:Sera:tick:04630,ssrm:v59:audit:snapshot:d258:t04630,resident=Sera|tick=4630|memory=sera:repair_promise:audit:d258:s04|debt=debt:repair_promise:sera,True,True
4631,258,Tovan,schedule:tovan:d258:s05,tovan:care_favor:audit:d258:s05,debt:care_favor:tovan,cause:talk:resident:Tovan:tick:04631,ssrm:v59:audit:snapshot:d258:t04631,resident=Tovan|tick=4631|memory=tovan:care_favor:audit:d258:s05|debt=debt:care_favor:tovan,True,True
4632,258,Nia,schedule:nia:d258:s06,nia:tool_loan:audit:d258:s06,debt:tool_loan:nia,cause:offer_help:resident:Nia:tick:04632,ssrm:v59:audit:snapshot:d258:t04632,resident=Nia|tick=4632|memory=nia:tool_loan:audit:d258:s06|debt=debt:tool_loan:nia,True,True
4633,258,Ari,schedule:ari:d258:s07,ari:repair_promise:audit:d258:s07,debt:repair_promise:ari,cause:borrow_tool:resident:Ari:tick:04633,ssrm:v59:audit:snapshot:d258:t04633,resident=Ari|tick=4633|memory=ari:repair_promise:audit:d258:s07|debt=debt:repair_promise:ari,True,True
4634,258,Fay,schedule:fay:d258:s08,fay:care_favor:audit:d258:s08,debt:care_favor:fay,cause:return_tool:resident:Fay:tick:04634,ssrm:v59:audit:snapshot:d258:t04634,resident=Fay|tick=4634|memory=fay:care_favor:audit:d258:s08|debt=debt:care_favor:fay,True,True
4635,258,Milo,schedule:milo:d258:s09,milo:tool_loan:audit:d258:s09,debt:tool_loan:milo,cause:interrupt_work:resident:Milo:tick:04635,ssrm:v59:audit:snapshot:d258:t04635,resident=Milo|tick=4635|memory=milo:tool_loan:audit:d258:s09|debt=debt:tool_loan:milo,True,True
4636,258,Sera,schedule:sera:d258:s10,sera:repair_promise:audit:d258:s10,debt:repair_promise:sera,cause:wait_offscreen:resident:Sera:tick:04636,ssrm:v59:audit:snapshot:d258:t04636,resident=Sera|tick=4636|memory=sera:repair_promise:audit:d258:s10|debt=debt:repair_promise:sera,True,True
4637,258,Tovan,schedule:tovan:d258:s11,tovan:care_favor:audit:d258:s11,debt:care_favor:tovan,cause:repair_trust:resident:Tovan:tick:04637,ssrm:v59:audit:snapshot:d258:t04637,resident=Tovan|tick=4637|memory=tovan:care_favor:audit:d258:s11|debt=debt:care_favor:tovan,True,True
4638,258,Nia,schedule:nia:d258:s12,nia:tool_loan:audit:d258:s12,debt:tool_loan:nia,cause:move:resident:Nia:tick:04638,ssrm:v59:audit:snapshot:d258:t04638,resident=Nia|tick=4638|memory=nia:tool_loan:audit:d258:s12|debt=debt:tool_loan:nia,True,True
4639,258,Ari,schedule:ari:d258:s13,ari:repair_promise:audit:d258:s13,debt:repair_promise:ari,cause:talk:resident:Ari:tick:04639,ssrm:v59:audit:snapshot:d258:t04639,resident=Ari|tick=4639|memory=ari:repair_promise:audit:d258:s13|debt=debt:repair_promise:ari,True,True
4640,258,Fay,schedule:fay:d258:s14,fay:care_favor:audit:d258:s14,debt:care_favor:fay,cause:offer_help:resident:Fay:tick:04640,ssrm:v59:audit:snapshot:d258:t04640,resident=Fay|tick=4640|memory=fay:care_favor:audit:d258:s14|debt=debt:care_favor:fay,True,True
4641,258,Milo,schedule:milo:d258:s15,milo:tool_loan:audit:d258:s15,debt:tool_loan:milo,cause:borrow_tool:resident:Milo:tick:04641,ssrm:v59:audit:snapshot:d258:t04641,resident=Milo|tick=4641|memory=milo:tool_loan:audit:d258:s15|debt=debt:tool_loan:milo,True,True
4642,258,Sera,schedule:sera:d258:s16,sera:repair_promise:audit:d258:s16,debt:repair_promise:sera,cause:return_tool:resident:Sera:tick:04642,ssrm:v59:audit:snapshot:d258:t04642,resident=Sera|tick=4642|memory=sera:repair_promise:audit:d258:s16|debt=debt:repair_promise:sera,True,True
4643,258,Tovan,schedule:tovan:d258:s17,tovan:care_favor:audit:d258:s17,debt:care_favor:tovan,cause:interrupt_work:resident:Tovan:tick:04643,ssrm:v59:audit:snapshot:d258:t04643,resident=Tovan|tick=4643|memory=tovan:care_favor:audit:d258:s17|debt=debt:care_favor:tovan,True,True
4644,259,Nia,schedule:nia:d259:s00,nia:tool_loan:audit:d259:s00,debt:tool_loan:nia,cause:repair_trust:resident:Nia:tick:04644,ssrm:v59:audit:snapshot:d259:t04644,resident=Nia|tick=4644|memory=nia:tool_loan:audit:d259:s00|debt=debt:tool_loan:nia,True,True
4645,259,Ari,schedule:ari:d259:s01,ari:repair_promise:audit:d259:s01,debt:repair_promise:ari,cause:move:resident:Ari:tick:04645,ssrm:v59:audit:snapshot:d259:t04645,resident=Ari|tick=4645|memory=ari:repair_promise:audit:d259:s01|debt=debt:repair_promise:ari,True,True
4646,259,Fay,schedule:fay:d259:s02,fay:care_favor:audit:d259:s02,debt:care_favor:fay,cause:talk:resident:Fay:tick:04646,ssrm:v59:audit:snapshot:d259:t04646,resident=Fay|tick=4646|memory=fay:care_favor:audit:d259:s02|debt=debt:care_favor:fay,True,True
4647,259,Milo,schedule:milo:d259:s03,milo:tool_loan:audit:d259:s03,debt:tool_loan:milo,cause:offer_help:resident:Milo:tick:04647,ssrm:v59:audit:snapshot:d259:t04647,resident=Milo|tick=4647|memory=milo:tool_loan:audit:d259:s03|debt=debt:tool_loan:milo,True,True
4648,259,Sera,schedule:sera:d259:s04,sera:repair_promise:audit:d259:s04,debt:repair_promise:sera,cause:borrow_tool:resident:Sera:tick:04648,ssrm:v59:audit:snapshot:d259:t04648,resident=Sera|tick=4648|memory=sera:repair_promise:audit:d259:s04|debt=debt:repair_promise:sera,True,True
4649,259,Tovan,schedule:tovan:d259:s05,tovan:care_favor:audit:d259:s05,debt:care_favor:tovan,cause:return_tool:resident:Tovan:tick:04649,ssrm:v59:audit:snapshot:d259:t04649,resident=Tovan|tick=4649|memory=tovan:care_favor:audit:d259:s05|debt=debt:care_favor:tovan,True,True
4650,259,Nia,schedule:nia:d259:s06,nia:tool_loan:audit:d259:s06,debt:tool_loan:nia,cause:interrupt_work:resident:Nia:tick:04650,ssrm:v59:audit:snapshot:d259:t04650,resident=Nia|tick=4650|memory=nia:tool_loan:audit:d259:s06|debt=debt:tool_loan:nia,True,True
4651,259,Ari,schedule:ari:d259:s07,ari:repair_promise:audit:d259:s07,debt:repair_promise:ari,cause:wait_offscreen:resident:Ari:tick:04651,ssrm:v59:audit:snapshot:d259:t04651,resident=Ari|tick=4651|memory=ari:repair_promise:audit:d259:s07|debt=debt:repair_promise:ari,True,True
4652,259,Fay,schedule:fay:d259:s08,fay:care_favor:audit:d259:s08,debt:care_favor:fay,cause:repair_trust:resident:Fay:tick:04652,ssrm:v59:audit:snapshot:d259:t04652,resident=Fay|tick=4652|memory=fay:care_favor:audit:d259:s08|debt=debt:care_favor:fay,True,True
4653,259,Milo,schedule:milo:d259:s09,milo:tool_loan:audit:d259:s09,debt:tool_loan:milo,cause:move:resident:Milo:tick:04653,ssrm:v59:audit:snapshot:d259:t04653,resident=Milo|tick=4653|memory=milo:tool_loan:audit:d259:s09|debt=debt:tool_loan:milo,True,True
4654,259,Sera,schedule:sera:d259:s10,sera:repair_promise:audit:d259:s10,debt:repair_promise:sera,cause:talk:resident:Sera:tick:04654,ssrm:v59:audit:snapshot:d259:t04654,resident=Sera|tick=4654|memory=sera:repair_promise:audit:d259:s10|debt=debt:repair_promise:sera,True,True
4655,259,Tovan,schedule:tovan:d259:s11,tovan:care_favor:audit:d259:s11,debt:care_favor:tovan,cause:offer_help:resident:Tovan:tick:04655,ssrm:v59:audit:snapshot:d259:t04655,resident=Tovan|tick=4655|memory=tovan:care_favor:audit:d259:s11|debt=debt:care_favor:tovan,True,True
4656,259,Nia,schedule:nia:d259:s12,nia:tool_loan:audit:d259:s12,debt:tool_loan:nia,cause:borrow_tool:resident:Nia:tick:04656,ssrm:v59:audit:snapshot:d259:t04656,resident=Nia|tick=4656|memory=nia:tool_loan:audit:d259:s12|debt=debt:tool_loan:nia,True,True
