tick,day,resident,resource_name,resource_before,resource_after,item_name,item_before,item_after,widget_patch,visible_delta,localstorage_written
3216,179,Sera,water,15,14,patch kit,4,3,"{""after"": 14, ""before"": 15, ""item"": ""patch kit"", ""itemAfter"": 3, ""resource"": ""water""}",water:-1; patch kit:-1,True
3217,179,Tovan,fiber,16,17,dry cloak,1,1,"{""after"": 17, ""before"": 16, ""item"": ""dry cloak"", ""itemAfter"": 1, ""resource"": ""fiber""}",fiber:+1; dry cloak:+0,True
3218,179,Nia,wood,17,16,sealed jar,3,4,"{""after"": 16, ""before"": 17, ""item"": ""sealed jar"", ""itemAfter"": 4, ""resource"": ""wood""}",wood:-1; sealed jar:+1,True
3219,179,Ari,stone,18,19,patch kit,4,3,"{""after"": 19, ""before"": 18, ""item"": ""patch kit"", ""itemAfter"": 3, ""resource"": ""stone""}",stone:+1; patch kit:-1,True
3220,179,Fay,copper,19,18,dry cloak,1,2,"{""after"": 18, ""before"": 19, ""item"": ""dry cloak"", ""itemAfter"": 2, ""resource"": ""copper""}",copper:-1; dry cloak:+1,True
3221,179,Milo,herb,20,21,sealed jar,3,3,"{""after"": 21, ""before"": 20, ""item"": ""sealed jar"", ""itemAfter"": 3, ""resource"": ""herb""}",herb:+1; sealed jar:+0,True
3222,180,Sera,water,22,23,patch kit,3,2,"{""after"": 23, ""before"": 22, ""item"": ""patch kit"", ""itemAfter"": 2, ""resource"": ""water""}",water:+1; patch kit:-1,True
3223,180,Tovan,fiber,23,22,dry cloak,0,1,"{""after"": 22, ""before"": 23, ""item"": ""dry cloak"", ""itemAfter"": 1, ""resource"": ""fiber""}",fiber:-1; dry cloak:+1,True
3224,180,Nia,wood,24,25,sealed jar,2,2,"{""after"": 25, ""before"": 24, ""item"": ""sealed jar"", ""itemAfter"": 2, ""resource"": ""wood""}",wood:+1; sealed jar:+0,True
3225,180,Ari,stone,25,24,patch kit,3,4,"{""after"": 24, ""before"": 25, ""item"": ""patch kit"", ""itemAfter"": 4, ""resource"": ""stone""}",stone:-1; patch kit:+1,True
3226,180,Fay,copper,26,27,dry cloak,0,0,"{""after"": 27, ""before"": 26, ""item"": ""dry cloak"", ""itemAfter"": 0, ""resource"": ""copper""}",copper:+1; dry cloak:+0,True
3227,180,Milo,herb,27,26,sealed jar,2,2,"{""after"": 26, ""before"": 27, ""item"": ""sealed jar"", ""itemAfter"": 2, ""resource"": ""herb""}",herb:-1; sealed jar:+0,True
3228,180,Sera,charcoal,28,29,patch kit,4,3,"{""after"": 29, ""before"": 28, ""item"": ""patch kit"", ""itemAfter"": 3, ""resource"": ""charcoal""}",charcoal:+1; patch kit:-1,True
3229,180,Tovan,water,29,28,dry cloak,1,1,"{""after"": 28, ""before"": 29, ""item"": ""dry cloak"", ""itemAfter"": 1, ""resource"": ""water""}",water:-1; dry cloak:+0,True
3230,180,Nia,fiber,30,31,sealed jar,3,4,"{""after"": 31, ""before"": 30, ""item"": ""sealed jar"", ""itemAfter"": 4, ""resource"": ""fiber""}",fiber:+1; sealed jar:+1,True
3231,180,Ari,wood,31,30,patch kit,4,3,"{""after"": 30, ""before"": 31, ""item"": ""patch kit"", ""itemAfter"": 3, ""resource"": ""wood""}",wood:-1; patch kit:-1,True
3232,180,Fay,stone,9,10,dry cloak,1,2,"{""after"": 10, ""before"": 9, ""item"": ""dry cloak"", ""itemAfter"": 2, ""resource"": ""stone""}",stone:+1; dry cloak:+1,True
3233,180,Milo,copper,10,9,sealed jar,3,3,"{""after"": 9, ""before"": 10, ""item"": ""sealed jar"", ""itemAfter"": 3, ""resource"": ""copper""}",copper:-1; sealed jar:+0,True
3234,180,Sera,herb,11,12,patch kit,0,0,"{""after"": 12, ""before"": 11, ""item"": ""patch kit"", ""itemAfter"": 0, ""resource"": ""herb""}",herb:+1; patch kit:+0,True
3235,180,Tovan,charcoal,12,11,dry cloak,2,2,"{""after"": 11, ""before"": 12, ""item"": ""dry cloak"", ""itemAfter"": 2, ""resource"": ""charcoal""}",charcoal:-1; dry cloak:+0,True
3236,180,Nia,water,13,14,sealed jar,4,4,"{""after"": 14, ""before"": 13, ""item"": ""sealed jar"", ""itemAfter"": 4, ""resource"": ""water""}",water:+1; sealed jar:+0,True
3237,180,Ari,fiber,14,13,patch kit,0,1,"{""after"": 13, ""before"": 14, ""item"": ""patch kit"", ""itemAfter"": 1, ""resource"": ""fiber""}",fiber:-1; patch kit:+1,True
3238,180,Fay,wood,15,16,dry cloak,2,2,"{""after"": 16, ""before"": 15, ""item"": ""dry cloak"", ""itemAfter"": 2, ""resource"": ""wood""}",wood:+1; dry cloak:+0,True
3239,180,Milo,stone,16,15,sealed jar,4,5,"{""after"": 15, ""before"": 16, ""item"": ""sealed jar"", ""itemAfter"": 5, ""resource"": ""stone""}",stone:-1; sealed jar:+1,True
3240,181,Sera,herb,18,17,patch kit,4,3,"{""after"": 17, ""before"": 18, ""item"": ""patch kit"", ""itemAfter"": 3, ""resource"": ""herb""}",herb:-1; patch kit:-1,True
3241,181,Tovan,charcoal,19,20,dry cloak,1,1,"{""after"": 20, ""before"": 19, ""item"": ""dry cloak"", ""itemAfter"": 1, ""resource"": ""charcoal""}",charcoal:+1; dry cloak:+0,True
3242,181,Nia,water,20,19,sealed jar,3,4,"{""after"": 19, ""before"": 20, ""item"": ""sealed jar"", ""itemAfter"": 4, ""resource"": ""water""}",water:-1; sealed jar:+1,True
3243,181,Ari,fiber,21,22,patch kit,4,3,"{""after"": 22, ""before"": 21, ""item"": ""patch kit"", ""itemAfter"": 3, ""resource"": ""fiber""}",fiber:+1; patch kit:-1,True
3244,181,Fay,wood,22,21,dry cloak,1,2,"{""after"": 21, ""before"": 22, ""item"": ""dry cloak"", ""itemAfter"": 2, ""resource"": ""wood""}",wood:-1; dry cloak:+1,True
3245,181,Milo,stone,23,24,sealed jar,3,3,"{""after"": 24, ""before"": 23, ""item"": ""sealed jar"", ""itemAfter"": 3, ""resource"": ""stone""}",stone:+1; sealed jar:+0,True
3246,181,Sera,copper,24,23,patch kit,0,0,"{""after"": 23, ""before"": 24, ""item"": ""patch kit"", ""itemAfter"": 0, ""resource"": ""copper""}",copper:-1; patch kit:+0,True
3247,181,Tovan,herb,25,26,dry cloak,2,2,"{""after"": 26, ""before"": 25, ""item"": ""dry cloak"", ""itemAfter"": 2, ""resource"": ""herb""}",herb:+1; dry cloak:+0,True
3248,181,Nia,charcoal,26,25,sealed jar,4,4,"{""after"": 25, ""before"": 26, ""item"": ""sealed jar"", ""itemAfter"": 4, ""resource"": ""charcoal""}",charcoal:-1; sealed jar:+0,True
3249,181,Ari,water,27,28,patch kit,0,1,"{""after"": 28, ""before"": 27, ""item"": ""patch kit"", ""itemAfter"": 1, ""resource"": ""water""}",water:+1; patch kit:+1,True
3250,181,Fay,fiber,28,27,dry cloak,2,2,"{""after"": 27, ""before"": 28, ""item"": ""dry cloak"", ""itemAfter"": 2, ""resource"": ""fiber""}",fiber:-1; dry cloak:+0,True
3251,181,Milo,wood,29,30,sealed jar,4,5,"{""after"": 30, ""before"": 29, ""item"": ""sealed jar"", ""itemAfter"": 5, ""resource"": ""wood""}",wood:+1; sealed jar:+1,True
3252,181,Sera,stone,30,29,patch kit,1,0,"{""after"": 29, ""before"": 30, ""item"": ""patch kit"", ""itemAfter"": 0, ""resource"": ""stone""}",stone:-1; patch kit:-1,True
3253,181,Tovan,copper,31,32,dry cloak,3,3,"{""after"": 32, ""before"": 31, ""item"": ""dry cloak"", ""itemAfter"": 3, ""resource"": ""copper""}",copper:+1; dry cloak:+0,True
3254,181,Nia,herb,9,8,sealed jar,0,0,"{""after"": 8, ""before"": 9, ""item"": ""sealed jar"", ""itemAfter"": 0, ""resource"": ""herb""}",herb:-1; sealed jar:+0,True
3255,181,Ari,charcoal,10,11,patch kit,1,0,"{""after"": 11, ""before"": 10, ""item"": ""patch kit"", ""itemAfter"": 0, ""resource"": ""charcoal""}",charcoal:+1; patch kit:-1,True
3256,181,Fay,water,11,10,dry cloak,3,4,"{""after"": 10, ""before"": 11, ""item"": ""dry cloak"", ""itemAfter"": 4, ""resource"": ""water""}",water:-1; dry cloak:+1,True
3257,181,Milo,fiber,12,13,sealed jar,0,0,"{""after"": 13, ""before"": 12, ""item"": ""sealed jar"", ""itemAfter"": 0, ""resource"": ""fiber""}",fiber:+1; sealed jar:+0,True
3258,182,Sera,stone,14,15,patch kit,0,0,"{""after"": 15, ""before"": 14, ""item"": ""patch kit"", ""itemAfter"": 0, ""resource"": ""stone""}",stone:+1; patch kit:+0,True
3259,182,Tovan,copper,15,14,dry cloak,2,2,"{""after"": 14, ""before"": 15, ""item"": ""dry cloak"", ""itemAfter"": 2, ""resource"": ""copper""}",copper:-1; dry cloak:+0,True
3260,182,Nia,herb,16,17,sealed jar,4,4,"{""after"": 17, ""before"": 16, ""item"": ""sealed jar"", ""itemAfter"": 4, ""resource"": ""herb""}",herb:+1; sealed jar:+0,True
3261,182,Ari,charcoal,17,16,patch kit,0,1,"{""after"": 16, ""before"": 17, ""item"": ""patch kit"", ""itemAfter"": 1, ""resource"": ""charcoal""}",charcoal:-1; patch kit:+1,True
3262,182,Fay,water,18,19,dry cloak,2,2,"{""after"": 19, ""before"": 18, ""item"": ""dry cloak"", ""itemAfter"": 2, ""resource"": ""water""}",water:+1; dry cloak:+0,True
3263,182,Milo,fiber,19,18,sealed jar,4,5,"{""after"": 18, ""before"": 19, ""item"": ""sealed jar"", ""itemAfter"": 5, ""resource"": ""fiber""}",fiber:-1; sealed jar:+1,True
3264,182,Sera,wood,20,21,patch kit,1,0,"{""after"": 21, ""before"": 20, ""item"": ""patch kit"", ""itemAfter"": 0, ""resource"": ""wood""}",wood:+1; patch kit:-1,True
3265,182,Tovan,stone,21,20,dry cloak,3,3,"{""after"": 20, ""before"": 21, ""item"": ""dry cloak"", ""itemAfter"": 3, ""resource"": ""stone""}",stone:-1; dry cloak:+0,True
3266,182,Nia,copper,22,23,sealed jar,0,0,"{""after"": 23, ""before"": 22, ""item"": ""sealed jar"", ""itemAfter"": 0, ""resource"": ""copper""}",copper:+1; sealed jar:+0,True
3267,182,Ari,herb,23,22,patch kit,1,0,"{""after"": 22, ""before"": 23, ""item"": ""patch kit"", ""itemAfter"": 0, ""resource"": ""herb""}",herb:-1; patch kit:-1,True
3268,182,Fay,charcoal,24,25,dry cloak,3,4,"{""after"": 25, ""before"": 24, ""item"": ""dry cloak"", ""itemAfter"": 4, ""resource"": ""charcoal""}",charcoal:+1; dry cloak:+1,True
3269,182,Milo,water,25,24,sealed jar,0,0,"{""after"": 24, ""before"": 25, ""item"": ""sealed jar"", ""itemAfter"": 0, ""resource"": ""water""}",water:-1; sealed jar:+0,True
3270,182,Sera,fiber,26,27,patch kit,2,3,"{""after"": 27, ""before"": 26, ""item"": ""patch kit"", ""itemAfter"": 3, ""resource"": ""fiber""}",fiber:+1; patch kit:+1,True
3271,182,Tovan,wood,27,26,dry cloak,4,4,"{""after"": 26, ""before"": 27, ""item"": ""dry cloak"", ""itemAfter"": 4, ""resource"": ""wood""}",wood:-1; dry cloak:+0,True
3272,182,Nia,stone,28,29,sealed jar,1,1,"{""after"": 29, ""before"": 28, ""item"": ""sealed jar"", ""itemAfter"": 1, ""resource"": ""stone""}",stone:+1; sealed jar:+0,True
3273,182,Ari,copper,29,28,patch kit,2,1,"{""after"": 28, ""before"": 29, ""item"": ""patch kit"", ""itemAfter"": 1, ""resource"": ""copper""}",copper:-1; patch kit:-1,True
3274,182,Fay,herb,30,31,dry cloak,4,4,"{""after"": 31, ""before"": 30, ""item"": ""dry cloak"", ""itemAfter"": 4, ""resource"": ""herb""}",herb:+1; dry cloak:+0,True
3275,182,Milo,charcoal,31,30,sealed jar,1,2,"{""after"": 30, ""before"": 31, ""item"": ""sealed jar"", ""itemAfter"": 2, ""resource"": ""charcoal""}",charcoal:-1; sealed jar:+1,True
3276,183,Sera,fiber,10,9,patch kit,1,0,"{""after"": 9, ""before"": 10, ""item"": ""patch kit"", ""itemAfter"": 0, ""resource"": ""fiber""}",fiber:-1; patch kit:-1,True
3277,183,Tovan,wood,11,12,dry cloak,3,3,"{""after"": 12, ""before"": 11, ""item"": ""dry cloak"", ""itemAfter"": 3, ""resource"": ""wood""}",wood:+1; dry cloak:+0,True
3278,183,Nia,stone,12,11,sealed jar,0,0,"{""after"": 11, ""before"": 12, ""item"": ""sealed jar"", ""itemAfter"": 0, ""resource"": ""stone""}",stone:-1; sealed jar:+0,True
3279,183,Ari,copper,13,14,patch kit,1,0,"{""after"": 14, ""before"": 13, ""item"": ""patch kit"", ""itemAfter"": 0, ""resource"": ""copper""}",copper:+1; patch kit:-1,True
3280,183,Fay,herb,14,13,dry cloak,3,4,"{""after"": 13, ""before"": 14, ""item"": ""dry cloak"", ""itemAfter"": 4, ""resource"": ""herb""}",herb:-1; dry cloak:+1,True
3281,183,Milo,charcoal,15,16,sealed jar,0,0,"{""after"": 16, ""before"": 15, ""item"": ""sealed jar"", ""itemAfter"": 0, ""resource"": ""charcoal""}",charcoal:+1; sealed jar:+0,True
3282,183,Sera,water,16,15,patch kit,2,3,"{""after"": 15, ""before"": 16, ""item"": ""patch kit"", ""itemAfter"": 3, ""resource"": ""water""}",water:-1; patch kit:+1,True
3283,183,Tovan,fiber,17,18,dry cloak,4,4,"{""after"": 18, ""before"": 17, ""item"": ""dry cloak"", ""itemAfter"": 4, ""resource"": ""fiber""}",fiber:+1; dry cloak:+0,True
3284,183,Nia,wood,18,17,sealed jar,1,1,"{""after"": 17, ""before"": 18, ""item"": ""sealed jar"", ""itemAfter"": 1, ""resource"": ""wood""}",wood:-1; sealed jar:+0,True
3285,183,Ari,stone,19,20,patch kit,2,1,"{""after"": 20, ""before"": 19, ""item"": ""patch kit"", ""itemAfter"": 1, ""resource"": ""stone""}",stone:+1; patch kit:-1,True
3286,183,Fay,copper,20,19,dry cloak,4,4,"{""after"": 19, ""before"": 20, ""item"": ""dry cloak"", ""itemAfter"": 4, ""resource"": ""copper""}",copper:-1; dry cloak:+0,True
3287,183,Milo,herb,21,22,sealed jar,1,2,"{""after"": 22, ""before"": 21, ""item"": ""sealed jar"", ""itemAfter"": 2, ""resource"": ""herb""}",herb:+1; sealed jar:+1,True
3288,183,Sera,charcoal,22,21,patch kit,3,2,"{""after"": 21, ""before"": 22, ""item"": ""patch kit"", ""itemAfter"": 2, ""resource"": ""charcoal""}",charcoal:-1; patch kit:-1,True
3289,183,Tovan,water,23,24,dry cloak,0,1,"{""after"": 24, ""before"": 23, ""item"": ""dry cloak"", ""itemAfter"": 1, ""resource"": ""water""}",water:+1; dry cloak:+1,True
3290,183,Nia,fiber,24,23,sealed jar,2,2,"{""after"": 23, ""before"": 24, ""item"": ""sealed jar"", ""itemAfter"": 2, ""resource"": ""fiber""}",fiber:-1; sealed jar:+0,True
3291,183,Ari,wood,25,26,patch kit,3,2,"{""after"": 26, ""before"": 25, ""item"": ""patch kit"", ""itemAfter"": 2, ""resource"": ""wood""}",wood:+1; patch kit:-1,True
3292,183,Fay,stone,26,25,dry cloak,0,0,"{""after"": 25, ""before"": 26, ""item"": ""dry cloak"", ""itemAfter"": 0, ""resource"": ""stone""}",stone:-1; dry cloak:+0,True
3293,183,Milo,copper,27,28,sealed jar,2,2,"{""after"": 28, ""before"": 27, ""item"": ""sealed jar"", ""itemAfter"": 2, ""resource"": ""copper""}",copper:+1; sealed jar:+0,True
3294,184,Sera,charcoal,29,30,patch kit,2,3,"{""after"": 30, ""before"": 29, ""item"": ""patch kit"", ""itemAfter"": 3, ""resource"": ""charcoal""}",charcoal:+1; patch kit:+1,True
3295,184,Tovan,water,30,29,dry cloak,4,4,"{""after"": 29, ""before"": 30, ""item"": ""dry cloak"", ""itemAfter"": 4, ""resource"": ""water""}",water:-1; dry cloak:+0,True
3296,184,Nia,fiber,31,32,sealed jar,1,1,"{""after"": 32, ""before"": 31, ""item"": ""sealed jar"", ""itemAfter"": 1, ""resource"": ""fiber""}",fiber:+1; sealed jar:+0,True
3297,184,Ari,wood,9,8,patch kit,2,1,"{""after"": 8, ""before"": 9, ""item"": ""patch kit"", ""itemAfter"": 1, ""resource"": ""wood""}",wood:-1; patch kit:-1,True
3298,184,Fay,stone,10,11,dry cloak,4,4,"{""after"": 11, ""before"": 10, ""item"": ""dry cloak"", ""itemAfter"": 4, ""resource"": ""stone""}",stone:+1; dry cloak:+0,True
3299,184,Milo,copper,11,10,sealed jar,1,2,"{""after"": 10, ""before"": 11, ""item"": ""sealed jar"", ""itemAfter"": 2, ""resource"": ""copper""}",copper:-1; sealed jar:+1,True
3300,184,Sera,herb,12,13,patch kit,3,2,"{""after"": 13, ""before"": 12, ""item"": ""patch kit"", ""itemAfter"": 2, ""resource"": ""herb""}",herb:+1; patch kit:-1,True
3301,184,Tovan,charcoal,13,12,dry cloak,0,1,"{""after"": 12, ""before"": 13, ""item"": ""dry cloak"", ""itemAfter"": 1, ""resource"": ""charcoal""}",charcoal:-1; dry cloak:+1,True
3302,184,Nia,water,14,15,sealed jar,2,2,"{""after"": 15, ""before"": 14, ""item"": ""sealed jar"", ""itemAfter"": 2, ""resource"": ""water""}",water:+1; sealed jar:+0,True
3303,184,Ari,fiber,15,14,patch kit,3,2,"{""after"": 14, ""before"": 15, ""item"": ""patch kit"", ""itemAfter"": 2, ""resource"": ""fiber""}",fiber:-1; patch kit:-1,True
3304,184,Fay,wood,16,17,dry cloak,0,0,"{""after"": 17, ""before"": 16, ""item"": ""dry cloak"", ""itemAfter"": 0, ""resource"": ""wood""}",wood:+1; dry cloak:+0,True
3305,184,Milo,stone,17,16,sealed jar,2,2,"{""after"": 16, ""before"": 17, ""item"": ""sealed jar"", ""itemAfter"": 2, ""resource"": ""stone""}",stone:-1; sealed jar:+0,True
3306,184,Sera,copper,18,19,patch kit,4,5,"{""after"": 19, ""before"": 18, ""item"": ""patch kit"", ""itemAfter"": 5, ""resource"": ""copper""}",copper:+1; patch kit:+1,True
3307,184,Tovan,herb,19,18,dry cloak,1,1,"{""after"": 18, ""before"": 19, ""item"": ""dry cloak"", ""itemAfter"": 1, ""resource"": ""herb""}",herb:-1; dry cloak:+0,True
3308,184,Nia,charcoal,20,21,sealed jar,3,4,"{""after"": 21, ""before"": 20, ""item"": ""sealed jar"", ""itemAfter"": 4, ""resource"": ""charcoal""}",charcoal:+1; sealed jar:+1,True
3309,184,Ari,water,21,20,patch kit,4,3,"{""after"": 20, ""before"": 21, ""item"": ""patch kit"", ""itemAfter"": 3, ""resource"": ""water""}",water:-1; patch kit:-1,True
3310,184,Fay,fiber,22,23,dry cloak,1,1,"{""after"": 23, ""before"": 22, ""item"": ""dry cloak"", ""itemAfter"": 1, ""resource"": ""fiber""}",fiber:+1; dry cloak:+0,True
3311,184,Milo,wood,23,22,sealed jar,3,3,"{""after"": 22, ""before"": 23, ""item"": ""sealed jar"", ""itemAfter"": 3, ""resource"": ""wood""}",wood:-1; sealed jar:+0,True
3312,185,Sera,copper,25,24,patch kit,3,2,"{""after"": 24, ""before"": 25, ""item"": ""patch kit"", ""itemAfter"": 2, ""resource"": ""copper""}",copper:-1; patch kit:-1,True
3313,185,Tovan,herb,26,27,dry cloak,0,1,"{""after"": 27, ""before"": 26, ""item"": ""dry cloak"", ""itemAfter"": 1, ""resource"": ""herb""}",herb:+1; dry cloak:+1,True
3314,185,Nia,charcoal,27,26,sealed jar,2,2,"{""after"": 26, ""before"": 27, ""item"": ""sealed jar"", ""itemAfter"": 2, ""resource"": ""charcoal""}",charcoal:-1; sealed jar:+0,True
3315,185,Ari,water,28,29,patch kit,3,2,"{""after"": 29, ""before"": 28, ""item"": ""patch kit"", ""itemAfter"": 2, ""resource"": ""water""}",water:+1; patch kit:-1,True
3316,185,Fay,fiber,29,28,dry cloak,0,0,"{""after"": 28, ""before"": 29, ""item"": ""dry cloak"", ""itemAfter"": 0, ""resource"": ""fiber""}",fiber:-1; dry cloak:+0,True
3317,185,Milo,wood,30,31,sealed jar,2,2,"{""after"": 31, ""before"": 30, ""item"": ""sealed jar"", ""itemAfter"": 2, ""resource"": ""wood""}",wood:+1; sealed jar:+0,True
3318,185,Sera,stone,31,30,patch kit,4,5,"{""after"": 30, ""before"": 31, ""item"": ""patch kit"", ""itemAfter"": 5, ""resource"": ""stone""}",stone:-1; patch kit:+1,True
3319,185,Tovan,copper,9,10,dry cloak,1,1,"{""after"": 10, ""before"": 9, ""item"": ""dry cloak"", ""itemAfter"": 1, ""resource"": ""copper""}",copper:+1; dry cloak:+0,True
3320,185,Nia,herb,10,9,sealed jar,3,4,"{""after"": 9, ""before"": 10, ""item"": ""sealed jar"", ""itemAfter"": 4, ""resource"": ""herb""}",herb:-1; sealed jar:+1,True
3321,185,Ari,charcoal,11,12,patch kit,4,3,"{""after"": 12, ""before"": 11, ""item"": ""patch kit"", ""itemAfter"": 3, ""resource"": ""charcoal""}",charcoal:+1; patch kit:-1,True
3322,185,Fay,water,12,11,dry cloak,1,1,"{""after"": 11, ""before"": 12, ""item"": ""dry cloak"", ""itemAfter"": 1, ""resource"": ""water""}",water:-1; dry cloak:+0,True
3323,185,Milo,fiber,13,14,sealed jar,3,3,"{""after"": 14, ""before"": 13, ""item"": ""sealed jar"", ""itemAfter"": 3, ""resource"": ""fiber""}",fiber:+1; sealed jar:+0,True
3324,185,Sera,wood,14,13,patch kit,0,0,"{""after"": 13, ""before"": 14, ""item"": ""patch kit"", ""itemAfter"": 0, ""resource"": ""wood""}",wood:-1; patch kit:+0,True
3325,185,Tovan,stone,15,16,dry cloak,2,3,"{""after"": 16, ""before"": 15, ""item"": ""dry cloak"", ""itemAfter"": 3, ""resource"": ""stone""}",stone:+1; dry cloak:+1,True
3326,185,Nia,copper,16,15,sealed jar,4,4,"{""after"": 15, ""before"": 16, ""item"": ""sealed jar"", ""itemAfter"": 4, ""resource"": ""copper""}",copper:-1; sealed jar:+0,True
3327,185,Ari,herb,17,18,patch kit,0,1,"{""after"": 18, ""before"": 17, ""item"": ""patch kit"", ""itemAfter"": 1, ""resource"": ""herb""}",herb:+1; patch kit:+1,True
3328,185,Fay,charcoal,18,17,dry cloak,2,2,"{""after"": 17, ""before"": 18, ""item"": ""dry cloak"", ""itemAfter"": 2, ""resource"": ""charcoal""}",charcoal:-1; dry cloak:+0,True
3329,185,Milo,water,19,20,sealed jar,4,4,"{""after"": 20, ""before"": 19, ""item"": ""sealed jar"", ""itemAfter"": 4, ""resource"": ""water""}",water:+1; sealed jar:+0,True
3330,186,Sera,wood,21,22,patch kit,4,5,"{""after"": 22, ""before"": 21, ""item"": ""patch kit"", ""itemAfter"": 5, ""resource"": ""wood""}",wood:+1; patch kit:+1,True
3331,186,Tovan,stone,22,21,dry cloak,1,1,"{""after"": 21, ""before"": 22, ""item"": ""dry cloak"", ""itemAfter"": 1, ""resource"": ""stone""}",stone:-1; dry cloak:+0,True
3332,186,Nia,copper,23,24,sealed jar,3,4,"{""after"": 24, ""before"": 23, ""item"": ""sealed jar"", ""itemAfter"": 4, ""resource"": ""copper""}",copper:+1; sealed jar:+1,True
3333,186,Ari,herb,24,23,patch kit,4,3,"{""after"": 23, ""before"": 24, ""item"": ""patch kit"", ""itemAfter"": 3, ""resource"": ""herb""}",herb:-1; patch kit:-1,True
3334,186,Fay,charcoal,25,26,dry cloak,1,1,"{""after"": 26, ""before"": 25, ""item"": ""dry cloak"", ""itemAfter"": 1, ""resource"": ""charcoal""}",charcoal:+1; dry cloak:+0,True
3335,186,Milo,water,26,25,sealed jar,3,3,"{""after"": 25, ""before"": 26, ""item"": ""sealed jar"", ""itemAfter"": 3, ""resource"": ""water""}",water:-1; sealed jar:+0,True
3336,186,Sera,fiber,27,28,patch kit,0,0,"{""after"": 28, ""before"": 27, ""item"": ""patch kit"", ""itemAfter"": 0, ""resource"": ""fiber""}",fiber:+1; patch kit:+0,True
3337,186,Tovan,wood,28,27,dry cloak,2,3,"{""after"": 27, ""before"": 28, ""item"": ""dry cloak"", ""itemAfter"": 3, ""resource"": ""wood""}",wood:-1; dry cloak:+1,True
