tick,day,resident,posture,gaze,gesture,facing,proximity_before,proximity_after,trust_before,trust_after,gesture_visible,body_state_public,private_workspace_not_leaked
3428,191,Nia,alert half-turn,toward tool,steps aside,side-on boundary,2.595,2.775,0.666401,0.652401,True,steady,True
3429,191,Ari,open stance,away then back,small wave,avatar,2.619,2.409,0.671208,0.677208,True,wet,True
3430,191,Fay,focused crouch,toward bystander,palm stop,side-on boundary,2.644,2.824,0.688427,0.674427,True,steady,True
3431,191,Milo,alert half-turn,toward exit,points to shelf,avatar,2.668,2.458,0.696668,0.714668,True,wet,True
3432,191,Sera,open stance,down at hands,touches chest,avatar,2.692,2.482,0.664142,0.670142,True,steady,True
3433,191,Tovan,focused crouch,toward avatar,offers handle,avatar,2.715,2.505,0.679171,0.685171,True,steady,True
3434,191,Nia,alert half-turn,toward tool,steps aside,avatar,2.737,2.527,0.656288,0.674288,True,steady,True
3435,191,Ari,open stance,away then back,small wave,side-on boundary,2.759,2.939,0.671447,0.657447,True,tired,True
3436,191,Fay,focused crouch,toward bystander,palm stop,avatar,2.781,2.571,0.658688,0.664688,True,tired,True
3437,191,Milo,alert half-turn,toward exit,points to shelf,side-on boundary,2.802,2.982,0.663013,0.649013,True,tired,True
3438,192,Sera,open stance,toward avatar,touches chest,avatar,2.823,2.613,0.665222,0.671222,True,steady,True
3439,192,Tovan,focused crouch,toward tool,offers handle,avatar,2.842,2.632,0.671401,0.689401,True,steady,True
3440,192,Nia,alert half-turn,away then back,steps aside,side-on boundary,2.862,3.042,0.639004,0.625004,True,wet,True
3441,192,Ari,open stance,toward bystander,small wave,avatar,2.88,2.67,0.653684,0.659684,True,steady,True
3442,192,Fay,focused crouch,toward exit,palm stop,side-on boundary,2.898,3.078,0.659468,0.645468,True,wet,True
3443,192,Milo,alert half-turn,down at hands,points to shelf,avatar,2.915,2.705,0.660762,0.678762,True,steady,True
3444,192,Sera,open stance,toward avatar,touches chest,avatar,2.932,2.722,0.692792,0.698792,True,steady,True
3445,192,Tovan,focused crouch,toward tool,offers handle,avatar,2.948,2.738,0.671693,0.677693,True,steady,True
3446,192,Nia,alert half-turn,away then back,steps aside,avatar,2.963,2.753,0.666661,0.684661,True,wet,True
3447,192,Ari,open stance,toward bystander,small wave,side-on boundary,2.977,3.157,0.682152,0.668152,True,steady,True
3448,192,Fay,focused crouch,toward exit,palm stop,avatar,2.991,2.781,0.695469,0.701469,True,wet,True
3449,192,Milo,alert half-turn,down at hands,points to shelf,side-on boundary,3.004,3.184,0.671287,0.657287,True,steady,True
3450,192,Sera,open stance,toward avatar,touches chest,avatar,3.016,2.806,0.676587,0.694587,True,steady,True
3451,192,Tovan,focused crouch,toward tool,offers handle,avatar,3.028,2.818,0.663603,0.669603,True,steady,True
3452,192,Nia,alert half-turn,away then back,steps aside,avatar,3.038,2.828,0.668544,0.674544,True,wet,True
3453,192,Ari,open stance,toward bystander,small wave,avatar,3.048,2.838,0.66588,0.68388,True,tired,True
3454,192,Fay,focused crouch,toward exit,palm stop,side-on boundary,3.057,3.237,0.670646,0.656646,True,tired,True
3455,192,Milo,alert half-turn,down at hands,points to shelf,avatar,3.065,2.855,0.685856,0.691856,True,tired,True
3456,193,Sera,open stance,toward tool,touches chest,avatar,3.072,2.862,0.682133,0.688133,True,steady,True
3457,193,Tovan,focused crouch,away then back,offers handle,avatar,3.079,2.869,0.654919,0.660919,True,wet,True
3458,193,Nia,alert half-turn,toward bystander,steps aside,avatar,3.084,2.874,0.647537,0.665537,True,steady,True
3459,193,Ari,open stance,toward exit,small wave,side-on boundary,3.089,3.269,0.657712,0.643712,True,wet,True
3460,193,Fay,focused crouch,down at hands,palm stop,avatar,3.093,2.883,0.662084,0.668084,True,steady,True
3461,193,Milo,alert half-turn,toward avatar,points to shelf,side-on boundary,3.096,3.276,0.669013,0.655013,True,steady,True
3462,193,Sera,open stance,toward tool,touches chest,avatar,3.098,2.888,0.687671,0.705671,True,steady,True
3463,193,Tovan,focused crouch,away then back,offers handle,avatar,3.1,2.89,0.651568,0.657568,True,wet,True
3464,193,Nia,alert half-turn,toward bystander,steps aside,avatar,3.1,2.89,0.631152,0.637152,True,steady,True
3465,193,Ari,open stance,toward exit,small wave,avatar,3.1,2.89,0.657745,0.675745,True,wet,True
3466,193,Fay,focused crouch,down at hands,palm stop,side-on boundary,3.098,3.278,0.662223,0.648223,True,steady,True
3467,193,Milo,alert half-turn,toward avatar,points to shelf,avatar,3.096,2.886,0.670131,0.676131,True,steady,True
3468,193,Sera,open stance,toward tool,touches chest,side-on boundary,3.093,3.273,0.67508,0.66108,True,steady,True
3469,193,Tovan,focused crouch,away then back,offers handle,avatar,3.089,2.879,0.661614,0.679614,True,wet,True
3470,193,Nia,alert half-turn,toward bystander,steps aside,avatar,3.085,2.875,0.631432,0.637432,True,steady,True
3471,193,Ari,open stance,toward exit,small wave,avatar,3.079,2.869,0.691083,0.697083,True,tired,True
3472,193,Fay,focused crouch,down at hands,palm stop,avatar,3.073,2.863,0.694877,0.712877,True,tired,True
3473,193,Milo,alert half-turn,toward avatar,points to shelf,side-on boundary,3.065,3.245,0.668429,0.654429,True,tired,True
3474,194,Sera,open stance,away then back,touches chest,avatar,3.057,2.847,0.676691,0.694691,True,wet,True
3475,194,Tovan,focused crouch,toward bystander,offers handle,avatar,3.048,2.838,0.63235,0.63835,True,steady,True
3476,194,Nia,alert half-turn,toward exit,steps aside,avatar,3.039,2.829,0.623434,0.629434,True,wet,True
3477,194,Ari,open stance,down at hands,small wave,avatar,3.028,2.818,0.688711,0.706711,True,steady,True
3478,194,Fay,focused crouch,toward avatar,palm stop,side-on boundary,3.017,3.197,0.659503,0.645503,True,steady,True
3479,194,Milo,alert half-turn,toward tool,points to shelf,avatar,3.005,2.795,0.659165,0.665165,True,steady,True
3480,194,Sera,open stance,away then back,touches chest,side-on boundary,2.992,3.172,0.655408,0.641408,True,wet,True
3481,194,Tovan,focused crouch,toward bystander,offers handle,avatar,2.978,2.768,0.625039,0.643039,True,steady,True
3482,194,Nia,alert half-turn,toward exit,steps aside,avatar,2.964,2.754,0.637191,0.643191,True,wet,True
3483,194,Ari,open stance,down at hands,small wave,avatar,2.949,2.739,0.665445,0.671445,True,steady,True
3484,194,Fay,focused crouch,toward avatar,palm stop,avatar,2.933,2.723,0.666723,0.684723,True,steady,True
3485,194,Milo,alert half-turn,toward tool,points to shelf,side-on boundary,2.916,3.096,0.666593,0.652593,True,steady,True
3486,194,Sera,open stance,away then back,touches chest,avatar,2.899,2.689,0.65755,0.66355,True,wet,True
3487,194,Tovan,focused crouch,toward bystander,offers handle,side-on boundary,2.881,3.061,0.653358,0.639358,True,steady,True
3488,194,Nia,alert half-turn,toward exit,steps aside,avatar,2.863,2.653,0.62272,0.64072,True,wet,True
3489,194,Ari,open stance,down at hands,small wave,avatar,2.844,2.634,0.668152,0.674152,True,tired,True
3490,194,Fay,focused crouch,toward avatar,palm stop,avatar,2.824,2.614,0.696169,0.702169,True,tired,True
3491,194,Milo,alert half-turn,toward tool,points to shelf,avatar,2.803,2.593,0.656463,0.674463,True,tired,True
3492,195,Sera,open stance,toward bystander,touches chest,side-on boundary,2.782,2.962,0.649638,0.635638,True,steady,True
3493,195,Tovan,focused crouch,toward exit,offers handle,avatar,2.761,2.551,0.615288,0.633288,True,wet,True
3494,195,Nia,alert half-turn,down at hands,steps aside,avatar,2.739,2.529,0.60885,0.61485,True,steady,True
3495,195,Ari,open stance,toward avatar,small wave,avatar,2.716,2.506,0.661557,0.667557,True,steady,True
3496,195,Fay,focused crouch,toward tool,palm stop,avatar,2.693,2.483,0.67258,0.69058,True,steady,True
3497,195,Milo,alert half-turn,away then back,points to shelf,side-on boundary,2.669,2.849,0.67497,0.66097,True,wet,True
3498,195,Sera,open stance,toward bystander,touches chest,avatar,2.645,2.435,0.625118,0.631118,True,steady,True
3499,195,Tovan,focused crouch,toward exit,offers handle,side-on boundary,2.621,2.801,0.616288,0.602288,True,wet,True
3500,195,Nia,alert half-turn,down at hands,steps aside,avatar,2.596,2.386,0.593594,0.611594,True,steady,True
3501,195,Ari,open stance,toward avatar,small wave,avatar,2.571,2.361,0.684343,0.690343,True,steady,True
3502,195,Fay,focused crouch,toward tool,palm stop,avatar,2.545,2.335,0.667777,0.673777,True,steady,True
3503,195,Milo,alert half-turn,away then back,points to shelf,avatar,2.519,2.309,0.659216,0.677216,True,wet,True
3504,195,Sera,open stance,toward bystander,touches chest,side-on boundary,2.493,2.673,0.631196,0.617196,True,steady,True
3505,195,Tovan,focused crouch,toward exit,offers handle,avatar,2.467,2.257,0.624506,0.630506,True,wet,True
3506,195,Nia,alert half-turn,down at hands,steps aside,side-on boundary,2.44,2.62,0.582874,0.568874,True,steady,True
3507,195,Ari,open stance,toward avatar,small wave,avatar,2.413,2.203,0.685792,0.703792,True,tired,True
3508,195,Fay,focused crouch,toward tool,palm stop,avatar,2.386,2.176,0.66264,0.66864,True,tired,True
3509,195,Milo,alert half-turn,away then back,points to shelf,avatar,2.358,2.148,0.642808,0.648808,True,tired,True
3510,196,Sera,open stance,toward exit,touches chest,avatar,2.331,2.121,0.616819,0.622819,True,steady,True
3511,196,Tovan,focused crouch,down at hands,offers handle,side-on boundary,2.303,2.483,0.599484,0.585484,True,steady,True
3512,196,Nia,alert half-turn,toward avatar,steps aside,avatar,2.275,2.065,0.581443,0.599443,True,steady,True
3513,196,Ari,open stance,toward tool,small wave,avatar,2.247,2.037,0.676366,0.682366,True,steady,True
3514,196,Fay,focused crouch,away then back,palm stop,avatar,2.22,2.01,0.662015,0.668015,True,steady,True
3515,196,Milo,alert half-turn,toward bystander,points to shelf,avatar,2.192,1.982,0.64198,0.65998,True,steady,True
3516,196,Sera,open stance,toward exit,touches chest,side-on boundary,2.164,2.344,0.614052,0.600052,True,steady,True
3517,196,Tovan,focused crouch,down at hands,offers handle,avatar,2.136,1.926,0.593809,0.599809,True,steady,True
3518,196,Nia,alert half-turn,toward avatar,steps aside,side-on boundary,2.108,2.288,0.584807,0.570807,True,steady,True
3519,196,Ari,open stance,toward tool,small wave,avatar,2.08,1.87,0.661236,0.679236,True,steady,True
3520,196,Fay,focused crouch,away then back,palm stop,avatar,2.053,1.843,0.667959,0.673959,True,steady,True
3521,196,Milo,alert half-turn,toward bystander,points to shelf,avatar,2.025,1.815,0.644375,0.650375,True,steady,True
3522,196,Sera,open stance,toward exit,touches chest,avatar,1.998,1.788,0.608929,0.626929,True,steady,True
3523,196,Tovan,focused crouch,down at hands,offers handle,side-on boundary,1.971,2.151,0.584429,0.570429,True,steady,True
3524,196,Nia,alert half-turn,toward avatar,steps aside,avatar,1.944,1.734,0.579026,0.585026,True,steady,True
3525,196,Ari,open stance,toward tool,small wave,side-on boundary,1.918,2.098,0.686324,0.672324,True,tired,True
3526,196,Fay,focused crouch,away then back,palm stop,avatar,1.891,1.681,0.645116,0.663116,True,tired,True
3527,196,Milo,alert half-turn,toward bystander,points to shelf,avatar,1.865,1.655,0.636983,0.642983,True,tired,True
3528,197,Sera,open stance,down at hands,touches chest,side-on boundary,1.839,2.019,0.60133,0.58733,True,steady,True
3529,197,Tovan,focused crouch,toward avatar,offers handle,avatar,1.814,1.604,0.548082,0.554082,True,steady,True
3530,197,Nia,alert half-turn,toward tool,steps aside,side-on boundary,1.789,1.969,0.529538,0.515538,True,steady,True
3531,197,Ari,open stance,away then back,small wave,avatar,1.764,1.554,0.671727,0.689727,True,steady,True
3532,197,Fay,focused crouch,toward bystander,palm stop,avatar,1.74,1.53,0.655039,0.661039,True,steady,True
3533,197,Milo,alert half-turn,toward exit,points to shelf,avatar,1.716,1.506,0.636485,0.642485,True,steady,True
3534,197,Sera,open stance,down at hands,touches chest,avatar,1.693,1.483,0.595908,0.613908,True,steady,True
3535,197,Tovan,focused crouch,toward avatar,offers handle,side-on boundary,1.67,1.85,0.583251,0.569251,True,steady,True
3536,197,Nia,alert half-turn,toward tool,steps aside,avatar,1.648,1.438,0.557879,0.563879,True,steady,True
3537,197,Ari,open stance,away then back,small wave,side-on boundary,1.626,1.806,0.652292,0.638292,True,steady,True
3538,197,Fay,focused crouch,toward bystander,palm stop,avatar,1.605,1.395,0.637664,0.655664,True,steady,True
3539,197,Milo,alert half-turn,toward exit,points to shelf,avatar,1.584,1.374,0.602095,0.608095,True,steady,True
3540,197,Sera,open stance,down at hands,touches chest,avatar,1.564,1.354,0.5811,0.5871,True,steady,True
3541,197,Tovan,focused crouch,toward avatar,offers handle,avatar,1.545,1.335,0.57277,0.59077,True,steady,True
3542,197,Nia,alert half-turn,toward tool,steps aside,side-on boundary,1.526,1.706,0.532414,0.518414,True,steady,True
3543,197,Ari,open stance,away then back,small wave,avatar,1.508,1.298,0.646495,0.652495,True,tired,True
3544,197,Fay,focused crouch,toward bystander,palm stop,side-on boundary,1.49,1.67,0.635869,0.621869,True,tired,True
3545,197,Milo,alert half-turn,toward exit,points to shelf,avatar,1.474,1.264,0.626326,0.644326,True,tired,True
3546,198,Sera,open stance,toward avatar,touches chest,avatar,1.457,1.247,0.552054,0.570054,True,steady,True
3547,198,Tovan,focused crouch,toward tool,offers handle,side-on boundary,1.442,1.622,0.541383,0.527383,True,steady,True
3548,198,Nia,alert half-turn,away then back,steps aside,avatar,1.427,1.217,0.492011,0.498011,True,wet,True
3549,198,Ari,open stance,toward bystander,small wave,side-on boundary,1.413,1.593,0.625712,0.611712,True,steady,True
3550,198,Fay,focused crouch,toward exit,palm stop,avatar,1.4,1.19,0.607301,0.625301,True,wet,True
3551,198,Milo,alert half-turn,down at hands,points to shelf,avatar,1.388,1.178,0.590952,0.596952,True,steady,True
3552,198,Sera,open stance,toward avatar,touches chest,avatar,1.376,1.166,0.561324,0.567324,True,steady,True
3553,198,Tovan,focused crouch,toward tool,offers handle,avatar,1.365,1.155,0.531163,0.549163,True,steady,True
3554,198,Nia,alert half-turn,away then back,steps aside,side-on boundary,1.355,1.535,0.521711,0.507711,True,wet,True
3555,198,Ari,open stance,toward bystander,small wave,avatar,1.346,1.136,0.654703,0.660703,True,steady,True
3556,198,Fay,focused crouch,toward exit,palm stop,side-on boundary,1.338,1.518,0.607448,0.593448,True,wet,True
3557,198,Milo,alert half-turn,down at hands,points to shelf,avatar,1.33,1.12,0.581117,0.599117,True,steady,True
3558,198,Sera,open stance,toward avatar,touches chest,avatar,1.323,1.113,0.549548,0.555548,True,steady,True
3559,198,Tovan,focused crouch,toward tool,offers handle,avatar,1.318,1.108,0.54226,0.54826,True,steady,True
3560,198,Nia,alert half-turn,away then back,steps aside,avatar,1.312,1.102,0.517724,0.535724,True,wet,True
3561,198,Ari,open stance,toward bystander,small wave,side-on boundary,1.308,1.488,0.632227,0.618227,True,tired,True
3562,198,Fay,focused crouch,toward exit,palm stop,avatar,1.305,1.095,0.600384,0.606384,True,tired,True
3563,198,Milo,alert half-turn,down at hands,points to shelf,side-on boundary,1.302,1.482,0.578292,0.564292,True,tired,True
3564,199,Sera,open stance,toward tool,touches chest,avatar,1.301,1.091,0.545993,0.551993,True,steady,True
3565,199,Tovan,focused crouch,away then back,offers handle,avatar,1.3,1.09,0.526176,0.544176,True,wet,True
3566,199,Nia,alert half-turn,toward bystander,steps aside,side-on boundary,1.3,1.48,0.460564,0.446564,True,steady,True
3567,199,Ari,open stance,toward exit,small wave,avatar,1.301,1.091,0.610087,0.616087,True,wet,True
3568,199,Fay,focused crouch,down at hands,palm stop,side-on boundary,1.303,1.483,0.580616,0.566616,True,steady,True
3569,199,Milo,alert half-turn,toward avatar,points to shelf,avatar,1.306,1.096,0.566446,0.584446,True,steady,True
3570,199,Sera,open stance,toward tool,touches chest,avatar,1.309,1.099,0.520468,0.526468,True,steady,True
3571,199,Tovan,focused crouch,away then back,offers handle,avatar,1.314,1.104,0.500581,0.506581,True,wet,True
3572,199,Nia,alert half-turn,toward bystander,steps aside,avatar,1.319,1.109,0.491125,0.509125,True,steady,True
3573,199,Ari,open stance,toward exit,small wave,side-on boundary,1.325,1.505,0.61762,0.60362,True,wet,True
3574,199,Fay,focused crouch,down at hands,palm stop,avatar,1.332,1.122,0.61253,0.61853,True,steady,True
3575,199,Milo,alert half-turn,toward avatar,points to shelf,side-on boundary,1.34,1.52,0.573865,0.559865,True,steady,True
3576,199,Sera,open stance,toward tool,touches chest,avatar,1.348,1.138,0.522785,0.540785,True,steady,True
3577,199,Tovan,focused crouch,away then back,offers handle,avatar,1.358,1.148,0.52356,0.52956,True,wet,True
3578,199,Nia,alert half-turn,toward bystander,steps aside,avatar,1.368,1.158,0.484279,0.490279,True,steady,True
