tick,day,selected_resident,visible_schedule,visible_project,visible_debt,visible_care_need,visible_trust,panel_patch,private_workspace_hidden
4076,227,Nia,recover focus,repair awning,water carry,guarded,0.647652,"{""debt"": ""water carry"", ""project"": ""repair awning"", ""resident"": ""Nia"", ""schedule"": ""recover focus"", ""trust"": 0.6477}",True
4077,227,Ari,work,fix bridge peg,repair promise,relieved,0.430676,"{""debt"": ""repair promise"", ""project"": ""fix bridge peg"", ""resident"": ""Ari"", ""schedule"": ""work"", ""trust"": 0.4307}",True
4078,227,Fay,rest,patch cloak,missed greeting,steady,0.334695,"{""debt"": ""missed greeting"", ""project"": ""patch cloak"", ""resident"": ""Fay"", ""schedule"": ""rest"", ""trust"": 0.3347}",True
4079,227,Milo,negotiate debt,repair awning,care favor,tired,0.383854,"{""debt"": ""care favor"", ""project"": ""repair awning"", ""resident"": ""Milo"", ""schedule"": ""negotiate debt"", ""trust"": 0.3839}",True
4080,227,Sera,care duty,fix bridge peg,route warning,wet,0.515234,"{""debt"": ""route warning"", ""project"": ""fix bridge peg"", ""resident"": ""Sera"", ""schedule"": ""care duty"", ""trust"": 0.5152}",True
4081,227,Tovan,care duty,patch cloak,tool loan,hungry,0.67416,"{""debt"": ""tool loan"", ""project"": ""patch cloak"", ""resident"": ""Tovan"", ""schedule"": ""care duty"", ""trust"": 0.6742}",True
4082,227,Nia,recover focus,repair awning,water carry,focused,0.609657,"{""debt"": ""water carry"", ""project"": ""repair awning"", ""resident"": ""Nia"", ""schedule"": ""recover focus"", ""trust"": 0.6097}",True
4083,227,Ari,recover focus,fix bridge peg,repair promise,guarded,0.416427,"{""debt"": ""repair promise"", ""project"": ""fix bridge peg"", ""resident"": ""Ari"", ""schedule"": ""recover focus"", ""trust"": 0.4164}",True
4084,227,Fay,work,patch cloak,missed greeting,relieved,0.32143,"{""debt"": ""missed greeting"", ""project"": ""patch cloak"", ""resident"": ""Fay"", ""schedule"": ""work"", ""trust"": 0.3214}",True
4085,227,Milo,rest,repair awning,care favor,steady,0.368738,"{""debt"": ""care favor"", ""project"": ""repair awning"", ""resident"": ""Milo"", ""schedule"": ""rest"", ""trust"": 0.3687}",True
4086,228,Sera,seek tool,sort herb shelf,tool loan,tired,0.565047,"{""debt"": ""tool loan"", ""project"": ""sort herb shelf"", ""resident"": ""Sera"", ""schedule"": ""seek tool"", ""trust"": 0.565}",True
4087,228,Tovan,private task,map safe route,water carry,wet,0.627664,"{""debt"": ""water carry"", ""project"": ""map safe route"", ""resident"": ""Tovan"", ""schedule"": ""private task"", ""trust"": 0.6277}",True
4088,228,Nia,private task,dry seed store,repair promise,hungry,0.626113,"{""debt"": ""repair promise"", ""project"": ""dry seed store"", ""resident"": ""Nia"", ""schedule"": ""private task"", ""trust"": 0.6261}",True
4089,228,Ari,work,sort herb shelf,missed greeting,focused,0.38915,"{""debt"": ""missed greeting"", ""project"": ""sort herb shelf"", ""resident"": ""Ari"", ""schedule"": ""work"", ""trust"": 0.3892}",True
4090,228,Fay,work,map safe route,care favor,guarded,0.321431,"{""debt"": ""care favor"", ""project"": ""map safe route"", ""resident"": ""Fay"", ""schedule"": ""work"", ""trust"": 0.3214}",True
4091,228,Milo,rest,dry seed store,route warning,relieved,0.404721,"{""debt"": ""route warning"", ""project"": ""dry seed store"", ""resident"": ""Milo"", ""schedule"": ""rest"", ""trust"": 0.4047}",True
4092,228,Sera,negotiate debt,sort herb shelf,tool loan,steady,0.542198,"{""debt"": ""tool loan"", ""project"": ""sort herb shelf"", ""resident"": ""Sera"", ""schedule"": ""negotiate debt"", ""trust"": 0.5422}",True
4093,228,Tovan,seek tool,map safe route,water carry,tired,0.67357,"{""debt"": ""water carry"", ""project"": ""map safe route"", ""resident"": ""Tovan"", ""schedule"": ""seek tool"", ""trust"": 0.6736}",True
4094,228,Nia,care duty,dry seed store,repair promise,wet,0.625239,"{""debt"": ""repair promise"", ""project"": ""dry seed store"", ""resident"": ""Nia"", ""schedule"": ""care duty"", ""trust"": 0.6252}",True
4095,228,Ari,recover focus,sort herb shelf,missed greeting,hungry,0.40107,"{""debt"": ""missed greeting"", ""project"": ""sort herb shelf"", ""resident"": ""Ari"", ""schedule"": ""recover focus"", ""trust"": 0.4011}",True
4096,228,Fay,recover focus,map safe route,care favor,focused,0.337717,"{""debt"": ""care favor"", ""project"": ""map safe route"", ""resident"": ""Fay"", ""schedule"": ""recover focus"", ""trust"": 0.3377}",True
4097,228,Milo,rest,dry seed store,route warning,guarded,0.348035,"{""debt"": ""route warning"", ""project"": ""dry seed store"", ""resident"": ""Milo"", ""schedule"": ""rest"", ""trust"": 0.348}",True
4098,228,Sera,rest,sort herb shelf,tool loan,relieved,0.554789,"{""debt"": ""tool loan"", ""project"": ""sort herb shelf"", ""resident"": ""Sera"", ""schedule"": ""rest"", ""trust"": 0.5548}",True
4099,228,Tovan,negotiate debt,map safe route,water carry,steady,0.665855,"{""debt"": ""water carry"", ""project"": ""map safe route"", ""resident"": ""Tovan"", ""schedule"": ""negotiate debt"", ""trust"": 0.6659}",True
4100,228,Nia,seek tool,dry seed store,repair promise,tired,0.610633,"{""debt"": ""repair promise"", ""project"": ""dry seed store"", ""resident"": ""Nia"", ""schedule"": ""seek tool"", ""trust"": 0.6106}",True
4101,228,Ari,care duty,sort herb shelf,missed greeting,wet,0.430323,"{""debt"": ""missed greeting"", ""project"": ""sort herb shelf"", ""resident"": ""Ari"", ""schedule"": ""care duty"", ""trust"": 0.4303}",True
4102,228,Fay,private task,map safe route,care favor,hungry,0.310716,"{""debt"": ""care favor"", ""project"": ""map safe route"", ""resident"": ""Fay"", ""schedule"": ""private task"", ""trust"": 0.3107}",True
4103,228,Milo,work,dry seed store,route warning,focused,0.346951,"{""debt"": ""route warning"", ""project"": ""dry seed store"", ""resident"": ""Milo"", ""schedule"": ""work"", ""trust"": 0.347}",True
4104,229,Sera,negotiate debt,patch cloak,water carry,guarded,0.539174,"{""debt"": ""water carry"", ""project"": ""patch cloak"", ""resident"": ""Sera"", ""schedule"": ""negotiate debt"", ""trust"": 0.5392}",True
4105,229,Tovan,negotiate debt,repair awning,repair promise,relieved,0.651858,"{""debt"": ""repair promise"", ""project"": ""repair awning"", ""resident"": ""Tovan"", ""schedule"": ""negotiate debt"", ""trust"": 0.6519}",True
4106,229,Nia,seek tool,fix bridge peg,missed greeting,steady,0.62241,"{""debt"": ""missed greeting"", ""project"": ""fix bridge peg"", ""resident"": ""Nia"", ""schedule"": ""seek tool"", ""trust"": 0.6224}",True
4107,229,Ari,care duty,patch cloak,care favor,tired,0.409005,"{""debt"": ""care favor"", ""project"": ""patch cloak"", ""resident"": ""Ari"", ""schedule"": ""care duty"", ""trust"": 0.409}",True
4108,229,Fay,private task,repair awning,route warning,wet,0.338296,"{""debt"": ""route warning"", ""project"": ""repair awning"", ""resident"": ""Fay"", ""schedule"": ""private task"", ""trust"": 0.3383}",True
4109,229,Milo,recover focus,fix bridge peg,tool loan,hungry,0.390129,"{""debt"": ""tool loan"", ""project"": ""fix bridge peg"", ""resident"": ""Milo"", ""schedule"": ""recover focus"", ""trust"": 0.3901}",True
4110,229,Sera,rest,patch cloak,water carry,focused,0.528723,"{""debt"": ""water carry"", ""project"": ""patch cloak"", ""resident"": ""Sera"", ""schedule"": ""rest"", ""trust"": 0.5287}",True
4111,229,Tovan,rest,repair awning,repair promise,guarded,0.668628,"{""debt"": ""repair promise"", ""project"": ""repair awning"", ""resident"": ""Tovan"", ""schedule"": ""rest"", ""trust"": 0.6686}",True
4112,229,Nia,seek tool,fix bridge peg,missed greeting,relieved,0.594595,"{""debt"": ""missed greeting"", ""project"": ""fix bridge peg"", ""resident"": ""Nia"", ""schedule"": ""seek tool"", ""trust"": 0.5946}",True
4113,229,Ari,seek tool,patch cloak,care favor,steady,0.382633,"{""debt"": ""care favor"", ""project"": ""patch cloak"", ""resident"": ""Ari"", ""schedule"": ""seek tool"", ""trust"": 0.3826}",True
4114,229,Fay,care duty,repair awning,route warning,tired,0.312283,"{""debt"": ""route warning"", ""project"": ""repair awning"", ""resident"": ""Fay"", ""schedule"": ""care duty"", ""trust"": 0.3123}",True
4115,229,Milo,private task,fix bridge peg,tool loan,wet,0.377231,"{""debt"": ""tool loan"", ""project"": ""fix bridge peg"", ""resident"": ""Milo"", ""schedule"": ""private task"", ""trust"": 0.3772}",True
4116,229,Sera,recover focus,patch cloak,water carry,hungry,0.565792,"{""debt"": ""water carry"", ""project"": ""patch cloak"", ""resident"": ""Sera"", ""schedule"": ""recover focus"", ""trust"": 0.5658}",True
4117,229,Tovan,work,repair awning,repair promise,focused,0.682229,"{""debt"": ""repair promise"", ""project"": ""repair awning"", ""resident"": ""Tovan"", ""schedule"": ""work"", ""trust"": 0.6822}",True
4118,229,Nia,negotiate debt,fix bridge peg,missed greeting,guarded,0.578646,"{""debt"": ""missed greeting"", ""project"": ""fix bridge peg"", ""resident"": ""Nia"", ""schedule"": ""negotiate debt"", ""trust"": 0.5786}",True
4119,229,Ari,negotiate debt,patch cloak,care favor,relieved,0.422064,"{""debt"": ""care favor"", ""project"": ""patch cloak"", ""resident"": ""Ari"", ""schedule"": ""negotiate debt"", ""trust"": 0.4221}",True
4120,229,Fay,care duty,repair awning,route warning,steady,0.284043,"{""debt"": ""route warning"", ""project"": ""repair awning"", ""resident"": ""Fay"", ""schedule"": ""care duty"", ""trust"": 0.284}",True
4121,229,Milo,care duty,fix bridge peg,tool loan,tired,0.387373,"{""debt"": ""tool loan"", ""project"": ""fix bridge peg"", ""resident"": ""Milo"", ""schedule"": ""care duty"", ""trust"": 0.3874}",True
4122,230,Sera,recover focus,map safe route,repair promise,wet,0.571968,"{""debt"": ""repair promise"", ""project"": ""map safe route"", ""resident"": ""Sera"", ""schedule"": ""recover focus"", ""trust"": 0.572}",True
4123,230,Tovan,work,dry seed store,missed greeting,hungry,0.687438,"{""debt"": ""missed greeting"", ""project"": ""dry seed store"", ""resident"": ""Tovan"", ""schedule"": ""work"", ""trust"": 0.6874}",True
4124,230,Nia,rest,sort herb shelf,care favor,focused,0.622005,"{""debt"": ""care favor"", ""project"": ""sort herb shelf"", ""resident"": ""Nia"", ""schedule"": ""rest"", ""trust"": 0.622}",True
4125,230,Ari,seek tool,map safe route,route warning,guarded,0.347646,"{""debt"": ""route warning"", ""project"": ""map safe route"", ""resident"": ""Ari"", ""schedule"": ""seek tool"", ""trust"": 0.3476}",True
4126,230,Fay,seek tool,dry seed store,tool loan,relieved,0.333384,"{""debt"": ""tool loan"", ""project"": ""dry seed store"", ""resident"": ""Fay"", ""schedule"": ""seek tool"", ""trust"": 0.3334}",True
4127,230,Milo,private task,sort herb shelf,water carry,steady,0.390281,"{""debt"": ""water carry"", ""project"": ""sort herb shelf"", ""resident"": ""Milo"", ""schedule"": ""private task"", ""trust"": 0.3903}",True
4128,230,Sera,private task,map safe route,repair promise,tired,0.580654,"{""debt"": ""repair promise"", ""project"": ""map safe route"", ""resident"": ""Sera"", ""schedule"": ""private task"", ""trust"": 0.5807}",True
4129,230,Tovan,recover focus,dry seed store,missed greeting,wet,0.689599,"{""debt"": ""missed greeting"", ""project"": ""dry seed store"", ""resident"": ""Tovan"", ""schedule"": ""recover focus"", ""trust"": 0.6896}",True
4130,230,Nia,work,sort herb shelf,care favor,hungry,0.613994,"{""debt"": ""care favor"", ""project"": ""sort herb shelf"", ""resident"": ""Nia"", ""schedule"": ""work"", ""trust"": 0.614}",True
4131,230,Ari,rest,map safe route,route warning,focused,0.406786,"{""debt"": ""route warning"", ""project"": ""map safe route"", ""resident"": ""Ari"", ""schedule"": ""rest"", ""trust"": 0.4068}",True
4132,230,Fay,negotiate debt,dry seed store,tool loan,guarded,0.332575,"{""debt"": ""tool loan"", ""project"": ""dry seed store"", ""resident"": ""Fay"", ""schedule"": ""negotiate debt"", ""trust"": 0.3326}",True
4133,230,Milo,care duty,sort herb shelf,water carry,relieved,0.379543,"{""debt"": ""water carry"", ""project"": ""sort herb shelf"", ""resident"": ""Milo"", ""schedule"": ""care duty"", ""trust"": 0.3795}",True
4134,230,Sera,care duty,map safe route,repair promise,steady,0.585794,"{""debt"": ""repair promise"", ""project"": ""map safe route"", ""resident"": ""Sera"", ""schedule"": ""care duty"", ""trust"": 0.5858}",True
4135,230,Tovan,recover focus,dry seed store,missed greeting,tired,0.65277,"{""debt"": ""missed greeting"", ""project"": ""dry seed store"", ""resident"": ""Tovan"", ""schedule"": ""recover focus"", ""trust"": 0.6528}",True
4136,230,Nia,recover focus,sort herb shelf,care favor,wet,0.609722,"{""debt"": ""care favor"", ""project"": ""sort herb shelf"", ""resident"": ""Nia"", ""schedule"": ""recover focus"", ""trust"": 0.6097}",True
4137,230,Ari,work,map safe route,route warning,hungry,0.397761,"{""debt"": ""route warning"", ""project"": ""map safe route"", ""resident"": ""Ari"", ""schedule"": ""work"", ""trust"": 0.3978}",True
4138,230,Fay,rest,dry seed store,tool loan,focused,0.324349,"{""debt"": ""tool loan"", ""project"": ""dry seed store"", ""resident"": ""Fay"", ""schedule"": ""rest"", ""trust"": 0.3243}",True
4139,230,Milo,negotiate debt,sort herb shelf,water carry,guarded,0.419125,"{""debt"": ""water carry"", ""project"": ""sort herb shelf"", ""resident"": ""Milo"", ""schedule"": ""negotiate debt"", ""trust"": 0.4191}",True
4140,231,Sera,private task,repair awning,missed greeting,relieved,0.552682,"{""debt"": ""missed greeting"", ""project"": ""repair awning"", ""resident"": ""Sera"", ""schedule"": ""private task"", ""trust"": 0.5527}",True
4141,231,Tovan,private task,fix bridge peg,care favor,steady,0.670892,"{""debt"": ""care favor"", ""project"": ""fix bridge peg"", ""resident"": ""Tovan"", ""schedule"": ""private task"", ""trust"": 0.6709}",True
4142,231,Nia,work,patch cloak,route warning,tired,0.555286,"{""debt"": ""route warning"", ""project"": ""patch cloak"", ""resident"": ""Nia"", ""schedule"": ""work"", ""trust"": 0.5553}",True
4143,231,Ari,work,repair awning,tool loan,wet,0.382048,"{""debt"": ""tool loan"", ""project"": ""repair awning"", ""resident"": ""Ari"", ""schedule"": ""work"", ""trust"": 0.382}",True
4144,231,Fay,rest,fix bridge peg,water carry,hungry,0.311835,"{""debt"": ""water carry"", ""project"": ""fix bridge peg"", ""resident"": ""Fay"", ""schedule"": ""rest"", ""trust"": 0.3118}",True
4145,231,Milo,negotiate debt,patch cloak,repair promise,focused,0.404245,"{""debt"": ""repair promise"", ""project"": ""patch cloak"", ""resident"": ""Milo"", ""schedule"": ""negotiate debt"", ""trust"": 0.4042}",True
4146,231,Sera,seek tool,repair awning,missed greeting,guarded,0.619284,"{""debt"": ""missed greeting"", ""project"": ""repair awning"", ""resident"": ""Sera"", ""schedule"": ""seek tool"", ""trust"": 0.6193}",True
4147,231,Tovan,care duty,fix bridge peg,care favor,relieved,0.67973,"{""debt"": ""care favor"", ""project"": ""fix bridge peg"", ""resident"": ""Tovan"", ""schedule"": ""care duty"", ""trust"": 0.6797}",True
4148,231,Nia,recover focus,patch cloak,route warning,steady,0.571072,"{""debt"": ""route warning"", ""project"": ""patch cloak"", ""resident"": ""Nia"", ""schedule"": ""recover focus"", ""trust"": 0.5711}",True
4149,231,Ari,recover focus,repair awning,tool loan,tired,0.372144,"{""debt"": ""tool loan"", ""project"": ""repair awning"", ""resident"": ""Ari"", ""schedule"": ""recover focus"", ""trust"": 0.3721}",True
4150,231,Fay,rest,fix bridge peg,water carry,wet,0.286063,"{""debt"": ""water carry"", ""project"": ""fix bridge peg"", ""resident"": ""Fay"", ""schedule"": ""rest"", ""trust"": 0.2861}",True
4151,231,Milo,rest,patch cloak,repair promise,hungry,0.414537,"{""debt"": ""repair promise"", ""project"": ""patch cloak"", ""resident"": ""Milo"", ""schedule"": ""rest"", ""trust"": 0.4145}",True
4152,231,Sera,negotiate debt,repair awning,missed greeting,focused,0.599355,"{""debt"": ""missed greeting"", ""project"": ""repair awning"", ""resident"": ""Sera"", ""schedule"": ""negotiate debt"", ""trust"": 0.5994}",True
4153,231,Tovan,seek tool,fix bridge peg,care favor,guarded,0.664755,"{""debt"": ""care favor"", ""project"": ""fix bridge peg"", ""resident"": ""Tovan"", ""schedule"": ""seek tool"", ""trust"": 0.6648}",True
4154,231,Nia,care duty,patch cloak,route warning,relieved,0.586961,"{""debt"": ""route warning"", ""project"": ""patch cloak"", ""resident"": ""Nia"", ""schedule"": ""care duty"", ""trust"": 0.587}",True
4155,231,Ari,private task,repair awning,tool loan,steady,0.371477,"{""debt"": ""tool loan"", ""project"": ""repair awning"", ""resident"": ""Ari"", ""schedule"": ""private task"", ""trust"": 0.3715}",True
4156,231,Fay,work,fix bridge peg,water carry,tired,0.279981,"{""debt"": ""water carry"", ""project"": ""fix bridge peg"", ""resident"": ""Fay"", ""schedule"": ""work"", ""trust"": 0.28}",True
4157,231,Milo,work,patch cloak,repair promise,wet,0.434036,"{""debt"": ""repair promise"", ""project"": ""patch cloak"", ""resident"": ""Milo"", ""schedule"": ""work"", ""trust"": 0.434}",True
