tick_id,day,settlement_id,avatar_position,visible_resident,sight_packet,sound_packet,smell_packet,temperature_packet,wetness_packet,local_history_hash,prehistory_present,private_workspace_boundary,frequency_hz,flower_phase
2453,137,cinder_garden,bow to shade cloth,Pax,Pax near cool bowl with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,e0246c838d7a653f,True,True,55.92754,0.819778
2454,137,lichen_bridge,touch rope post,Rin,Rin near signal bell with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,cfd5008f3f6b2888,True,True,54.61764,0.814333
2455,137,orchid_engine,stand outside engine ring,Eli,Eli near orchid lamp with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,b3e248b474a0dfd6,True,True,56.95886,0.842889
2456,137,moss_ward,stand by rain gate,Ari,Ari near root archive with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,794988766f3882c4,True,True,52.29642,0.802444
2457,137,glass_harbor,pause at lamp pier,Oren,Oren near brass lantern with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,a17923c4431b3f46,True,True,53.46538,0.821
2458,137,cinder_garden,bow to shade cloth,Vale,Vale near shade pole with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,e0246c838d7a653f,True,True,56.03586,0.847556
2459,137,lichen_bridge,touch rope post,Sol,Sol near meal ledger with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,cfd5008f3f6b2888,True,True,54.68564,0.842111
2460,137,orchid_engine,stand outside engine ring,Bea,Bea near valve key with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,b3e248b474a0dfd6,True,True,57.04498,0.870667
2461,137,moss_ward,stand by rain gate,Fay,Fay near blanket loom with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,794988766f3882c4,True,True,52.41286,0.830222
2462,137,glass_harbor,pause at lamp pier,Puck,Puck near fog catcher with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,a17923c4431b3f46,True,True,53.54558,0.848778
2463,137,cinder_garden,bow to shade cloth,Wren,Wren near seed tray with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,e0246c838d7a653f,True,True,56.0665,0.875333
2464,137,lichen_bridge,touch rope post,Kio,Kio near rope kit with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,cfd5008f3f6b2888,True,True,54.80986,0.869889
2465,137,orchid_engine,stand outside engine ring,Cai,Cai near gear basin with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,b3e248b474a0dfd6,True,True,57.14886,0.898444
2466,138,glass_harbor,pause at lamp pier,Nia,Nia near brass lantern with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,ddc18cc09f3e27a1,True,True,53.62862,0.872
2467,138,cinder_garden,bow to shade cloth,Pax,Pax near shade pole with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,1617c4ccf2101fbf,True,True,56.19798,0.898556
2468,138,lichen_bridge,touch rope post,Rin,Rin near meal ledger with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,75e911b9179e2fcf,True,True,54.8866,0.893111
2469,138,orchid_engine,stand outside engine ring,Eli,Eli near valve key with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,c2b2f4aa12854086,True,True,57.22486,0.921667
2470,138,moss_ward,stand by rain gate,Ari,Ari near blanket loom with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,7c021000fe31a910,True,True,52.57054,0.881222
2471,138,glass_harbor,pause at lamp pier,Oren,Oren near fog catcher with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,ddc18cc09f3e27a1,True,True,53.73286,0.899778
2472,138,cinder_garden,bow to shade cloth,Vale,Vale near seed tray with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,1617c4ccf2101fbf,True,True,56.30186,0.926333
2473,138,lichen_bridge,touch rope post,Sol,Sol near rope kit with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,75e911b9179e2fcf,True,True,54.93944,0.920889
2474,138,orchid_engine,stand outside engine ring,Bea,Bea near gear basin with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,c2b2f4aa12854086,True,True,57.31838,0.949444
2475,138,moss_ward,stand by rain gate,Fay,Fay near rain jar with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,7c021000fe31a910,True,True,52.67886,0.909
2476,138,glass_harbor,pause at lamp pier,Puck,Puck near net spool with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,ddc18cc09f3e27a1,True,True,53.80234,0.927556
2477,138,cinder_garden,bow to shade cloth,Wren,Wren near cool bowl with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,1617c4ccf2101fbf,True,True,56.33782,0.954111
2478,138,lichen_bridge,touch rope post,Kio,Kio near signal bell with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,75e911b9179e2fcf,True,True,55.07586,0.948667
2479,138,orchid_engine,stand outside engine ring,Cai,Cai near orchid lamp with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,c2b2f4aa12854086,True,True,57.41486,0.977222
2480,138,moss_ward,stand by rain gate,Milo,Milo near root archive with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,7c021000fe31a910,True,True,52.7243,0.936778
2481,138,glass_harbor,pause at lamp pier,Sera,Sera near brass lantern with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,ddc18cc09f3e27a1,True,True,53.92286,0.955333
2482,138,cinder_garden,bow to shade cloth,Juno,Juno near shade pole with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,1617c4ccf2101fbf,True,True,56.49186,0.981889
2483,138,lichen_bridge,touch rope post,Luma,Luma near meal ledger with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,75e911b9179e2fcf,True,True,55.14942,0.976444
2484,139,moss_ward,stand by rain gate,Ari,Ari near rain jar with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,c0f99d1ee2fe4dcd,True,True,52.84098,0.96
2485,139,glass_harbor,pause at lamp pier,Oren,Oren near net spool with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,7225e7b2e39076c0,True,True,53.99886,0.978556
2486,139,cinder_garden,bow to shade cloth,Vale,Vale near cool bowl with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,5ebbc5fee8672e44,True,True,56.56786,0.005111
2487,139,lichen_bridge,touch rope post,Sol,Sol near signal bell with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,00ac79dd7cf9af01,True,True,55.21356,0.999667
2488,139,orchid_engine,stand outside engine ring,Bea,Bea near orchid lamp with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,d27d84eeb22fe980,True,True,57.58586,0.028222
2489,139,moss_ward,stand by rain gate,Fay,Fay near root archive with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,c0f99d1ee2fe4dcd,True,True,52.94486,0.987778
2490,139,glass_harbor,pause at lamp pier,Puck,Puck near brass lantern with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,7225e7b2e39076c0,True,True,54.05614,0.006333
2491,139,cinder_garden,bow to shade cloth,Wren,Wren near shade pole with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,5ebbc5fee8672e44,True,True,56.6121,0.032889
2492,139,lichen_bridge,touch rope post,Kio,Kio near meal ledger with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,00ac79dd7cf9af01,True,True,55.34186,0.027444
2493,139,orchid_engine,stand outside engine ring,Cai,Cai near valve key with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,d27d84eeb22fe980,True,True,57.67162,0.056
2494,139,moss_ward,stand by rain gate,Milo,Milo near blanket loom with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,c0f99d1ee2fe4dcd,True,True,52.99562,0.015556
2495,139,glass_harbor,pause at lamp pier,Sera,Sera near fog catcher with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,7225e7b2e39076c0,True,True,54.18886,0.034111
2496,139,cinder_garden,bow to shade cloth,Juno,Juno near seed tray with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,5ebbc5fee8672e44,True,True,56.75786,0.060667
2497,139,lichen_bridge,touch rope post,Luma,Luma near rope kit with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,00ac79dd7cf9af01,True,True,55.42354,0.055222
2498,139,orchid_engine,stand outside engine ring,Dax,Dax near gear basin with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,d27d84eeb22fe980,True,True,57.77586,0.083778
2499,139,moss_ward,stand by rain gate,Tala,Tala near rain jar with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,c0f99d1ee2fe4dcd,True,True,53.1356,0.043333
2500,139,glass_harbor,pause at lamp pier,Nia,Nia near net spool with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,7225e7b2e39076c0,True,True,54.26242,0.061889
2501,139,cinder_garden,bow to shade cloth,Pax,Pax near cool bowl with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,5ebbc5fee8672e44,True,True,56.85138,0.088444
2502,140,orchid_engine,stand outside engine ring,Bea,Bea near valve key with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,d3db750f302a0aeb,True,True,57.85186,0.107
2503,140,moss_ward,stand by rain gate,Fay,Fay near blanket loom with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,9306f5502dbdfd94,True,True,53.21086,0.066556
2504,140,glass_harbor,pause at lamp pier,Puck,Puck near fog catcher with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,1235403b8508df00,True,True,54.33026,0.085111
2505,140,cinder_garden,bow to shade cloth,Wren,Wren near seed tray with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,a9065a5b12259a0d,True,True,56.8815,0.111667
2506,140,lichen_bridge,touch rope post,Kio,Kio near rope kit with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,e7d5fb7680e3f706,True,True,55.60786,0.106222
2507,140,orchid_engine,stand outside engine ring,Cai,Cai near gear basin with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,d3db750f302a0aeb,True,True,57.92542,0.134778
2508,140,moss_ward,stand by rain gate,Milo,Milo near rain jar with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,9306f5502dbdfd94,True,True,53.2699,0.094333
2509,140,glass_harbor,pause at lamp pier,Sera,Sera near net spool with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,1235403b8508df00,True,True,54.45486,0.112889
2510,140,cinder_garden,bow to shade cloth,Juno,Juno near cool bowl with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,a9065a5b12259a0d,True,True,57.01462,0.139444
2511,140,lichen_bridge,touch rope post,Luma,Luma near signal bell with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,e7d5fb7680e3f706,True,True,55.69398,0.134
2512,140,orchid_engine,stand outside engine ring,Dax,Dax near orchid lamp with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,d3db750f302a0aeb,True,True,58.04186,0.162556
2513,140,moss_ward,stand by rain gate,Tala,Tala near root archive with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,9306f5502dbdfd94,True,True,53.4016,0.122111
2514,140,glass_harbor,pause at lamp pier,Nia,Nia near brass lantern with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,1235403b8508df00,True,True,54.53654,0.140667
2515,140,cinder_garden,bow to shade cloth,Pax,Pax near shade pole with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,a9065a5b12259a0d,True,True,57.11886,0.167222
2516,140,lichen_bridge,touch rope post,Rin,Rin near meal ledger with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,e7d5fb7680e3f706,True,True,55.7986,0.161778
2517,140,orchid_engine,stand outside engine ring,Eli,Eli near valve key with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,d3db750f302a0aeb,True,True,58.12762,0.190333
2518,140,moss_ward,stand by rain gate,Ari,Ari near blanket loom with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,9306f5502dbdfd94,True,True,53.49438,0.149889
2519,140,glass_harbor,pause at lamp pier,Oren,Oren near fog catcher with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,1235403b8508df00,True,True,54.64486,0.168444
2520,141,lichen_bridge,touch rope post,Kio,Kio near signal bell with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,147bd9b57a8830a9,True,True,55.87386,0.185
2521,141,orchid_engine,stand outside engine ring,Cai,Cai near orchid lamp with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,9de6789181669af8,True,True,58.19954,0.213556
2522,141,moss_ward,stand by rain gate,Milo,Milo near root archive with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,289681e8737de54c,True,True,53.5393,0.173111
2523,141,glass_harbor,pause at lamp pier,Sera,Sera near brass lantern with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,4eeef69160472327,True,True,54.72086,0.191667
2524,141,cinder_garden,bow to shade cloth,Juno,Juno near shade pole with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,f34b30619dcccdfb,True,True,57.26842,0.218222
2525,141,lichen_bridge,touch rope post,Luma,Luma near meal ledger with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,147bd9b57a8830a9,True,True,55.96738,0.212778
2526,141,orchid_engine,stand outside engine ring,Dax,Dax near valve key with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,9de6789181669af8,True,True,58.30786,0.241333
2527,141,moss_ward,stand by rain gate,Tala,Tala near blanket loom with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,289681e8737de54c,True,True,53.65836,0.200889
2528,141,glass_harbor,pause at lamp pier,Nia,Nia near fog catcher with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,4eeef69160472327,True,True,54.80698,0.219444
2529,141,cinder_garden,bow to shade cloth,Pax,Pax near seed tray with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,f34b30619dcccdfb,True,True,57.38486,0.246
2530,141,lichen_bridge,touch rope post,Rin,Rin near rope kit with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,147bd9b57a8830a9,True,True,56.0646,0.240556
2531,141,orchid_engine,stand outside engine ring,Eli,Eli near gear basin with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,9de6789181669af8,True,True,58.40064,0.269111
