tick,day,resident,cause_action,direct_effect,delayed_effect,affected_resource,recovery_path,causal_chain_id,chain_scrubbable,non_magical_trust_repair
3950,220,Fay,offer_help,trust warms,dashboard schedule/debt changes after restore,water,return tool,chain:fay:offer_help:220:08,True,True
3951,220,Milo,borrow_tool,trust cools,dashboard schedule/debt changes after restore,fiber,give space,chain:milo:borrow_tool:220:09,True,True
3952,220,Sera,return_tool,trust warms,dashboard schedule/debt changes after restore,wood,offer help,chain:sera:return_tool:220:10,True,True
3953,220,Tovan,interrupt_work,trust cools,dashboard schedule/debt changes after restore,herb,wait,chain:tovan:interrupt_work:220:11,True,True
3954,220,Nia,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,care,finish owed work,chain:nia:wait_offscreen:220:12,True,True
3955,220,Ari,repair_trust,trust warms,dashboard schedule/debt changes after restore,tool time,apologize,chain:ari:repair_trust:220:13,True,True
3956,220,Fay,move,trust warms,movement only,water,return tool,chain:fay:move:220:14,True,True
3957,220,Milo,talk,trust warms,movement only,fiber,give space,chain:milo:talk:220:15,True,True
3958,220,Sera,offer_help,trust warms,dashboard schedule/debt changes after restore,wood,offer help,chain:sera:offer_help:220:16,True,True
3959,220,Tovan,borrow_tool,trust cools,dashboard schedule/debt changes after restore,herb,wait,chain:tovan:borrow_tool:220:17,True,True
3960,221,Nia,interrupt_work,trust cools,dashboard schedule/debt changes after restore,tool time,finish owed work,chain:nia:interrupt_work:221:00,True,True
3961,221,Ari,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,water,apologize,chain:ari:wait_offscreen:221:01,True,True
3962,221,Fay,repair_trust,trust warms,dashboard schedule/debt changes after restore,fiber,return tool,chain:fay:repair_trust:221:02,True,True
3963,221,Milo,move,trust warms,movement only,wood,give space,chain:milo:move:221:03,True,True
3964,221,Sera,talk,trust warms,movement only,herb,offer help,chain:sera:talk:221:04,True,True
3965,221,Tovan,offer_help,trust warms,dashboard schedule/debt changes after restore,care,wait,chain:tovan:offer_help:221:05,True,True
3966,221,Nia,borrow_tool,trust cools,dashboard schedule/debt changes after restore,tool time,finish owed work,chain:nia:borrow_tool:221:06,True,True
3967,221,Ari,return_tool,trust warms,dashboard schedule/debt changes after restore,water,apologize,chain:ari:return_tool:221:07,True,True
3968,221,Fay,interrupt_work,trust cools,dashboard schedule/debt changes after restore,fiber,return tool,chain:fay:interrupt_work:221:08,True,True
3969,221,Milo,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,wood,give space,chain:milo:wait_offscreen:221:09,True,True
3970,221,Sera,repair_trust,trust warms,dashboard schedule/debt changes after restore,herb,offer help,chain:sera:repair_trust:221:10,True,True
3971,221,Tovan,move,trust warms,movement only,care,wait,chain:tovan:move:221:11,True,True
3972,221,Nia,talk,trust warms,movement only,tool time,finish owed work,chain:nia:talk:221:12,True,True
3973,221,Ari,offer_help,trust warms,dashboard schedule/debt changes after restore,water,apologize,chain:ari:offer_help:221:13,True,True
3974,221,Fay,borrow_tool,trust cools,dashboard schedule/debt changes after restore,fiber,return tool,chain:fay:borrow_tool:221:14,True,True
3975,221,Milo,return_tool,trust warms,dashboard schedule/debt changes after restore,wood,give space,chain:milo:return_tool:221:15,True,True
3976,221,Sera,interrupt_work,trust cools,dashboard schedule/debt changes after restore,herb,offer help,chain:sera:interrupt_work:221:16,True,True
3977,221,Tovan,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,care,wait,chain:tovan:wait_offscreen:221:17,True,True
3978,222,Nia,move,trust warms,movement only,water,finish owed work,chain:nia:move:222:00,True,True
3979,222,Ari,talk,trust warms,movement only,fiber,apologize,chain:ari:talk:222:01,True,True
3980,222,Fay,offer_help,trust warms,dashboard schedule/debt changes after restore,wood,return tool,chain:fay:offer_help:222:02,True,True
3981,222,Milo,borrow_tool,trust cools,dashboard schedule/debt changes after restore,herb,give space,chain:milo:borrow_tool:222:03,True,True
3982,222,Sera,return_tool,trust warms,dashboard schedule/debt changes after restore,care,offer help,chain:sera:return_tool:222:04,True,True
3983,222,Tovan,interrupt_work,trust cools,dashboard schedule/debt changes after restore,tool time,wait,chain:tovan:interrupt_work:222:05,True,True
3984,222,Nia,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,water,finish owed work,chain:nia:wait_offscreen:222:06,True,True
3985,222,Ari,repair_trust,trust warms,dashboard schedule/debt changes after restore,fiber,apologize,chain:ari:repair_trust:222:07,True,True
3986,222,Fay,move,trust warms,movement only,wood,return tool,chain:fay:move:222:08,True,True
3987,222,Milo,talk,trust warms,movement only,herb,give space,chain:milo:talk:222:09,True,True
3988,222,Sera,offer_help,trust warms,dashboard schedule/debt changes after restore,care,offer help,chain:sera:offer_help:222:10,True,True
3989,222,Tovan,borrow_tool,trust cools,dashboard schedule/debt changes after restore,tool time,wait,chain:tovan:borrow_tool:222:11,True,True
3990,222,Nia,return_tool,trust warms,dashboard schedule/debt changes after restore,water,finish owed work,chain:nia:return_tool:222:12,True,True
3991,222,Ari,interrupt_work,trust cools,dashboard schedule/debt changes after restore,fiber,apologize,chain:ari:interrupt_work:222:13,True,True
3992,222,Fay,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,wood,return tool,chain:fay:wait_offscreen:222:14,True,True
3993,222,Milo,repair_trust,trust warms,dashboard schedule/debt changes after restore,herb,give space,chain:milo:repair_trust:222:15,True,True
3994,222,Sera,move,trust warms,movement only,care,offer help,chain:sera:move:222:16,True,True
3995,222,Tovan,talk,trust warms,movement only,tool time,wait,chain:tovan:talk:222:17,True,True
3996,223,Nia,borrow_tool,trust cools,dashboard schedule/debt changes after restore,fiber,finish owed work,chain:nia:borrow_tool:223:00,True,True
3997,223,Ari,return_tool,trust warms,dashboard schedule/debt changes after restore,wood,apologize,chain:ari:return_tool:223:01,True,True
3998,223,Fay,interrupt_work,trust cools,dashboard schedule/debt changes after restore,herb,return tool,chain:fay:interrupt_work:223:02,True,True
3999,223,Milo,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,care,give space,chain:milo:wait_offscreen:223:03,True,True
4000,223,Sera,repair_trust,trust warms,dashboard schedule/debt changes after restore,tool time,offer help,chain:sera:repair_trust:223:04,True,True
4001,223,Tovan,move,trust warms,movement only,water,wait,chain:tovan:move:223:05,True,True
4002,223,Nia,talk,trust warms,movement only,fiber,finish owed work,chain:nia:talk:223:06,True,True
4003,223,Ari,offer_help,trust warms,dashboard schedule/debt changes after restore,wood,apologize,chain:ari:offer_help:223:07,True,True
4004,223,Fay,borrow_tool,trust cools,dashboard schedule/debt changes after restore,herb,return tool,chain:fay:borrow_tool:223:08,True,True
4005,223,Milo,return_tool,trust warms,dashboard schedule/debt changes after restore,care,give space,chain:milo:return_tool:223:09,True,True
4006,223,Sera,interrupt_work,trust cools,dashboard schedule/debt changes after restore,tool time,offer help,chain:sera:interrupt_work:223:10,True,True
4007,223,Tovan,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,water,wait,chain:tovan:wait_offscreen:223:11,True,True
4008,223,Nia,repair_trust,trust warms,dashboard schedule/debt changes after restore,fiber,finish owed work,chain:nia:repair_trust:223:12,True,True
4009,223,Ari,move,trust warms,movement only,wood,apologize,chain:ari:move:223:13,True,True
4010,223,Fay,talk,trust warms,movement only,herb,return tool,chain:fay:talk:223:14,True,True
4011,223,Milo,offer_help,trust warms,dashboard schedule/debt changes after restore,care,give space,chain:milo:offer_help:223:15,True,True
4012,223,Sera,borrow_tool,trust cools,dashboard schedule/debt changes after restore,tool time,offer help,chain:sera:borrow_tool:223:16,True,True
4013,223,Tovan,return_tool,trust warms,dashboard schedule/debt changes after restore,water,wait,chain:tovan:return_tool:223:17,True,True
4014,224,Nia,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,wood,finish owed work,chain:nia:wait_offscreen:224:00,True,True
4015,224,Ari,repair_trust,trust warms,dashboard schedule/debt changes after restore,herb,apologize,chain:ari:repair_trust:224:01,True,True
4016,224,Fay,move,trust warms,movement only,care,return tool,chain:fay:move:224:02,True,True
4017,224,Milo,talk,trust warms,movement only,tool time,give space,chain:milo:talk:224:03,True,True
4018,224,Sera,offer_help,trust warms,dashboard schedule/debt changes after restore,water,offer help,chain:sera:offer_help:224:04,True,True
4019,224,Tovan,borrow_tool,trust cools,dashboard schedule/debt changes after restore,fiber,wait,chain:tovan:borrow_tool:224:05,True,True
4020,224,Nia,return_tool,trust warms,dashboard schedule/debt changes after restore,wood,finish owed work,chain:nia:return_tool:224:06,True,True
4021,224,Ari,interrupt_work,trust cools,dashboard schedule/debt changes after restore,herb,apologize,chain:ari:interrupt_work:224:07,True,True
4022,224,Fay,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,care,return tool,chain:fay:wait_offscreen:224:08,True,True
4023,224,Milo,repair_trust,trust warms,dashboard schedule/debt changes after restore,tool time,give space,chain:milo:repair_trust:224:09,True,True
4024,224,Sera,move,trust warms,movement only,water,offer help,chain:sera:move:224:10,True,True
4025,224,Tovan,talk,trust warms,movement only,fiber,wait,chain:tovan:talk:224:11,True,True
4026,224,Nia,offer_help,trust warms,dashboard schedule/debt changes after restore,wood,finish owed work,chain:nia:offer_help:224:12,True,True
4027,224,Ari,borrow_tool,trust cools,dashboard schedule/debt changes after restore,herb,apologize,chain:ari:borrow_tool:224:13,True,True
4028,224,Fay,return_tool,trust warms,dashboard schedule/debt changes after restore,care,return tool,chain:fay:return_tool:224:14,True,True
4029,224,Milo,interrupt_work,trust cools,dashboard schedule/debt changes after restore,tool time,give space,chain:milo:interrupt_work:224:15,True,True
4030,224,Sera,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,water,offer help,chain:sera:wait_offscreen:224:16,True,True
4031,224,Tovan,repair_trust,trust warms,dashboard schedule/debt changes after restore,fiber,wait,chain:tovan:repair_trust:224:17,True,True
4032,225,Nia,talk,trust warms,movement only,herb,finish owed work,chain:nia:talk:225:00,True,True
4033,225,Ari,offer_help,trust warms,dashboard schedule/debt changes after restore,care,apologize,chain:ari:offer_help:225:01,True,True
4034,225,Fay,borrow_tool,trust cools,dashboard schedule/debt changes after restore,tool time,return tool,chain:fay:borrow_tool:225:02,True,True
4035,225,Milo,return_tool,trust warms,dashboard schedule/debt changes after restore,water,give space,chain:milo:return_tool:225:03,True,True
4036,225,Sera,interrupt_work,trust cools,dashboard schedule/debt changes after restore,fiber,offer help,chain:sera:interrupt_work:225:04,True,True
4037,225,Tovan,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,wood,wait,chain:tovan:wait_offscreen:225:05,True,True
4038,225,Nia,repair_trust,trust warms,dashboard schedule/debt changes after restore,herb,finish owed work,chain:nia:repair_trust:225:06,True,True
4039,225,Ari,move,trust warms,movement only,care,apologize,chain:ari:move:225:07,True,True
4040,225,Fay,talk,trust warms,movement only,tool time,return tool,chain:fay:talk:225:08,True,True
4041,225,Milo,offer_help,trust warms,dashboard schedule/debt changes after restore,water,give space,chain:milo:offer_help:225:09,True,True
4042,225,Sera,borrow_tool,trust cools,dashboard schedule/debt changes after restore,fiber,offer help,chain:sera:borrow_tool:225:10,True,True
4043,225,Tovan,return_tool,trust warms,dashboard schedule/debt changes after restore,wood,wait,chain:tovan:return_tool:225:11,True,True
4044,225,Nia,interrupt_work,trust cools,dashboard schedule/debt changes after restore,herb,finish owed work,chain:nia:interrupt_work:225:12,True,True
4045,225,Ari,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,care,apologize,chain:ari:wait_offscreen:225:13,True,True
4046,225,Fay,repair_trust,trust warms,dashboard schedule/debt changes after restore,tool time,return tool,chain:fay:repair_trust:225:14,True,True
4047,225,Milo,move,trust warms,movement only,water,give space,chain:milo:move:225:15,True,True
4048,225,Sera,talk,trust warms,movement only,fiber,offer help,chain:sera:talk:225:16,True,True
4049,225,Tovan,offer_help,trust warms,dashboard schedule/debt changes after restore,wood,wait,chain:tovan:offer_help:225:17,True,True
4050,226,Nia,return_tool,trust warms,dashboard schedule/debt changes after restore,care,finish owed work,chain:nia:return_tool:226:00,True,True
4051,226,Ari,interrupt_work,trust cools,dashboard schedule/debt changes after restore,tool time,apologize,chain:ari:interrupt_work:226:01,True,True
4052,226,Fay,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,water,return tool,chain:fay:wait_offscreen:226:02,True,True
4053,226,Milo,repair_trust,trust warms,dashboard schedule/debt changes after restore,fiber,give space,chain:milo:repair_trust:226:03,True,True
4054,226,Sera,move,trust warms,movement only,wood,offer help,chain:sera:move:226:04,True,True
4055,226,Tovan,talk,trust warms,movement only,herb,wait,chain:tovan:talk:226:05,True,True
4056,226,Nia,offer_help,trust warms,dashboard schedule/debt changes after restore,care,finish owed work,chain:nia:offer_help:226:06,True,True
4057,226,Ari,borrow_tool,trust cools,dashboard schedule/debt changes after restore,tool time,apologize,chain:ari:borrow_tool:226:07,True,True
