tick,day,slot,avatar_room,avatar_action_key,resident,project,trust_before,trust_after,obligation_before,obligation_after,schedule_before,schedule_after,visible_consequence,avatar_agency_bound,resident_agency_bound,replay_key
4590,256,0,tool alcove,wait_offscreen,Sera,dry seed store,0.62274,0.62074,0.387227,0.381227,negotiate debt,seek tool,residents continue without avatar,True,True,v58-loop-04590
4591,256,1,rain court,repair_trust,Tovan,sort herb shelf,0.442115,0.458115,0.171937,0.145937,seek tool,care duty,trust warms and obligation decreases,True,True,v58-loop-04591
4592,256,2,fiber loft,move,Nia,map safe route,0.31396,0.31796,0.080695,0.078695,care duty,private task,position changes but history remains intact,True,True,v58-loop-04592
4593,256,3,west hearth,talk,Ari,dry seed store,0.376511,0.392511,0.201882,0.175882,private task,recover focus,trust warms and obligation decreases,True,True,v58-loop-04593
4594,256,4,river gate,offer_help,Fay,sort herb shelf,0.550661,0.570661,0.418111,0.392111,recover focus,work,trust warms and obligation decreases,True,True,v58-loop-04594
4595,256,5,arrival court,borrow_tool,Milo,map safe route,0.653301,0.633301,0.519932,0.549932,work,negotiate debt,work is delayed and debt marker increases,True,True,v58-loop-04595
4596,256,6,tool alcove,return_tool,Sera,dry seed store,0.633529,0.653529,0.408716,0.382716,rest,negotiate debt,trust warms and obligation decreases,True,True,v58-loop-04596
4597,256,7,rain court,interrupt_work,Tovan,sort herb shelf,0.45925,0.43925,0.192193,0.222193,negotiate debt,care duty,work is delayed and debt marker increases,True,True,v58-loop-04597
4598,256,8,fiber loft,wait_offscreen,Nia,map safe route,0.315111,0.313111,0.080097,0.074097,seek tool,care duty,residents continue without avatar,True,True,v58-loop-04598
4599,256,9,west hearth,repair_trust,Ari,dry seed store,0.364186,0.380186,0.18101,0.15501,care duty,private task,trust warms and obligation decreases,True,True,v58-loop-04599
4600,256,10,river gate,move,Fay,sort herb shelf,0.531863,0.535863,0.397182,0.395182,private task,recover focus,position changes but history remains intact,True,True,v58-loop-04600
4601,256,11,arrival court,talk,Milo,map safe route,0.658217,0.678217,0.519219,0.493219,recover focus,work,trust warms and obligation decreases,True,True,v58-loop-04601
4602,256,12,tool alcove,offer_help,Sera,dry seed store,0.628181,0.648181,0.42891,0.40291,work,rest,trust warms and obligation decreases,True,True,v58-loop-04602
4603,256,13,rain court,borrow_tool,Tovan,sort herb shelf,0.442752,0.422752,0.213732,0.243732,rest,seek tool,work is delayed and debt marker increases,True,True,v58-loop-04603
4604,256,14,fiber loft,return_tool,Nia,map safe route,0.32613,0.34213,0.082117,0.056117,negotiate debt,seek tool,trust warms and obligation decreases,True,True,v58-loop-04604
4605,256,15,west hearth,interrupt_work,Ari,dry seed store,0.385577,0.365577,0.161554,0.191554,seek tool,private task,work is delayed and debt marker increases,True,True,v58-loop-04605
4606,256,16,river gate,wait_offscreen,Fay,sort herb shelf,0.561102,0.559102,0.375096,0.369096,care duty,private task,residents continue without avatar,True,True,v58-loop-04606
4607,256,17,arrival court,repair_trust,Milo,map safe route,0.647672,0.667672,0.515896,0.489896,private task,recover focus,trust warms and obligation decreases,True,True,v58-loop-04607
4608,257,0,rain court,talk,Sera,fix bridge peg,0.622591,0.638591,0.274906,0.248906,work,rest,trust warms and obligation decreases,True,True,v58-loop-04608
4609,257,1,fiber loft,offer_help,Tovan,patch cloak,0.442534,0.458534,0.099797,0.073797,rest,negotiate debt,trust warms and obligation decreases,True,True,v58-loop-04609
4610,257,2,west hearth,borrow_tool,Nia,repair awning,0.31013,0.29013,0.118615,0.148615,negotiate debt,care duty,work is delayed and debt marker increases,True,True,v58-loop-04610
4611,257,3,river gate,return_tool,Ari,fix bridge peg,0.378443,0.394443,0.31313,0.28713,seek tool,care duty,trust warms and obligation decreases,True,True,v58-loop-04611
4612,257,4,arrival court,interrupt_work,Fay,patch cloak,0.553908,0.533908,0.494927,0.524927,care duty,recover focus,work is delayed and debt marker increases,True,False,v58-loop-04612
4613,257,5,tool alcove,wait_offscreen,Milo,repair awning,0.659435,0.661435,0.487908,0.481908,private task,recover focus,residents continue without avatar,True,True,v58-loop-04613
4614,257,6,rain court,repair_trust,Sera,fix bridge peg,0.615854,0.631854,0.298872,0.272872,recover focus,work,trust warms and obligation decreases,True,True,v58-loop-04614
4615,257,7,fiber loft,move,Tovan,patch cloak,0.425985,0.429985,0.110928,0.108928,work,rest,position changes but history remains intact,True,True,v58-loop-04615
4616,257,8,west hearth,talk,Nia,repair awning,0.299941,0.315941,0.106129,0.080129,rest,negotiate debt,trust warms and obligation decreases,True,True,v58-loop-04616
4617,257,9,river gate,offer_help,Ari,fix bridge peg,0.38032,0.39632,0.289122,0.263122,negotiate debt,seek tool,trust warms and obligation decreases,True,True,v58-loop-04617
4618,257,10,arrival court,borrow_tool,Fay,patch cloak,0.573324,0.553324,0.482652,0.512652,seek tool,private task,work is delayed and debt marker increases,True,True,v58-loop-04618
4619,257,11,tool alcove,return_tool,Milo,repair awning,0.656137,0.676137,0.499257,0.473257,care duty,private task,trust warms and obligation decreases,True,True,v58-loop-04619
4620,257,12,rain court,interrupt_work,Sera,fix bridge peg,0.60214,0.58214,0.322852,0.352852,private task,work,work is delayed and debt marker increases,True,False,v58-loop-04620
4621,257,13,fiber loft,wait_offscreen,Tovan,patch cloak,0.452627,0.454627,0.124311,0.118311,recover focus,work,residents continue without avatar,True,True,v58-loop-04621
4622,257,14,west hearth,repair_trust,Nia,repair awning,0.30904,0.32504,0.095951,0.069951,work,rest,trust warms and obligation decreases,True,True,v58-loop-04622
4623,257,15,river gate,move,Ari,fix bridge peg,0.374476,0.378476,0.265243,0.263243,rest,negotiate debt,position changes but history remains intact,True,True,v58-loop-04623
4624,257,16,arrival court,talk,Fay,patch cloak,0.562199,0.582199,0.468202,0.442202,negotiate debt,seek tool,trust warms and obligation decreases,True,True,v58-loop-04624
4625,257,17,tool alcove,offer_help,Milo,repair awning,0.653015,0.673015,0.508232,0.482232,seek tool,care duty,trust warms and obligation decreases,True,True,v58-loop-04625
4626,258,0,fiber loft,return_tool,Sera,sort herb shelf,0.593465,0.609465,0.169269,0.143269,private task,recover focus,trust warms and obligation decreases,True,True,v58-loop-04626
4627,258,1,west hearth,interrupt_work,Tovan,map safe route,0.415704,0.395704,0.080982,0.110982,recover focus,rest,work is delayed and debt marker increases,True,True,v58-loop-04627
4628,258,2,river gate,wait_offscreen,Nia,dry seed store,0.298832,0.296832,0.204847,0.198847,work,rest,residents continue without avatar,True,True,v58-loop-04628
4629,258,3,arrival court,repair_trust,Ari,sort herb shelf,0.404731,0.424731,0.420882,0.394882,rest,negotiate debt,trust warms and obligation decreases,True,True,v58-loop-04629
4630,258,4,tool alcove,move,Fay,map safe route,0.576207,0.580207,0.519825,0.517825,negotiate debt,seek tool,position changes but history remains intact,True,True,v58-loop-04630
4631,258,5,rain court,talk,Milo,dry seed store,0.659198,0.679198,0.405835,0.379835,seek tool,care duty,trust warms and obligation decreases,True,True,v58-loop-04631
4632,258,6,fiber loft,offer_help,Sera,sort herb shelf,0.583005,0.599005,0.189328,0.163328,care duty,private task,trust warms and obligation decreases,True,True,v58-loop-04632
4633,258,7,west hearth,borrow_tool,Tovan,map safe route,0.446058,0.426058,0.080024,0.110024,private task,work,work is delayed and debt marker increases,True,True,v58-loop-04633
4634,258,8,river gate,return_tool,Nia,dry seed store,0.326115,0.342115,0.183799,0.157799,recover focus,work,trust warms and obligation decreases,True,True,v58-loop-04634
4635,258,9,arrival court,interrupt_work,Ari,sort herb shelf,0.409856,0.389856,0.400132,0.430132,work,negotiate debt,work is delayed and debt marker increases,True,True,v58-loop-04635
4636,258,10,tool alcove,wait_offscreen,Fay,map safe route,0.568166,0.566166,0.519473,0.513473,rest,negotiate debt,residents continue without avatar,True,True,v58-loop-04636
4637,258,11,rain court,repair_trust,Milo,dry seed store,0.652141,0.672141,0.426222,0.400222,negotiate debt,seek tool,trust warms and obligation decreases,True,True,v58-loop-04637
4638,258,12,fiber loft,move,Sera,sort herb shelf,0.592634,0.596634,0.210706,0.208706,seek tool,care duty,position changes but history remains intact,True,True,v58-loop-04638
4639,258,13,west hearth,talk,Tovan,map safe route,0.426758,0.442758,0.081685,0.055685,care duty,private task,trust warms and obligation decreases,True,True,v58-loop-04639
4640,258,14,river gate,offer_help,Nia,dry seed store,0.309749,0.325749,0.164134,0.138134,private task,recover focus,trust warms and obligation decreases,True,True,v58-loop-04640
4641,258,15,arrival court,borrow_tool,Ari,sort herb shelf,0.403359,0.383359,0.378189,0.408189,recover focus,rest,work is delayed and debt marker increases,True,True,v58-loop-04641
4642,258,16,tool alcove,return_tool,Fay,map safe route,0.562609,0.582609,0.516507,0.490507,work,rest,trust warms and obligation decreases,True,True,v58-loop-04642
4643,258,17,rain court,interrupt_work,Milo,dry seed store,0.657567,0.637567,0.445105,0.475105,rest,seek tool,work is delayed and debt marker increases,True,True,v58-loop-04643
4644,259,0,west hearth,repair_trust,Sera,patch cloak,0.60162,0.61762,0.098452,0.072452,seek tool,care duty,trust warms and obligation decreases,True,True,v58-loop-04644
4645,259,1,river gate,move,Tovan,repair awning,0.407205,0.411205,0.120502,0.118502,care duty,private task,position changes but history remains intact,True,True,v58-loop-04645
4646,259,2,arrival court,talk,Nia,fix bridge peg,0.321896,0.337896,0.316423,0.290423,private task,recover focus,trust warms and obligation decreases,True,True,v58-loop-04646
4647,259,3,tool alcove,offer_help,Ari,patch cloak,0.421802,0.441802,0.496435,0.470435,recover focus,work,trust warms and obligation decreases,True,True,v58-loop-04647
4648,259,4,rain court,borrow_tool,Fay,repair awning,0.575739,0.555739,0.486171,0.516171,work,negotiate debt,work is delayed and debt marker increases,True,False,v58-loop-04648
4649,259,5,fiber loft,return_tool,Milo,fix bridge peg,0.654354,0.670354,0.295572,0.269572,rest,negotiate debt,trust warms and obligation decreases,True,True,v58-loop-04649
4650,259,6,west hearth,interrupt_work,Sera,patch cloak,0.604597,0.584597,0.109263,0.139263,negotiate debt,care duty,work is delayed and debt marker increases,True,True,v58-loop-04650
4651,259,7,river gate,wait_offscreen,Tovan,repair awning,0.418557,0.420557,0.10771,0.10171,seek tool,care duty,residents continue without avatar,True,True,v58-loop-04651
4652,259,8,arrival court,repair_trust,Nia,fix bridge peg,0.307777,0.323777,0.292419,0.266419,care duty,private task,trust warms and obligation decreases,True,True,v58-loop-04652
4653,259,9,tool alcove,move,Ari,patch cloak,0.410184,0.414184,0.484471,0.482471,private task,recover focus,position changes but history remains intact,True,True,v58-loop-04653
4654,259,10,rain court,talk,Fay,repair awning,0.572777,0.592777,0.497836,0.471836,recover focus,work,trust warms and obligation decreases,True,True,v58-loop-04654
4655,259,11,fiber loft,offer_help,Milo,fix bridge peg,0.652146,0.668146,0.319567,0.293567,work,rest,trust warms and obligation decreases,True,True,v58-loop-04655
4656,259,12,west hearth,borrow_tool,Sera,patch cloak,0.59947,0.57947,0.122345,0.152345,rest,seek tool,work is delayed and debt marker increases,True,False,v58-loop-04656
4657,259,13,river gate,return_tool,Tovan,repair awning,0.418461,0.434461,0.097208,0.071208,negotiate debt,seek tool,trust warms and obligation decreases,True,True,v58-loop-04657
4658,259,14,arrival court,interrupt_work,Nia,fix bridge peg,0.317787,0.297787,0.268505,0.298505,seek tool,private task,work is delayed and debt marker increases,True,True,v58-loop-04658
4659,259,15,tool alcove,wait_offscreen,Ari,patch cloak,0.411489,0.413489,0.47031,0.46431,care duty,private task,residents continue without avatar,True,True,v58-loop-04659
4660,259,16,rain court,repair_trust,Fay,repair awning,0.571034,0.591034,0.507144,0.481144,private task,recover focus,trust warms and obligation decreases,True,True,v58-loop-04660
4661,259,17,fiber loft,move,Milo,fix bridge peg,0.679639,0.683639,0.343329,0.341329,recover focus,work,position changes but history remains intact,True,True,v58-loop-04661
4662,260,0,river gate,offer_help,Sera,map safe route,0.590117,0.606117,0.081318,0.055318,rest,negotiate debt,trust warms and obligation decreases,True,True,v58-loop-04662
4663,260,1,arrival court,borrow_tool,Tovan,dry seed store,0.412094,0.392094,0.207833,0.237833,negotiate debt,care duty,work is delayed and debt marker increases,True,True,v58-loop-04663
4664,260,2,tool alcove,return_tool,Nia,sort herb shelf,0.302108,0.322108,0.423625,0.397625,seek tool,care duty,trust warms and obligation decreases,True,True,v58-loop-04664
4665,260,3,rain court,interrupt_work,Ari,map safe route,0.422502,0.402502,0.519668,0.549668,care duty,recover focus,work is delayed and debt marker increases,True,True,v58-loop-04665
4666,260,4,fiber loft,wait_offscreen,Fay,dry seed store,0.605233,0.603233,0.40293,0.39693,private task,recover focus,residents continue without avatar,True,True,v58-loop-04666
4667,260,5,west hearth,repair_trust,Milo,sort herb shelf,0.664684,0.680684,0.186489,0.160489,recover focus,work,trust warms and obligation decreases,True,True,v58-loop-04667
4668,260,6,river gate,move,Sera,map safe route,0.57612,0.58012,0.08,0.078,work,rest,position changes but history remains intact,True,True,v58-loop-04668
4669,260,7,arrival court,talk,Tovan,dry seed store,0.417765,0.433765,0.186614,0.160614,rest,negotiate debt,trust warms and obligation decreases,True,True,v58-loop-04669
4670,260,8,tool alcove,offer_help,Nia,sort herb shelf,0.315528,0.335528,0.403059,0.377059,negotiate debt,seek tool,trust warms and obligation decreases,True,True,v58-loop-04670
4671,260,9,rain court,borrow_tool,Ari,map safe route,0.406489,0.386489,0.519676,0.549676,seek tool,private task,work is delayed and debt marker increases,True,True,v58-loop-04671
4672,260,10,fiber loft,return_tool,Fay,dry seed store,0.601706,0.621706,0.423505,0.397505,care duty,private task,trust warms and obligation decreases,True,True,v58-loop-04672
4673,260,11,west hearth,interrupt_work,Milo,sort herb shelf,0.651568,0.631568,0.207701,0.237701,private task,work,work is delayed and debt marker increases,True,True,v58-loop-04673
4674,260,12,river gate,wait_offscreen,Sera,map safe route,0.562105,0.560105,0.081302,0.075302,recover focus,work,residents continue without avatar,True,True,v58-loop-04674
4675,260,13,arrival court,repair_trust,Tovan,dry seed store,0.421828,0.437828,0.166745,0.140745,work,rest,trust warms and obligation decreases,True,True,v58-loop-04675
4676,260,14,tool alcove,move,Nia,sort herb shelf,0.310547,0.314547,0.381265,0.379265,rest,negotiate debt,position changes but history remains intact,True,True,v58-loop-04676
