tick_id,day,settlement_id,resident_id,avatar_action,local_lexeme,public_translation,reply_line,dialect_conditioned,references_culture,references_technology,references_memory,private_workspace_hidden
799,67,riverbend,Ari,mark_map,riverbend-mark-ma-6,riverbend-mark-ma-6: ask before crossing wet tools,Ari: route engines made this route possible; move with care through plank-listening-avatar waiting myth and ask before crossing wet tools.,True,True,True,True,True
800,67,roofward,Sera,leave_gift,roofward-leave-g-7,roofward-leave-g-7: wait before taking ledgers,Sera: gift recorded through sun-ledger-trade witness; next visit begins warmer under wait before taking ledgers.,True,True,False,True,True
801,67,archive,Nia,inspect_ritual,archive-inspect-8,archive-inspect-8: ask before touching signal spools,Nia: memory looms made this route possible; move with care through spool-naming-boundary asking and ask before touching signal spools.,True,True,True,True,True
802,67,signal,Ren,offer_help,signal-offer-h-9,signal-offer-h-9: light before haste,Ren: help is welcome when it follows light before haste; signal lenses made the work shareable.,True,True,True,True,True
803,67,orchard,Ivo,move_near_object,orchard-move-ne-10,orchard-move-ne-10: keep tomorrow dry,"Ivo: slow steps. The satchel-vow-seasonal repair says owned things need room, and water clocks records that memory.",True,True,True,False,True
804,68,repair_ring,Juno,ask_memory,repair_ring-ask-mem-11,repair_ring-ask-mem-11: give hands room near sparks,Juno: our kiln alloys still keep the avatar-waiting story and spark-distance-object blessing.,True,True,True,True,True
805,68,riverbend,Lio,request_tool,riverbend-request-12,riverbend-request-12: ask before crossing wet tools,Lio: riverbend-request-12 means ask first. Our plank-listening-avatar waiting myth and ask before crossing wet tools are carried by route engines.,True,True,True,True,True
806,68,roofward,Fay,give_space,roofward-give-sp-0,roofward-give-sp-0: wait before taking ledgers,Fay: civic observatories made this route possible; move with care through sun-ledger-trade witness and wait before taking ledgers.,True,True,True,True,True
807,68,archive,Toma,ask_memory,archive-ask-mem-1,archive-ask-mem-1: ask before touching signal spools,Toma: our memory looms still keep the avatar-waiting story and spool-naming-boundary asking.,True,True,True,True,True
808,68,signal,Milo,rest_near_resident,signal-rest-ne-2,signal-rest-ne-2: light before haste,Milo: signal lenses made this route possible; move with care through lantern-turning-child naming and light before haste.,True,True,True,True,True
809,68,orchard,Mara,enter_world,orchard-enter-w-3,orchard-enter-w-3: keep tomorrow dry,Mara: water clocks made this route possible; move with care through satchel-vow-seasonal repair and keep tomorrow dry.,True,True,True,True,True
810,68,repair_ring,Juno,ask_local_word,repair_ring-ask-loc-4,repair_ring-ask-loc-4: give hands room near sparks,"Juno: in repair_ring-dialect-8, repair_ring-ask-loc-4 carries safe repair space, spark-distance-object blessing, and give hands room near sparks.",True,True,False,True,True
811,68,riverbend,Lio,rest_near_resident,riverbend-rest-ne-5,riverbend-rest-ne-5: ask before crossing wet tools,Lio: route engines made this route possible; move with care through plank-listening-avatar waiting myth and ask before crossing wet tools.,True,True,True,True,True
812,68,roofward,Fay,enter_world,roofward-enter-w-6,roofward-enter-w-6: wait before taking ledgers,Fay: civic observatories made this route possible; move with care through sun-ledger-trade witness and wait before taking ledgers.,True,True,True,True,True
813,68,archive,Toma,ask_local_word,archive-ask-loc-7,archive-ask-loc-7: ask before touching signal spools,"Toma: in archive-dialect-8, archive-ask-loc-7 carries signal memory, spool-naming-boundary asking, and ask before touching signal spools.",True,True,False,True,True
814,68,signal,Milo,request_tool,signal-request-8,signal-request-8: light before haste,Milo: signal-request-8 means ask first. Our lantern-turning-child naming and light before haste are carried by signal lenses.,True,True,True,True,True
815,68,orchard,Mara,give_space,orchard-give-sp-9,orchard-give-sp-9: keep tomorrow dry,Mara: water clocks made this route possible; move with care through satchel-vow-seasonal repair and keep tomorrow dry.,True,True,True,True,True
816,69,repair_ring,Pax,mark_map,repair_ring-mark-ma-10,repair_ring-mark-ma-10: give hands room near sparks,Pax: kiln alloys made this route possible; move with care through spark-distance-object blessing and give hands room near sparks.,True,True,True,True,True
817,69,riverbend,Ari,move_near_object,riverbend-move-ne-11,riverbend-move-ne-11: ask before crossing wet tools,"Ari: slow steps. The plank-listening-avatar waiting myth says owned things need room, and route engines records that memory.",True,True,True,False,True
818,69,roofward,Sera,follow_route,roofward-follow--12,roofward-follow--12: wait before taking ledgers,Sera: civic observatories made this route possible; move with care through sun-ledger-trade witness and wait before taking ledgers.,True,True,True,True,True
819,69,archive,Nia,mark_map,archive-mark-ma-0,archive-mark-ma-0: ask before touching signal spools,Nia: memory looms made this route possible; move with care through spool-naming-boundary asking and ask before touching signal spools.,True,True,True,True,True
820,69,signal,Ren,leave_gift,signal-leave-g-1,signal-leave-g-1: light before haste,Ren: gift recorded through lantern-turning-child naming; next visit begins warmer under light before haste.,True,True,False,True,True
821,69,orchard,Ivo,inspect_ritual,orchard-inspect-2,orchard-inspect-2: keep tomorrow dry,Ivo: water clocks made this route possible; move with care through satchel-vow-seasonal repair and keep tomorrow dry.,True,True,True,True,True
822,69,repair_ring,Pax,offer_help,repair_ring-offer-h-3,repair_ring-offer-h-3: give hands room near sparks,Pax: help is welcome when it follows give hands room near sparks; kiln alloys made the work shareable.,True,True,True,True,True
823,69,riverbend,Ari,leave_gift,riverbend-leave-g-4,riverbend-leave-g-4: ask before crossing wet tools,Ari: gift recorded through plank-listening-avatar waiting myth; next visit begins warmer under ask before crossing wet tools.,True,True,False,True,True
824,69,roofward,Sera,inspect_ritual,roofward-inspect-5,roofward-inspect-5: wait before taking ledgers,Sera: civic observatories made this route possible; move with care through sun-ledger-trade witness and wait before taking ledgers.,True,True,True,True,True
825,69,archive,Nia,offer_help,archive-offer-h-6,archive-offer-h-6: ask before touching signal spools,Nia: help is welcome when it follows ask before touching signal spools; memory looms made the work shareable.,True,True,True,True,True
826,69,signal,Ren,move_near_object,signal-move-ne-7,signal-move-ne-7: light before haste,"Ren: slow steps. The lantern-turning-child naming says owned things need room, and signal lenses records that memory.",True,True,True,False,True
827,69,orchard,Ivo,follow_route,orchard-follow--8,orchard-follow--8: keep tomorrow dry,Ivo: water clocks made this route possible; move with care through satchel-vow-seasonal repair and keep tomorrow dry.,True,True,True,True,True
828,70,repair_ring,Juno,rest_near_resident,repair_ring-rest-ne-9,repair_ring-rest-ne-9: give hands room near sparks,Juno: kiln alloys made this route possible; move with care through spark-distance-object blessing and give hands room near sparks.,True,True,True,True,True
829,70,riverbend,Lio,give_space,riverbend-give-sp-10,riverbend-give-sp-10: ask before crossing wet tools,Lio: route engines made this route possible; move with care through plank-listening-avatar waiting myth and ask before crossing wet tools.,True,True,True,True,True
830,70,roofward,Fay,ask_memory,roofward-ask-mem-11,roofward-ask-mem-11: wait before taking ledgers,Fay: our civic observatories still keep the avatar-waiting story and sun-ledger-trade witness.,True,True,True,True,True
831,70,archive,Toma,rest_near_resident,archive-rest-ne-12,archive-rest-ne-12: ask before touching signal spools,Toma: memory looms made this route possible; move with care through spool-naming-boundary asking and ask before touching signal spools.,True,True,True,True,True
832,70,signal,Milo,enter_world,signal-enter-w-0,signal-enter-w-0: light before haste,Milo: signal lenses made this route possible; move with care through lantern-turning-child naming and light before haste.,True,True,True,True,True
833,70,orchard,Mara,ask_local_word,orchard-ask-loc-1,orchard-ask-loc-1: keep tomorrow dry,"Mara: in orchard-dialect-8, orchard-ask-loc-1 carries dry seed continuity, satchel-vow-seasonal repair, and keep tomorrow dry.",True,True,False,True,True
834,70,repair_ring,Juno,request_tool,repair_ring-request-2,repair_ring-request-2: give hands room near sparks,Juno: repair_ring-request-2 means ask first. Our spark-distance-object blessing and give hands room near sparks are carried by kiln alloys.,True,True,True,True,True
835,70,riverbend,Lio,enter_world,riverbend-enter-w-3,riverbend-enter-w-3: ask before crossing wet tools,Lio: route engines made this route possible; move with care through plank-listening-avatar waiting myth and ask before crossing wet tools.,True,True,True,True,True
836,70,roofward,Fay,ask_local_word,roofward-ask-loc-4,roofward-ask-loc-4: wait before taking ledgers,"Fay: in roofward-dialect-8, roofward-ask-loc-4 carries herb preservation, sun-ledger-trade witness, and wait before taking ledgers.",True,True,False,True,True
837,70,archive,Toma,request_tool,archive-request-5,archive-request-5: ask before touching signal spools,Toma: archive-request-5 means ask first. Our spool-naming-boundary asking and ask before touching signal spools are carried by memory looms.,True,True,True,True,True
838,70,signal,Milo,give_space,signal-give-sp-6,signal-give-sp-6: light before haste,Milo: signal lenses made this route possible; move with care through lantern-turning-child naming and light before haste.,True,True,True,True,True
839,70,orchard,Mara,ask_memory,orchard-ask-mem-7,orchard-ask-mem-7: keep tomorrow dry,Mara: our water clocks still keep the avatar-waiting story and satchel-vow-seasonal repair.,True,True,True,True,True
840,71,repair_ring,Pax,leave_gift,repair_ring-leave-g-8,repair_ring-leave-g-8: give hands room near sparks,Pax: gift recorded through spark-distance-object blessing; next visit begins warmer under give hands room near sparks.,True,True,False,True,True
841,71,riverbend,Ari,follow_route,riverbend-follow--9,riverbend-follow--9: ask before crossing wet tools,Ari: route engines made this route possible; move with care through plank-listening-avatar waiting myth and ask before crossing wet tools.,True,True,True,True,True
842,71,roofward,Sera,mark_map,roofward-mark-ma-10,roofward-mark-ma-10: wait before taking ledgers,Sera: civic observatories made this route possible; move with care through sun-ledger-trade witness and wait before taking ledgers.,True,True,True,True,True
843,71,archive,Nia,leave_gift,archive-leave-g-11,archive-leave-g-11: ask before touching signal spools,Nia: gift recorded through spool-naming-boundary asking; next visit begins warmer under ask before touching signal spools.,True,True,False,True,True
