tick,day,resident,schedule_before,schedule_after,changed_by_avatar,changed_offscreen,diff_summary,agency_flag,visible_after_return
4107,229,Milo,seek tool,care duty,False,False,seek tool -> care duty by move,agency preserved,True
4108,229,Sera,care duty,private task,False,False,care duty -> private task by talk,agency preserved,True
4109,229,Tovan,private task,recover focus,True,False,private task -> recover focus by offer_help,agency preserved,True
4110,229,Nia,recover focus,rest,True,False,recover focus -> rest by borrow_tool,agency preserved,True
4111,229,Ari,work,rest,True,False,work -> rest by return_tool,agency preserved,True
4112,229,Fay,rest,seek tool,True,False,rest -> seek tool by interrupt_work,resident boundary respected,True
4113,229,Milo,negotiate debt,seek tool,False,True,negotiate debt -> seek tool by wait_offscreen,agency preserved,True
4114,229,Sera,seek tool,care duty,True,False,seek tool -> care duty by repair_trust,agency preserved,True
4115,229,Tovan,care duty,private task,False,False,care duty -> private task by move,agency preserved,True
4116,229,Nia,private task,recover focus,False,False,private task -> recover focus by talk,agency preserved,True
4117,229,Ari,recover focus,work,True,False,recover focus -> work by offer_help,agency preserved,True
4118,229,Fay,work,negotiate debt,True,False,work -> negotiate debt by borrow_tool,agency preserved,True
4119,229,Milo,rest,negotiate debt,True,False,rest -> negotiate debt by return_tool,agency preserved,True
4120,229,Sera,negotiate debt,care duty,True,False,negotiate debt -> care duty by interrupt_work,resident boundary respected,True
4121,229,Tovan,seek tool,care duty,False,True,seek tool -> care duty by wait_offscreen,agency preserved,True
4122,230,Nia,private task,recover focus,False,False,private task -> recover focus by move,agency preserved,True
4123,230,Ari,recover focus,work,False,False,recover focus -> work by talk,agency preserved,True
4124,230,Fay,work,rest,True,False,work -> rest by offer_help,agency preserved,True
4125,230,Milo,rest,seek tool,True,False,rest -> seek tool by borrow_tool,agency preserved,True
4126,230,Sera,negotiate debt,seek tool,True,False,negotiate debt -> seek tool by return_tool,agency preserved,True
4127,230,Tovan,seek tool,private task,True,False,seek tool -> private task by interrupt_work,agency preserved,True
4128,230,Nia,care duty,private task,False,True,care duty -> private task by wait_offscreen,agency preserved,True
4129,230,Ari,private task,recover focus,True,False,private task -> recover focus by repair_trust,agency preserved,True
4130,230,Fay,recover focus,work,False,False,recover focus -> work by move,agency preserved,True
4131,230,Milo,work,rest,False,False,work -> rest by talk,agency preserved,True
4132,230,Sera,rest,negotiate debt,True,False,rest -> negotiate debt by offer_help,agency preserved,True
4133,230,Tovan,negotiate debt,care duty,True,False,negotiate debt -> care duty by borrow_tool,agency preserved,True
4134,230,Nia,seek tool,care duty,True,False,seek tool -> care duty by return_tool,agency preserved,True
4135,230,Ari,care duty,recover focus,True,False,care duty -> recover focus by interrupt_work,agency preserved,True
4136,230,Fay,private task,recover focus,False,True,private task -> recover focus by wait_offscreen,agency preserved,True
4137,230,Milo,recover focus,work,True,False,recover focus -> work by repair_trust,agency preserved,True
4138,230,Sera,work,rest,False,False,work -> rest by move,agency preserved,True
4139,230,Tovan,rest,negotiate debt,False,False,rest -> negotiate debt by talk,agency preserved,True
4140,231,Nia,seek tool,private task,True,False,seek tool -> private task by borrow_tool,resident boundary respected,True
4141,231,Ari,care duty,private task,True,False,care duty -> private task by return_tool,agency preserved,True
4142,231,Fay,private task,work,True,False,private task -> work by interrupt_work,agency preserved,True
4143,231,Milo,recover focus,work,False,True,recover focus -> work by wait_offscreen,agency preserved,True
4144,231,Sera,work,rest,True,False,work -> rest by repair_trust,agency preserved,True
4145,231,Tovan,rest,negotiate debt,False,False,rest -> negotiate debt by move,agency preserved,True
4146,231,Nia,negotiate debt,seek tool,False,False,negotiate debt -> seek tool by talk,agency preserved,True
4147,231,Ari,seek tool,care duty,True,False,seek tool -> care duty by offer_help,agency preserved,True
4148,231,Fay,care duty,recover focus,True,False,care duty -> recover focus by borrow_tool,resident boundary respected,True
4149,231,Milo,private task,recover focus,True,False,private task -> recover focus by return_tool,agency preserved,True
4150,231,Sera,recover focus,rest,True,False,recover focus -> rest by interrupt_work,agency preserved,True
4151,231,Tovan,work,rest,False,True,work -> rest by wait_offscreen,agency preserved,True
4152,231,Nia,rest,negotiate debt,True,False,rest -> negotiate debt by repair_trust,agency preserved,True
4153,231,Ari,negotiate debt,seek tool,False,False,negotiate debt -> seek tool by move,agency preserved,True
4154,231,Fay,seek tool,care duty,False,False,seek tool -> care duty by talk,agency preserved,True
4155,231,Milo,care duty,private task,True,False,care duty -> private task by offer_help,agency preserved,True
4156,231,Sera,private task,work,True,False,private task -> work by borrow_tool,resident boundary respected,True
4157,231,Tovan,recover focus,work,True,False,recover focus -> work by return_tool,agency preserved,True
4158,232,Nia,rest,negotiate debt,False,True,rest -> negotiate debt by wait_offscreen,agency preserved,True
4159,232,Ari,negotiate debt,seek tool,True,False,negotiate debt -> seek tool by repair_trust,agency preserved,True
4160,232,Fay,seek tool,care duty,False,False,seek tool -> care duty by move,agency preserved,True
4161,232,Milo,care duty,private task,False,False,care duty -> private task by talk,agency preserved,True
4162,232,Sera,private task,recover focus,True,False,private task -> recover focus by offer_help,agency preserved,True
4163,232,Tovan,recover focus,rest,True,False,recover focus -> rest by borrow_tool,agency preserved,True
4164,232,Nia,work,rest,True,False,work -> rest by return_tool,agency preserved,True
4165,232,Ari,rest,seek tool,True,False,rest -> seek tool by interrupt_work,agency preserved,True
4166,232,Fay,negotiate debt,seek tool,False,True,negotiate debt -> seek tool by wait_offscreen,agency preserved,True
4167,232,Milo,seek tool,care duty,True,False,seek tool -> care duty by repair_trust,agency preserved,True
4168,232,Sera,care duty,private task,False,False,care duty -> private task by move,agency preserved,True
4169,232,Tovan,private task,recover focus,False,False,private task -> recover focus by talk,agency preserved,True
4170,232,Nia,recover focus,work,True,False,recover focus -> work by offer_help,agency preserved,True
4171,232,Ari,work,negotiate debt,True,False,work -> negotiate debt by borrow_tool,agency preserved,True
4172,232,Fay,rest,negotiate debt,True,False,rest -> negotiate debt by return_tool,agency preserved,True
4173,232,Milo,negotiate debt,care duty,True,False,negotiate debt -> care duty by interrupt_work,agency preserved,True
4174,232,Sera,seek tool,care duty,False,True,seek tool -> care duty by wait_offscreen,agency preserved,True
4175,232,Tovan,care duty,private task,True,True,care duty -> private task by repair_trust,agency preserved,True
4176,233,Nia,recover focus,work,False,False,recover focus -> work by talk,agency preserved,True
4177,233,Ari,work,rest,True,False,work -> rest by offer_help,agency preserved,True
4178,233,Fay,rest,seek tool,True,False,rest -> seek tool by borrow_tool,agency preserved,True
4179,233,Milo,negotiate debt,seek tool,True,False,negotiate debt -> seek tool by return_tool,agency preserved,True
4180,233,Sera,seek tool,private task,True,False,seek tool -> private task by interrupt_work,resident boundary respected,True
4181,233,Tovan,care duty,private task,False,True,care duty -> private task by wait_offscreen,agency preserved,True
4182,233,Nia,private task,recover focus,True,False,private task -> recover focus by repair_trust,agency preserved,True
4183,233,Ari,recover focus,work,False,False,recover focus -> work by move,agency preserved,True
4184,233,Fay,work,rest,False,False,work -> rest by talk,agency preserved,True
4185,233,Milo,rest,negotiate debt,True,False,rest -> negotiate debt by offer_help,agency preserved,True
4186,233,Sera,negotiate debt,care duty,True,False,negotiate debt -> care duty by borrow_tool,agency preserved,True
4187,233,Tovan,seek tool,care duty,True,False,seek tool -> care duty by return_tool,agency preserved,True
4188,233,Nia,care duty,recover focus,True,False,care duty -> recover focus by interrupt_work,resident boundary respected,True
4189,233,Ari,private task,recover focus,False,True,private task -> recover focus by wait_offscreen,agency preserved,True
4190,233,Fay,recover focus,work,True,False,recover focus -> work by repair_trust,agency preserved,True
4191,233,Milo,work,rest,False,False,work -> rest by move,agency preserved,True
4192,233,Sera,rest,negotiate debt,False,False,rest -> negotiate debt by talk,agency preserved,True
4193,233,Tovan,negotiate debt,seek tool,True,False,negotiate debt -> seek tool by offer_help,agency preserved,True
4194,234,Nia,care duty,private task,True,False,care duty -> private task by return_tool,agency preserved,True
4195,234,Ari,private task,work,True,False,private task -> work by interrupt_work,agency preserved,True
4196,234,Fay,recover focus,work,False,True,recover focus -> work by wait_offscreen,agency preserved,True
4197,234,Milo,work,rest,True,False,work -> rest by repair_trust,agency preserved,True
4198,234,Sera,rest,negotiate debt,False,False,rest -> negotiate debt by move,agency preserved,True
4199,234,Tovan,negotiate debt,seek tool,False,False,negotiate debt -> seek tool by talk,agency preserved,True
4200,234,Nia,seek tool,care duty,True,False,seek tool -> care duty by offer_help,agency preserved,True
4201,234,Ari,care duty,recover focus,True,False,care duty -> recover focus by borrow_tool,agency preserved,True
4202,234,Fay,private task,recover focus,True,False,private task -> recover focus by return_tool,agency preserved,True
4203,234,Milo,recover focus,rest,True,False,recover focus -> rest by interrupt_work,agency preserved,True
4204,234,Sera,work,rest,False,True,work -> rest by wait_offscreen,agency preserved,True
4205,234,Tovan,rest,negotiate debt,True,False,rest -> negotiate debt by repair_trust,agency preserved,True
4206,234,Nia,negotiate debt,seek tool,False,False,negotiate debt -> seek tool by move,agency preserved,True
4207,234,Ari,seek tool,care duty,False,False,seek tool -> care duty by talk,agency preserved,True
4208,234,Fay,care duty,private task,True,False,care duty -> private task by offer_help,agency preserved,True
4209,234,Milo,private task,work,True,False,private task -> work by borrow_tool,agency preserved,True
4210,234,Sera,recover focus,work,True,False,recover focus -> work by return_tool,agency preserved,True
4211,234,Tovan,work,negotiate debt,True,False,work -> negotiate debt by interrupt_work,agency preserved,True
4212,235,Nia,negotiate debt,seek tool,True,False,negotiate debt -> seek tool by repair_trust,agency preserved,True
4213,235,Ari,seek tool,care duty,False,False,seek tool -> care duty by move,agency preserved,True
