tick,day,slot,phase,avatar_room,selected_resident,user_action,schedule_state,memory_key,debt_name,visible_consequence,save_restore_key,audit_key,all_core_loops_present,boundary_visible
5244,292,6,arrival,west hearth,Tovan,enter,repair awning,v60:tovan:care_favor:d292:s06,care favor,state observed without history rewrite,ssrm:v60:snapshot:d292:t05244,audit:v60:tick:05244:resident:tovan,True,True
5245,292,7,movement,river gate,Nia,talk,sort herbs,v60:nia:route_warning:d292:s07,route warning,state observed without history rewrite,ssrm:v60:snapshot:d292:t05245,audit:v60:tick:05245:resident:nia,True,True
5246,292,8,bounded conversation,arrival court,Ari,offer_help,carry water,v60:ari:tool_loan:d292:s08,tool loan,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d292:t05246,audit:v60:tick:05246:resident:ari,True,True
5247,292,9,schedule/debt,tool alcove,Fay,return_tool,dry cloaks,v60:fay:water_carry:d292:s09,water carry,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d292:t05247,audit:v60:tick:05247:resident:fay,True,True
5248,292,10,offscreen,rain court,Milo,inspect_memory,map safe route,v60:milo:repair_promise:d292:s10,repair promise,state observed without history rewrite,ssrm:v60:snapshot:d292:t05248,audit:v60:tick:05248:resident:milo,True,True
5249,292,11,consequence,fiber loft,Sera,enter,rest after rain,v60:sera:missed_greeting:d292:s11,missed greeting,state observed without history rewrite,ssrm:v60:snapshot:d292:t05249,audit:v60:tick:05249:resident:sera,True,True
5250,292,12,save/restore,west hearth,Tovan,talk,recover focus,v60:tovan:care_favor:d292:s12,care favor,state observed without history rewrite,ssrm:v60:snapshot:d292:t05250,audit:v60:tick:05250:resident:tovan,True,True
5251,292,13,audit replay,river gate,Nia,offer_help,repair awning,v60:nia:route_warning:d292:s13,route warning,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d292:t05251,audit:v60:tick:05251:resident:nia,True,True
5252,292,14,arrival,arrival court,Ari,return_tool,sort herbs,v60:ari:tool_loan:d292:s14,tool loan,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d292:t05252,audit:v60:tick:05252:resident:ari,True,True
5253,292,15,movement,tool alcove,Fay,inspect_memory,carry water,v60:fay:water_carry:d292:s15,water carry,state observed without history rewrite,ssrm:v60:snapshot:d292:t05253,audit:v60:tick:05253:resident:fay,True,True
5254,292,16,bounded conversation,rain court,Milo,enter,dry cloaks,v60:milo:repair_promise:d292:s16,repair promise,state observed without history rewrite,ssrm:v60:snapshot:d292:t05254,audit:v60:tick:05254:resident:milo,True,True
5255,292,17,schedule/debt,fiber loft,Sera,talk,map safe route,v60:sera:missed_greeting:d292:s17,missed greeting,state observed without history rewrite,ssrm:v60:snapshot:d292:t05255,audit:v60:tick:05255:resident:sera,True,True
5256,293,0,consequence,river gate,Tovan,return_tool,recover focus,v60:tovan:route_warning:d293:s00,route warning,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d293:t05256,audit:v60:tick:05256:resident:tovan,True,True
5257,293,1,save/restore,arrival court,Nia,inspect_memory,repair awning,v60:nia:tool_loan:d293:s01,tool loan,state observed without history rewrite,ssrm:v60:snapshot:d293:t05257,audit:v60:tick:05257:resident:nia,True,True
5258,293,2,audit replay,tool alcove,Ari,enter,sort herbs,v60:ari:water_carry:d293:s02,water carry,state observed without history rewrite,ssrm:v60:snapshot:d293:t05258,audit:v60:tick:05258:resident:ari,True,True
5259,293,3,arrival,rain court,Fay,talk,carry water,v60:fay:repair_promise:d293:s03,repair promise,state observed without history rewrite,ssrm:v60:snapshot:d293:t05259,audit:v60:tick:05259:resident:fay,True,True
5260,293,4,movement,fiber loft,Milo,offer_help,dry cloaks,v60:milo:missed_greeting:d293:s04,missed greeting,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d293:t05260,audit:v60:tick:05260:resident:milo,True,True
5261,293,5,bounded conversation,west hearth,Sera,return_tool,map safe route,v60:sera:care_favor:d293:s05,care favor,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d293:t05261,audit:v60:tick:05261:resident:sera,True,True
5262,293,6,schedule/debt,river gate,Tovan,inspect_memory,rest after rain,v60:tovan:route_warning:d293:s06,route warning,state observed without history rewrite,ssrm:v60:snapshot:d293:t05262,audit:v60:tick:05262:resident:tovan,True,True
5263,293,7,offscreen,arrival court,Nia,enter,recover focus,v60:nia:tool_loan:d293:s07,tool loan,state observed without history rewrite,ssrm:v60:snapshot:d293:t05263,audit:v60:tick:05263:resident:nia,True,True
5264,293,8,consequence,tool alcove,Ari,talk,repair awning,v60:ari:water_carry:d293:s08,water carry,state observed without history rewrite,ssrm:v60:snapshot:d293:t05264,audit:v60:tick:05264:resident:ari,True,True
5265,293,9,save/restore,rain court,Fay,offer_help,sort herbs,v60:fay:repair_promise:d293:s09,repair promise,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d293:t05265,audit:v60:tick:05265:resident:fay,True,True
5266,293,10,audit replay,fiber loft,Milo,return_tool,carry water,v60:milo:missed_greeting:d293:s10,missed greeting,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d293:t05266,audit:v60:tick:05266:resident:milo,True,True
5267,293,11,arrival,west hearth,Sera,inspect_memory,dry cloaks,v60:sera:care_favor:d293:s11,care favor,state observed without history rewrite,ssrm:v60:snapshot:d293:t05267,audit:v60:tick:05267:resident:sera,True,True
5268,293,12,movement,river gate,Tovan,enter,map safe route,v60:tovan:route_warning:d293:s12,route warning,state observed without history rewrite,ssrm:v60:snapshot:d293:t05268,audit:v60:tick:05268:resident:tovan,True,True
5269,293,13,bounded conversation,arrival court,Nia,talk,rest after rain,v60:nia:tool_loan:d293:s13,tool loan,state observed without history rewrite,ssrm:v60:snapshot:d293:t05269,audit:v60:tick:05269:resident:nia,True,True
5270,293,14,schedule/debt,tool alcove,Ari,offer_help,recover focus,v60:ari:water_carry:d293:s14,water carry,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d293:t05270,audit:v60:tick:05270:resident:ari,True,True
5271,293,15,offscreen,rain court,Fay,return_tool,repair awning,v60:fay:repair_promise:d293:s15,repair promise,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d293:t05271,audit:v60:tick:05271:resident:fay,True,True
5272,293,16,consequence,fiber loft,Milo,inspect_memory,sort herbs,v60:milo:missed_greeting:d293:s16,missed greeting,state observed without history rewrite,ssrm:v60:snapshot:d293:t05272,audit:v60:tick:05272:resident:milo,True,True
5273,293,17,save/restore,west hearth,Sera,enter,carry water,v60:sera:care_favor:d293:s17,care favor,state observed without history rewrite,ssrm:v60:snapshot:d293:t05273,audit:v60:tick:05273:resident:sera,True,True
5274,294,0,arrival,arrival court,Tovan,offer_help,map safe route,v60:tovan:tool_loan:d294:s00,tool loan,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d294:t05274,audit:v60:tick:05274:resident:tovan,True,True
5275,294,1,movement,tool alcove,Nia,return_tool,rest after rain,v60:nia:water_carry:d294:s01,water carry,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d294:t05275,audit:v60:tick:05275:resident:nia,True,True
5276,294,2,bounded conversation,rain court,Ari,inspect_memory,recover focus,v60:ari:repair_promise:d294:s02,repair promise,state observed without history rewrite,ssrm:v60:snapshot:d294:t05276,audit:v60:tick:05276:resident:ari,True,True
5277,294,3,schedule/debt,fiber loft,Fay,enter,repair awning,v60:fay:missed_greeting:d294:s03,missed greeting,state observed without history rewrite,ssrm:v60:snapshot:d294:t05277,audit:v60:tick:05277:resident:fay,True,True
5278,294,4,offscreen,west hearth,Milo,talk,sort herbs,v60:milo:care_favor:d294:s04,care favor,state observed without history rewrite,ssrm:v60:snapshot:d294:t05278,audit:v60:tick:05278:resident:milo,True,True
5279,294,5,consequence,river gate,Sera,offer_help,carry water,v60:sera:route_warning:d294:s05,route warning,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d294:t05279,audit:v60:tick:05279:resident:sera,True,True
5280,294,6,save/restore,arrival court,Tovan,return_tool,dry cloaks,v60:tovan:tool_loan:d294:s06,tool loan,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d294:t05280,audit:v60:tick:05280:resident:tovan,True,True
5281,294,7,audit replay,tool alcove,Nia,inspect_memory,map safe route,v60:nia:water_carry:d294:s07,water carry,state observed without history rewrite,ssrm:v60:snapshot:d294:t05281,audit:v60:tick:05281:resident:nia,True,True
5282,294,8,arrival,rain court,Ari,enter,rest after rain,v60:ari:repair_promise:d294:s08,repair promise,state observed without history rewrite,ssrm:v60:snapshot:d294:t05282,audit:v60:tick:05282:resident:ari,True,True
5283,294,9,movement,fiber loft,Fay,talk,recover focus,v60:fay:missed_greeting:d294:s09,missed greeting,state observed without history rewrite,ssrm:v60:snapshot:d294:t05283,audit:v60:tick:05283:resident:fay,True,True
5284,294,10,bounded conversation,west hearth,Milo,offer_help,repair awning,v60:milo:care_favor:d294:s10,care favor,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d294:t05284,audit:v60:tick:05284:resident:milo,True,True
5285,294,11,schedule/debt,river gate,Sera,return_tool,sort herbs,v60:sera:route_warning:d294:s11,route warning,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d294:t05285,audit:v60:tick:05285:resident:sera,True,True
5286,294,12,offscreen,arrival court,Tovan,inspect_memory,carry water,v60:tovan:tool_loan:d294:s12,tool loan,state observed without history rewrite,ssrm:v60:snapshot:d294:t05286,audit:v60:tick:05286:resident:tovan,True,True
5287,294,13,consequence,tool alcove,Nia,enter,dry cloaks,v60:nia:water_carry:d294:s13,water carry,state observed without history rewrite,ssrm:v60:snapshot:d294:t05287,audit:v60:tick:05287:resident:nia,True,True
5288,294,14,save/restore,rain court,Ari,talk,map safe route,v60:ari:repair_promise:d294:s14,repair promise,state observed without history rewrite,ssrm:v60:snapshot:d294:t05288,audit:v60:tick:05288:resident:ari,True,True
5289,294,15,audit replay,fiber loft,Fay,offer_help,rest after rain,v60:fay:missed_greeting:d294:s15,missed greeting,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d294:t05289,audit:v60:tick:05289:resident:fay,True,True
5290,294,16,arrival,west hearth,Milo,return_tool,recover focus,v60:milo:care_favor:d294:s16,care favor,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d294:t05290,audit:v60:tick:05290:resident:milo,True,True
5291,294,17,movement,river gate,Sera,inspect_memory,repair awning,v60:sera:route_warning:d294:s17,route warning,state observed without history rewrite,ssrm:v60:snapshot:d294:t05291,audit:v60:tick:05291:resident:sera,True,True
5292,295,0,schedule/debt,tool alcove,Tovan,talk,carry water,v60:tovan:water_carry:d295:s00,water carry,state observed without history rewrite,ssrm:v60:snapshot:d295:t05292,audit:v60:tick:05292:resident:tovan,True,True
5293,295,1,offscreen,rain court,Nia,offer_help,dry cloaks,v60:nia:repair_promise:d295:s01,repair promise,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d295:t05293,audit:v60:tick:05293:resident:nia,True,True
5294,295,2,consequence,fiber loft,Ari,return_tool,map safe route,v60:ari:missed_greeting:d295:s02,missed greeting,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d295:t05294,audit:v60:tick:05294:resident:ari,True,True
5295,295,3,save/restore,west hearth,Fay,inspect_memory,rest after rain,v60:fay:care_favor:d295:s03,care favor,state observed without history rewrite,ssrm:v60:snapshot:d295:t05295,audit:v60:tick:05295:resident:fay,True,True
5296,295,4,audit replay,river gate,Milo,enter,recover focus,v60:milo:route_warning:d295:s04,route warning,state observed without history rewrite,ssrm:v60:snapshot:d295:t05296,audit:v60:tick:05296:resident:milo,True,True
5297,295,5,arrival,arrival court,Sera,talk,repair awning,v60:sera:tool_loan:d295:s05,tool loan,state observed without history rewrite,ssrm:v60:snapshot:d295:t05297,audit:v60:tick:05297:resident:sera,True,True
5298,295,6,movement,tool alcove,Tovan,offer_help,sort herbs,v60:tovan:water_carry:d295:s06,water carry,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d295:t05298,audit:v60:tick:05298:resident:tovan,True,True
5299,295,7,bounded conversation,rain court,Nia,return_tool,carry water,v60:nia:repair_promise:d295:s07,repair promise,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d295:t05299,audit:v60:tick:05299:resident:nia,True,True
5300,295,8,schedule/debt,fiber loft,Ari,inspect_memory,dry cloaks,v60:ari:missed_greeting:d295:s08,missed greeting,state observed without history rewrite,ssrm:v60:snapshot:d295:t05300,audit:v60:tick:05300:resident:ari,True,True
5301,295,9,offscreen,west hearth,Fay,enter,map safe route,v60:fay:care_favor:d295:s09,care favor,state observed without history rewrite,ssrm:v60:snapshot:d295:t05301,audit:v60:tick:05301:resident:fay,True,True
5302,295,10,consequence,river gate,Milo,talk,rest after rain,v60:milo:route_warning:d295:s10,route warning,state observed without history rewrite,ssrm:v60:snapshot:d295:t05302,audit:v60:tick:05302:resident:milo,True,True
5303,295,11,save/restore,arrival court,Sera,offer_help,recover focus,v60:sera:tool_loan:d295:s11,tool loan,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d295:t05303,audit:v60:tick:05303:resident:sera,True,True
5304,295,12,audit replay,tool alcove,Tovan,return_tool,repair awning,v60:tovan:water_carry:d295:s12,water carry,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d295:t05304,audit:v60:tick:05304:resident:tovan,True,True
5305,295,13,arrival,rain court,Nia,inspect_memory,sort herbs,v60:nia:repair_promise:d295:s13,repair promise,state observed without history rewrite,ssrm:v60:snapshot:d295:t05305,audit:v60:tick:05305:resident:nia,True,True
5306,295,14,movement,fiber loft,Ari,enter,carry water,v60:ari:missed_greeting:d295:s14,missed greeting,state observed without history rewrite,ssrm:v60:snapshot:d295:t05306,audit:v60:tick:05306:resident:ari,True,True
5307,295,15,bounded conversation,west hearth,Fay,talk,dry cloaks,v60:fay:care_favor:d295:s15,care favor,state observed without history rewrite,ssrm:v60:snapshot:d295:t05307,audit:v60:tick:05307:resident:fay,True,True
5308,295,16,schedule/debt,river gate,Milo,offer_help,map safe route,v60:milo:route_warning:d295:s16,route warning,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d295:t05308,audit:v60:tick:05308:resident:milo,True,True
5309,295,17,offscreen,arrival court,Sera,return_tool,rest after rain,v60:sera:tool_loan:d295:s17,tool loan,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d295:t05309,audit:v60:tick:05309:resident:sera,True,True
5310,296,0,save/restore,rain court,Tovan,enter,repair awning,v60:tovan:repair_promise:d296:s00,repair promise,state observed without history rewrite,ssrm:v60:snapshot:d296:t05310,audit:v60:tick:05310:resident:tovan,True,True
5311,296,1,audit replay,fiber loft,Nia,talk,sort herbs,v60:nia:missed_greeting:d296:s01,missed greeting,state observed without history rewrite,ssrm:v60:snapshot:d296:t05311,audit:v60:tick:05311:resident:nia,True,True
5312,296,2,arrival,west hearth,Ari,offer_help,carry water,v60:ari:care_favor:d296:s02,care favor,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d296:t05312,audit:v60:tick:05312:resident:ari,True,True
5313,296,3,movement,river gate,Fay,return_tool,dry cloaks,v60:fay:route_warning:d296:s03,route warning,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d296:t05313,audit:v60:tick:05313:resident:fay,True,True
5314,296,4,bounded conversation,arrival court,Milo,inspect_memory,map safe route,v60:milo:tool_loan:d296:s04,tool loan,state observed without history rewrite,ssrm:v60:snapshot:d296:t05314,audit:v60:tick:05314:resident:milo,True,True
5315,296,5,schedule/debt,tool alcove,Sera,enter,rest after rain,v60:sera:water_carry:d296:s05,water carry,state observed without history rewrite,ssrm:v60:snapshot:d296:t05315,audit:v60:tick:05315:resident:sera,True,True
5316,296,6,offscreen,rain court,Tovan,talk,recover focus,v60:tovan:repair_promise:d296:s06,repair promise,state observed without history rewrite,ssrm:v60:snapshot:d296:t05316,audit:v60:tick:05316:resident:tovan,True,True
5317,296,7,consequence,fiber loft,Nia,offer_help,repair awning,v60:nia:missed_greeting:d296:s07,missed greeting,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d296:t05317,audit:v60:tick:05317:resident:nia,True,True
5318,296,8,save/restore,west hearth,Ari,return_tool,sort herbs,v60:ari:care_favor:d296:s08,care favor,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d296:t05318,audit:v60:tick:05318:resident:ari,True,True
