tick,day,resident,room,sound_level,smell_strength,temperature_c,wetness,light_level,pain_signal,fatigue_signal,overlay_intensity,sensory_frequency_hz,flower_phase,overlay_visible
3890,217,Nia,west hearth,0.434006,0.637226,17.548,0.120865,0.643127,0.000136,0.173065,0.334738,3.49,leaf,True
3891,217,Ari,rain court,0.453877,0.646031,17.282,0.606491,0.7,0.160206,0.199536,0.461023,3.86,bud,True
3892,217,Fay,tool alcove,0.473729,0.654088,17.016,0.132244,0.751404,0.00029,0.226006,0.37296,4.23,bloom,True
3893,217,Milo,fiber loft,0.493461,0.661375,16.75,0.138118,0.795776,0.000389,0.252477,0.390266,4.6,fruit,True
3894,217,Sera,glasshouse,0.512974,0.667873,16.486,0.144103,0.831769,0.000502,0.278948,0.406028,4.97,compost,True
3895,217,Tovan,river gate,0.532169,0.673562,16.224,0.630193,0.858289,0.000629,0.305418,0.500043,5.34,seed,True
3896,217,Nia,west hearth,0.550951,0.678426,15.965,0.156378,0.874531,0.00077,0.331889,0.432158,5.71,root,True
3897,217,Ari,rain court,0.569224,0.682453,15.708,0.64265,0.88,0.000926,0.358359,0.522269,2.75,stem,True
3898,217,Fay,tool alcove,0.586896,0.68563,15.454,0.169001,0.874531,0.161095,0.38483,0.476997,3.12,leaf,True
3899,217,Milo,fiber loft,0.603879,0.687948,15.205,0.175422,0.858289,0.001279,0.411301,0.456353,3.49,bud,True
3900,217,Sera,glasshouse,0.620086,0.689402,14.959,0.181903,0.831769,0.001477,0.437771,0.460401,3.86,bloom,True
3901,217,Tovan,river gate,0.635436,0.689987,14.719,0.668437,0.795776,0.001688,0.464242,0.542594,4.23,fruit,True
3902,217,Nia,west hearth,0.649852,0.689702,14.483,0.195014,0.751404,0.001914,0.490712,0.463099,4.6,compost,True
3903,217,Ari,rain court,0.66326,0.688546,14.253,0.681625,0.7,0.002153,0.517183,0.542128,4.97,seed,True
3904,217,Fay,tool alcove,0.675594,0.686524,14.029,0.208261,0.643127,0.002406,0.543654,0.459928,5.34,root,True
3905,217,Milo,fiber loft,0.686792,0.683642,13.811,0.214914,0.582513,0.162672,0.570124,0.483443,5.71,stem,True
3906,218,Sera,river gate,0.696796,0.679906,17.815,0.701573,0.52,0.002952,0.120129,0.453559,2.791,stem,True
3907,218,Tovan,west hearth,0.705556,0.675329,17.548,0.22823,0.582513,0.003245,0.1466,0.390246,3.161,leaf,True
3908,218,Nia,rain court,0.713029,0.669922,17.282,0.714876,0.643127,0.003551,0.17307,0.486263,3.531,bud,True
3909,218,Ari,tool alcove,0.719177,0.6637,17.016,0.241501,0.7,0.003871,0.199541,0.421298,3.901,bloom,True
3910,218,Fay,fiber loft,0.723968,0.656683,16.75,0.248097,0.751404,0.004204,0.226012,0.435061,4.271,fruit,True
3911,218,Milo,glasshouse,0.727378,0.648888,16.486,0.254655,0.795776,0.164549,0.252482,0.473955,4.641,compost,True
3912,218,Sera,river gate,0.729391,0.640337,16.224,0.741165,0.831769,0.004908,0.278953,0.537754,5.011,seed,True
3913,218,Tovan,west hearth,0.729996,0.631056,15.965,0.267619,0.858289,0.005279,0.305423,0.466277,5.381,root,True
3914,218,Nia,rain court,0.729191,0.62107,15.708,0.754008,0.874531,0.005662,0.331894,0.552726,5.751,stem,True
3915,218,Ari,tool alcove,0.726978,0.610407,15.454,0.280323,0.88,0.006058,0.358365,0.477022,2.791,leaf,True
3916,218,Fay,fiber loft,0.72337,0.599096,15.205,0.286555,0.874531,0.006467,0.384835,0.479142,3.161,bud,True
3917,218,Milo,glasshouse,0.718384,0.587171,14.959,0.292696,0.858289,0.006887,0.411306,0.479122,3.531,bloom,True
3918,218,Sera,river gate,0.712046,0.574663,14.719,0.778737,0.831769,0.167319,0.437776,0.583719,3.901,fruit,True
3919,218,Tovan,west hearth,0.704388,0.561609,14.483,0.304671,0.795776,0.007763,0.464247,0.473076,4.271,compost,True
3920,218,Nia,rain court,0.695447,0.548045,14.253,0.790489,0.751404,0.008219,0.490718,0.547387,4.641,seed,True
3921,218,Ari,tool alcove,0.68527,0.534009,14.029,0.316183,0.7,0.008686,0.517188,0.460223,5.011,root,True
3922,218,Fay,fiber loft,0.673908,0.51954,13.811,0.321745,0.643127,0.009165,0.543659,0.451857,5.381,stem,True
3923,218,Milo,glasshouse,0.661417,0.50468,13.6,0.327168,0.582513,0.009654,0.570129,0.442594,5.751,leaf,True
3924,219,Sera,west hearth,0.647861,0.489469,17.548,0.332445,0.52,0.170155,0.121145,0.380179,2.832,leaf,True
3925,219,Tovan,rain court,0.633308,0.473951,17.282,0.817567,0.582513,0.010666,0.147615,0.44427,3.202,bud,True
3926,219,Nia,tool alcove,0.617831,0.45817,17.016,0.342529,0.643127,0.011188,0.174086,0.374488,3.572,bloom,True
3927,219,Ari,fiber loft,0.601508,0.442168,16.75,0.347322,0.7,0.011721,0.200557,0.383879,3.942,fruit,True
3928,219,Fay,glasshouse,0.584422,0.425992,16.486,0.351942,0.751404,0.012263,0.227027,0.392175,4.312,compost,True
3929,219,Milo,river gate,0.566659,0.409687,16.224,0.836381,0.795776,0.012816,0.253498,0.479136,4.682,seed,True
3930,219,Sera,west hearth,0.548308,0.393298,15.965,0.360633,0.831769,0.013378,0.279968,0.404559,5.052,root,True
3931,219,Tovan,rain court,0.529462,0.376873,15.708,0.844693,0.858289,0.17395,0.306439,0.514951,5.422,stem,True
3932,219,Nia,tool alcove,0.510215,0.360456,15.454,0.368554,0.874531,0.014532,0.33291,0.410199,5.792,leaf,True
3933,219,Ari,fiber loft,0.490665,0.344093,15.205,0.372213,0.88,0.015122,0.35938,0.410246,2.832,bud,True
3934,219,Fay,glasshouse,0.470909,0.327832,14.959,0.375663,0.874531,0.015722,0.385851,0.408418,3.202,bloom,True
3935,219,Milo,river gate,0.451049,0.311717,14.719,0.8589,0.858289,0.01633,0.412321,0.484768,3.572,fruit,True
3936,219,Sera,west hearth,0.431183,0.295794,14.483,0.381919,0.831769,0.016947,0.438792,0.399401,3.942,compost,True
3937,219,Tovan,rain court,0.411412,0.280107,14.253,0.864717,0.795776,0.017572,0.465263,0.472475,4.312,seed,True
3938,219,Nia,tool alcove,0.391836,0.264701,14.029,0.387289,0.751404,0.178206,0.491733,0.410861,4.682,root,True
3939,219,Ari,fiber loft,0.372552,0.249619,13.811,0.389632,0.7,0.018847,0.518204,0.374809,5.052,stem,True
3940,219,Fay,glasshouse,0.353659,0.234903,13.6,0.391743,0.643127,0.019496,0.544674,0.3646,5.422,leaf,True
3941,219,Milo,river gate,0.335251,0.220594,13.397,0.873619,0.582513,0.020152,0.571145,0.433879,5.792,bud,True
3942,220,Sera,rain court,0.317422,0.206733,17.282,0.875258,0.52,0.020815,0.123154,0.343897,2.873,bud,True
3943,220,Tovan,tool alcove,0.30026,0.193359,17.016,0.396656,0.582513,0.021485,0.149624,0.273983,3.243,bloom,True
3944,220,Nia,fiber loft,0.283853,0.180509,16.75,0.397813,0.643127,0.182162,0.176095,0.310593,3.613,fruit,True
3945,220,Ari,glasshouse,0.268283,0.168219,16.486,0.398726,0.7,0.022846,0.202565,0.29344,3.983,compost,True
3946,220,Fay,river gate,0.253629,0.156523,16.224,0.879394,0.751404,0.023535,0.229036,0.382254,4.353,seed,True
3947,220,Milo,west hearth,0.239964,0.145456,15.965,0.399817,0.795776,0.024231,0.255507,0.310125,4.723,root,True
3948,220,Sera,rain court,0.227358,0.135047,15.708,0.879994,0.831769,0.024932,0.281977,0.396846,5.093,stem,True
3949,220,Tovan,tool alcove,0.215874,0.125326,15.454,0.399925,0.858289,0.025639,0.308448,0.32225,5.463,leaf,True
3950,220,Nia,fiber loft,0.205569,0.11632,15.205,0.399609,0.874531,0.026351,0.334918,0.326216,5.833,bud,True
3951,220,Ari,glasshouse,0.196496,0.108055,14.959,0.399047,0.88,0.187068,0.361389,0.355342,2.873,bloom,True
3952,220,Fay,river gate,0.1887,0.100553,14.719,0.87824,0.874531,0.027789,0.38786,0.409612,3.243,fruit,True
3953,220,Milo,west hearth,0.182221,0.093836,14.483,0.39719,0.858289,0.028515,0.41433,0.329064,3.613,compost,True
3954,220,Sera,rain court,0.177092,0.087923,14.253,0.875896,0.831769,0.029245,0.440801,0.407121,3.983,seed,True
3955,220,Tovan,tool alcove,0.173337,0.08283,14.029,0.394362,0.795776,0.029979,0.467271,0.323926,4.353,root,True
3956,220,Nia,fiber loft,0.170977,0.078572,13.811,0.392589,0.751404,0.030716,0.493742,0.319667,4.723,stem,True
3957,220,Ari,glasshouse,0.170022,0.07516,13.6,0.39058,0.7,0.031457,0.520213,0.314572,5.093,leaf,True
3958,220,Fay,river gate,0.170478,0.072604,13.397,0.868338,0.643127,0.192201,0.546683,0.415572,5.463,bud,True
3959,220,Milo,west hearth,0.172343,0.070912,13.201,0.385865,0.582513,0.032948,0.573154,0.302956,5.833,bloom,True
3960,221,Sera,tool alcove,0.175607,0.070087,17.016,0.383165,0.52,0.033697,0.126122,0.218113,2.914,bloom,True
3961,221,Tovan,fiber loft,0.180253,0.070133,16.75,0.380242,0.582513,0.034449,0.152593,0.233364,3.284,fruit,True
3962,221,Nia,glasshouse,0.186259,0.071049,16.486,0.377099,0.643127,0.035203,0.179063,0.248633,3.654,compost,True
3963,221,Ari,river gate,0.193594,0.072833,16.224,0.853741,0.7,0.035958,0.205534,0.34361,4.024,seed,True
3964,221,Fay,west hearth,0.20222,0.075479,15.965,0.370173,0.751404,0.196715,0.232004,0.304666,4.394,root,True
3965,221,Milo,rain court,0.212095,0.078981,15.708,0.8464,0.795776,0.037473,0.258475,0.371533,4.764,stem,True
3966,221,Sera,tool alcove,0.223169,0.083328,15.454,0.362425,0.831769,0.038232,0.284945,0.303978,5.134,leaf,True
3967,221,Tovan,fiber loft,0.235386,0.088508,15.205,0.358256,0.858289,0.038991,0.311416,0.315141,5.504,bud,True
3968,221,Nia,glasshouse,0.248685,0.094506,14.959,0.353898,0.874531,0.039751,0.337887,0.324876,5.874,bloom,True
3969,221,Ari,river gate,0.262997,0.101307,14.719,0.829356,0.88,0.040511,0.364357,0.413088,2.914,fruit,True
3970,221,Fay,west hearth,0.278252,0.10889,14.483,0.344638,0.874531,0.041271,0.390828,0.339735,3.284,compost,True
3971,221,Milo,rain court,0.294373,0.117234,14.253,0.819749,0.858289,0.20203,0.417298,0.451496,3.654,seed,True
3972,221,Sera,tool alcove,0.311277,0.126317,14.029,0.334695,0.831769,0.042789,0.443769,0.348436,4.024,root,True
3973,221,Tovan,fiber loft,0.328881,0.136112,13.811,0.329485,0.795776,0.043546,0.47024,0.350673,4.394,stem,True
3974,221,Nia,glasshouse,0.347095,0.146591,13.6,0.324125,0.751404,0.044303,0.49671,0.351705,4.764,leaf,True
3975,221,Ari,river gate,0.365827,0.157727,13.397,0.798622,0.7,0.045057,0.523181,0.431736,5.134,bud,True
3976,221,Fay,west hearth,0.384984,0.169486,13.201,0.312985,0.643127,0.04581,0.549651,0.351007,5.504,bloom,True
3977,221,Milo,rain court,0.404468,0.181837,13.013,0.78722,0.582513,0.046561,0.576122,0.429787,5.874,fruit,True
3978,222,Sera,fiber loft,0.424182,0.194744,16.75,0.301336,0.52,0.04731,0.129999,0.269595,2.955,fruit,True
3979,222,Tovan,glasshouse,0.444026,0.208172,16.486,0.29534,0.582513,0.048056,0.15647,0.289096,3.325,compost,True
3980,222,Nia,river gate,0.463899,0.222082,16.224,0.769241,0.643127,0.048799,0.182941,0.388348,3.695,seed,True
3981,222,Ari,west hearth,0.483703,0.236435,15.965,0.283048,0.7,0.049538,0.209411,0.327023,4.065,root,True
3982,222,Fay,rain court,0.503337,0.251192,15.708,0.756768,0.751404,0.050275,0.235882,0.424809,4.435,stem,True
3983,222,Milo,tool alcove,0.522702,0.26631,15.454,0.27041,0.795776,0.051007,0.262352,0.361426,4.805,leaf,True
3984,222,Sera,fiber loft,0.541701,0.281748,15.205,0.263984,0.831769,0.211736,0.288823,0.403293,5.175,bud,True
3985,222,Tovan,glasshouse,0.560238,0.297461,14.959,0.257497,0.858289,0.05246,0.315293,0.390207,5.545,bloom,True
3986,222,Nia,river gate,0.578219,0.313407,14.719,0.730959,0.874531,0.05318,0.341764,0.48201,5.915,fruit,True
3987,222,Ari,west hearth,0.595555,0.329539,14.483,0.244379,0.88,0.053895,0.368235,0.411934,2.955,compost,True
3988,222,Fay,rain court,0.612156,0.345813,14.253,0.717765,0.874531,0.054605,0.394705,0.499929,3.325,seed,True
3989,222,Milo,tool alcove,0.627941,0.362184,14.029,0.231127,0.858289,0.05531,0.421176,0.426004,3.695,root,True
3990,222,Sera,fiber loft,0.642829,0.378604,13.811,0.224473,0.831769,0.05601,0.447646,0.430222,4.065,stem,True
3991,222,Tovan,glasshouse,0.656746,0.395028,13.6,0.217814,0.795776,0.216703,0.474117,0.459364,4.435,leaf,True
3992,222,Nia,river gate,0.66962,0.41141,13.397,0.691157,0.751404,0.057391,0.500588,0.513595,4.805,bud,True
3993,222,Ari,west hearth,0.681388,0.427703,13.201,0.204513,0.7,0.058072,0.527058,0.433122,5.175,bloom,True
3994,222,Fay,rain court,0.691991,0.443863,13.013,0.67789,0.643127,0.058747,0.553529,0.511524,5.545,fruit,True
3995,222,Milo,tool alcove,0.701373,0.459844,12.833,0.191297,0.582513,0.059414,0.579999,0.429073,5.915,compost,True
3996,223,Sera,glasshouse,0.709489,0.4756,16.486,0.184743,0.52,0.060075,0.134721,0.347438,2.996,compost,True
3997,223,Tovan,river gate,0.716298,0.491087,16.224,0.658238,0.582513,0.220729,0.161191,0.471676,3.366,seed,True
3998,223,Nia,west hearth,0.721765,0.506263,15.965,0.17179,0.643127,0.061375,0.187662,0.381997,3.736,root,True
3999,223,Ari,rain court,0.725862,0.521084,15.708,0.645407,0.7,0.062014,0.214132,0.478083,4.106,stem,True
4000,223,Fay,tool alcove,0.728569,0.535509,15.454,0.1591,0.751404,0.062644,0.240603,0.412972,4.476,leaf,True
4001,223,Milo,fiber loft,0.729873,0.549497,15.205,0.152876,0.795776,0.063267,0.267074,0.426394,4.846,bud,True
4002,223,Sera,glasshouse,0.729766,0.563009,14.959,0.146744,0.831769,0.063881,0.293544,0.438119,5.216,bloom,True
4003,223,Tovan,river gate,0.72825,0.576008,14.719,0.620712,0.858289,0.064486,0.320015,0.52796,5.586,fruit,True
4004,223,Nia,west hearth,0.725331,0.588455,14.483,0.134788,0.874531,0.225082,0.346485,0.482446,5.956,compost,True
4005,223,Ari,rain court,0.721026,0.600318,14.253,0.608981,0.88,0.06567,0.372956,0.541492,2.996,seed,True
4006,223,Fay,tool alcove,0.715354,0.611561,14.029,0.123299,0.874531,0.066248,0.399427,0.46507,3.366,root,True
4007,223,Milo,fiber loft,0.708346,0.622155,13.811,0.117749,0.858289,0.066817,0.425897,0.466542,3.736,stem,True
4008,223,Sera,glasshouse,0.700035,0.632068,13.6,0.11234,0.831769,0.067376,0.452368,0.465993,4.106,leaf,True
4009,223,Tovan,river gate,0.690465,0.641273,13.397,0.587077,0.795776,0.067925,0.478838,0.543559,4.476,bud,True
4010,223,Nia,west hearth,0.679683,0.649745,13.201,0.101969,0.751404,0.068464,0.505309,0.459429,4.846,bloom,True
4011,223,Ari,rain court,0.667744,0.657459,13.013,0.577023,0.7,0.228993,0.531779,0.5605,5.216,fruit,True
4012,223,Fay,tool alcove,0.654708,0.664394,12.833,0.092245,0.643127,0.069511,0.55825,0.447039,5.586,compost,True
4013,223,Milo,fiber loft,0.64064,0.67053,12.662,0.087642,0.582513,0.070019,0.584721,0.439344,5.956,seed,True
4014,224,Sera,river gate,0.625611,0.67585,16.224,0.56322,0.52,0.070516,0.140206,0.432567,2.75,seed,True
4015,224,Tovan,west hearth,0.609698,0.68034,15.965,0.078985,0.582513,0.071002,0.166677,0.364869,3.12,root,True
4016,224,Nia,rain court,0.59298,0.683986,15.708,0.554943,0.643127,0.071476,0.193147,0.45661,3.49,stem,True
4017,224,Ari,tool alcove,0.575541,0.686778,15.454,0.0711,0.7,0.231939,0.219618,0.414163,3.86,leaf,True
4018,224,Fay,fiber loft,0.55747,0.688709,15.205,0.067461,0.751404,0.072391,0.246088,0.397254,4.23,bud,True
4019,224,Milo,glasshouse,0.538857,0.689773,14.959,0.06403,0.795776,0.072831,0.272559,0.405638,4.6,bloom,True
4020,224,Sera,river gate,0.519797,0.689967,14.719,0.540813,0.831769,0.073259,0.29903,0.492439,4.97,fruit,True
4021,224,Tovan,west hearth,0.500385,0.68929,14.483,0.057814,0.858289,0.073676,0.3255,0.417492,5.34,compost,True
4022,224,Nia,rain court,0.480719,0.687745,14.253,0.535037,0.874531,0.07408,0.351971,0.50068,5.71,seed,True
4023,224,Ari,tool alcove,0.460898,0.685335,14.029,0.052486,0.88,0.074471,0.378441,0.421939,2.75,root,True
4024,224,Fay,fiber loft,0.441022,0.682068,13.811,0.050164,0.874531,0.234851,0.404912,0.447925,3.12,stem,True
4025,224,Milo,glasshouse,0.421192,0.677953,13.6,0.048074,0.858289,0.075217,0.431382,0.418685,3.49,leaf,True
4026,224,Sera,river gate,0.401507,0.673001,13.397,0.52622,0.831769,0.075571,0.457853,0.49432,3.86,bud,True
4027,224,Tovan,west hearth,0.382066,0.667226,13.201,0.044604,0.795776,0.075912,0.484324,0.408318,4.23,bloom,True
4028,224,Nia,rain court,0.362967,0.660644,13.013,0.523227,0.751404,0.076241,0.510794,0.48088,4.6,fruit,True
4029,224,Ari,tool alcove,0.344307,0.653275,12.833,0.042093,0.7,0.076556,0.537265,0.392249,4.97,compost,True
4030,224,Fay,fiber loft,0.326179,0.645138,12.662,0.041202,0.643127,0.076858,0.563735,0.382707,5.34,seed,True
4031,224,Milo,glasshouse,0.308676,0.636256,12.5,0.040556,0.582513,0.237146,0.590206,0.399226,5.71,root,True
4032,225,Sera,west hearth,0.291884,0.626655,15.965,0.040156,0.52,0.077421,0.146363,0.283747,2.791,root,True
4033,225,Tovan,rain court,0.27589,0.616361,15.708,0.520002,0.582513,0.077683,0.172834,0.374214,3.161,stem,True
4034,225,Nia,tool alcove,0.260772,0.605403,15.454,0.040094,0.643127,0.077931,0.199304,0.304439,3.531,leaf,True
4035,225,Ari,fiber loft,0.246608,0.593812,15.205,0.040433,0.7,0.078166,0.225775,0.314132,3.901,bud,True
4036,225,Fay,glasshouse,0.233469,0.581621,14.959,0.041017,0.751404,0.078386,0.252245,0.323024,4.271,bloom,True
4037,225,Milo,river gate,0.221421,0.568863,14.719,0.521846,0.795776,0.238593,0.278716,0.437536,4.641,fruit,True
4038,225,Sera,west hearth,0.210525,0.555575,14.483,0.042919,0.831769,0.078786,0.305187,0.33746,5.011,compost,True
4039,225,Tovan,rain court,0.200835,0.541794,14.253,0.524235,0.858289,0.078965,0.331657,0.422629,5.381,seed,True
4040,225,Nia,tool alcove,0.192401,0.527559,14.029,0.045791,0.874531,0.079129,0.358128,0.346257,5.751,root,True
4041,225,Ari,fiber loft,0.185265,0.512909,13.811,0.047586,0.88,0.07928,0.384598,0.348273,2.791,stem,True
4042,225,Fay,glasshouse,0.179463,0.497886,13.6,0.049616,0.874531,0.079416,0.411069,0.348664,3.161,leaf,True
4043,225,Milo,river gate,0.175024,0.482532,13.397,0.53188,0.858289,0.079539,0.437539,0.427467,3.531,bud,True
4044,225,Sera,west hearth,0.171971,0.46689,13.201,0.054374,0.831769,0.239647,0.46401,0.371444,3.901,bloom,True
4045,225,Tovan,rain court,0.170319,0.451004,13.013,0.537095,0.795776,0.07974,0.490481,0.420736,4.271,fruit,True
4046,225,Nia,tool alcove,0.170076,0.434919,12.833,0.060039,0.751404,0.07982,0.516951,0.335535,4.641,compost,True
4047,225,Ari,fiber loft,0.171243,0.418679,12.662,0.063201,0.7,0.079884,0.543422,0.329405,5.011,seed,True
4048,225,Fay,glasshouse,0.173815,0.402331,12.5,0.066578,0.643127,0.079935,0.569892,0.322613,5.381,root,True
4049,225,Milo,river gate,0.177779,0.38592,12.347,0.550166,0.582513,0.079971,0.596363,0.395452,5.751,stem,True
4050,226,Sera,rain court,0.183115,0.369492,15.708,0.553958,0.52,0.239993,0.153088,0.336608,2.832,stem,True
4051,226,Tovan,tool alcove,0.189795,0.353094,15.454,0.07795,0.582513,0.08,0.179558,0.243818,3.202,leaf,True
4052,226,Nia,fiber loft,0.197786,0.336771,15.205,0.082137,0.643127,0.079993,0.206029,0.257641,3.572,bud,True
4053,226,Ari,glasshouse,0.207049,0.32057,14.959,0.086513,0.7,0.079971,0.232499,0.2711,3.942,bloom,True
4054,226,Fay,river gate,0.217535,0.304536,14.719,0.571071,0.751404,0.079935,0.25897,0.363908,4.312,fruit,True
4055,226,Milo,west hearth,0.229193,0.288714,14.483,0.095805,0.795776,0.079885,0.285441,0.295802,4.682,compost,True
4056,226,Sera,rain court,0.241963,0.273148,14.253,0.58071,0.831769,0.07982,0.311911,0.386554,5.052,seed,True
4057,226,Tovan,tool alcove,0.255782,0.257882,14.029,0.105778,0.858289,0.23974,0.338382,0.342642,5.422,root,True
4058,226,Nia,fiber loft,0.270579,0.242959,13.811,0.111002,0.874531,0.079647,0.364852,0.323928,5.792,stem,True
4059,226,Ari,glasshouse,0.286281,0.228421,13.6,0.116376,0.88,0.079539,0.391323,0.330323,2.832,leaf,True
4060,226,Fay,river gate,0.302807,0.214308,13.397,0.601891,0.874531,0.079417,0.417794,0.415125,3.202,bud,True
4061,226,Milo,west hearth,0.320075,0.200661,13.201,0.127541,0.858289,0.07928,0.444264,0.338352,3.572,bloom,True
4062,226,Sera,rain court,0.337998,0.187518,13.013,0.613317,0.831769,0.07913,0.470735,0.420078,3.942,fruit,True
4063,226,Tovan,tool alcove,0.356485,0.174915,12.833,0.139212,0.795776,0.078965,0.497205,0.340426,4.312,compost,True
4064,226,Nia,fiber loft,0.375444,0.162888,12.662,0.145217,0.751404,0.238786,0.523676,0.366236,4.682,seed,True
4065,226,Ari,glasshouse,0.394778,0.151471,12.5,0.151325,0.7,0.078593,0.550146,0.337719,5.052,root,True
4066,226,Fay,river gate,0.41439,0.140695,12.347,0.637527,0.643127,0.078387,0.576617,0.415124,5.422,stem,True
4067,226,Milo,west hearth,0.434182,0.130592,12.203,0.163814,0.582513,0.078166,0.603088,0.332059,5.792,leaf,True
4068,227,Sera,tool alcove,0.454053,0.121189,15.454,0.170179,0.52,0.077932,0.160266,0.250603,2.873,leaf,True
4069,227,Tovan,fiber loft,0.473904,0.112513,15.205,0.176611,0.582513,0.077684,0.186737,0.268327,3.243,bud,True
4070,227,Nia,glasshouse,0.493635,0.104588,14.959,0.183103,0.643127,0.237422,0.213208,0.312514,3.613,bloom,True
4071,227,Ari,river gate,0.513145,0.097437,14.719,0.669645,0.7,0.077147,0.239678,0.382842,3.983,fruit,True
4072,227,Fay,west hearth,0.532338,0.091079,14.483,0.196229,0.751404,0.076858,0.266149,0.319009,4.353,compost,True
4073,227,Milo,rain court,0.551115,0.085532,14.253,0.682846,0.795776,0.076556,0.292619,0.414074,4.723,seed,True
4074,227,Sera,tool alcove,0.569384,0.080813,14.029,0.209485,0.831769,0.076241,0.31909,0.347797,5.093,root,True
