tick_id,day,settlement_id,resident_id,project_id,project_name,scheduled_slot,task_site,project_stage,progress_before,progress_after,resident_owned_schedule,schedule_conflict_present,schedule_conflict_resolved,world_state_target,private_workspace_sealed,frequency_hz,flower_phase
2502,140,cinder_garden,Juno,46bd9e887d,shade seed rows,day-140:tick-00:resident-led,seed shelf,work,0.452,0.463,True,False,True,seed shelf:shade seed rows,True,41.52347,0.472778
2503,140,lichen_bridge,Luma,ef4a1eb826,mark signal bell,day-140:tick-01:resident-led,signal post,inspect,0.452,0.463,True,False,True,signal post:mark signal bell,True,40.19647,0.465111
2504,140,orchid_engine,Dax,5ea66d74e7,listen to valve pulse,day-140:tick-02:resident-led,orchid bay,handoff,0.375,0.386,True,False,True,orchid bay:listen to valve pulse,True,42.52254,0.491444
2505,140,moss_ward,Tala,825eef3be9,copy root ledger,day-140:tick-03:resident-led,rain gate,restock,0.375,0.386,True,False,True,rain gate:copy root ledger,True,37.87554,0.448778
2506,140,glass_harbor,Nia,aa85d5f3cf,relight public lamp,day-140:tick-04:resident-led,net room,survey,0.45,0.461,True,False,True,net room:relight public lamp,True,39.02529,0.465111
2507,140,cinder_garden,Pax,bfe20f64e9,cool ash path,day-140:tick-05:resident-led,shade tent,prepare,0.452,0.463,True,False,True,shade tent:cool ash path,True,41.58847,0.489444
2508,140,lichen_bridge,Rin,1ca3ca05c1,test rope bridge,day-140:tick-06:resident-led,rope bridge,work,0.375,0.386,True,True,True,rope bridge:test rope bridge,True,40.25454,0.481778
2509,140,orchid_engine,Eli,79a49a3901,tend orchid lamp,day-140:tick-07:resident-led,gear wash,inspect,0.375,0.386,True,False,True,gear wash:tend orchid lamp,True,42.58754,0.508111
2510,140,moss_ward,Ari,27a5f6be30,drain rain path,day-140:tick-08:resident-led,root alcove,handoff,0.45,0.461,True,False,True,root alcove:drain rain path,True,37.94729,0.465444
2511,140,glass_harbor,Oren,139ed15166,seal fog catcher,day-140:tick-09:resident-led,lamp pier,restock,0.452,0.463,True,False,True,lamp pier:seal fog catcher,True,39.09047,0.481778
2512,140,cinder_garden,Vale,50e2b859c6,shade seed rows,day-140:tick-10:resident-led,ash path,survey,0.375,0.386,True,False,True,ash path:shade seed rows,True,41.64654,0.506111
2513,140,lichen_bridge,Sol,878bf0af37,mark signal bell,day-140:tick-11:resident-led,meal room,prepare,0.375,0.386,True,False,True,meal room:mark signal bell,True,40.31954,0.498444
2514,140,orchid_engine,Bea,2899e764df,listen to valve pulse,day-140:tick-12:resident-led,engine ring,work,0.452,0.463,True,False,True,engine ring:listen to valve pulse,True,42.65947,0.524778
2515,140,moss_ward,Fay,5147eb41b9,copy root ledger,day-140:tick-13:resident-led,blanket room,inspect,0.454,0.465,True,False,True,blanket room:copy root ledger,True,38.01265,0.482111
2516,140,glass_harbor,Puck,ed218dd38f,relight public lamp,day-140:tick-14:resident-led,fog rail,handoff,0.377,0.388,True,False,True,fog rail:relight public lamp,True,39.14872,0.498444
2517,140,cinder_garden,Wren,a66b280afe,cool ash path,day-140:tick-15:resident-led,seed shelf,restock,0.377,0.388,True,False,True,seed shelf:cool ash path,True,41.71172,0.522778
2518,140,lichen_bridge,Kio,505b3ed3bc,test rope bridge,day-140:tick-16:resident-led,signal post,survey,0.454,0.465,True,False,True,signal post:test rope bridge,True,40.39165,0.515111
2519,140,orchid_engine,Cai,9567222324,tend orchid lamp,day-140:tick-17:resident-led,orchid bay,prepare,0.454,0.465,True,True,True,orchid bay:tend orchid lamp,True,42.72465,0.541444
2520,141,glass_harbor,Oren,4691632fda,mend fog net,day-141:tick-00:resident-led,net room,inspect,0.461,0.472,True,False,True,net room:mend fog net,True,39.20828,0.512333
2521,141,cinder_garden,Vale,669e90cbc3,repair seed calendar,day-141:tick-01:resident-led,shade tent,handoff,0.463,0.474,True,False,True,shade tent:repair seed calendar,True,41.77146,0.536667
2522,141,lichen_bridge,Sol,797e050dde,weave spare rope,day-141:tick-02:resident-led,rope bridge,restock,0.386,0.397,True,False,True,rope bridge:weave spare rope,True,40.43753,0.529
2523,141,orchid_engine,Bea,936769c116,stabilize steam kettle,day-141:tick-03:resident-led,gear wash,survey,0.386,0.397,True,False,True,gear wash:stabilize steam kettle,True,42.77053,0.555333
2524,141,moss_ward,Fay,23961e054e,patch blanket loom,day-141:tick-04:resident-led,root alcove,prepare,0.463,0.474,True,False,True,root alcove:patch blanket loom,True,38.13046,0.512667
2525,141,glass_harbor,Puck,4e34e5eca9,mark crossing rope,day-141:tick-05:resident-led,lamp pier,work,0.465,0.476,True,False,True,lamp pier:mark crossing rope,True,39.27364,0.529
2526,141,cinder_garden,Wren,f54993de4d,sort ember fruit,day-141:tick-06:resident-led,ash path,inspect,0.388,0.399,True,False,True,ash path:sort ember fruit,True,41.82971,0.553333
2527,141,lichen_bridge,Kio,e74a8726db,repair meal ledger,day-141:tick-07:resident-led,meal room,handoff,0.388,0.399,True,False,True,meal room:repair meal ledger,True,40.50271,0.545667
2528,141,orchid_engine,Cai,fee339b1d9,clean gear wash,day-141:tick-08:resident-led,engine ring,restock,0.463,0.474,True,False,True,engine ring:clean gear wash,True,42.84246,0.572
2529,141,moss_ward,Milo,d27f39c290,raise warm-cup shelf,day-141:tick-09:resident-led,blanket room,survey,0.463,0.474,True,False,True,blanket room:raise warm-cup shelf,True,38.19546,0.529333
2530,141,glass_harbor,Sera,c5ce3bb82a,mend fog net,day-141:tick-10:resident-led,fog rail,prepare,0.388,0.397,True,True,False,fog rail:mend fog net,True,39.33153,0.545667
2531,141,cinder_garden,Juno,ab3857f6de,repair seed calendar,day-141:tick-11:resident-led,seed shelf,work,0.388,0.399,True,False,True,seed shelf:repair seed calendar,True,41.89471,0.57
2532,141,lichen_bridge,Luma,6e76849c77,weave spare rope,day-141:tick-12:resident-led,signal post,inspect,0.461,0.472,True,False,True,signal post:weave spare rope,True,40.57428,0.562333
2533,141,orchid_engine,Dax,1194905158,stabilize steam kettle,day-141:tick-13:resident-led,orchid bay,handoff,0.463,0.474,True,False,True,orchid bay:stabilize steam kettle,True,42.90746,0.588667
2534,141,moss_ward,Tala,ffd144b235,patch blanket loom,day-141:tick-14:resident-led,rain gate,restock,0.386,0.397,True,False,True,rain gate:patch blanket loom,True,38.25353,0.546
2535,141,glass_harbor,Nia,e283abe06a,mark crossing rope,day-141:tick-15:resident-led,net room,survey,0.386,0.397,True,False,True,net room:mark crossing rope,True,39.39653,0.562333
2536,141,cinder_garden,Pax,f91854767d,sort ember fruit,day-141:tick-16:resident-led,shade tent,prepare,0.463,0.474,True,False,True,shade tent:sort ember fruit,True,41.96646,0.586667
2537,141,lichen_bridge,Rin,47513db752,repair meal ledger,day-141:tick-17:resident-led,rope bridge,work,0.463,0.474,True,False,True,rope bridge:repair meal ledger,True,40.63946,0.579
2538,142,moss_ward,Milo,48ae12c016,copy root ledger,day-142:tick-00:resident-led,root alcove,handoff,0.463,0.474,True,False,True,root alcove:copy root ledger,True,38.31246,0.559889
2539,142,glass_harbor,Sera,ea7173b0ad,relight public lamp,day-142:tick-01:resident-led,lamp pier,restock,0.463,0.474,True,False,True,lamp pier:relight public lamp,True,39.45546,0.576222
2540,142,cinder_garden,Juno,5f79a57e6f,cool ash path,day-142:tick-02:resident-led,ash path,survey,0.386,0.397,True,False,True,ash path:cool ash path,True,42.01153,0.600556
2541,142,lichen_bridge,Luma,e1bab827b9,test rope bridge,day-142:tick-03:resident-led,meal room,prepare,0.386,0.397,True,True,True,meal room:test rope bridge,True,40.68453,0.592889
2542,142,orchid_engine,Dax,3645f43e1d,tend orchid lamp,day-142:tick-04:resident-led,engine ring,work,0.461,0.472,True,False,True,engine ring:tend orchid lamp,True,43.02428,0.619222
2543,142,moss_ward,Tala,28589c06c6,drain rain path,day-142:tick-05:resident-led,blanket room,inspect,0.463,0.474,True,False,True,blanket room:drain rain path,True,38.37746,0.576556
2544,142,glass_harbor,Nia,9a5c1e063a,seal fog catcher,day-142:tick-06:resident-led,fog rail,handoff,0.386,0.397,True,False,True,fog rail:seal fog catcher,True,39.51353,0.592889
2545,142,cinder_garden,Pax,da2b247900,shade seed rows,day-142:tick-07:resident-led,seed shelf,restock,0.386,0.397,True,False,True,seed shelf:shade seed rows,True,42.07653,0.617222
2546,142,lichen_bridge,Rin,0d07f43a57,mark signal bell,day-142:tick-08:resident-led,signal post,survey,0.461,0.472,True,False,True,signal post:mark signal bell,True,40.75628,0.609556
2547,142,orchid_engine,Eli,2432f12bb3,listen to valve pulse,day-142:tick-09:resident-led,orchid bay,prepare,0.463,0.474,True,False,True,orchid bay:listen to valve pulse,True,43.08946,0.635889
2548,142,moss_ward,Ari,2ea8f2d96e,copy root ledger,day-142:tick-10:resident-led,rain gate,work,0.386,0.397,True,False,True,rain gate:copy root ledger,True,38.43553,0.593222
2549,142,glass_harbor,Oren,fd03ad5da8,relight public lamp,day-142:tick-11:resident-led,net room,inspect,0.386,0.397,True,False,True,net room:relight public lamp,True,39.57853,0.609556
2550,142,cinder_garden,Vale,5e37aea90d,cool ash path,day-142:tick-12:resident-led,shade tent,handoff,0.463,0.474,True,False,True,shade tent:cool ash path,True,42.14846,0.633889
2551,142,lichen_bridge,Sol,72a63892cd,test rope bridge,day-142:tick-13:resident-led,rope bridge,restock,0.465,0.476,True,False,True,rope bridge:test rope bridge,True,40.82164,0.626222
2552,142,orchid_engine,Bea,ff802a82b5,tend orchid lamp,day-142:tick-14:resident-led,gear wash,survey,0.388,0.399,True,True,True,gear wash:tend orchid lamp,True,43.14771,0.652556
2553,142,moss_ward,Fay,b4068fee47,drain rain path,day-142:tick-15:resident-led,root alcove,prepare,0.386,0.397,True,False,True,root alcove:drain rain path,True,38.50053,0.609889
2554,142,glass_harbor,Puck,b9f27156b1,seal fog catcher,day-142:tick-16:resident-led,lamp pier,work,0.463,0.474,True,False,True,lamp pier:seal fog catcher,True,39.65046,0.626222
2555,142,cinder_garden,Wren,8d7a6c2aa4,shade seed rows,day-142:tick-17:resident-led,ash path,inspect,0.465,0.476,True,False,True,ash path:shade seed rows,True,42.21364,0.650556
2556,143,orchid_engine,Eli,b41913dbe2,stabilize steam kettle,day-143:tick-00:resident-led,engine ring,restock,0.461,0.472,True,False,True,engine ring:stabilize steam kettle,True,43.20628,0.666444
2557,143,moss_ward,Ari,572d4e939c,patch blanket loom,day-143:tick-01:resident-led,blanket room,survey,0.463,0.474,True,False,True,blanket room:patch blanket loom,True,38.55946,0.623778
2558,143,glass_harbor,Oren,5a399028bb,mark crossing rope,day-143:tick-02:resident-led,fog rail,prepare,0.386,0.397,True,False,True,fog rail:mark crossing rope,True,39.69553,0.640111
2559,143,cinder_garden,Vale,cc7272cc69,sort ember fruit,day-143:tick-03:resident-led,seed shelf,work,0.386,0.397,True,False,True,seed shelf:sort ember fruit,True,42.25853,0.664444
2560,143,lichen_bridge,Sol,76f402ab6a,repair meal ledger,day-143:tick-04:resident-led,signal post,inspect,0.463,0.474,True,False,True,signal post:repair meal ledger,True,40.93846,0.656778
2561,143,orchid_engine,Bea,9a2f344251,clean gear wash,day-143:tick-05:resident-led,orchid bay,handoff,0.465,0.476,True,False,True,orchid bay:clean gear wash,True,43.27164,0.683111
2562,143,moss_ward,Fay,69fbe1ae68,raise warm-cup shelf,day-143:tick-06:resident-led,rain gate,restock,0.388,0.399,True,False,True,rain gate:raise warm-cup shelf,True,38.61771,0.640444
2563,143,glass_harbor,Puck,cf04a81caf,mend fog net,day-143:tick-07:resident-led,net room,survey,0.388,0.399,True,True,True,net room:mend fog net,True,39.76071,0.656778
2564,143,cinder_garden,Wren,88d6240bdd,repair seed calendar,day-143:tick-08:resident-led,shade tent,prepare,0.463,0.474,True,False,True,shade tent:repair seed calendar,True,42.33046,0.681111
2565,143,lichen_bridge,Kio,87e730b100,weave spare rope,day-143:tick-09:resident-led,rope bridge,work,0.465,0.476,True,False,True,rope bridge:weave spare rope,True,41.00364,0.673444
2566,143,orchid_engine,Cai,b805ef5f3b,stabilize steam kettle,day-143:tick-10:resident-led,gear wash,inspect,0.388,0.399,True,False,True,gear wash:stabilize steam kettle,True,43.32971,0.699778
2567,143,moss_ward,Milo,037725c0bc,patch blanket loom,day-143:tick-11:resident-led,root alcove,handoff,0.388,0.399,True,False,True,root alcove:patch blanket loom,True,38.68271,0.657111
2568,143,glass_harbor,Sera,39906512c4,mark crossing rope,day-143:tick-12:resident-led,lamp pier,restock,0.463,0.474,True,False,True,lamp pier:mark crossing rope,True,39.83246,0.673444
2569,143,cinder_garden,Juno,5d450b0d31,sort ember fruit,day-143:tick-13:resident-led,ash path,survey,0.463,0.474,True,False,True,ash path:sort ember fruit,True,42.39546,0.697778
2570,143,lichen_bridge,Luma,c11ee45638,repair meal ledger,day-143:tick-14:resident-led,meal room,prepare,0.386,0.397,True,False,True,meal room:repair meal ledger,True,41.06153,0.690111
2571,143,orchid_engine,Dax,fa2f54a5f1,clean gear wash,day-143:tick-15:resident-led,engine ring,work,0.386,0.397,True,False,True,engine ring:clean gear wash,True,43.39453,0.716444
2572,143,moss_ward,Tala,5b51e19d49,raise warm-cup shelf,day-143:tick-16:resident-led,blanket room,inspect,0.461,0.472,True,False,True,blanket room:raise warm-cup shelf,True,38.75428,0.673778
2573,143,glass_harbor,Nia,b58364559a,mend fog net,day-143:tick-17:resident-led,fog rail,handoff,0.463,0.474,True,False,True,fog rail:mend fog net,True,39.89746,0.690111
2574,144,lichen_bridge,Kio,505b3ed3bc,test rope bridge,day-144:tick-00:resident-led,signal post,survey,0.465,0.474,True,True,False,signal post:test rope bridge,True,41.12046,0.704
2575,144,orchid_engine,Cai,9567222324,tend orchid lamp,day-144:tick-01:resident-led,orchid bay,prepare,0.465,0.476,True,False,True,orchid bay:tend orchid lamp,True,43.45364,0.730333
2576,144,moss_ward,Milo,022ca473b4,drain rain path,day-144:tick-02:resident-led,rain gate,work,0.388,0.399,True,False,True,rain gate:drain rain path,True,38.79971,0.687667
2577,144,glass_harbor,Sera,e2517cc645,seal fog catcher,day-144:tick-03:resident-led,net room,inspect,0.388,0.399,True,False,True,net room:seal fog catcher,True,39.94271,0.704
2578,144,cinder_garden,Juno,46bd9e887d,shade seed rows,day-144:tick-04:resident-led,shade tent,handoff,0.463,0.474,True,True,True,shade tent:shade seed rows,True,42.51246,0.728333
2579,144,lichen_bridge,Luma,ef4a1eb826,mark signal bell,day-144:tick-05:resident-led,rope bridge,restock,0.463,0.474,True,False,True,rope bridge:mark signal bell,True,41.18546,0.720667
2580,144,orchid_engine,Dax,5ea66d74e7,listen to valve pulse,day-144:tick-06:resident-led,gear wash,survey,0.386,0.397,True,False,True,gear wash:listen to valve pulse,True,43.51153,0.747
2581,144,moss_ward,Tala,825eef3be9,copy root ledger,day-144:tick-07:resident-led,root alcove,prepare,0.386,0.397,True,False,True,root alcove:copy root ledger,True,38.86453,0.704333
2582,144,glass_harbor,Nia,aa85d5f3cf,relight public lamp,day-144:tick-08:resident-led,lamp pier,work,0.461,0.472,True,True,True,lamp pier:relight public lamp,True,40.01428,0.720667
2583,144,cinder_garden,Pax,bfe20f64e9,cool ash path,day-144:tick-09:resident-led,ash path,inspect,0.463,0.474,True,False,True,ash path:cool ash path,True,42.57746,0.745
2584,144,lichen_bridge,Rin,1ca3ca05c1,test rope bridge,day-144:tick-10:resident-led,meal room,handoff,0.386,0.397,True,False,True,meal room:test rope bridge,True,41.24353,0.737333
2585,144,orchid_engine,Eli,79a49a3901,tend orchid lamp,day-144:tick-11:resident-led,engine ring,restock,0.386,0.397,True,True,True,engine ring:tend orchid lamp,True,43.57653,0.763667
2586,144,moss_ward,Ari,27a5f6be30,drain rain path,day-144:tick-12:resident-led,blanket room,survey,0.461,0.472,True,True,True,blanket room:drain rain path,True,38.93628,0.721
2587,144,glass_harbor,Oren,139ed15166,seal fog catcher,day-144:tick-13:resident-led,fog rail,prepare,0.463,0.474,True,False,True,fog rail:seal fog catcher,True,40.07946,0.737333
2588,144,cinder_garden,Vale,50e2b859c6,shade seed rows,day-144:tick-14:resident-led,seed shelf,work,0.386,0.397,True,False,True,seed shelf:shade seed rows,True,42.63553,0.761667
2589,144,lichen_bridge,Sol,878bf0af37,mark signal bell,day-144:tick-15:resident-led,signal post,inspect,0.386,0.397,True,False,True,signal post:mark signal bell,True,41.30853,0.754
2590,144,orchid_engine,Bea,2899e764df,listen to valve pulse,day-144:tick-16:resident-led,orchid bay,handoff,0.463,0.474,True,True,True,orchid bay:listen to valve pulse,True,43.64846,0.780333
2591,144,moss_ward,Fay,5147eb41b9,copy root ledger,day-144:tick-17:resident-led,rain gate,restock,0.465,0.476,True,False,True,rain gate:copy root ledger,True,39.00164,0.737667
2592,145,cinder_garden,Pax,f91854767d,sort ember fruit,day-145:tick-00:resident-led,shade tent,prepare,0.474,0.485,True,False,True,shade tent:sort ember fruit,True,42.69545,0.775556
2593,145,lichen_bridge,Rin,47513db752,repair meal ledger,day-145:tick-01:resident-led,rope bridge,work,0.474,0.485,True,False,True,rope bridge:repair meal ledger,True,41.36845,0.767889
2594,145,orchid_engine,Eli,ee36774892,clean gear wash,day-145:tick-02:resident-led,gear wash,inspect,0.386,0.397,True,False,True,gear wash:clean gear wash,True,43.69353,0.794222
2595,145,moss_ward,Ari,6666182d43,raise warm-cup shelf,day-145:tick-03:resident-led,root alcove,handoff,0.386,0.397,True,False,True,root alcove:raise warm-cup shelf,True,39.04653,0.751556
2596,145,glass_harbor,Oren,4691632fda,mend fog net,day-145:tick-04:resident-led,lamp pier,restock,0.472,0.483,True,True,True,lamp pier:mend fog net,True,40.19727,0.767889
2597,145,cinder_garden,Vale,669e90cbc3,repair seed calendar,day-145:tick-05:resident-led,ash path,survey,0.474,0.485,True,False,True,ash path:repair seed calendar,True,42.76045,0.792222
2598,145,lichen_bridge,Sol,797e050dde,weave spare rope,day-145:tick-06:resident-led,meal room,prepare,0.397,0.408,True,False,True,meal room:weave spare rope,True,41.42652,0.784556
