tick_id,day,agent_id,dominant_need,dominant_feeling,current_focus,active_memory_key,relationship_concern,intended_next_action,predicted_next_event,suppressed_action,self_note_hash,private_workspace_sealed,public_leakage_blocked
1304,109,Ari,protect boundary,guarded,keep the west route dry,memory:Ari:6,avatar reliability,say no,avatar asks again,withdraw,v36-098047,True,True
1305,109,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar reliability,say no,avatar asks again,withdraw,v36-183192,True,True
1306,109,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar respect,say no,avatar asks again,ignore request,v36-308992,True,True
1307,109,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar reliability,say no,avatar asks again,withdraw,v36-079108,True,True
1308,110,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar respect,say no,avatar asks again,withdraw,v36-300045,True,True
1309,110,Ari,protect boundary,guarded,keep the west route dry,memory:Ari:6,avatar reliability,say no,avatar asks again,withdraw,v36-098882,True,True
1310,110,Fay,protect boundary,guarded,herb ledger,memory:Fay:6,avatar reliability,say no,avatar asks again,withdraw,v36-847033,True,True
1311,110,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar respect,say no,avatar asks again,ignore request,v36-308323,True,True
1312,110,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar reliability,say no,avatar asks again,withdraw,v36-078439,True,True
1313,110,Ivo,protect boundary,settled,keep the seeds dry,memory:Ivo:6,avatar reliability,say no,avatar asks again,ignore request,v36-987489,True,True
1314,110,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar respect,say no,avatar asks again,withdraw,v36-299543,True,True
1315,110,Ari,protect boundary,guarded,keep the west route dry,memory:Ari:6,avatar reliability,say no,avatar asks again,withdraw,v36-098380,True,True
1316,110,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar reliability,say no,avatar asks again,withdraw,v36-183525,True,True
1317,110,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar respect,say no,avatar asks again,ignore request,v36-309325,True,True
1318,110,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar reliability,say no,avatar asks again,withdraw,v36-079441,True,True
1319,110,Ivo,protect boundary,settled,keep the seeds dry,memory:Ivo:6,avatar respect,say no,avatar asks again,ignore request,v36-988491,True,True
1320,111,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar respect,say no,avatar asks again,withdraw,v36-299041,True,True
1321,111,Ari,protect boundary,guarded,keep the west route dry,memory:Ari:6,avatar reliability,say no,avatar asks again,withdraw,v36-097878,True,True
1322,111,Fay,protect boundary,guarded,herb ledger,memory:Fay:6,avatar respect,say no,avatar asks again,withdraw,v36-847533,True,True
1323,111,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar respect,say no,avatar asks again,ignore request,v36-308823,True,True
1324,111,Milo,protect boundary,guarded,oil lantern,memory:Milo:6,avatar reliability,say no,avatar asks again,withdraw,v36-878512,True,True
1325,111,Ivo,protect boundary,settled,seed satchel,memory:Ivo:6,avatar respect,say no,avatar asks again,ignore request,v36-874431,True,True
1326,111,Juno,protect boundary,guarded,copper wire,memory:Juno:6,avatar reliability,say no,avatar asks again,withdraw,v36-882106,True,True
1327,111,Ari,protect boundary,guarded,cedar repair kit,memory:Ari:6,avatar reliability,say no,avatar asks again,withdraw,v36-949635,True,True
1328,111,Fay,protect boundary,guarded,herb ledger,memory:Fay:6,avatar respect,say no,avatar asks again,withdraw,v36-848535,True,True
1329,111,Nia,protect boundary,settled,signal spool,memory:Nia:6,avatar reliability,say no,avatar asks again,ignore request,v36-878861,True,True
1330,111,Milo,protect boundary,guarded,oil lantern,memory:Milo:6,avatar respect,say no,avatar asks again,withdraw,v36-878010,True,True
1331,111,Ivo,protect boundary,settled,keep the seeds dry,memory:Ivo:6,avatar reliability,say no,avatar asks again,ignore request,v36-987487,True,True
1332,112,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar reliability,say no,avatar asks again,withdraw,v36-299541,True,True
1333,112,Ari,protect boundary,guarded,cedar repair kit,memory:Ari:6,avatar reliability,say no,avatar asks again,withdraw,v36-949133,True,True
1334,112,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar respect,say no,avatar asks again,withdraw,v36-183523,True,True
1335,112,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar reliability,say no,avatar asks again,ignore request,v36-309323,True,True
1336,112,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar reliability,say no,avatar asks again,withdraw,v36-079439,True,True
1337,112,Ivo,protect boundary,settled,keep the seeds dry,memory:Ivo:6,avatar respect,say no,avatar asks again,ignore request,v36-988489,True,True
1338,112,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar reliability,say no,avatar asks again,withdraw,v36-300543,True,True
1339,112,Ari,protect boundary,guarded,keep the west route dry,memory:Ari:6,avatar reliability,say no,avatar asks again,withdraw,v36-099380,True,True
1340,112,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar respect,say no,avatar asks again,withdraw,v36-183021,True,True
1341,112,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar reliability,say no,avatar asks again,ignore request,v36-308821,True,True
1342,112,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar respect,say no,avatar asks again,withdraw,v36-078937,True,True
1343,112,Ivo,protect boundary,settled,keep the seeds dry,memory:Ivo:6,avatar reliability,say no,avatar waits,ignore request,v36-987987,True,True
1344,113,Juno,protect boundary,guarded,copper wire,memory:Juno:6,avatar reliability,say no,avatar asks again,withdraw,v36-882104,True,True
1345,113,Ari,protect boundary,guarded,cedar repair kit,memory:Ari:6,avatar respect,say no,avatar asks again,withdraw,v36-949633,True,True
1346,113,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar respect,say no,avatar asks again,withdraw,v36-184023,True,True
1347,113,Nia,protect boundary,settled,signal spool,memory:Nia:6,avatar reliability,say no,avatar asks again,ignore request,v36-878859,True,True
1348,113,Milo,protect boundary,guarded,oil lantern,memory:Milo:6,avatar respect,say no,avatar asks again,withdraw,v36-879512,True,True
1349,113,Ivo,protect boundary,settled,seed satchel,memory:Ivo:6,avatar reliability,say no,avatar asks again,ignore request,v36-875431,True,True
1350,113,Juno,protect boundary,guarded,copper wire,memory:Juno:6,avatar respect,say no,avatar asks again,withdraw,v36-881602,True,True
1351,113,Ari,protect boundary,guarded,cedar repair kit,memory:Ari:6,avatar respect,say no,avatar asks again,withdraw,v36-949131,True,True
1352,113,Fay,protect boundary,guarded,herb ledger,memory:Fay:6,avatar reliability,say no,avatar asks again,withdraw,v36-848031,True,True
1353,113,Nia,protect boundary,settled,signal spool,memory:Nia:6,avatar respect,say no,avatar asks again,ignore request,v36-878357,True,True
1354,113,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar reliability,say no,avatar asks again,withdraw,v36-079437,True,True
1355,113,Ivo,protect boundary,settled,keep the seeds dry,memory:Ivo:6,avatar reliability,say no,avatar asks again,ignore request,v36-988487,True,True
1356,114,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar reliability,say no,avatar asks again,withdraw,v36-300541,True,True
1357,114,Ari,protect boundary,guarded,keep the west route dry,memory:Ari:6,avatar respect,say no,avatar asks again,withdraw,v36-099378,True,True
1358,114,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar reliability,say no,avatar asks again,withdraw,v36-184523,True,True
1359,114,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar reliability,say no,avatar asks again,ignore request,v36-310323,True,True
1360,114,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar respect,say no,avatar asks again,withdraw,v36-078935,True,True
1361,114,Ivo,protect boundary,settled,keep the seeds dry,memory:Ivo:6,avatar reliability,say no,avatar asks again,ignore request,v36-987985,True,True
1362,114,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar respect,say no,avatar asks again,withdraw,v36-300039,True,True
1363,114,Ari,protect boundary,guarded,keep the west route dry,memory:Ari:6,avatar respect,say no,avatar asks again,withdraw,v36-098876,True,True
1364,114,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar reliability,say no,avatar asks again,withdraw,v36-184021,True,True
1365,114,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar respect,say no,avatar asks again,ignore request,v36-309821,True,True
1366,114,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar reliability,say no,avatar waits,withdraw,v36-079937,True,True
1367,114,Ivo,protect boundary,settled,keep the seeds dry,memory:Ivo:6,avatar reliability,say no,avatar waits,ignore request,v36-988987,True,True
1368,115,Juno,protect boundary,guarded,copper wire,memory:Juno:6,avatar respect,say no,avatar asks again,withdraw,v36-883104,True,True
1369,115,Ari,protect boundary,guarded,keep the west route dry,memory:Ari:6,avatar respect,say no,avatar asks again,withdraw,v36-099878,True,True
1370,115,Fay,protect boundary,guarded,herb ledger,memory:Fay:6,avatar reliability,say no,avatar asks again,withdraw,v36-848029,True,True
1371,115,Nia,protect boundary,settled,signal spool,memory:Nia:6,avatar respect,say no,avatar asks again,ignore request,v36-878355,True,True
1372,115,Milo,protect boundary,guarded,oil lantern,memory:Milo:6,avatar reliability,say no,avatar asks again,withdraw,v36-879008,True,True
1373,115,Ivo,protect boundary,settled,seed satchel,memory:Ivo:6,avatar respect,say no,avatar asks again,ignore request,v36-874927,True,True
1374,115,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar reliability,say no,avatar asks again,withdraw,v36-300539,True,True
1375,115,Ari,protect boundary,guarded,cedar repair kit,memory:Ari:6,avatar reliability,say no,avatar asks again,withdraw,v36-950131,True,True
1376,115,Fay,protect boundary,guarded,herb ledger,memory:Fay:6,avatar respect,say no,avatar asks again,withdraw,v36-849031,True,True
1377,115,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar reliability,say no,avatar asks again,ignore request,v36-310321,True,True
1378,115,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar reliability,say no,avatar asks again,withdraw,v36-080437,True,True
1379,115,Ivo,protect boundary,settled,seed satchel,memory:Ivo:6,avatar reliability,say no,avatar asks again,ignore request,v36-875929,True,True
1380,116,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar respect,say no,avatar asks again,withdraw,v36-300037,True,True
1381,116,Ari,protect boundary,guarded,keep the west route dry,memory:Ari:6,avatar reliability,say no,avatar asks again,withdraw,v36-098874,True,True
1382,116,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar reliability,say no,avatar asks again,withdraw,v36-184019,True,True
1383,116,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar respect,say no,avatar asks again,ignore request,v36-309819,True,True
1384,116,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar reliability,say no,avatar asks again,withdraw,v36-079935,True,True
1385,116,Ivo,protect boundary,settled,keep the seeds dry,memory:Ivo:6,avatar respect,say no,avatar asks again,ignore request,v36-988985,True,True
1386,116,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar reliability,say no,avatar waits,withdraw,v36-301039,True,True
1387,116,Ari,protect boundary,guarded,keep the west route dry,memory:Ari:6,avatar reliability,say no,avatar asks again,withdraw,v36-099876,True,True
1388,116,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar respect,say no,avatar asks again,withdraw,v36-185021,True,True
1389,116,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar reliability,say no,avatar waits,ignore request,v36-310821,True,True
1390,116,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar reliability,say no,avatar waits,withdraw,v36-079433,True,True
1391,116,Ivo,protect boundary,settled,keep the seeds dry,memory:Ivo:6,avatar reliability,say no,avatar asks again,ignore request,v36-988483,True,True
1392,117,Juno,protect boundary,guarded,copper wire,memory:Juno:6,avatar reliability,say no,avatar asks again,withdraw,v36-882600,True,True
1393,117,Ari,protect boundary,guarded,cedar repair kit,memory:Ari:6,avatar reliability,say no,avatar asks again,withdraw,v36-950129,True,True
1394,117,Fay,protect boundary,guarded,herb ledger,memory:Fay:6,avatar respect,say no,avatar asks again,withdraw,v36-849029,True,True
1395,117,Nia,protect boundary,settled,signal spool,memory:Nia:6,avatar reliability,say no,avatar asks again,ignore request,v36-879355,True,True
1396,117,Milo,protect boundary,guarded,oil lantern,memory:Milo:6,avatar respect,say no,avatar asks again,withdraw,v36-880008,True,True
1397,117,Ivo,protect boundary,settled,keep the seeds dry,memory:Ivo:6,avatar reliability,say no,avatar asks again,ignore request,v36-989485,True,True
1398,117,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar reliability,say no,avatar asks again,withdraw,v36-301539,True,True
1399,117,Ari,protect boundary,guarded,cedar repair kit,memory:Ari:6,avatar respect,say no,avatar asks again,withdraw,v36-951131,True,True
1400,117,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar reliability,say no,avatar asks again,withdraw,v36-182522,True,True
1401,117,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar reliability,say no,avatar asks again,ignore request,v36-308322,True,True
1402,117,Milo,protect boundary,guarded,oil lantern,memory:Milo:6,avatar reliability,say no,avatar asks again,withdraw,v36-878011,True,True
1403,117,Ivo,protect boundary,settled,keep the seeds dry,memory:Ivo:6,avatar reliability,say no,avatar asks again,ignore request,v36-987488,True,True
