tick,day,avatar_x,avatar_y,avatar_room,entered_world,movement_command,collision_or_boundary,nearby_resident,visible_scene_changed,playable_input_bound
4674,260,858,170,rain court,True,south,clear path,Tovan,True,True
4675,260,875,194,fiber loft,True,east,clear path,Nia,True,True
4676,260,892,218,west hearth,True,west,clear path,Ari,True,True
4677,260,909,242,river gate,True,wait,clear path,Fay,True,True
4678,260,926,266,arrival court,True,click,clear path,Milo,True,True
4679,260,83,290,tool alcove,True,north,soft room boundary,Sera,True,True
4680,261,105,80,fiber loft,True,east,soft room boundary,Tovan,True,True
4681,261,122,104,west hearth,True,west,soft room boundary,Nia,True,True
4682,261,139,128,river gate,True,wait,clear path,Ari,True,True
4683,261,156,152,arrival court,True,click,clear path,Fay,True,True
4684,261,173,176,tool alcove,True,north,clear path,Milo,True,True
4685,261,190,200,rain court,True,south,clear path,Sera,True,True
4686,261,207,224,fiber loft,True,east,clear path,Tovan,True,True
4687,261,224,248,west hearth,True,west,clear path,Nia,True,True
4688,261,241,272,river gate,True,wait,clear path,Ari,True,True
4689,261,258,296,arrival court,True,click,clear path,Fay,True,True
4690,261,275,320,tool alcove,True,north,clear path,Milo,True,True
4691,261,292,344,rain court,True,south,clear path,Sera,True,True
4692,261,309,368,fiber loft,True,east,clear path,Tovan,True,True
4693,261,326,392,west hearth,True,west,clear path,Nia,True,True
4694,261,343,416,river gate,True,wait,clear path,Ari,True,True
4695,261,360,440,arrival court,True,click,clear path,Fay,True,True
4696,261,377,464,tool alcove,True,north,clear path,Milo,True,True
4697,261,394,488,rain court,True,south,clear path,Sera,True,True
4698,262,416,278,west hearth,True,west,clear path,Tovan,True,True
4699,262,433,302,river gate,True,wait,clear path,Nia,True,True
4700,262,450,326,arrival court,True,click,clear path,Ari,True,True
4701,262,467,350,tool alcove,True,north,clear path,Fay,True,True
4702,262,484,374,rain court,True,south,clear path,Milo,True,True
4703,262,501,398,fiber loft,True,east,clear path,Sera,True,True
4704,262,518,422,west hearth,True,west,clear path,Tovan,True,True
4705,262,535,446,river gate,True,wait,clear path,Nia,True,True
4706,262,552,470,arrival court,True,click,clear path,Ari,True,True
4707,262,569,494,tool alcove,True,north,clear path,Fay,True,True
4708,262,586,518,rain court,True,south,clear path,Milo,True,True
4709,262,603,102,fiber loft,True,east,soft room boundary,Sera,True,True
4710,262,620,126,west hearth,True,west,clear path,Tovan,True,True
4711,262,637,150,river gate,True,wait,clear path,Nia,True,True
4712,262,654,174,arrival court,True,click,clear path,Ari,True,True
4713,262,671,198,tool alcove,True,north,clear path,Fay,True,True
4714,262,688,222,rain court,True,south,clear path,Milo,True,True
4715,262,705,246,fiber loft,True,east,clear path,Sera,True,True
4716,263,727,476,river gate,True,wait,clear path,Tovan,True,True
4717,263,744,500,arrival court,True,click,clear path,Nia,True,True
4718,263,761,84,tool alcove,True,north,soft room boundary,Ari,True,True
4719,263,778,108,rain court,True,south,soft room boundary,Fay,True,True
4720,263,795,132,fiber loft,True,east,clear path,Milo,True,True
4721,263,812,156,west hearth,True,west,clear path,Sera,True,True
4722,263,829,180,river gate,True,wait,clear path,Tovan,True,True
4723,263,846,204,arrival court,True,click,clear path,Nia,True,True
4724,263,863,228,tool alcove,True,north,clear path,Ari,True,True
4725,263,880,252,rain court,True,south,clear path,Fay,True,True
4726,263,897,276,fiber loft,True,east,clear path,Milo,True,True
4727,263,914,300,west hearth,True,west,clear path,Sera,True,True
4728,263,931,324,river gate,True,wait,clear path,Tovan,True,True
4729,263,88,348,arrival court,True,click,soft room boundary,Nia,True,True
4730,263,105,372,tool alcove,True,north,soft room boundary,Ari,True,True
4731,263,122,396,rain court,True,south,clear path,Fay,True,True
4732,263,139,420,fiber loft,True,east,clear path,Milo,True,True
4733,263,156,444,west hearth,True,west,clear path,Sera,True,True
4734,264,178,234,arrival court,True,click,clear path,Tovan,True,True
4735,264,195,258,tool alcove,True,north,clear path,Nia,True,True
4736,264,212,282,rain court,True,south,clear path,Ari,True,True
4737,264,229,306,fiber loft,True,east,clear path,Fay,True,True
4738,264,246,330,west hearth,True,west,clear path,Milo,True,True
4739,264,263,354,river gate,True,wait,clear path,Sera,True,True
4740,264,280,378,arrival court,True,click,clear path,Tovan,True,True
4741,264,297,402,tool alcove,True,north,clear path,Nia,True,True
4742,264,314,426,rain court,True,south,clear path,Ari,True,True
4743,264,331,450,fiber loft,True,east,clear path,Fay,True,True
4744,264,348,474,west hearth,True,west,clear path,Milo,True,True
4745,264,365,498,river gate,True,wait,clear path,Sera,True,True
4746,264,382,82,arrival court,True,click,soft room boundary,Tovan,True,True
4747,264,399,106,tool alcove,True,north,soft room boundary,Nia,True,True
4748,264,416,130,rain court,True,south,clear path,Ari,True,True
4749,264,433,154,fiber loft,True,east,clear path,Fay,True,True
4750,264,450,178,west hearth,True,west,clear path,Milo,True,True
4751,264,467,202,river gate,True,wait,clear path,Sera,True,True
4752,265,489,432,tool alcove,True,north,clear path,Tovan,True,True
4753,265,506,456,rain court,True,south,clear path,Nia,True,True
4754,265,523,480,fiber loft,True,east,clear path,Ari,True,True
4755,265,540,504,west hearth,True,west,clear path,Fay,True,True
4756,265,557,88,river gate,True,wait,soft room boundary,Milo,True,True
4757,265,574,112,arrival court,True,click,clear path,Sera,True,True
4758,265,591,136,tool alcove,True,north,clear path,Tovan,True,True
4759,265,608,160,rain court,True,south,clear path,Nia,True,True
4760,265,625,184,fiber loft,True,east,clear path,Ari,True,True
4761,265,642,208,west hearth,True,west,clear path,Fay,True,True
4762,265,659,232,river gate,True,wait,clear path,Milo,True,True
4763,265,676,256,arrival court,True,click,clear path,Sera,True,True
4764,265,693,280,tool alcove,True,north,clear path,Tovan,True,True
4765,265,710,304,rain court,True,south,clear path,Nia,True,True
4766,265,727,328,fiber loft,True,east,clear path,Ari,True,True
4767,265,744,352,west hearth,True,west,clear path,Fay,True,True
4768,265,761,376,river gate,True,wait,clear path,Milo,True,True
4769,265,778,400,arrival court,True,click,clear path,Sera,True,True
4770,266,800,190,rain court,True,south,clear path,Tovan,True,True
4771,266,817,214,fiber loft,True,east,clear path,Nia,True,True
4772,266,834,238,west hearth,True,west,clear path,Ari,True,True
4773,266,851,262,river gate,True,wait,clear path,Fay,True,True
4774,266,868,286,arrival court,True,click,clear path,Milo,True,True
4775,266,885,310,tool alcove,True,north,clear path,Sera,True,True
4776,266,902,334,rain court,True,south,clear path,Tovan,True,True
4777,266,919,358,fiber loft,True,east,clear path,Nia,True,True
4778,266,936,382,west hearth,True,west,clear path,Ari,True,True
4779,266,93,406,river gate,True,wait,soft room boundary,Fay,True,True
4780,266,110,430,arrival court,True,click,clear path,Milo,True,True
4781,266,127,454,tool alcove,True,north,clear path,Sera,True,True
4782,266,144,478,rain court,True,south,clear path,Tovan,True,True
4783,266,161,502,fiber loft,True,east,clear path,Nia,True,True
4784,266,178,86,west hearth,True,west,soft room boundary,Ari,True,True
4785,266,195,110,river gate,True,wait,clear path,Fay,True,True
4786,266,212,134,arrival court,True,click,clear path,Milo,True,True
4787,266,229,158,tool alcove,True,north,clear path,Sera,True,True
4788,267,251,388,fiber loft,True,east,clear path,Tovan,True,True
4789,267,268,412,west hearth,True,west,clear path,Nia,True,True
4790,267,285,436,river gate,True,wait,clear path,Ari,True,True
4791,267,302,460,arrival court,True,click,clear path,Fay,True,True
4792,267,319,484,tool alcove,True,north,clear path,Milo,True,True
4793,267,336,508,rain court,True,south,clear path,Sera,True,True
4794,267,353,92,fiber loft,True,east,soft room boundary,Tovan,True,True
4795,267,370,116,west hearth,True,west,clear path,Nia,True,True
4796,267,387,140,river gate,True,wait,clear path,Ari,True,True
4797,267,404,164,arrival court,True,click,clear path,Fay,True,True
4798,267,421,188,tool alcove,True,north,clear path,Milo,True,True
4799,267,438,212,rain court,True,south,clear path,Sera,True,True
4800,267,455,236,fiber loft,True,east,clear path,Tovan,True,True
4801,267,472,260,west hearth,True,west,clear path,Nia,True,True
4802,267,489,284,river gate,True,wait,clear path,Ari,True,True
4803,267,506,308,arrival court,True,click,clear path,Fay,True,True
4804,267,523,332,tool alcove,True,north,clear path,Milo,True,True
4805,267,540,356,rain court,True,south,clear path,Sera,True,True
4806,268,562,146,west hearth,True,west,clear path,Tovan,True,True
4807,268,579,170,river gate,True,wait,clear path,Nia,True,True
4808,268,596,194,arrival court,True,click,clear path,Ari,True,True
4809,268,613,218,tool alcove,True,north,clear path,Fay,True,True
4810,268,630,242,rain court,True,south,clear path,Milo,True,True
4811,268,647,266,fiber loft,True,east,clear path,Sera,True,True
4812,268,664,290,west hearth,True,west,clear path,Tovan,True,True
4813,268,681,314,river gate,True,wait,clear path,Nia,True,True
4814,268,698,338,arrival court,True,click,clear path,Ari,True,True
4815,268,715,362,tool alcove,True,north,clear path,Fay,True,True
4816,268,732,386,rain court,True,south,clear path,Milo,True,True
4817,268,749,410,fiber loft,True,east,clear path,Sera,True,True
4818,268,766,434,west hearth,True,west,clear path,Tovan,True,True
4819,268,783,458,river gate,True,wait,clear path,Nia,True,True
4820,268,800,482,arrival court,True,click,clear path,Ari,True,True
4821,268,817,506,tool alcove,True,north,clear path,Fay,True,True
4822,268,834,90,rain court,True,south,soft room boundary,Milo,True,True
4823,268,851,114,fiber loft,True,east,clear path,Sera,True,True
4824,269,873,344,river gate,True,wait,clear path,Tovan,True,True
4825,269,890,368,arrival court,True,click,clear path,Nia,True,True
4826,269,907,392,tool alcove,True,north,clear path,Ari,True,True
4827,269,924,416,rain court,True,south,clear path,Fay,True,True
4828,269,81,440,fiber loft,True,east,soft room boundary,Milo,True,True
4829,269,98,464,west hearth,True,west,soft room boundary,Sera,True,True
4830,269,115,488,river gate,True,wait,clear path,Tovan,True,True
4831,269,132,512,arrival court,True,click,clear path,Nia,True,True
4832,269,149,96,tool alcove,True,north,soft room boundary,Ari,True,True
4833,269,166,120,rain court,True,south,clear path,Fay,True,True
4834,269,183,144,fiber loft,True,east,clear path,Milo,True,True
4835,269,200,168,west hearth,True,west,clear path,Sera,True,True
4836,269,217,192,river gate,True,wait,clear path,Tovan,True,True
4837,269,234,216,arrival court,True,click,clear path,Nia,True,True
4838,269,251,240,tool alcove,True,north,clear path,Ari,True,True
4839,269,268,264,rain court,True,south,clear path,Fay,True,True
4840,269,285,288,fiber loft,True,east,clear path,Milo,True,True
4841,269,302,312,west hearth,True,west,clear path,Sera,True,True
4842,270,324,102,arrival court,True,click,soft room boundary,Tovan,True,True
4843,270,341,126,tool alcove,True,north,clear path,Nia,True,True
4844,270,358,150,rain court,True,south,clear path,Ari,True,True
4845,270,375,174,fiber loft,True,east,clear path,Fay,True,True
4846,270,392,198,west hearth,True,west,clear path,Milo,True,True
4847,270,409,222,river gate,True,wait,clear path,Sera,True,True
4848,270,426,246,arrival court,True,click,clear path,Tovan,True,True
4849,270,443,270,tool alcove,True,north,clear path,Nia,True,True
4850,270,460,294,rain court,True,south,clear path,Ari,True,True
4851,270,477,318,fiber loft,True,east,clear path,Fay,True,True
4852,270,494,342,west hearth,True,west,clear path,Milo,True,True
4853,270,511,366,river gate,True,wait,clear path,Sera,True,True
4854,270,528,390,arrival court,True,click,clear path,Tovan,True,True
4855,270,545,414,tool alcove,True,north,clear path,Nia,True,True
4856,270,562,438,rain court,True,south,clear path,Ari,True,True
4857,270,579,462,fiber loft,True,east,clear path,Fay,True,True
4858,270,596,486,west hearth,True,west,clear path,Milo,True,True
4859,270,613,510,river gate,True,wait,clear path,Sera,True,True
4860,271,635,300,tool alcove,True,north,clear path,Tovan,True,True
4861,271,652,324,rain court,True,south,clear path,Nia,True,True
4862,271,669,348,fiber loft,True,east,clear path,Ari,True,True
4863,271,686,372,west hearth,True,west,clear path,Fay,True,True
4864,271,703,396,river gate,True,wait,clear path,Milo,True,True
4865,271,720,420,arrival court,True,click,clear path,Sera,True,True
4866,271,737,444,tool alcove,True,north,clear path,Tovan,True,True
4867,271,754,468,rain court,True,south,clear path,Nia,True,True
4868,271,771,492,fiber loft,True,east,clear path,Ari,True,True
4869,271,788,516,west hearth,True,west,clear path,Fay,True,True
4870,271,805,100,river gate,True,wait,soft room boundary,Milo,True,True
4871,271,822,124,arrival court,True,click,clear path,Sera,True,True
4872,271,839,148,tool alcove,True,north,clear path,Tovan,True,True
4873,271,856,172,rain court,True,south,clear path,Nia,True,True
4874,271,873,196,fiber loft,True,east,clear path,Ari,True,True
4875,271,890,220,west hearth,True,west,clear path,Fay,True,True
4876,271,907,244,river gate,True,wait,clear path,Milo,True,True
4877,271,924,268,arrival court,True,click,clear path,Sera,True,True
4878,272,86,498,rain court,True,south,soft room boundary,Tovan,True,True
4879,272,103,82,fiber loft,True,east,soft room boundary,Nia,True,True
4880,272,120,106,west hearth,True,west,soft room boundary,Ari,True,True
4881,272,137,130,river gate,True,wait,clear path,Fay,True,True
4882,272,154,154,arrival court,True,click,clear path,Milo,True,True
4883,272,171,178,tool alcove,True,north,clear path,Sera,True,True
4884,272,188,202,rain court,True,south,clear path,Tovan,True,True
4885,272,205,226,fiber loft,True,east,clear path,Nia,True,True
4886,272,222,250,west hearth,True,west,clear path,Ari,True,True
4887,272,239,274,river gate,True,wait,clear path,Fay,True,True
4888,272,256,298,arrival court,True,click,clear path,Milo,True,True
4889,272,273,322,tool alcove,True,north,clear path,Sera,True,True
4890,272,290,346,rain court,True,south,clear path,Tovan,True,True
4891,272,307,370,fiber loft,True,east,clear path,Nia,True,True
4892,272,324,394,west hearth,True,west,clear path,Ari,True,True
4893,272,341,418,river gate,True,wait,clear path,Fay,True,True
