tick,day,resident,minigame_id,step,action,failure_cause,failure_animation,recoverable,retry_visible,progress_before,progress_after
3256,181,Fay,repair-01-fay,return,Fay attempts return while avatar route is request_space,none,steady success pulse,True,False,0.968889,1.0
3257,181,Milo,repair-01-milo,align,Milo attempts align while avatar route is thank_resident,misaligned brace,shake head and reset,True,True,0.98,0.948
3258,182,Sera,repair-02-sera,brace,Sera attempts brace while avatar route is ask_repair,tool slips,thread unspools,True,True,0.16,0.128
3259,182,Tovan,repair-02-tovan,dry,Tovan attempts dry while avatar route is ask_help,none,tool clatters softly,True,False,0.215556,0.270556
3260,182,Nia,repair-02-nia,test,Nia attempts test while avatar route is offer_tool,misaligned brace,patch peels back,True,True,0.271111,0.239111
3261,182,Ari,repair-02-ari,return,Ari attempts return while avatar route is apologize,tool slips,steady success pulse,True,True,0.326667,0.294667
3262,182,Fay,repair-02-fay,align,Fay attempts align while avatar route is ask_sensory,none,shake head and reset,True,False,0.382222,0.437222
3263,182,Milo,repair-02-milo,bind,Milo attempts bind while avatar route is request_space,misaligned brace,sparks fade,True,True,0.437778,0.405778
3264,182,Sera,repair-02-sera,brace,Sera attempts brace while avatar route is thank_resident,tool slips,thread unspools,True,True,0.493333,0.461333
3265,182,Tovan,repair-02-tovan,dry,Tovan attempts dry while avatar route is ask_repair,none,tool clatters softly,True,False,0.548889,0.603889
3266,182,Nia,repair-02-nia,test,Nia attempts test while avatar route is ask_help,misaligned brace,patch peels back,True,True,0.604444,0.572444
3267,182,Ari,repair-02-ari,return,Ari attempts return while avatar route is offer_tool,tool slips,steady success pulse,True,True,0.66,0.628
3268,182,Fay,repair-02-fay,align,Fay attempts align while avatar route is apologize,none,shake head and reset,True,False,0.715556,0.770556
3269,182,Milo,repair-02-milo,bind,Milo attempts bind while avatar route is ask_sensory,misaligned brace,sparks fade,True,True,0.771111,0.739111
3270,182,Sera,repair-02-sera,brace,Sera attempts brace while avatar route is request_space,tool slips,thread unspools,True,True,0.826667,0.794667
3271,182,Tovan,repair-02-tovan,dry,Tovan attempts dry while avatar route is thank_resident,none,tool clatters softly,True,False,0.882222,0.937222
3272,182,Nia,repair-02-nia,test,Nia attempts test while avatar route is ask_repair,misaligned brace,patch peels back,True,True,0.937778,0.905778
3273,182,Ari,repair-02-ari,return,Ari attempts return while avatar route is ask_help,tool slips,steady success pulse,True,True,0.98,0.948
3274,182,Fay,repair-02-fay,align,Fay attempts align while avatar route is offer_tool,none,shake head and reset,True,False,0.98,1.0
3275,182,Milo,repair-02-milo,bind,Milo attempts bind while avatar route is apologize,misaligned brace,sparks fade,True,True,0.98,0.948
3276,183,Sera,repair-03-sera,dry,Sera attempts dry while avatar route is ask_sensory,tool slips,tool clatters softly,True,True,0.0,0.0
3277,183,Tovan,repair-03-tovan,test,Tovan attempts test while avatar route is request_space,none,patch peels back,True,False,0.055556,0.110556
3278,183,Nia,repair-03-nia,return,Nia attempts return while avatar route is thank_resident,misaligned brace,steady success pulse,True,True,0.111111,0.079111
3279,183,Ari,repair-03-ari,align,Ari attempts align while avatar route is ask_repair,tool slips,shake head and reset,True,True,0.166667,0.134667
3280,183,Fay,repair-03-fay,bind,Fay attempts bind while avatar route is ask_help,none,sparks fade,True,False,0.222222,0.277222
3281,183,Milo,repair-03-milo,brace,Milo attempts brace while avatar route is offer_tool,misaligned brace,thread unspools,True,True,0.277778,0.245778
3282,183,Sera,repair-03-sera,dry,Sera attempts dry while avatar route is apologize,tool slips,tool clatters softly,True,True,0.333333,0.301333
3283,183,Tovan,repair-03-tovan,test,Tovan attempts test while avatar route is ask_sensory,none,patch peels back,True,False,0.388889,0.443889
3284,183,Nia,repair-03-nia,return,Nia attempts return while avatar route is request_space,misaligned brace,steady success pulse,True,True,0.444444,0.412444
3285,183,Ari,repair-03-ari,align,Ari attempts align while avatar route is thank_resident,tool slips,shake head and reset,True,True,0.5,0.468
3286,183,Fay,repair-03-fay,bind,Fay attempts bind while avatar route is ask_repair,none,sparks fade,True,False,0.555556,0.610556
3287,183,Milo,repair-03-milo,brace,Milo attempts brace while avatar route is ask_help,misaligned brace,thread unspools,True,True,0.611111,0.579111
3288,183,Sera,repair-03-sera,dry,Sera attempts dry while avatar route is offer_tool,tool slips,tool clatters softly,True,True,0.666667,0.634667
3289,183,Tovan,repair-03-tovan,test,Tovan attempts test while avatar route is apologize,none,patch peels back,True,False,0.722222,0.777222
3290,183,Nia,repair-03-nia,return,Nia attempts return while avatar route is ask_sensory,misaligned brace,steady success pulse,True,True,0.777778,0.745778
3291,183,Ari,repair-03-ari,align,Ari attempts align while avatar route is request_space,tool slips,shake head and reset,True,True,0.833333,0.801333
3292,183,Fay,repair-03-fay,bind,Fay attempts bind while avatar route is thank_resident,none,sparks fade,True,False,0.888889,0.943889
3293,183,Milo,repair-03-milo,brace,Milo attempts brace while avatar route is ask_repair,misaligned brace,thread unspools,True,True,0.944444,0.912444
3294,184,Sera,repair-04-sera,test,Sera attempts test while avatar route is ask_help,tool slips,patch peels back,True,True,0.08,0.048
3295,184,Tovan,repair-04-tovan,return,Tovan attempts return while avatar route is offer_tool,none,steady success pulse,True,False,0.135556,0.190556
3296,184,Nia,repair-04-nia,align,Nia attempts align while avatar route is apologize,misaligned brace,shake head and reset,True,True,0.191111,0.159111
3297,184,Ari,repair-04-ari,bind,Ari attempts bind while avatar route is ask_sensory,tool slips,sparks fade,True,True,0.246667,0.214667
3298,184,Fay,repair-04-fay,brace,Fay attempts brace while avatar route is request_space,none,thread unspools,True,False,0.302222,0.357222
3299,184,Milo,repair-04-milo,dry,Milo attempts dry while avatar route is thank_resident,misaligned brace,tool clatters softly,True,True,0.357778,0.325778
3300,184,Sera,repair-04-sera,test,Sera attempts test while avatar route is ask_repair,tool slips,patch peels back,True,True,0.413333,0.381333
3301,184,Tovan,repair-04-tovan,return,Tovan attempts return while avatar route is ask_help,none,steady success pulse,True,False,0.468889,0.523889
3302,184,Nia,repair-04-nia,align,Nia attempts align while avatar route is offer_tool,misaligned brace,shake head and reset,True,True,0.524444,0.492444
3303,184,Ari,repair-04-ari,bind,Ari attempts bind while avatar route is apologize,tool slips,sparks fade,True,True,0.58,0.548
3304,184,Fay,repair-04-fay,brace,Fay attempts brace while avatar route is ask_sensory,none,thread unspools,True,False,0.635556,0.690556
3305,184,Milo,repair-04-milo,dry,Milo attempts dry while avatar route is request_space,misaligned brace,tool clatters softly,True,True,0.691111,0.659111
3306,184,Sera,repair-04-sera,test,Sera attempts test while avatar route is thank_resident,tool slips,patch peels back,True,True,0.746667,0.714667
3307,184,Tovan,repair-04-tovan,return,Tovan attempts return while avatar route is ask_repair,none,steady success pulse,True,False,0.802222,0.857222
3308,184,Nia,repair-04-nia,align,Nia attempts align while avatar route is ask_help,misaligned brace,shake head and reset,True,True,0.857778,0.825778
3309,184,Ari,repair-04-ari,bind,Ari attempts bind while avatar route is offer_tool,tool slips,sparks fade,True,True,0.913333,0.881333
3310,184,Fay,repair-04-fay,brace,Fay attempts brace while avatar route is apologize,none,thread unspools,True,False,0.968889,1.0
3311,184,Milo,repair-04-milo,dry,Milo attempts dry while avatar route is ask_sensory,misaligned brace,tool clatters softly,True,True,0.98,0.948
3312,185,Sera,repair-05-sera,return,Sera attempts return while avatar route is request_space,tool slips,steady success pulse,True,True,0.16,0.128
3313,185,Tovan,repair-05-tovan,align,Tovan attempts align while avatar route is thank_resident,none,shake head and reset,True,False,0.215556,0.270556
3314,185,Nia,repair-05-nia,bind,Nia attempts bind while avatar route is ask_repair,misaligned brace,sparks fade,True,True,0.271111,0.239111
3315,185,Ari,repair-05-ari,brace,Ari attempts brace while avatar route is ask_help,tool slips,thread unspools,True,True,0.326667,0.294667
3316,185,Fay,repair-05-fay,dry,Fay attempts dry while avatar route is offer_tool,none,tool clatters softly,True,False,0.382222,0.437222
3317,185,Milo,repair-05-milo,test,Milo attempts test while avatar route is apologize,misaligned brace,patch peels back,True,True,0.437778,0.405778
3318,185,Sera,repair-05-sera,return,Sera attempts return while avatar route is ask_sensory,tool slips,steady success pulse,True,True,0.493333,0.461333
3319,185,Tovan,repair-05-tovan,align,Tovan attempts align while avatar route is request_space,none,shake head and reset,True,False,0.548889,0.603889
3320,185,Nia,repair-05-nia,bind,Nia attempts bind while avatar route is thank_resident,misaligned brace,sparks fade,True,True,0.604444,0.572444
3321,185,Ari,repair-05-ari,brace,Ari attempts brace while avatar route is ask_repair,tool slips,thread unspools,True,True,0.66,0.628
3322,185,Fay,repair-05-fay,dry,Fay attempts dry while avatar route is ask_help,none,tool clatters softly,True,False,0.715556,0.770556
3323,185,Milo,repair-05-milo,test,Milo attempts test while avatar route is offer_tool,misaligned brace,patch peels back,True,True,0.771111,0.739111
3324,185,Sera,repair-05-sera,return,Sera attempts return while avatar route is apologize,tool slips,steady success pulse,True,True,0.826667,0.794667
3325,185,Tovan,repair-05-tovan,align,Tovan attempts align while avatar route is ask_sensory,none,shake head and reset,True,False,0.882222,0.937222
3326,185,Nia,repair-05-nia,bind,Nia attempts bind while avatar route is request_space,misaligned brace,sparks fade,True,True,0.937778,0.905778
3327,185,Ari,repair-05-ari,brace,Ari attempts brace while avatar route is thank_resident,tool slips,thread unspools,True,True,0.98,0.948
3328,185,Fay,repair-05-fay,dry,Fay attempts dry while avatar route is ask_repair,none,tool clatters softly,True,False,0.98,1.0
3329,185,Milo,repair-05-milo,test,Milo attempts test while avatar route is ask_help,misaligned brace,patch peels back,True,True,0.98,0.948
3330,186,Sera,repair-06-sera,align,Sera attempts align while avatar route is offer_tool,tool slips,shake head and reset,True,True,0.0,0.0
3331,186,Tovan,repair-06-tovan,bind,Tovan attempts bind while avatar route is apologize,none,sparks fade,True,False,0.055556,0.110556
3332,186,Nia,repair-06-nia,brace,Nia attempts brace while avatar route is ask_sensory,misaligned brace,thread unspools,True,True,0.111111,0.079111
3333,186,Ari,repair-06-ari,dry,Ari attempts dry while avatar route is request_space,tool slips,tool clatters softly,True,True,0.166667,0.134667
3334,186,Fay,repair-06-fay,test,Fay attempts test while avatar route is thank_resident,none,patch peels back,True,False,0.222222,0.277222
3335,186,Milo,repair-06-milo,return,Milo attempts return while avatar route is ask_repair,misaligned brace,steady success pulse,True,True,0.277778,0.245778
3336,186,Sera,repair-06-sera,align,Sera attempts align while avatar route is ask_help,tool slips,shake head and reset,True,True,0.333333,0.301333
3337,186,Tovan,repair-06-tovan,bind,Tovan attempts bind while avatar route is offer_tool,none,sparks fade,True,False,0.388889,0.443889
3338,186,Nia,repair-06-nia,brace,Nia attempts brace while avatar route is apologize,misaligned brace,thread unspools,True,True,0.444444,0.412444
3339,186,Ari,repair-06-ari,dry,Ari attempts dry while avatar route is ask_sensory,tool slips,tool clatters softly,True,True,0.5,0.468
3340,186,Fay,repair-06-fay,test,Fay attempts test while avatar route is request_space,none,patch peels back,True,False,0.555556,0.610556
3341,186,Milo,repair-06-milo,return,Milo attempts return while avatar route is thank_resident,misaligned brace,steady success pulse,True,True,0.611111,0.579111
3342,186,Sera,repair-06-sera,align,Sera attempts align while avatar route is ask_repair,tool slips,shake head and reset,True,True,0.666667,0.634667
3343,186,Tovan,repair-06-tovan,bind,Tovan attempts bind while avatar route is ask_help,none,sparks fade,True,False,0.722222,0.777222
3344,186,Nia,repair-06-nia,brace,Nia attempts brace while avatar route is offer_tool,misaligned brace,thread unspools,True,True,0.777778,0.745778
3345,186,Ari,repair-06-ari,dry,Ari attempts dry while avatar route is apologize,tool slips,tool clatters softly,True,True,0.833333,0.801333
3346,186,Fay,repair-06-fay,test,Fay attempts test while avatar route is ask_sensory,none,patch peels back,True,False,0.888889,0.943889
3347,186,Milo,repair-06-milo,return,Milo attempts return while avatar route is request_space,misaligned brace,steady success pulse,True,True,0.944444,0.912444
3348,187,Sera,repair-07-sera,bind,Sera attempts bind while avatar route is thank_resident,tool slips,sparks fade,True,True,0.08,0.048
3349,187,Tovan,repair-07-tovan,brace,Tovan attempts brace while avatar route is ask_repair,none,thread unspools,True,False,0.135556,0.190556
3350,187,Nia,repair-07-nia,dry,Nia attempts dry while avatar route is ask_help,misaligned brace,tool clatters softly,True,True,0.191111,0.159111
3351,187,Ari,repair-07-ari,test,Ari attempts test while avatar route is offer_tool,tool slips,patch peels back,True,True,0.246667,0.214667
