tick_id,day,settlement_id,object_id,lender_id,borrower_id,route_weather,exposure_temperature_delta,wetness_delta,cold_risk_before,cold_risk_after,loan_condition,borrower_choice,shelter_available,object_protected,visible_weather_tag,bounded_exposure
3620,202,lichen_bridge,signal bell,Rin,Sol,crosswind,-0.033,0.016,0.668,0.668,warning:0.44,route changed through shelter,True,True,True,True
3621,202,orchid_engine,orchid lamp,Dax,Bea,steam leak,0.0525,0.112,0.596,0.617,comfort:0.44,route changed through shelter,True,True,True,True
3622,202,moss_ward,lamp hook,Ari,Fay,cold rain,-0.0825,0.24,0.668,0.668,safety:0.44,route changed through shelter,True,True,True,True
3623,202,glass_harbor,brass lantern,Nia,Puck,wind,-0.044,0.016,0.668,0.668,route light:0.44,route changed through shelter,True,True,True,True
3624,202,cinder_garden,seed tray,Pax,Wren,dry gale,0.015,0.0,0.231,0.237,food:0.44,loan continues with weather tag,True,True,True,True
3625,202,lichen_bridge,meal ledger,Sol,Kio,crosswind,-0.0225,0.016,0.668,0.668,nutrition:0.44,route changed through shelter,True,True,True,True
3626,202,orchid_engine,valve key,Bea,Cai,steam leak,0.0525,0.112,0.596,0.617,repair:0.44,route changed through shelter,True,True,True,True
3627,202,moss_ward,moss cart,Milo,Milo,cold rain,-0.121,0.24,0.62062,0.66142,transport:0.44,route changed through shelter,True,True,True,True
3628,202,glass_harbor,tea kettle,Sera,Sera,wind,-0.03,0.016,0.642,0.654,comfort:0.44,route changed through shelter,True,True,True,True
3629,202,cinder_garden,shade pole,Vale,Juno,dry gale,0.015,0.0,0.285,0.291,shelter:0.44,loan continues with weather tag,True,True,True,True
3630,202,lichen_bridge,rope kit,Luma,Luma,crosswind,-0.0225,0.016,0.668,0.668,repair:0.44,route changed through shelter,True,True,True,True
3631,202,orchid_engine,meal box,Eli,Dax,steam leak,0.0525,0.112,0.551,0.572,food:0.44,route changed through shelter,True,True,True,True
3632,202,moss_ward,water jar,Fay,Tala,cold rain,-0.0825,0.24,0.668,0.668,hydration:0.44,route changed through shelter,True,True,True,True
3633,202,glass_harbor,net spool,Oren,Nia,wind,-0.03,0.016,0.648,0.66,repair:0.44,route changed through shelter,True,True,True,True
3634,202,cinder_garden,ash broom,Wren,Pax,dry gale,0.015,0.0,0.34,0.34,cleaning:0.44,loan continues with weather tag,True,True,True,True
3635,202,lichen_bridge,signal bell,Rin,Rin,crosswind,-0.033,0.016,0.5925,0.60738,warning:0.44,route changed through shelter,True,True,True,True
3636,203,moss_ward,lamp hook,Ari,Fay,wind,-0.03,0.016,0.668,0.668,safety:0.44,route changed through shelter,True,True,True,True
3637,203,glass_harbor,brass lantern,Nia,Puck,fog,-0.044,0.056,0.668,0.668,route light:0.44,route changed through shelter,True,True,True,True
3638,203,cinder_garden,seed tray,Pax,Wren,dust wind,0.0375,0.0,0.292,0.307,food:0.44,loan continues with weather tag,True,True,True,True
3639,203,lichen_bridge,meal ledger,Sol,Kio,clear,0.015,0.0,0.6525,0.6465,nutrition:0.44,route changed through shelter,True,True,True,True
3640,203,orchid_engine,valve key,Bea,Cai,cold draft,-0.0675,0.016,0.603,0.576,repair:0.44,route changed through shelter,True,True,True,True
3641,203,moss_ward,moss cart,Milo,Milo,wind,-0.044,0.016,0.668,0.668,transport:0.44,route changed through shelter,True,True,True,True
3642,203,glass_harbor,tea kettle,Sera,Sera,fog,-0.03,0.056,0.608,0.62,comfort:0.44,route changed through shelter,True,True,True,True
3643,203,cinder_garden,shade pole,Vale,Juno,dust wind,0.0375,0.0,0.34,0.34,shelter:0.44,loan continues with weather tag,True,True,True,True
3645,203,orchid_engine,meal box,Eli,Dax,cold draft,-0.0675,0.016,0.572,0.545,food:0.44,route changed through shelter,True,True,True,True
3646,203,moss_ward,water jar,Fay,Tala,wind,-0.03,0.016,0.668,0.668,hydration:0.44,route changed through shelter,True,True,True,True
3647,203,glass_harbor,net spool,Oren,Nia,fog,-0.03,0.056,0.66,0.668,repair:0.44,route changed through shelter,True,True,True,True
3648,203,cinder_garden,ash broom,Wren,Pax,dust wind,0.0375,0.0,0.34,0.34,cleaning:0.44,loan continues with weather tag,True,True,True,True
3649,203,lichen_bridge,signal bell,Rin,Rin,clear,0.022,0.0,0.60738,0.59858,warning:0.44,route changed through shelter,True,True,True,True
3650,203,orchid_engine,orchid lamp,Dax,Eli,cold draft,-0.0675,0.016,0.621,0.594,comfort:0.44,route changed through shelter,True,True,True,True
3651,203,moss_ward,lamp hook,Ari,Ari,wind,-0.03,0.016,0.6575,0.65918,safety:0.44,route changed through shelter,True,True,True,True
3652,203,glass_harbor,brass lantern,Nia,Oren,fog,-0.044,0.056,0.668,0.668,route light:0.44,route changed through shelter,True,True,True,True
3653,203,cinder_garden,seed tray,Pax,Vale,dust wind,0.0375,0.0,0.34,0.34,food:0.44,loan continues with weather tag,True,True,True,True
3655,204,moss_ward,moss cart,Milo,Milo,rain,-0.055,0.192,0.633,0.65316,transport:0.44,route changed through shelter,True,True,True,True
3657,204,cinder_garden,shade pole,Vale,Juno,cold night,-0.09,0.008,0.34,0.30526,shelter:0.44,loan continues with weather tag,True,True,True,True
3658,204,lichen_bridge,rope kit,Luma,Luma,hail,-0.105,0.108,0.6185,0.65484,repair:0.44,route changed through shelter,True,True,True,True
3659,204,orchid_engine,meal box,Eli,Dax,engine heat,0.0825,0.0,0.455,0.488,food:0.44,route changed through shelter,True,True,True,True
3660,204,moss_ward,water jar,Fay,Tala,rain,-0.0375,0.192,0.6575,0.668,hydration:0.44,route changed through shelter,True,True,True,True
3661,204,glass_harbor,net spool,Oren,Nia,clear,0.015,0.0,0.668,0.662,repair:0.44,route changed through shelter,True,True,True,True
3662,204,cinder_garden,ash broom,Wren,Pax,cold night,-0.09,0.008,0.34,0.30526,cleaning:0.44,loan continues with weather tag,True,True,True,True
3663,204,lichen_bridge,signal bell,Rin,Rin,hail,-0.154,0.108,0.59858,0.668,warning:0.44,route changed through shelter,True,True,True,True
3665,204,moss_ward,lamp hook,Ari,Ari,rain,-0.0375,0.192,0.65918,0.668,safety:0.44,route changed through shelter,True,True,True,True
3667,204,cinder_garden,seed tray,Pax,Vale,cold night,-0.09,0.008,0.34,0.30526,food:0.44,loan continues with weather tag,True,True,True,True
3668,204,lichen_bridge,meal ledger,Sol,Sol,hail,-0.105,0.108,0.6185,0.65484,nutrition:0.44,route changed through shelter,True,True,True,True
3669,204,orchid_engine,valve key,Bea,Bea,engine heat,0.0825,0.0,0.62,0.62,repair:0.44,route changed through shelter,True,True,True,True
3670,204,moss_ward,moss cart,Milo,Fay,rain,-0.055,0.192,0.6435,0.66366,transport:0.44,route changed through shelter,True,True,True,True
3671,204,glass_harbor,tea kettle,Sera,Puck,clear,0.015,0.0,0.574,0.568,comfort:0.44,route changed through shelter,True,True,True,True
3672,205,lichen_bridge,rope kit,Luma,Luma,rain,-0.0375,0.192,0.668,0.668,repair:0.44,route changed through shelter,True,True,True,True
3673,205,orchid_engine,meal box,Eli,Dax,clear,0.015,0.0,0.605,0.611,food:0.44,route changed through shelter,True,True,True,True
3675,205,glass_harbor,net spool,Oren,Nia,spray,-0.0375,0.096,0.628,0.65308,repair:0.44,route changed through shelter,True,True,True,True
3676,205,cinder_garden,ash broom,Wren,Pax,heat,0.09,0.0,0.18876,0.22476,cleaning:0.44,loan continues with weather tag,True,True,True,True
3677,205,lichen_bridge,signal bell,Rin,Rin,rain,-0.055,0.192,0.668,0.668,warning:0.44,route changed through shelter,True,True,True,True
3679,205,moss_ward,lamp hook,Ari,Ari,clear,0.015,0.0,0.668,0.662,safety:0.44,route changed through shelter,True,True,True,True
3680,205,glass_harbor,brass lantern,Nia,Oren,spray,-0.055,0.096,0.634,0.66408,route light:0.44,route changed through shelter,True,True,True,True
3681,205,cinder_garden,seed tray,Pax,Vale,heat,0.09,0.0,0.30526,0.34126,food:0.44,loan continues with weather tag,True,True,True,True
3682,205,lichen_bridge,meal ledger,Sol,Sol,rain,-0.0375,0.192,0.65484,0.668,nutrition:0.44,route changed through shelter,True,True,True,True
3683,205,orchid_engine,valve key,Bea,Bea,clear,0.015,0.0,0.62,0.62,repair:0.44,route changed through shelter,True,True,True,True
3685,205,glass_harbor,tea kettle,Sera,Puck,spray,-0.0375,0.096,0.568,0.59308,comfort:0.44,route changed through shelter,True,True,True,True
3686,205,cinder_garden,shade pole,Vale,Wren,heat,0.09,0.0,0.2235,0.2595,shelter:0.44,loan continues with weather tag,True,True,True,True
3687,205,lichen_bridge,rope kit,Luma,Kio,rain,-0.0375,0.192,0.668,0.668,repair:0.44,route changed through shelter,True,True,True,True
3689,205,moss_ward,water jar,Fay,Milo,clear,0.015,0.0,0.634,0.628,hydration:0.44,route changed through shelter,True,True,True,True
3691,206,lichen_bridge,signal bell,Rin,Rin,cold fog,-0.11,0.088,0.608,0.652,warning:0.44,route changed through shelter,True,True,True,True
3692,206,orchid_engine,orchid lamp,Dax,Eli,drizzle,-0.03,0.08,0.581,0.5774,comfort:0.44,route changed through shelter,True,True,True,True
3693,206,moss_ward,lamp hook,Ari,Ari,mist,-0.0225,0.064,0.6035,0.61922,safety:0.44,route changed through shelter,True,True,True,True
3694,206,glass_harbor,brass lantern,Nia,Oren,sleet,-0.143,0.216,0.668,0.668,route light:0.44,route changed through shelter,True,True,True,True
3695,206,cinder_garden,seed tray,Pax,Vale,clear,0.015,0.0,0.34,0.34,food:0.44,loan continues with weather tag,True,True,True,True
3696,206,lichen_bridge,meal ledger,Sol,Sol,cold fog,-0.075,0.088,0.668,0.668,nutrition:0.44,route changed through shelter,True,True,True,True
3697,206,orchid_engine,valve key,Bea,Bea,drizzle,-0.03,0.08,0.606,0.6024,repair:0.44,route changed through shelter,True,True,True,True
3698,206,moss_ward,moss cart,Milo,Fay,mist,-0.033,0.064,0.62966,0.64958,transport:0.44,route changed through shelter,True,True,True,True
3699,206,glass_harbor,tea kettle,Sera,Puck,sleet,-0.0975,0.216,0.59308,0.636,comfort:0.44,route changed through shelter,True,True,True,True
3701,206,lichen_bridge,rope kit,Luma,Kio,cold fog,-0.075,0.088,0.668,0.668,repair:0.44,route changed through shelter,True,True,True,True
3702,206,orchid_engine,meal box,Eli,Cai,drizzle,-0.03,0.08,0.606,0.6024,food:0.44,route changed through shelter,True,True,True,True
3703,206,moss_ward,water jar,Fay,Milo,mist,-0.0225,0.064,0.628,0.64372,hydration:0.44,route changed through shelter,True,True,True,True
3704,206,glass_harbor,net spool,Oren,Sera,sleet,-0.0975,0.216,0.655,0.668,repair:0.44,route changed through shelter,True,True,True,True
3705,206,cinder_garden,ash broom,Wren,Juno,clear,0.015,0.0,0.279,0.285,cleaning:0.44,loan continues with weather tag,True,True,True,True
3706,206,lichen_bridge,signal bell,Rin,Luma,cold fog,-0.11,0.088,0.668,0.668,warning:0.44,route changed through shelter,True,True,True,True
3707,206,orchid_engine,orchid lamp,Dax,Dax,drizzle,-0.03,0.08,0.556,0.551,comfort:0.44,route changed through shelter,True,True,True,True
3708,207,glass_harbor,brass lantern,Nia,Oren,wind,-0.044,0.016,0.668,0.668,route light:0.44,route changed through shelter,True,True,True,True
3709,207,cinder_garden,seed tray,Pax,Vale,dry gale,0.015,0.0,0.295,0.301,food:0.44,loan continues with weather tag,True,True,True,True
3710,207,lichen_bridge,meal ledger,Sol,Sol,crosswind,-0.0225,0.016,0.668,0.668,nutrition:0.44,route changed through shelter,True,True,True,True
3711,207,orchid_engine,valve key,Bea,Bea,steam leak,0.0525,0.112,0.596,0.617,repair:0.44,route changed through shelter,True,True,True,True
3712,207,moss_ward,moss cart,Milo,Fay,cold rain,-0.121,0.24,0.668,0.668,transport:0.44,route changed through shelter,True,True,True,True
3713,207,glass_harbor,tea kettle,Sera,Puck,wind,-0.03,0.016,0.668,0.668,comfort:0.44,route changed through shelter,True,True,True,True
3714,207,cinder_garden,shade pole,Vale,Wren,dry gale,0.015,0.0,0.276,0.282,shelter:0.44,loan continues with weather tag,True,True,True,True
3715,207,lichen_bridge,rope kit,Luma,Kio,crosswind,-0.0225,0.016,0.668,0.668,repair:0.44,route changed through shelter,True,True,True,True
3716,207,orchid_engine,meal box,Eli,Cai,steam leak,0.0525,0.112,0.551,0.572,food:0.44,route changed through shelter,True,True,True,True
3717,207,moss_ward,water jar,Fay,Milo,cold rain,-0.0825,0.24,0.64372,0.668,hydration:0.44,route changed through shelter,True,True,True,True
3718,207,glass_harbor,net spool,Oren,Sera,wind,-0.03,0.016,0.668,0.668,repair:0.44,route changed through shelter,True,True,True,True
3719,207,cinder_garden,ash broom,Wren,Juno,dry gale,0.015,0.0,0.285,0.291,cleaning:0.44,loan continues with weather tag,True,True,True,True
3720,207,lichen_bridge,signal bell,Rin,Luma,crosswind,-0.033,0.016,0.668,0.668,warning:0.44,route changed through shelter,True,True,True,True
3721,207,orchid_engine,orchid lamp,Dax,Dax,steam leak,0.0525,0.112,0.551,0.572,comfort:0.44,route changed through shelter,True,True,True,True
3722,207,moss_ward,lamp hook,Ari,Tala,cold rain,-0.0825,0.24,0.6435,0.668,safety:0.44,route changed through shelter,True,True,True,True
3723,207,glass_harbor,brass lantern,Nia,Nia,wind,-0.044,0.016,0.668,0.668,route light:0.44,route changed through shelter,True,True,True,True
3724,207,cinder_garden,seed tray,Pax,Pax,dry gale,0.015,0.0,0.34,0.34,food:0.44,loan delayed until weather clears,True,True,True,True
3725,207,lichen_bridge,meal ledger,Sol,Rin,crosswind,-0.0225,0.016,0.6525,0.65918,nutrition:0.44,route changed through shelter,True,True,True,True
3726,208,moss_ward,moss cart,Milo,Fay,wind,-0.044,0.016,0.668,0.668,transport:0.44,route changed through shelter,True,True,True,True
3727,208,glass_harbor,tea kettle,Sera,Puck,fog,-0.03,0.056,0.608,0.62,comfort:0.44,route changed through shelter,True,True,True,True
3728,208,cinder_garden,shade pole,Vale,Wren,dust wind,0.0375,0.0,0.337,0.34,shelter:0.44,loan continues with weather tag,True,True,True,True
3729,208,lichen_bridge,rope kit,Luma,Kio,clear,0.015,0.0,0.5925,0.5865,repair:0.44,route changed through shelter,True,True,True,True
3730,208,orchid_engine,meal box,Eli,Cai,cold draft,-0.0675,0.016,0.642,0.615,food:0.44,route changed through shelter,True,True,True,True
3731,208,moss_ward,water jar,Fay,Milo,wind,-0.03,0.016,0.6435,0.64518,hydration:0.44,route changed through shelter,True,True,True,True
3732,208,glass_harbor,net spool,Oren,Sera,fog,-0.03,0.056,0.668,0.668,repair:0.44,route changed through shelter,True,True,True,True
3733,208,cinder_garden,ash broom,Wren,Juno,dust wind,0.0375,0.0,0.34,0.34,cleaning:0.44,loan continues with weather tag,True,True,True,True
3735,208,orchid_engine,orchid lamp,Dax,Dax,cold draft,-0.0675,0.016,0.572,0.545,comfort:0.44,route changed through shelter,True,True,True,True
3736,208,moss_ward,lamp hook,Ari,Tala,wind,-0.03,0.016,0.668,0.668,safety:0.44,route changed through shelter,True,True,True,True
3737,208,glass_harbor,brass lantern,Nia,Nia,fog,-0.044,0.056,0.668,0.668,route light:0.44,route changed through shelter,True,True,True,True
3738,208,cinder_garden,seed tray,Pax,Pax,dust wind,0.0375,0.0,0.34,0.34,food:0.44,loan delayed until weather clears,True,True,True,True
3739,208,lichen_bridge,meal ledger,Sol,Rin,clear,0.015,0.0,0.65918,0.65318,nutrition:0.44,route changed through shelter,True,True,True,True
3740,208,orchid_engine,valve key,Bea,Eli,cold draft,-0.0675,0.016,0.641,0.614,repair:0.44,route changed through shelter,True,True,True,True
3741,208,moss_ward,moss cart,Milo,Ari,wind,-0.044,0.016,0.6575,0.65918,transport:0.44,route changed through shelter,True,True,True,True
3742,208,glass_harbor,tea kettle,Sera,Oren,fog,-0.03,0.056,0.608,0.62,comfort:0.44,route changed through shelter,True,True,True,True
3743,208,cinder_garden,shade pole,Vale,Vale,dust wind,0.0375,0.0,0.34,0.34,shelter:0.44,loan continues with weather tag,True,True,True,True
3745,209,moss_ward,water jar,Fay,Milo,rain,-0.0375,0.192,0.63468,0.65484,hydration:0.44,route changed through shelter,True,True,True,True
3747,209,cinder_garden,ash broom,Wren,Juno,cold night,-0.09,0.008,0.295,0.26026,cleaning:0.44,loan continues with weather tag,True,True,True,True
3748,209,lichen_bridge,signal bell,Rin,Luma,hail,-0.154,0.108,0.6185,0.65484,warning:0.44,route changed through shelter,True,True,True,True
3749,209,orchid_engine,orchid lamp,Dax,Dax,engine heat,0.0825,0.0,0.455,0.488,comfort:0.44,route changed through shelter,True,True,True,True
3750,209,moss_ward,lamp hook,Ari,Tala,rain,-0.0375,0.192,0.6575,0.668,safety:0.44,route changed through shelter,True,True,True,True
3751,209,glass_harbor,brass lantern,Nia,Nia,clear,0.022,0.0,0.668,0.6592,route light:0.44,route changed through shelter,True,True,True,True
3752,209,cinder_garden,seed tray,Pax,Pax,cold night,-0.09,0.008,0.34,0.304,food:0.44,loan delayed until weather clears,True,True,True,True
3753,209,lichen_bridge,meal ledger,Sol,Rin,hail,-0.105,0.108,0.65318,0.668,nutrition:0.44,route changed through shelter,True,True,True,True
3755,209,moss_ward,moss cart,Milo,Ari,rain,-0.055,0.192,0.65918,0.668,transport:0.44,route changed through shelter,True,True,True,True
3757,209,cinder_garden,shade pole,Vale,Vale,cold night,-0.09,0.008,0.34,0.30526,shelter:0.44,loan continues with weather tag,True,True,True,True
3758,209,lichen_bridge,rope kit,Luma,Sol,hail,-0.105,0.108,0.6185,0.65484,repair:0.44,route changed through shelter,True,True,True,True
3759,209,orchid_engine,meal box,Eli,Bea,engine heat,0.0825,0.0,0.62,0.62,food:0.44,route changed through shelter,True,True,True,True
3760,209,moss_ward,water jar,Fay,Fay,rain,-0.0375,0.192,0.668,0.668,hydration:0.44,route changed through shelter,True,True,True,True
3761,209,glass_harbor,net spool,Oren,Puck,clear,0.015,0.0,0.626,0.62,repair:0.44,route changed through shelter,True,True,True,True
3762,210,lichen_bridge,signal bell,Rin,Luma,rain,-0.055,0.192,0.668,0.668,warning:0.44,route changed through shelter,True,True,True,True
3763,210,orchid_engine,orchid lamp,Dax,Dax,clear,0.015,0.0,0.56,0.566,comfort:0.44,route changed through shelter,True,True,True,True
3765,210,glass_harbor,brass lantern,Nia,Nia,spray,-0.055,0.096,0.5652,0.59728,route light:0.44,route changed through shelter,True,True,True,True
