tick,day,slot,resident,room,canvas_focus,conversation_frame,sensory_frame,gesture_frame,inventory_frame,minigame_frame,consequence_frame,replay_frame_key,boundary_visible
3692,206,2,Nia,rain court,Nia@rain court,3692,3692,3692,3692,3692,3692,v57-replay-03692,True
3693,206,3,Ari,tool alcove,Ari@tool alcove,3693,3693,3693,3693,3693,3693,v57-replay-03693,True
3694,206,4,Fay,fiber loft,Fay@fiber loft,3694,3694,3694,3694,3694,3694,v57-replay-03694,True
3695,206,5,Milo,glasshouse,Milo@glasshouse,3695,3695,3695,3695,3695,3695,v57-replay-03695,True
3696,206,6,Sera,river gate,Sera@river gate,3696,3696,3696,3696,3696,3696,v57-replay-03696,True
3697,206,7,Tovan,west hearth,Tovan@west hearth,3697,3697,3697,3697,3697,3697,v57-replay-03697,True
3698,206,8,Nia,rain court,Nia@rain court,3698,3698,3698,3698,3698,3698,v57-replay-03698,True
3699,206,9,Ari,tool alcove,Ari@tool alcove,3699,3699,3699,3699,3699,3699,v57-replay-03699,True
3700,206,10,Fay,fiber loft,Fay@fiber loft,3700,3700,3700,3700,3700,3700,v57-replay-03700,True
3701,206,11,Milo,glasshouse,Milo@glasshouse,3701,3701,3701,3701,3701,3701,v57-replay-03701,True
3702,206,12,Sera,river gate,Sera@river gate,3702,3702,3702,3702,3702,3702,v57-replay-03702,True
3703,206,13,Tovan,west hearth,Tovan@west hearth,3703,3703,3703,3703,3703,3703,v57-replay-03703,True
3704,206,14,Nia,rain court,Nia@rain court,3704,3704,3704,3704,3704,3704,v57-replay-03704,True
3705,206,15,Ari,tool alcove,Ari@tool alcove,3705,3705,3705,3705,3705,3705,v57-replay-03705,True
3706,206,16,Fay,fiber loft,Fay@fiber loft,3706,3706,3706,3706,3706,3706,v57-replay-03706,True
3707,206,17,Milo,glasshouse,Milo@glasshouse,3707,3707,3707,3707,3707,3707,v57-replay-03707,True
3708,207,0,Sera,west hearth,Sera@west hearth,3708,3708,3708,3708,3708,3708,v57-replay-03708,True
3709,207,1,Tovan,rain court,Tovan@rain court,3709,3709,3709,3709,3709,3709,v57-replay-03709,True
3710,207,2,Nia,tool alcove,Nia@tool alcove,3710,3710,3710,3710,3710,3710,v57-replay-03710,True
3711,207,3,Ari,fiber loft,Ari@fiber loft,3711,3711,3711,3711,3711,3711,v57-replay-03711,True
3712,207,4,Fay,glasshouse,Fay@glasshouse,3712,3712,3712,3712,3712,3712,v57-replay-03712,True
3713,207,5,Milo,river gate,Milo@river gate,3713,3713,3713,3713,3713,3713,v57-replay-03713,True
3714,207,6,Sera,west hearth,Sera@west hearth,3714,3714,3714,3714,3714,3714,v57-replay-03714,True
3715,207,7,Tovan,rain court,Tovan@rain court,3715,3715,3715,3715,3715,3715,v57-replay-03715,True
3716,207,8,Nia,tool alcove,Nia@tool alcove,3716,3716,3716,3716,3716,3716,v57-replay-03716,True
3717,207,9,Ari,fiber loft,Ari@fiber loft,3717,3717,3717,3717,3717,3717,v57-replay-03717,True
3718,207,10,Fay,glasshouse,Fay@glasshouse,3718,3718,3718,3718,3718,3718,v57-replay-03718,True
3719,207,11,Milo,river gate,Milo@river gate,3719,3719,3719,3719,3719,3719,v57-replay-03719,True
3720,207,12,Sera,west hearth,Sera@west hearth,3720,3720,3720,3720,3720,3720,v57-replay-03720,True
3721,207,13,Tovan,rain court,Tovan@rain court,3721,3721,3721,3721,3721,3721,v57-replay-03721,True
3722,207,14,Nia,tool alcove,Nia@tool alcove,3722,3722,3722,3722,3722,3722,v57-replay-03722,True
3723,207,15,Ari,fiber loft,Ari@fiber loft,3723,3723,3723,3723,3723,3723,v57-replay-03723,True
3724,207,16,Fay,glasshouse,Fay@glasshouse,3724,3724,3724,3724,3724,3724,v57-replay-03724,True
3725,207,17,Milo,river gate,Milo@river gate,3725,3725,3725,3725,3725,3725,v57-replay-03725,True
3726,208,0,Sera,rain court,Sera@rain court,3726,3726,3726,3726,3726,3726,v57-replay-03726,True
3727,208,1,Tovan,tool alcove,Tovan@tool alcove,3727,3727,3727,3727,3727,3727,v57-replay-03727,True
3728,208,2,Nia,fiber loft,Nia@fiber loft,3728,3728,3728,3728,3728,3728,v57-replay-03728,True
3729,208,3,Ari,glasshouse,Ari@glasshouse,3729,3729,3729,3729,3729,3729,v57-replay-03729,True
3730,208,4,Fay,river gate,Fay@river gate,3730,3730,3730,3730,3730,3730,v57-replay-03730,True
3731,208,5,Milo,west hearth,Milo@west hearth,3731,3731,3731,3731,3731,3731,v57-replay-03731,True
3732,208,6,Sera,rain court,Sera@rain court,3732,3732,3732,3732,3732,3732,v57-replay-03732,True
3733,208,7,Tovan,tool alcove,Tovan@tool alcove,3733,3733,3733,3733,3733,3733,v57-replay-03733,True
3734,208,8,Nia,fiber loft,Nia@fiber loft,3734,3734,3734,3734,3734,3734,v57-replay-03734,True
3735,208,9,Ari,glasshouse,Ari@glasshouse,3735,3735,3735,3735,3735,3735,v57-replay-03735,True
3736,208,10,Fay,river gate,Fay@river gate,3736,3736,3736,3736,3736,3736,v57-replay-03736,True
3737,208,11,Milo,west hearth,Milo@west hearth,3737,3737,3737,3737,3737,3737,v57-replay-03737,True
3738,208,12,Sera,rain court,Sera@rain court,3738,3738,3738,3738,3738,3738,v57-replay-03738,True
3739,208,13,Tovan,tool alcove,Tovan@tool alcove,3739,3739,3739,3739,3739,3739,v57-replay-03739,True
3740,208,14,Nia,fiber loft,Nia@fiber loft,3740,3740,3740,3740,3740,3740,v57-replay-03740,True
3741,208,15,Ari,glasshouse,Ari@glasshouse,3741,3741,3741,3741,3741,3741,v57-replay-03741,True
3742,208,16,Fay,river gate,Fay@river gate,3742,3742,3742,3742,3742,3742,v57-replay-03742,True
3743,208,17,Milo,west hearth,Milo@west hearth,3743,3743,3743,3743,3743,3743,v57-replay-03743,True
3744,209,0,Sera,tool alcove,Sera@tool alcove,3744,3744,3744,3744,3744,3744,v57-replay-03744,True
3745,209,1,Tovan,fiber loft,Tovan@fiber loft,3745,3745,3745,3745,3745,3745,v57-replay-03745,True
3746,209,2,Nia,glasshouse,Nia@glasshouse,3746,3746,3746,3746,3746,3746,v57-replay-03746,True
3747,209,3,Ari,river gate,Ari@river gate,3747,3747,3747,3747,3747,3747,v57-replay-03747,True
3748,209,4,Fay,west hearth,Fay@west hearth,3748,3748,3748,3748,3748,3748,v57-replay-03748,True
3749,209,5,Milo,rain court,Milo@rain court,3749,3749,3749,3749,3749,3749,v57-replay-03749,True
3750,209,6,Sera,tool alcove,Sera@tool alcove,3750,3750,3750,3750,3750,3750,v57-replay-03750,True
3751,209,7,Tovan,fiber loft,Tovan@fiber loft,3751,3751,3751,3751,3751,3751,v57-replay-03751,True
3752,209,8,Nia,glasshouse,Nia@glasshouse,3752,3752,3752,3752,3752,3752,v57-replay-03752,True
3753,209,9,Ari,river gate,Ari@river gate,3753,3753,3753,3753,3753,3753,v57-replay-03753,True
3754,209,10,Fay,west hearth,Fay@west hearth,3754,3754,3754,3754,3754,3754,v57-replay-03754,True
3755,209,11,Milo,rain court,Milo@rain court,3755,3755,3755,3755,3755,3755,v57-replay-03755,True
3756,209,12,Sera,tool alcove,Sera@tool alcove,3756,3756,3756,3756,3756,3756,v57-replay-03756,True
3757,209,13,Tovan,fiber loft,Tovan@fiber loft,3757,3757,3757,3757,3757,3757,v57-replay-03757,True
3758,209,14,Nia,glasshouse,Nia@glasshouse,3758,3758,3758,3758,3758,3758,v57-replay-03758,True
3759,209,15,Ari,river gate,Ari@river gate,3759,3759,3759,3759,3759,3759,v57-replay-03759,True
3760,209,16,Fay,west hearth,Fay@west hearth,3760,3760,3760,3760,3760,3760,v57-replay-03760,True
3761,209,17,Milo,rain court,Milo@rain court,3761,3761,3761,3761,3761,3761,v57-replay-03761,True
3762,210,0,Sera,fiber loft,Sera@fiber loft,3762,3762,3762,3762,3762,3762,v57-replay-03762,True
3763,210,1,Tovan,glasshouse,Tovan@glasshouse,3763,3763,3763,3763,3763,3763,v57-replay-03763,True
3764,210,2,Nia,river gate,Nia@river gate,3764,3764,3764,3764,3764,3764,v57-replay-03764,True
3765,210,3,Ari,west hearth,Ari@west hearth,3765,3765,3765,3765,3765,3765,v57-replay-03765,True
3766,210,4,Fay,rain court,Fay@rain court,3766,3766,3766,3766,3766,3766,v57-replay-03766,True
3767,210,5,Milo,tool alcove,Milo@tool alcove,3767,3767,3767,3767,3767,3767,v57-replay-03767,True
3768,210,6,Sera,fiber loft,Sera@fiber loft,3768,3768,3768,3768,3768,3768,v57-replay-03768,True
3769,210,7,Tovan,glasshouse,Tovan@glasshouse,3769,3769,3769,3769,3769,3769,v57-replay-03769,True
3770,210,8,Nia,river gate,Nia@river gate,3770,3770,3770,3770,3770,3770,v57-replay-03770,True
3771,210,9,Ari,west hearth,Ari@west hearth,3771,3771,3771,3771,3771,3771,v57-replay-03771,True
3772,210,10,Fay,rain court,Fay@rain court,3772,3772,3772,3772,3772,3772,v57-replay-03772,True
3773,210,11,Milo,tool alcove,Milo@tool alcove,3773,3773,3773,3773,3773,3773,v57-replay-03773,True
3774,210,12,Sera,fiber loft,Sera@fiber loft,3774,3774,3774,3774,3774,3774,v57-replay-03774,True
3775,210,13,Tovan,glasshouse,Tovan@glasshouse,3775,3775,3775,3775,3775,3775,v57-replay-03775,True
3776,210,14,Nia,river gate,Nia@river gate,3776,3776,3776,3776,3776,3776,v57-replay-03776,True
3777,210,15,Ari,west hearth,Ari@west hearth,3777,3777,3777,3777,3777,3777,v57-replay-03777,True
3778,210,16,Fay,rain court,Fay@rain court,3778,3778,3778,3778,3778,3778,v57-replay-03778,True
3779,210,17,Milo,tool alcove,Milo@tool alcove,3779,3779,3779,3779,3779,3779,v57-replay-03779,True
3780,211,0,Sera,glasshouse,Sera@glasshouse,3780,3780,3780,3780,3780,3780,v57-replay-03780,True
3781,211,1,Tovan,river gate,Tovan@river gate,3781,3781,3781,3781,3781,3781,v57-replay-03781,True
3782,211,2,Nia,west hearth,Nia@west hearth,3782,3782,3782,3782,3782,3782,v57-replay-03782,True
3783,211,3,Ari,rain court,Ari@rain court,3783,3783,3783,3783,3783,3783,v57-replay-03783,True
3784,211,4,Fay,tool alcove,Fay@tool alcove,3784,3784,3784,3784,3784,3784,v57-replay-03784,True
3785,211,5,Milo,fiber loft,Milo@fiber loft,3785,3785,3785,3785,3785,3785,v57-replay-03785,True
3786,211,6,Sera,glasshouse,Sera@glasshouse,3786,3786,3786,3786,3786,3786,v57-replay-03786,True
3787,211,7,Tovan,river gate,Tovan@river gate,3787,3787,3787,3787,3787,3787,v57-replay-03787,True
3788,211,8,Nia,west hearth,Nia@west hearth,3788,3788,3788,3788,3788,3788,v57-replay-03788,True
3789,211,9,Ari,rain court,Ari@rain court,3789,3789,3789,3789,3789,3789,v57-replay-03789,True
3790,211,10,Fay,tool alcove,Fay@tool alcove,3790,3790,3790,3790,3790,3790,v57-replay-03790,True
3791,211,11,Milo,fiber loft,Milo@fiber loft,3791,3791,3791,3791,3791,3791,v57-replay-03791,True
3792,211,12,Sera,glasshouse,Sera@glasshouse,3792,3792,3792,3792,3792,3792,v57-replay-03792,True
3793,211,13,Tovan,river gate,Tovan@river gate,3793,3793,3793,3793,3793,3793,v57-replay-03793,True
3794,211,14,Nia,west hearth,Nia@west hearth,3794,3794,3794,3794,3794,3794,v57-replay-03794,True
3795,211,15,Ari,rain court,Ari@rain court,3795,3795,3795,3795,3795,3795,v57-replay-03795,True
3796,211,16,Fay,tool alcove,Fay@tool alcove,3796,3796,3796,3796,3796,3796,v57-replay-03796,True
3797,211,17,Milo,fiber loft,Milo@fiber loft,3797,3797,3797,3797,3797,3797,v57-replay-03797,True
3798,212,0,Sera,river gate,Sera@river gate,3798,3798,3798,3798,3798,3798,v57-replay-03798,True
3799,212,1,Tovan,west hearth,Tovan@west hearth,3799,3799,3799,3799,3799,3799,v57-replay-03799,True
3800,212,2,Nia,rain court,Nia@rain court,3800,3800,3800,3800,3800,3800,v57-replay-03800,True
3801,212,3,Ari,tool alcove,Ari@tool alcove,3801,3801,3801,3801,3801,3801,v57-replay-03801,True
3802,212,4,Fay,fiber loft,Fay@fiber loft,3802,3802,3802,3802,3802,3802,v57-replay-03802,True
3803,212,5,Milo,glasshouse,Milo@glasshouse,3803,3803,3803,3803,3803,3803,v57-replay-03803,True
3804,212,6,Sera,river gate,Sera@river gate,3804,3804,3804,3804,3804,3804,v57-replay-03804,True
3805,212,7,Tovan,west hearth,Tovan@west hearth,3805,3805,3805,3805,3805,3805,v57-replay-03805,True
3806,212,8,Nia,rain court,Nia@rain court,3806,3806,3806,3806,3806,3806,v57-replay-03806,True
3807,212,9,Ari,tool alcove,Ari@tool alcove,3807,3807,3807,3807,3807,3807,v57-replay-03807,True
3808,212,10,Fay,fiber loft,Fay@fiber loft,3808,3808,3808,3808,3808,3808,v57-replay-03808,True
3809,212,11,Milo,glasshouse,Milo@glasshouse,3809,3809,3809,3809,3809,3809,v57-replay-03809,True
3810,212,12,Sera,river gate,Sera@river gate,3810,3810,3810,3810,3810,3810,v57-replay-03810,True
3811,212,13,Tovan,west hearth,Tovan@west hearth,3811,3811,3811,3811,3811,3811,v57-replay-03811,True
3812,212,14,Nia,rain court,Nia@rain court,3812,3812,3812,3812,3812,3812,v57-replay-03812,True
3813,212,15,Ari,tool alcove,Ari@tool alcove,3813,3813,3813,3813,3813,3813,v57-replay-03813,True
3814,212,16,Fay,fiber loft,Fay@fiber loft,3814,3814,3814,3814,3814,3814,v57-replay-03814,True
3815,212,17,Milo,glasshouse,Milo@glasshouse,3815,3815,3815,3815,3815,3815,v57-replay-03815,True
3816,213,0,Sera,west hearth,Sera@west hearth,3816,3816,3816,3816,3816,3816,v57-replay-03816,True
3817,213,1,Tovan,rain court,Tovan@rain court,3817,3817,3817,3817,3817,3817,v57-replay-03817,True
3818,213,2,Nia,tool alcove,Nia@tool alcove,3818,3818,3818,3818,3818,3818,v57-replay-03818,True
3819,213,3,Ari,fiber loft,Ari@fiber loft,3819,3819,3819,3819,3819,3819,v57-replay-03819,True
3820,213,4,Fay,glasshouse,Fay@glasshouse,3820,3820,3820,3820,3820,3820,v57-replay-03820,True
3821,213,5,Milo,river gate,Milo@river gate,3821,3821,3821,3821,3821,3821,v57-replay-03821,True
3822,213,6,Sera,west hearth,Sera@west hearth,3822,3822,3822,3822,3822,3822,v57-replay-03822,True
3823,213,7,Tovan,rain court,Tovan@rain court,3823,3823,3823,3823,3823,3823,v57-replay-03823,True
3824,213,8,Nia,tool alcove,Nia@tool alcove,3824,3824,3824,3824,3824,3824,v57-replay-03824,True
3825,213,9,Ari,fiber loft,Ari@fiber loft,3825,3825,3825,3825,3825,3825,v57-replay-03825,True
3826,213,10,Fay,glasshouse,Fay@glasshouse,3826,3826,3826,3826,3826,3826,v57-replay-03826,True
3827,213,11,Milo,river gate,Milo@river gate,3827,3827,3827,3827,3827,3827,v57-replay-03827,True
3828,213,12,Sera,west hearth,Sera@west hearth,3828,3828,3828,3828,3828,3828,v57-replay-03828,True
3829,213,13,Tovan,rain court,Tovan@rain court,3829,3829,3829,3829,3829,3829,v57-replay-03829,True
3830,213,14,Nia,tool alcove,Nia@tool alcove,3830,3830,3830,3830,3830,3830,v57-replay-03830,True
3831,213,15,Ari,fiber loft,Ari@fiber loft,3831,3831,3831,3831,3831,3831,v57-replay-03831,True
3832,213,16,Fay,glasshouse,Fay@glasshouse,3832,3832,3832,3832,3832,3832,v57-replay-03832,True
3833,213,17,Milo,river gate,Milo@river gate,3833,3833,3833,3833,3833,3833,v57-replay-03833,True
3834,214,0,Sera,rain court,Sera@rain court,3834,3834,3834,3834,3834,3834,v57-replay-03834,True
3835,214,1,Tovan,tool alcove,Tovan@tool alcove,3835,3835,3835,3835,3835,3835,v57-replay-03835,True
3836,214,2,Nia,fiber loft,Nia@fiber loft,3836,3836,3836,3836,3836,3836,v57-replay-03836,True
3837,214,3,Ari,glasshouse,Ari@glasshouse,3837,3837,3837,3837,3837,3837,v57-replay-03837,True
3838,214,4,Fay,river gate,Fay@river gate,3838,3838,3838,3838,3838,3838,v57-replay-03838,True
3839,214,5,Milo,west hearth,Milo@west hearth,3839,3839,3839,3839,3839,3839,v57-replay-03839,True
3840,214,6,Sera,rain court,Sera@rain court,3840,3840,3840,3840,3840,3840,v57-replay-03840,True
3841,214,7,Tovan,tool alcove,Tovan@tool alcove,3841,3841,3841,3841,3841,3841,v57-replay-03841,True
3842,214,8,Nia,fiber loft,Nia@fiber loft,3842,3842,3842,3842,3842,3842,v57-replay-03842,True
3843,214,9,Ari,glasshouse,Ari@glasshouse,3843,3843,3843,3843,3843,3843,v57-replay-03843,True
3844,214,10,Fay,river gate,Fay@river gate,3844,3844,3844,3844,3844,3844,v57-replay-03844,True
3845,214,11,Milo,west hearth,Milo@west hearth,3845,3845,3845,3845,3845,3845,v57-replay-03845,True
3846,214,12,Sera,rain court,Sera@rain court,3846,3846,3846,3846,3846,3846,v57-replay-03846,True
3847,214,13,Tovan,tool alcove,Tovan@tool alcove,3847,3847,3847,3847,3847,3847,v57-replay-03847,True
3848,214,14,Nia,fiber loft,Nia@fiber loft,3848,3848,3848,3848,3848,3848,v57-replay-03848,True
3849,214,15,Ari,glasshouse,Ari@glasshouse,3849,3849,3849,3849,3849,3849,v57-replay-03849,True
3850,214,16,Fay,river gate,Fay@river gate,3850,3850,3850,3850,3850,3850,v57-replay-03850,True
3851,214,17,Milo,west hearth,Milo@west hearth,3851,3851,3851,3851,3851,3851,v57-replay-03851,True
3852,215,0,Sera,tool alcove,Sera@tool alcove,3852,3852,3852,3852,3852,3852,v57-replay-03852,True
3853,215,1,Tovan,fiber loft,Tovan@fiber loft,3853,3853,3853,3853,3853,3853,v57-replay-03853,True
3854,215,2,Nia,glasshouse,Nia@glasshouse,3854,3854,3854,3854,3854,3854,v57-replay-03854,True
3855,215,3,Ari,river gate,Ari@river gate,3855,3855,3855,3855,3855,3855,v57-replay-03855,True
3856,215,4,Fay,west hearth,Fay@west hearth,3856,3856,3856,3856,3856,3856,v57-replay-03856,True
3857,215,5,Milo,rain court,Milo@rain court,3857,3857,3857,3857,3857,3857,v57-replay-03857,True
3858,215,6,Sera,tool alcove,Sera@tool alcove,3858,3858,3858,3858,3858,3858,v57-replay-03858,True
3859,215,7,Tovan,fiber loft,Tovan@fiber loft,3859,3859,3859,3859,3859,3859,v57-replay-03859,True
3860,215,8,Nia,glasshouse,Nia@glasshouse,3860,3860,3860,3860,3860,3860,v57-replay-03860,True
3861,215,9,Ari,river gate,Ari@river gate,3861,3861,3861,3861,3861,3861,v57-replay-03861,True
3862,215,10,Fay,west hearth,Fay@west hearth,3862,3862,3862,3862,3862,3862,v57-replay-03862,True
3863,215,11,Milo,rain court,Milo@rain court,3863,3863,3863,3863,3863,3863,v57-replay-03863,True
3864,215,12,Sera,tool alcove,Sera@tool alcove,3864,3864,3864,3864,3864,3864,v57-replay-03864,True
3865,215,13,Tovan,fiber loft,Tovan@fiber loft,3865,3865,3865,3865,3865,3865,v57-replay-03865,True
3866,215,14,Nia,glasshouse,Nia@glasshouse,3866,3866,3866,3866,3866,3866,v57-replay-03866,True
3867,215,15,Ari,river gate,Ari@river gate,3867,3867,3867,3867,3867,3867,v57-replay-03867,True
3868,215,16,Fay,west hearth,Fay@west hearth,3868,3868,3868,3868,3868,3868,v57-replay-03868,True
3869,215,17,Milo,rain court,Milo@rain court,3869,3869,3869,3869,3869,3869,v57-replay-03869,True
3870,216,0,Sera,fiber loft,Sera@fiber loft,3870,3870,3870,3870,3870,3870,v57-replay-03870,True
3871,216,1,Tovan,glasshouse,Tovan@glasshouse,3871,3871,3871,3871,3871,3871,v57-replay-03871,True
3872,216,2,Nia,river gate,Nia@river gate,3872,3872,3872,3872,3872,3872,v57-replay-03872,True
3873,216,3,Ari,west hearth,Ari@west hearth,3873,3873,3873,3873,3873,3873,v57-replay-03873,True
3874,216,4,Fay,rain court,Fay@rain court,3874,3874,3874,3874,3874,3874,v57-replay-03874,True
3875,216,5,Milo,tool alcove,Milo@tool alcove,3875,3875,3875,3875,3875,3875,v57-replay-03875,True
3876,216,6,Sera,fiber loft,Sera@fiber loft,3876,3876,3876,3876,3876,3876,v57-replay-03876,True
3877,216,7,Tovan,glasshouse,Tovan@glasshouse,3877,3877,3877,3877,3877,3877,v57-replay-03877,True
3878,216,8,Nia,river gate,Nia@river gate,3878,3878,3878,3878,3878,3878,v57-replay-03878,True
3879,216,9,Ari,west hearth,Ari@west hearth,3879,3879,3879,3879,3879,3879,v57-replay-03879,True
3880,216,10,Fay,rain court,Fay@rain court,3880,3880,3880,3880,3880,3880,v57-replay-03880,True
3881,216,11,Milo,tool alcove,Milo@tool alcove,3881,3881,3881,3881,3881,3881,v57-replay-03881,True
3882,216,12,Sera,fiber loft,Sera@fiber loft,3882,3882,3882,3882,3882,3882,v57-replay-03882,True
3883,216,13,Tovan,glasshouse,Tovan@glasshouse,3883,3883,3883,3883,3883,3883,v57-replay-03883,True
3884,216,14,Nia,river gate,Nia@river gate,3884,3884,3884,3884,3884,3884,v57-replay-03884,True
3885,216,15,Ari,west hearth,Ari@west hearth,3885,3885,3885,3885,3885,3885,v57-replay-03885,True
3886,216,16,Fay,rain court,Fay@rain court,3886,3886,3886,3886,3886,3886,v57-replay-03886,True
3887,216,17,Milo,tool alcove,Milo@tool alcove,3887,3887,3887,3887,3887,3887,v57-replay-03887,True
3888,217,0,Sera,glasshouse,Sera@glasshouse,3888,3888,3888,3888,3888,3888,v57-replay-03888,True
3889,217,1,Tovan,river gate,Tovan@river gate,3889,3889,3889,3889,3889,3889,v57-replay-03889,True
3890,217,2,Nia,west hearth,Nia@west hearth,3890,3890,3890,3890,3890,3890,v57-replay-03890,True
3891,217,3,Ari,rain court,Ari@rain court,3891,3891,3891,3891,3891,3891,v57-replay-03891,True
3892,217,4,Fay,tool alcove,Fay@tool alcove,3892,3892,3892,3892,3892,3892,v57-replay-03892,True
3893,217,5,Milo,fiber loft,Milo@fiber loft,3893,3893,3893,3893,3893,3893,v57-replay-03893,True
3894,217,6,Sera,glasshouse,Sera@glasshouse,3894,3894,3894,3894,3894,3894,v57-replay-03894,True
3895,217,7,Tovan,river gate,Tovan@river gate,3895,3895,3895,3895,3895,3895,v57-replay-03895,True
3896,217,8,Nia,west hearth,Nia@west hearth,3896,3896,3896,3896,3896,3896,v57-replay-03896,True
3897,217,9,Ari,rain court,Ari@rain court,3897,3897,3897,3897,3897,3897,v57-replay-03897,True
3898,217,10,Fay,tool alcove,Fay@tool alcove,3898,3898,3898,3898,3898,3898,v57-replay-03898,True
3899,217,11,Milo,fiber loft,Milo@fiber loft,3899,3899,3899,3899,3899,3899,v57-replay-03899,True
3900,217,12,Sera,glasshouse,Sera@glasshouse,3900,3900,3900,3900,3900,3900,v57-replay-03900,True
3901,217,13,Tovan,river gate,Tovan@river gate,3901,3901,3901,3901,3901,3901,v57-replay-03901,True
3902,217,14,Nia,west hearth,Nia@west hearth,3902,3902,3902,3902,3902,3902,v57-replay-03902,True
3903,217,15,Ari,rain court,Ari@rain court,3903,3903,3903,3903,3903,3903,v57-replay-03903,True
3904,217,16,Fay,tool alcove,Fay@tool alcove,3904,3904,3904,3904,3904,3904,v57-replay-03904,True
