tick_id,day,session_id,settlement_id,resident_id,phrase,prior_memory,visible_consequence,trust_before,trust_after,proximity_before,proximity_after,consequence_saved,reply_bounded_to_phrasebook,no_autonomous_language_claim,no_llm_call
3623,202,canvas-session-034,cinder_garden,Wren,shade first,prior:shade first:canvas-session-034,moves closer to shade,0.95,0.95,0.92,0.92,True,True,True,True
3624,202,canvas-session-034,lichen_bridge,Kio,bowl shared,prior:bowl shared:canvas-session-034,offers spare knot,0.95,0.95,0.92,0.92,True,True,True,True
3625,202,canvas-session-034,orchid_engine,Cai,valve wait,prior:valve wait:canvas-session-034,keeps valve boundary,0.95,0.95,0.92,0.92,True,True,True,True
3626,202,canvas-session-034,moss_ward,Milo,loom wait,prior:loom wait:canvas-session-034,approaches after help,0.95,0.95,0.92,0.92,True,True,True,True
3627,202,canvas-session-034,glass_harbor,Sera,tea first,prior:tea first:canvas-session-034,lets avatar carry small part,0.95,0.95,0.92,0.92,True,True,True,True
3628,202,canvas-session-034,cinder_garden,Juno,seed sleep,prior:seed sleep:canvas-session-034,remembers cooled path,0.95,0.95,0.92,0.92,True,True,True,True
3629,202,canvas-session-034,lichen_bridge,Luma,signal hush,prior:signal hush:canvas-session-034,signals from a distance,0.95,0.95,0.92,0.92,True,True,True,True
3630,202,canvas-session-034,orchid_engine,Dax,orchid rest,prior:orchid rest:canvas-session-034,trusts slow repair,0.95,0.95,0.92,0.92,True,True,True,True
3631,202,canvas-session-034,moss_ward,Tala,path dry,prior:path dry:canvas-session-034,shares safer route,0.95,0.95,0.92,0.92,True,True,True,True
3632,202,canvas-session-034,glass_harbor,Nia,net keeper,prior:net keeper:canvas-session-034,faces avatar longer,0.95,0.95,0.92,0.92,True,True,True,True
3633,202,canvas-session-034,cinder_garden,Pax,cool hand,prior:cool hand:canvas-session-034,accepts slow handoff,0.95,0.95,0.92,0.92,True,True,True,True
3634,202,canvas-session-034,lichen_bridge,Rin,rope safe,prior:rope safe:canvas-session-034,shares a bowl marker,0.95,0.95,0.92,0.92,True,True,True,True
3635,202,canvas-session-034,orchid_engine,Eli,gear lane,prior:gear lane:canvas-session-034,waits without flinch,0.95,0.95,0.92,0.92,True,True,True,True
3636,203,canvas-session-034,glass_harbor,Sera,lamp bright,prior:lamp bright:canvas-session-034,warns before fog,0.95,0.95,0.92,0.92,True,True,True,True
3637,203,canvas-session-034,cinder_garden,Juno,shade first,prior:shade first:canvas-session-034,moves closer to shade,0.95,0.95,0.92,0.92,True,True,True,True
3638,203,canvas-session-034,lichen_bridge,Luma,bowl shared,prior:bowl shared:canvas-session-034,offers spare knot,0.95,0.95,0.92,0.92,True,True,True,True
3639,203,canvas-session-034,orchid_engine,Dax,valve wait,prior:valve wait:canvas-session-034,keeps valve boundary,0.95,0.95,0.92,0.92,True,True,True,True
3640,203,canvas-session-034,moss_ward,Tala,loom wait,prior:loom wait:canvas-session-034,approaches after help,0.95,0.95,0.92,0.92,True,True,True,True
3641,203,canvas-session-034,glass_harbor,Nia,tea first,prior:tea first:canvas-session-034,lets avatar carry small part,0.95,0.95,0.92,0.92,True,True,True,True
3642,203,canvas-session-034,cinder_garden,Pax,seed sleep,prior:seed sleep:canvas-session-034,remembers cooled path,0.95,0.95,0.92,0.92,True,True,True,True
3643,203,canvas-session-034,lichen_bridge,Rin,signal hush,prior:signal hush:canvas-session-034,signals from a distance,0.95,0.95,0.92,0.92,True,True,True,True
3644,203,canvas-session-034,orchid_engine,Eli,orchid rest,prior:orchid rest:canvas-session-034,trusts slow repair,0.95,0.95,0.92,0.92,True,True,True,True
3645,203,canvas-session-034,moss_ward,Ari,path dry,prior:path dry:canvas-session-034,shares safer route,0.95,0.95,0.92,0.92,True,True,True,True
3646,203,canvas-session-034,glass_harbor,Oren,net keeper,prior:net keeper:canvas-session-034,faces avatar longer,0.95,0.95,0.92,0.92,True,True,True,True
3647,203,canvas-session-034,cinder_garden,Vale,cool hand,prior:cool hand:canvas-session-034,accepts slow handoff,0.95,0.95,0.92,0.92,True,True,True,True
3648,203,canvas-session-034,lichen_bridge,Sol,rope safe,prior:rope safe:canvas-session-034,shares a bowl marker,0.95,0.95,0.92,0.92,True,True,True,True
3649,203,canvas-session-034,orchid_engine,Bea,gear lane,prior:gear lane:canvas-session-034,waits without flinch,0.95,0.95,0.92,0.92,True,True,True,True
3650,203,canvas-session-034,moss_ward,Fay,ledger no touch,prior:ledger no touch:canvas-session-034,keeps respectful distance,0.95,0.95,0.92,0.92,True,True,True,True
3651,203,canvas-session-034,glass_harbor,Puck,lamp bright,prior:lamp bright:canvas-session-034,warns before fog,0.95,0.95,0.92,0.92,True,True,True,True
3652,203,canvas-session-034,cinder_garden,Wren,shade first,prior:shade first:canvas-session-034,moves closer to shade,0.95,0.95,0.92,0.92,True,True,True,True
3653,203,canvas-session-034,lichen_bridge,Kio,bowl shared,prior:bowl shared:canvas-session-034,offers spare knot,0.95,0.95,0.92,0.92,True,True,True,True
3654,204,canvas-session-034,moss_ward,Ari,loom wait,prior:loom wait:canvas-session-034,approaches after help,0.95,0.95,0.92,0.92,True,True,True,True
3655,204,canvas-session-034,glass_harbor,Oren,tea first,prior:tea first:canvas-session-034,lets avatar carry small part,0.95,0.95,0.92,0.92,True,True,True,True
3656,204,canvas-session-034,cinder_garden,Vale,seed sleep,prior:seed sleep:canvas-session-034,remembers cooled path,0.95,0.95,0.92,0.92,True,True,True,True
3657,204,canvas-session-034,lichen_bridge,Sol,signal hush,prior:signal hush:canvas-session-034,signals from a distance,0.95,0.95,0.92,0.92,True,True,True,True
3658,204,canvas-session-034,orchid_engine,Bea,orchid rest,prior:orchid rest:canvas-session-034,trusts slow repair,0.95,0.95,0.92,0.92,True,True,True,True
3659,204,canvas-session-034,moss_ward,Fay,path dry,prior:path dry:canvas-session-034,shares safer route,0.95,0.95,0.92,0.92,True,True,True,True
3660,204,canvas-session-034,glass_harbor,Puck,net keeper,prior:net keeper:canvas-session-034,faces avatar longer,0.95,0.95,0.92,0.92,True,True,True,True
3661,204,canvas-session-034,cinder_garden,Wren,cool hand,prior:cool hand:canvas-session-034,accepts slow handoff,0.95,0.95,0.92,0.92,True,True,True,True
3662,204,canvas-session-034,lichen_bridge,Kio,rope safe,prior:rope safe:canvas-session-034,shares a bowl marker,0.95,0.95,0.92,0.92,True,True,True,True
3663,204,canvas-session-034,orchid_engine,Cai,gear lane,prior:gear lane:canvas-session-034,waits without flinch,0.95,0.95,0.92,0.92,True,True,True,True
3664,204,canvas-session-034,moss_ward,Milo,ledger no touch,prior:ledger no touch:canvas-session-034,keeps respectful distance,0.95,0.95,0.92,0.92,True,True,True,True
3665,204,canvas-session-034,glass_harbor,Sera,lamp bright,prior:lamp bright:canvas-session-034,warns before fog,0.95,0.95,0.92,0.92,True,True,True,True
3666,204,canvas-session-034,cinder_garden,Juno,shade first,prior:shade first:canvas-session-034,moves closer to shade,0.95,0.95,0.92,0.92,True,True,True,True
3667,204,canvas-session-034,lichen_bridge,Luma,bowl shared,prior:bowl shared:canvas-session-034,offers spare knot,0.95,0.95,0.92,0.92,True,True,True,True
3668,204,canvas-session-034,orchid_engine,Dax,valve wait,prior:valve wait:canvas-session-034,keeps valve boundary,0.95,0.95,0.92,0.92,True,True,True,True
3669,204,canvas-session-034,moss_ward,Tala,loom wait,prior:loom wait:canvas-session-034,approaches after help,0.95,0.95,0.92,0.92,True,True,True,True
3670,204,canvas-session-034,glass_harbor,Nia,tea first,prior:tea first:canvas-session-034,lets avatar carry small part,0.95,0.95,0.92,0.92,True,True,True,True
3671,204,canvas-session-034,cinder_garden,Pax,seed sleep,prior:seed sleep:canvas-session-034,remembers cooled path,0.95,0.95,0.92,0.92,True,True,True,True
3672,205,canvas-session-035,orchid_engine,Cai,orchid rest,prior:orchid rest:canvas-session-035,trusts slow repair,0.95,0.95,0.92,0.92,True,True,True,True
3673,205,canvas-session-035,moss_ward,Milo,path dry,prior:path dry:canvas-session-035,shares safer route,0.95,0.95,0.92,0.92,True,True,True,True
3674,205,canvas-session-035,glass_harbor,Sera,net keeper,prior:net keeper:canvas-session-035,faces avatar longer,0.95,0.95,0.92,0.92,True,True,True,True
3675,205,canvas-session-035,cinder_garden,Juno,cool hand,prior:cool hand:canvas-session-035,accepts slow handoff,0.95,0.95,0.92,0.92,True,True,True,True
3676,205,canvas-session-035,lichen_bridge,Luma,rope safe,prior:rope safe:canvas-session-035,shares a bowl marker,0.95,0.95,0.92,0.92,True,True,True,True
3677,205,canvas-session-035,orchid_engine,Dax,gear lane,prior:gear lane:canvas-session-035,waits without flinch,0.95,0.95,0.92,0.92,True,True,True,True
3678,205,canvas-session-035,moss_ward,Tala,ledger no touch,prior:ledger no touch:canvas-session-035,keeps respectful distance,0.95,0.95,0.92,0.92,True,True,True,True
3679,205,canvas-session-035,glass_harbor,Nia,lamp bright,prior:lamp bright:canvas-session-035,warns before fog,0.95,0.95,0.92,0.92,True,True,True,True
3680,205,canvas-session-035,cinder_garden,Pax,shade first,prior:shade first:canvas-session-035,moves closer to shade,0.95,0.95,0.92,0.92,True,True,True,True
3681,205,canvas-session-035,lichen_bridge,Rin,bowl shared,prior:bowl shared:canvas-session-035,offers spare knot,0.95,0.95,0.92,0.92,True,True,True,True
3682,205,canvas-session-035,orchid_engine,Eli,valve wait,prior:valve wait:canvas-session-035,keeps valve boundary,0.95,0.95,0.92,0.92,True,True,True,True
3683,205,canvas-session-035,moss_ward,Ari,loom wait,prior:loom wait:canvas-session-035,approaches after help,0.95,0.95,0.92,0.92,True,True,True,True
3684,205,canvas-session-035,glass_harbor,Oren,tea first,prior:tea first:canvas-session-035,lets avatar carry small part,0.95,0.95,0.92,0.92,True,True,True,True
3685,205,canvas-session-035,cinder_garden,Vale,seed sleep,prior:seed sleep:canvas-session-035,remembers cooled path,0.95,0.95,0.92,0.92,True,True,True,True
3686,205,canvas-session-035,lichen_bridge,Sol,signal hush,prior:signal hush:canvas-session-035,signals from a distance,0.95,0.95,0.92,0.92,True,True,True,True
3687,205,canvas-session-035,orchid_engine,Bea,orchid rest,prior:orchid rest:canvas-session-035,trusts slow repair,0.95,0.95,0.92,0.92,True,True,True,True
3688,205,canvas-session-035,moss_ward,Fay,path dry,prior:path dry:canvas-session-035,shares safer route,0.95,0.95,0.92,0.92,True,True,True,True
3689,205,canvas-session-035,glass_harbor,Puck,net keeper,prior:net keeper:canvas-session-035,faces avatar longer,0.95,0.95,0.92,0.92,True,True,True,True
3690,206,canvas-session-035,lichen_bridge,Rin,rope safe,prior:rope safe:canvas-session-035,shares a bowl marker,0.95,0.95,0.92,0.92,True,True,True,True
3691,206,canvas-session-035,orchid_engine,Eli,gear lane,prior:gear lane:canvas-session-035,waits without flinch,0.95,0.95,0.92,0.92,True,True,True,True
3692,206,canvas-session-035,moss_ward,Ari,ledger no touch,prior:ledger no touch:canvas-session-035,keeps respectful distance,0.95,0.95,0.92,0.92,True,True,True,True
3693,206,canvas-session-035,glass_harbor,Oren,lamp bright,prior:lamp bright:canvas-session-035,warns before fog,0.95,0.95,0.92,0.92,True,True,True,True
3694,206,canvas-session-035,cinder_garden,Vale,shade first,prior:shade first:canvas-session-035,moves closer to shade,0.95,0.95,0.92,0.92,True,True,True,True
3695,206,canvas-session-035,lichen_bridge,Sol,bowl shared,prior:bowl shared:canvas-session-035,offers spare knot,0.95,0.95,0.92,0.92,True,True,True,True
3696,206,canvas-session-035,orchid_engine,Bea,valve wait,prior:valve wait:canvas-session-035,keeps valve boundary,0.95,0.95,0.92,0.92,True,True,True,True
3697,206,canvas-session-035,moss_ward,Fay,loom wait,prior:loom wait:canvas-session-035,approaches after help,0.95,0.95,0.92,0.92,True,True,True,True
3698,206,canvas-session-035,glass_harbor,Puck,tea first,prior:tea first:canvas-session-035,lets avatar carry small part,0.95,0.95,0.92,0.92,True,True,True,True
3699,206,canvas-session-035,cinder_garden,Wren,seed sleep,prior:seed sleep:canvas-session-035,remembers cooled path,0.95,0.95,0.92,0.92,True,True,True,True
3700,206,canvas-session-035,lichen_bridge,Kio,signal hush,prior:signal hush:canvas-session-035,signals from a distance,0.95,0.95,0.92,0.92,True,True,True,True
3701,206,canvas-session-035,orchid_engine,Cai,orchid rest,prior:orchid rest:canvas-session-035,trusts slow repair,0.95,0.95,0.92,0.92,True,True,True,True
3702,206,canvas-session-035,moss_ward,Milo,path dry,prior:path dry:canvas-session-035,shares safer route,0.95,0.95,0.92,0.92,True,True,True,True
3703,206,canvas-session-035,glass_harbor,Sera,net keeper,prior:net keeper:canvas-session-035,faces avatar longer,0.95,0.95,0.92,0.92,True,True,True,True
3704,206,canvas-session-035,cinder_garden,Juno,cool hand,prior:cool hand:canvas-session-035,accepts slow handoff,0.95,0.95,0.92,0.92,True,True,True,True
3705,206,canvas-session-035,lichen_bridge,Luma,rope safe,prior:rope safe:canvas-session-035,shares a bowl marker,0.95,0.95,0.92,0.92,True,True,True,True
3706,206,canvas-session-035,orchid_engine,Dax,gear lane,prior:gear lane:canvas-session-035,waits without flinch,0.95,0.95,0.92,0.92,True,True,True,True
3707,206,canvas-session-035,moss_ward,Tala,ledger no touch,prior:ledger no touch:canvas-session-035,keeps respectful distance,0.95,0.95,0.92,0.92,True,True,True,True
3708,207,canvas-session-035,cinder_garden,Wren,shade first,prior:shade first:canvas-session-035,moves closer to shade,0.95,0.95,0.92,0.92,True,True,True,True
3709,207,canvas-session-035,lichen_bridge,Kio,bowl shared,prior:bowl shared:canvas-session-035,offers spare knot,0.95,0.95,0.92,0.92,True,True,True,True
3710,207,canvas-session-035,orchid_engine,Cai,valve wait,prior:valve wait:canvas-session-035,keeps valve boundary,0.95,0.95,0.92,0.92,True,True,True,True
3711,207,canvas-session-035,moss_ward,Milo,loom wait,prior:loom wait:canvas-session-035,approaches after help,0.95,0.95,0.92,0.92,True,True,True,True
3712,207,canvas-session-035,glass_harbor,Sera,tea first,prior:tea first:canvas-session-035,lets avatar carry small part,0.95,0.95,0.92,0.92,True,True,True,True
3713,207,canvas-session-035,cinder_garden,Juno,seed sleep,prior:seed sleep:canvas-session-035,remembers cooled path,0.95,0.95,0.92,0.92,True,True,True,True
3714,207,canvas-session-035,lichen_bridge,Luma,signal hush,prior:signal hush:canvas-session-035,signals from a distance,0.95,0.95,0.92,0.92,True,True,True,True
3715,207,canvas-session-035,orchid_engine,Dax,orchid rest,prior:orchid rest:canvas-session-035,trusts slow repair,0.95,0.95,0.92,0.92,True,True,True,True
3716,207,canvas-session-035,moss_ward,Tala,path dry,prior:path dry:canvas-session-035,shares safer route,0.95,0.95,0.92,0.92,True,True,True,True
3717,207,canvas-session-035,glass_harbor,Nia,net keeper,prior:net keeper:canvas-session-035,faces avatar longer,0.95,0.95,0.92,0.92,True,True,True,True
3718,207,canvas-session-035,cinder_garden,Pax,cool hand,prior:cool hand:canvas-session-035,accepts slow handoff,0.95,0.95,0.92,0.92,True,True,True,True
3719,207,canvas-session-035,lichen_bridge,Rin,rope safe,prior:rope safe:canvas-session-035,shares a bowl marker,0.95,0.95,0.92,0.92,True,True,True,True
3720,207,canvas-session-035,orchid_engine,Eli,gear lane,prior:gear lane:canvas-session-035,waits without flinch,0.95,0.95,0.92,0.92,True,True,True,True
3721,207,canvas-session-035,moss_ward,Ari,ledger no touch,prior:ledger no touch:canvas-session-035,keeps respectful distance,0.95,0.95,0.92,0.92,True,True,True,True
3722,207,canvas-session-035,glass_harbor,Oren,lamp bright,prior:lamp bright:canvas-session-035,warns before fog,0.95,0.95,0.92,0.92,True,True,True,True
3723,207,canvas-session-035,cinder_garden,Vale,shade first,prior:shade first:canvas-session-035,moves closer to shade,0.95,0.95,0.92,0.92,True,True,True,True
3724,207,canvas-session-035,lichen_bridge,Sol,bowl shared,prior:bowl shared:canvas-session-035,offers spare knot,0.95,0.95,0.92,0.92,True,True,True,True
3725,207,canvas-session-035,orchid_engine,Bea,valve wait,prior:valve wait:canvas-session-035,keeps valve boundary,0.95,0.95,0.92,0.92,True,True,True,True
3726,208,canvas-session-035,glass_harbor,Nia,tea first,prior:tea first:canvas-session-035,lets avatar carry small part,0.95,0.95,0.92,0.92,True,True,True,True
3727,208,canvas-session-035,cinder_garden,Pax,seed sleep,prior:seed sleep:canvas-session-035,remembers cooled path,0.95,0.95,0.92,0.92,True,True,True,True
3728,208,canvas-session-035,lichen_bridge,Rin,signal hush,prior:signal hush:canvas-session-035,signals from a distance,0.95,0.95,0.92,0.92,True,True,True,True
3729,208,canvas-session-035,orchid_engine,Eli,orchid rest,prior:orchid rest:canvas-session-035,trusts slow repair,0.95,0.95,0.92,0.92,True,True,True,True
3730,208,canvas-session-035,moss_ward,Ari,path dry,prior:path dry:canvas-session-035,shares safer route,0.95,0.95,0.92,0.92,True,True,True,True
3731,208,canvas-session-035,glass_harbor,Oren,net keeper,prior:net keeper:canvas-session-035,faces avatar longer,0.95,0.95,0.92,0.92,True,True,True,True
3732,208,canvas-session-035,cinder_garden,Vale,cool hand,prior:cool hand:canvas-session-035,accepts slow handoff,0.95,0.95,0.92,0.92,True,True,True,True
3733,208,canvas-session-035,lichen_bridge,Sol,rope safe,prior:rope safe:canvas-session-035,shares a bowl marker,0.95,0.95,0.92,0.92,True,True,True,True
