tick_id,day,settlement_id,resident_id,turn_index,avatar_phrase,resident_phrase,intent,response_key,confidence_before,confidence_after,misunderstanding_risk,bounded_phrasebook,no_llm_call,private_workspace_not_dumped,frequency_hz,flower_phase
2448,137,moss_ward,Ari,489,I offer trade,blanket path clear,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,47.1976,0.4685
2449,137,glass_harbor,Oren,490,I do not dim lamp,fog catcher closed,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,48.3446,0.48613
2450,137,cinder_garden,Vale,490,I need translation,repeat without hurry,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,50.9116,0.511759
2451,137,lichen_bridge,Sol,490,I touch rope post,signal hush first,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,49.5886,0.505389
2452,137,orchid_engine,Bea,489,I ask valve custom,orchid lamp rests,respect boundary,step_back,0.86,0.86,0.04,True,True,True,51.9256,0.533019
2453,137,moss_ward,Fay,490,I offer trade,blanket path clear,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,47.2826,0.491648
2454,137,glass_harbor,Puck,491,I do not dim lamp,fog catcher closed,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,48.4296,0.509278
2455,137,cinder_garden,Wren,491,I need translation,repeat without hurry,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,50.9966,0.534907
2456,137,lichen_bridge,Kio,491,I touch rope post,signal hush first,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,49.6736,0.528537
2457,137,orchid_engine,Cai,490,I ask valve custom,orchid lamp rests,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,52.0106,0.556167
2458,137,moss_ward,Milo,491,I offer trade,blanket path clear,respect boundary,step_back,0.86,0.86,0.04,True,True,True,47.3676,0.514796
2459,137,glass_harbor,Sera,492,I do not dim lamp,fog catcher closed,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,48.5146,0.532426
2460,137,cinder_garden,Juno,492,I need translation,repeat without hurry,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,51.0816,0.558056
2461,137,lichen_bridge,Luma,492,I touch rope post,signal hush first,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,49.7586,0.551685
2462,137,orchid_engine,Dax,491,I ask valve custom,orchid lamp rests,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,52.0956,0.579315
2463,137,moss_ward,Tala,492,I offer trade,blanket path clear,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,47.4526,0.537944
2464,137,glass_harbor,Nia,493,I do not dim lamp,fog catcher closed,respect boundary,step_back,0.86,0.86,0.04,True,True,True,48.5996,0.555574
2465,137,cinder_garden,Pax,493,I need translation,repeat without hurry,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,51.1666,0.581204
2466,138,orchid_engine,Bea,492,I do not turn key,cup before engine,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,52.1636,0.598667
2467,138,moss_ward,Fay,493,I need translation,speak slower,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,47.5206,0.557296
2468,138,glass_harbor,Puck,494,I wait by lamp,tea before crossing,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,48.6676,0.574926
2469,138,cinder_garden,Wren,494,I ask seed path,seed rows sleep,respect boundary,step_back,0.86,0.86,0.04,True,True,True,51.2346,0.600556
2470,138,lichen_bridge,Kio,493,I offer rope help,meal room welcomes,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,49.9116,0.594185
2471,138,orchid_engine,Cai,493,I do not turn key,cup before engine,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,52.2486,0.621815
2472,138,moss_ward,Milo,494,I need translation,speak slower,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,47.6056,0.580444
2473,138,glass_harbor,Sera,495,I wait by lamp,tea before crossing,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,48.7526,0.598074
2474,138,cinder_garden,Juno,495,I ask seed path,seed rows sleep,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,51.3196,0.623704
2475,138,lichen_bridge,Luma,494,I offer rope help,meal room welcomes,respect boundary,step_back,0.86,0.86,0.04,True,True,True,49.9966,0.617333
2476,138,orchid_engine,Dax,494,I do not turn key,cup before engine,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,52.3336,0.644963
2477,138,moss_ward,Tala,495,I need translation,speak slower,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,47.6906,0.603593
2478,138,glass_harbor,Nia,496,I wait by lamp,tea before crossing,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,48.8376,0.621222
2479,138,cinder_garden,Pax,496,I ask seed path,seed rows sleep,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,51.4046,0.646852
2480,138,lichen_bridge,Rin,495,I offer rope help,meal room welcomes,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,50.0816,0.640481
2481,138,orchid_engine,Eli,495,I do not turn key,cup before engine,respect boundary,step_back,0.86,0.86,0.04,True,True,True,52.4186,0.668111
2482,138,moss_ward,Ari,496,I need translation,speak slower,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,47.7756,0.626741
2483,138,glass_harbor,Oren,497,I wait by lamp,tea before crossing,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,48.9226,0.64437
2484,139,lichen_bridge,Kio,496,I need translation,gesture again,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,50.1496,0.659833
2485,139,orchid_engine,Cai,496,I wait outside ring,valve listener first,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,52.4866,0.687463
2486,139,moss_ward,Milo,497,I ask rain custom,rain clay is named,respect boundary,step_back,0.86,0.86,0.04,True,True,True,47.8436,0.646093
2487,139,glass_harbor,Sera,498,I offer salt token,net has keeper,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,48.9906,0.663722
2488,139,cinder_garden,Juno,497,I do not cross rows,ash path open,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,51.5576,0.689352
2489,139,lichen_bridge,Luma,497,I need translation,gesture again,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,50.2346,0.682981
2490,139,orchid_engine,Dax,497,I wait outside ring,valve listener first,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,52.5716,0.710611
2491,139,moss_ward,Tala,498,I ask rain custom,rain clay is named,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,47.9286,0.669241
2492,139,glass_harbor,Nia,499,I offer salt token,net has keeper,respect boundary,step_back,0.86,0.86,0.04,True,True,True,49.0756,0.68687
2493,139,cinder_garden,Pax,498,I do not cross rows,ash path open,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,51.6426,0.7125
2494,139,lichen_bridge,Rin,498,I need translation,gesture again,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,50.3196,0.70613
2495,139,orchid_engine,Eli,498,I wait outside ring,valve listener first,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,52.6566,0.733759
2496,139,moss_ward,Ari,499,I ask rain custom,rain clay is named,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,48.0136,0.692389
2497,139,glass_harbor,Oren,500,I offer salt token,net has keeper,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,49.1606,0.710019
2498,139,cinder_garden,Vale,499,I do not cross rows,ash path open,respect boundary,step_back,0.86,0.86,0.04,True,True,True,51.7276,0.735648
2499,139,lichen_bridge,Sol,499,I need translation,gesture again,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,50.4046,0.729278
2500,139,orchid_engine,Bea,499,I wait outside ring,valve listener first,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,52.7416,0.756907
2501,139,moss_ward,Fay,500,I ask rain custom,rain clay is named,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,48.0986,0.715537
2502,140,cinder_garden,Juno,500,I bow to shade,shade cloth first,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,51.7956,0.755
2503,140,lichen_bridge,Luma,500,I ask bell custom,rope has tension,respect boundary,step_back,0.86,0.86,0.04,True,True,True,50.4726,0.74863
2504,140,orchid_engine,Dax,500,I offer gear cloth,gear lane open,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,52.8096,0.776259
2505,140,moss_ward,Tala,501,I do not touch,trade can wait,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,48.1666,0.734889
2506,140,glass_harbor,Nia,501,I need translation,repeat with bell,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,49.3136,0.752519
2507,140,cinder_garden,Pax,501,I bow to shade,shade cloth first,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,51.8806,0.778148
2508,140,lichen_bridge,Rin,501,I ask bell custom,rope has tension,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,50.5576,0.771778
2509,140,orchid_engine,Eli,501,I offer gear cloth,gear lane open,respect boundary,step_back,0.86,0.86,0.04,True,True,True,52.8946,0.799407
2510,140,moss_ward,Ari,502,I do not touch,trade can wait,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,48.2516,0.758037
2511,140,glass_harbor,Oren,502,I need translation,repeat with bell,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,49.3986,0.775667
2512,140,cinder_garden,Vale,502,I bow to shade,shade cloth first,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,51.9656,0.801296
2513,140,lichen_bridge,Sol,502,I ask bell custom,rope has tension,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,50.6426,0.794926
2514,140,orchid_engine,Bea,502,I offer gear cloth,gear lane open,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,52.9796,0.822556
2515,140,moss_ward,Fay,503,I do not touch,trade can wait,respect boundary,step_back,0.86,0.86,0.04,True,True,True,48.3366,0.781185
2516,140,glass_harbor,Puck,503,I need translation,repeat with bell,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,49.4836,0.798815
2517,140,cinder_garden,Wren,503,I bow to shade,shade cloth first,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,52.0506,0.824444
2518,140,lichen_bridge,Kio,503,I ask bell custom,rope has tension,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,50.7276,0.818074
2519,140,orchid_engine,Cai,503,I offer gear cloth,gear lane open,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,53.0646,0.845704
2520,141,glass_harbor,Nia,504,I ask net owner,lamp stays bright,respect boundary,step_back,0.86,0.86,0.04,True,True,True,49.5516,0.818167
2521,141,cinder_garden,Pax,504,I offer cool stone,cool hand means wait,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,52.1186,0.843796
2522,141,lichen_bridge,Rin,504,I do not step on rope,bell has keeper,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,50.7956,0.837426
2523,141,orchid_engine,Eli,504,I need translation,say it with palms,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,53.1326,0.865056
2524,141,moss_ward,Ari,504,I wait,warm cup first,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,48.4896,0.823685
2525,141,glass_harbor,Oren,505,I ask net owner,lamp stays bright,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,49.6366,0.841315
2526,141,cinder_garden,Vale,505,I offer cool stone,cool hand means wait,respect boundary,step_back,0.86,0.86,0.04,True,True,True,52.2036,0.866944
2527,141,lichen_bridge,Sol,505,I do not step on rope,bell has keeper,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,50.8806,0.860574
2528,141,orchid_engine,Bea,505,I need translation,say it with palms,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,53.2176,0.888204
2529,141,moss_ward,Fay,505,I wait,warm cup first,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,48.5746,0.846833
2530,141,glass_harbor,Puck,506,I ask net owner,lamp stays bright,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,49.7216,0.864463
2531,141,cinder_garden,Wren,506,I offer cool stone,cool hand means wait,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,52.2886,0.890093
2532,141,lichen_bridge,Kio,506,I do not step on rope,bell has keeper,respect boundary,step_back,0.86,0.86,0.04,True,True,True,50.9656,0.883722
2533,141,orchid_engine,Cai,506,I need translation,say it with palms,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,53.3026,0.911352
2534,141,moss_ward,Milo,506,I wait,warm cup first,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,48.6596,0.869981
2535,141,glass_harbor,Sera,507,I ask net owner,lamp stays bright,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,49.8066,0.887611
2536,141,cinder_garden,Juno,507,I offer cool stone,cool hand means wait,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,52.3736,0.913241
2537,141,lichen_bridge,Luma,507,I do not step on rope,bell has keeper,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,51.0506,0.90687
2538,142,moss_ward,Ari,507,I offer trade,blanket path clear,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,48.7276,0.889333
2539,142,glass_harbor,Oren,508,I do not dim lamp,fog catcher closed,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,49.8746,0.906963
2540,142,cinder_garden,Vale,508,I need translation,repeat without hurry,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,52.4416,0.932593
2541,142,lichen_bridge,Sol,508,I touch rope post,signal hush first,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,51.1186,0.926222
2542,142,orchid_engine,Bea,507,I ask valve custom,orchid lamp rests,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,53.4556,0.953852
2543,142,moss_ward,Fay,508,I offer trade,blanket path clear,respect boundary,step_back,0.86,0.86,0.04,True,True,True,48.8126,0.912481
2544,142,glass_harbor,Puck,509,I do not dim lamp,fog catcher closed,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,49.9596,0.930111
2545,142,cinder_garden,Wren,509,I need translation,repeat without hurry,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,52.5266,0.955741
2546,142,lichen_bridge,Kio,509,I touch rope post,signal hush first,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,51.2036,0.94937
2547,142,orchid_engine,Cai,508,I ask valve custom,orchid lamp rests,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,53.5406,0.977
2548,142,moss_ward,Milo,509,I offer trade,blanket path clear,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,48.8976,0.93563
2549,142,glass_harbor,Sera,510,I do not dim lamp,fog catcher closed,respect boundary,step_back,0.86,0.86,0.04,True,True,True,50.0446,0.953259
2550,142,cinder_garden,Juno,510,I need translation,repeat without hurry,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,52.6116,0.978889
2551,142,lichen_bridge,Luma,510,I touch rope post,signal hush first,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,51.2886,0.972519
2552,142,orchid_engine,Dax,509,I ask valve custom,orchid lamp rests,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,53.6256,0.000148
2553,142,moss_ward,Tala,510,I offer trade,blanket path clear,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,48.9826,0.958778
2554,142,glass_harbor,Nia,511,I do not dim lamp,fog catcher closed,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,50.1296,0.976407
2555,142,cinder_garden,Pax,511,I need translation,repeat without hurry,respect boundary,step_back,0.86,0.86,0.04,True,True,True,52.6966,0.002037
2556,143,orchid_engine,Bea,510,I do not turn key,cup before engine,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,53.6936,0.0195
2557,143,moss_ward,Fay,511,I need translation,speak slower,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,49.0506,0.97813
2558,143,glass_harbor,Puck,512,I wait by lamp,tea before crossing,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,50.1976,0.995759
2559,143,cinder_garden,Wren,512,I ask seed path,seed rows sleep,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,52.7646,0.021389
2560,143,lichen_bridge,Kio,511,I offer rope help,meal room welcomes,respect boundary,step_back,0.86,0.86,0.04,True,True,True,51.4416,0.015019
2561,143,orchid_engine,Cai,511,I do not turn key,cup before engine,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,53.7786,0.042648
2562,143,moss_ward,Milo,512,I need translation,speak slower,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,49.1356,0.001278
2563,143,glass_harbor,Sera,513,I wait by lamp,tea before crossing,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,50.2826,0.018907
2564,143,cinder_garden,Juno,513,I ask seed path,seed rows sleep,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,52.8496,0.044537
2565,143,lichen_bridge,Luma,512,I offer rope help,meal room welcomes,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,51.5266,0.038167
2566,143,orchid_engine,Dax,512,I do not turn key,cup before engine,respect boundary,step_back,0.86,0.86,0.04,True,True,True,53.8636,0.065796
2567,143,moss_ward,Tala,513,I need translation,speak slower,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,49.2206,0.024426
2568,143,glass_harbor,Nia,514,I wait by lamp,tea before crossing,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,50.3676,0.042056
2569,143,cinder_garden,Pax,514,I ask seed path,seed rows sleep,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,52.9346,0.067685
